Scotland's Census 2022 - National Records of Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table UV602 - Economic activity of Household Reference Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Household Reference Persons aged 16 and over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,All Household Reference Persons aged 16 and over,Economically Active (full-time students) - Total,Economically Active (full-time students) - Employee - Total,Economically Active (full-time students) - Employee - Part-time,Economically Active (full-time students) - Employee - Full-time,Economically Active (full-time students) - Self-employed with employees - Total,Economically Active (full-time students) - Self-employed with employees - Part-time,Economically Active (full-time students) - Self-employed with employees - Full-time,Economically Active (full-time students) - Self-employed without employees - Total,Economically Active (full-time students) - Self-employed without employees - Part-time,Economically Active (full-time students) - Self-employed without employees - Full-time,Economically Active (full-time students) - Unemployed - Available for work,Economically Active Full-time student - Total,Economically Active Full-time student - Employee - Total,Economically Active Full-time student - Employee - Part-time,Economically Active full-time student - Employee - Full-time,Economically Active Full-time student - Self-employed with employees - Total,Economically Active Full-time student - Self-employed with employees - Part-time,Economically Active Full-time student - Self-employed with employees - Full-time,Economically Active Full-time student - Self-employed without employees - Total,Economically Active Full-time student - Self-employed without employees - Part-time,Economically Active Full-time student - Self-employed without employees - Full-time,Economically Active Full-time student - Unemployed - Available for work,Economically inactive - Total,Economically inactive - Retired,Economically inactive - Student,Economically inactive - Looking after home/ family,Economically inactive - Long term sick or disabled,Economically inactive - Other
S00136585,50,43,30,4,28,7,-,7,5,2,3,1,1,1,1,-,-,-,-,-,-,-,-,6,6,-,-,-,-
S00136586,35,22,17,2,15,-,-,-,5,3,1,2,3,3,3,-,-,-,-,-,-,-,-,11,11,-,-,-,-
S00136587,45,32,31,7,24,-,-,-,-,-,-,1,1,1,2,-,-,-,-,-,-,-,-,10,5,1,-,3,-
S00136588,49,40,37,5,35,-,-,-,2,2,-,4,-,-,-,-,-,-,-,-,-,-,-,10,4,1,-,-,1
S00136589,51,37,31,7,24,-,-,-,6,-,6,-,1,-,-,-,-,-,-,-,-,-,1,13,4,3,-,3,2
S00136590,74,59,51,4,47,1,-,1,3,-,3,1,4,4,2,-,-,-,-,2,2,-,-,11,8,-,-,2,2
S00136591,53,35,28,1,26,3,-,3,4,-,4,1,-,-,-,-,-,-,-,-,-,-,-,18,14,-,1,2,1
S00136592,79,37,27,9,21,4,1,3,7,2,3,2,1,1,-,1,-,-,-,-,-,-,-,39,37,1,1,-,-
S00136593,64,52,40,5,35,2,2,-,9,1,5,1,2,2,-,2,-,-,-,-,-,-,-,11,10,-,1,-,-
S00136594,44,38,32,5,27,1,-,1,7,2,3,-,2,-,-,-,-,-,-,1,1,-,2,8,5,-,-,3,1
S00136595,65,54,51,2,49,-,-,-,3,-,3,-,5,5,3,2,-,-,-,-,-,-,-,6,1,3,-,-,2
S00136596,43,37,30,3,27,-,-,-,-,-,-,-,8,5,6,1,-,-,-,-,-,-,3,2,-,1,-,-,-
S00136597,55,42,39,4,35,-,-,-,-,-,-,3,3,3,2,1,-,-,-,-,-,-,-,13,8,1,-,-,-
S00136598,49,33,27,5,22,2,-,2,1,-,1,3,3,2,2,-,-,-,-,-,-,-,1,13,12,2,-,-,1
S00136599,64,43,39,4,35,1,-,1,4,1,3,1,5,4,1,-,-,-,-,-,-,-,1,14,7,3,-,-,6
S00136600,73,49,44,-,42,-,-,-,1,1,-,2,13,11,10,1,-,-,-,1,1,-,1,11,2,6,1,-,1
S00136601,63,52,48,4,44,-,-,-,2,2,1,3,4,4,4,2,-,-,-,-,-,-,-,6,4,1,-,3,-
S00136602,66,34,25,1,24,6,1,5,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,32,29,1,-,1,1
S00136603,81,52,46,5,39,2,-,2,2,1,1,5,7,5,2,1,-,-,-,-,-,-,2,22,5,6,4,6,-
S00136604,30,22,16,4,10,3,1,3,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,11,6,1,1,-,-
S00136605,85,82,72,3,69,1,-,1,8,1,8,1,2,2,2,-,-,-,-,-,-,-,-,5,-,1,-,4,2
S00136606,81,56,48,7,38,-,-,-,3,-,3,6,9,8,8,-,-,-,-,-,-,-,2,16,7,2,-,5,-
S00136607,57,34,28,3,25,2,-,2,4,-,4,-,10,7,7,-,-,-,-,-,-,-,3,13,2,8,1,2,-
S00136608,62,45,42,4,35,-,-,-,4,-,4,2,11,10,10,-,-,-,-,-,-,-,-,6,4,4,-,-,-
S00136609,59,42,31,5,26,2,-,2,5,2,4,1,3,2,2,-,-,-,-,-,-,-,1,16,7,-,-,3,6
S00136610,33,27,21,3,18,1,-,1,6,3,3,-,3,2,2,-,-,-,-,-,-,-,1,3,1,2,-,-,-
S00136611,48,31,23,2,21,2,-,2,4,4,2,3,9,8,5,4,-,-,-,-,-,-,1,8,5,2,-,-,1
S00136612,45,37,31,3,28,2,-,2,3,3,-,2,5,5,5,1,-,-,-,-,-,-,-,5,4,1,-,-,-
S00136613,43,33,29,4,25,-,-,-,6,-,6,-,7,5,5,-,-,-,-,-,-,-,1,2,-,2,-,-,-
S00136614,43,34,29,3,26,-,-,-,4,-,4,1,1,2,2,-,-,-,-,-,-,-,1,6,2,-,-,1,3
S00136615,37,16,15,5,10,-,-,-,-,-,-,1,4,2,2,1,-,-,-,-,-,-,-,17,5,6,1,5,-
S00136616,76,56,42,2,40,4,-,4,8,4,9,2,-,-,-,-,-,-,-,-,-,-,-,17,17,-,-,-,-
S00136617,54,29,29,7,22,-,-,-,-,-,-,-,9,10,10,-,-,-,-,-,-,-,1,14,2,5,2,-,4
S00136618,55,40,32,2,31,2,-,2,3,-,3,1,4,4,4,-,-,-,-,-,-,-,-,12,3,1,1,5,2
S00136619,37,29,22,2,20,2,-,2,6,1,5,-,-,-,-,-,-,-,-,-,-,-,-,6,5,-,-,1,-
S00136620,67,48,43,3,40,-,-,-,4,2,2,2,3,3,3,-,-,-,-,-,-,-,-,16,14,-,1,-,1
S00136621,81,55,57,6,53,1,-,1,-,-,-,-,6,4,4,-,-,-,-,-,-,-,3,17,12,6,-,-,-
S00136622,74,56,50,7,43,-,-,-,6,1,5,-,8,8,6,-,-,-,-,-,-,-,-,6,2,1,2,3,-
S00136623,49,42,29,4,26,-,-,-,5,-,5,6,6,4,2,1,-,-,-,-,-,-,1,10,3,4,-,-,2
S00136624,46,27,21,-,21,2,-,2,3,-,3,1,-,-,-,-,-,-,-,-,-,-,-,19,17,-,-,3,-
S00136625,41,37,28,4,24,-,-,-,2,-,2,3,-,-,-,-,-,-,-,-,-,-,-,7,4,2,-,-,1
S00136626,52,32,21,2,19,3,-,3,8,5,3,-,-,-,-,-,-,-,-,-,-,-,-,20,18,-,-,2,-
S00136627,65,49,39,3,37,2,1,2,8,3,5,-,3,2,2,-,-,-,-,-,-,-,1,13,11,-,1,-,-
S00136628,46,31,28,2,27,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,15,10,-,2,3,1
S00136629,46,36,30,8,22,-,-,-,5,1,4,1,-,-,2,1,-,-,-,-,-,-,-,7,6,-,-,-,1
S00136630,79,61,57,11,49,-,-,-,3,1,3,1,11,9,7,2,-,-,-,-,-,-,3,11,4,2,-,1,3
S00136631,51,42,33,5,29,-,-,-,4,-,4,5,2,2,2,-,-,-,-,-,-,-,-,8,4,2,-,-,-
S00136632,52,50,45,4,41,1,-,1,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00136633,47,26,23,-,21,4,-,4,5,-,3,-,-,-,-,-,-,-,-,-,-,-,-,17,16,1,-,-,-
S00136634,46,32,28,1,27,-,-,-,-,-,-,2,1,1,1,-,-,-,-,-,-,-,-,11,6,4,-,-,2
S00136635,58,42,38,3,34,-,-,-,1,-,1,3,8,8,3,5,-,-,-,-,-,-,-,8,2,1,3,-,-
S00136636,73,61,58,5,50,-,-,-,3,-,3,-,7,7,7,-,-,-,-,-,-,-,-,5,1,-,-,-,-
S00136637,67,42,40,5,36,1,-,1,2,2,-,-,1,-,-,-,-,-,-,1,-,1,-,21,18,-,1,1,-
S00136638,68,61,58,4,54,-,-,-,3,-,3,-,5,5,5,-,-,-,-,-,-,-,-,5,-,2,-,3,-
S00136639,66,43,36,4,32,2,-,2,3,-,3,2,13,10,8,2,-,-,-,1,1,-,2,6,-,4,-,-,-
S00136640,60,38,33,3,30,-,-,-,4,4,2,1,3,1,1,-,-,-,-,2,2,-,-,19,5,1,-,13,-
S00136641,73,58,46,-,46,4,-,4,9,2,7,-,1,1,1,-,-,-,-,-,-,-,-,14,8,3,1,-,-
S00136642,78,60,55,5,50,1,1,-,4,2,1,-,11,8,6,3,-,-,-,-,-,-,3,7,4,2,-,1,-
S00136643,54,42,39,5,34,-,-,-,-,-,-,2,9,3,3,-,-,-,-,-,-,-,2,6,4,-,-,-,2
S00136644,57,39,33,4,25,-,-,-,6,3,4,-,5,5,6,1,-,-,-,-,-,-,-,11,3,7,-,-,2
S00136645,55,50,46,3,42,2,-,2,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,7,6,-,-,1,-
S00136646,72,52,46,7,39,-,-,-,5,1,4,1,5,5,5,-,-,-,-,-,-,-,-,17,4,4,-,1,4
S00136647,83,64,57,10,47,-,-,-,3,1,2,4,6,3,3,-,-,-,-,1,1,-,2,13,8,2,1,2,1
S00136648,66,36,31,3,28,-,-,-,3,-,3,2,7,5,5,-,-,-,-,2,2,-,2,23,20,-,1,-,2
S00136649,51,35,25,5,20,-,-,-,6,3,2,2,1,1,-,1,-,-,-,-,-,-,-,19,13,-,2,1,-
S00136650,88,64,49,5,48,1,-,1,4,2,4,4,4,3,3,-,-,-,-,-,-,-,1,20,12,4,2,-,-
S00136651,65,47,45,2,43,-,-,-,-,1,1,-,3,3,3,-,-,-,-,-,-,-,-,12,5,3,-,5,2
S00136652,48,35,33,7,23,-,-,-,2,-,2,-,7,6,6,-,-,-,-,-,-,-,1,6,1,4,-,-,-
S00136653,39,36,33,4,30,-,-,-,-,-,-,4,2,2,2,-,-,-,-,-,-,-,-,1,1,-,-,-,-
S00136654,69,57,46,3,44,-,-,-,6,3,7,4,7,7,6,1,-,-,-,-,-,-,-,8,2,2,-,-,-
S00136655,80,54,44,6,42,2,-,2,5,2,1,3,12,12,11,1,-,-,-,-,-,-,-,10,7,-,-,-,4
S00136656,37,26,23,2,22,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,11,10,-,-,-,1
S00136657,80,60,48,7,47,-,-,-,2,2,2,3,6,4,3,1,-,-,-,-,-,-,2,14,9,4,-,2,1
S00136658,41,34,27,3,24,-,-,-,6,1,5,1,-,-,-,-,-,-,-,-,-,-,-,7,4,-,-,-,-
S00136659,72,55,48,1,47,-,-,-,6,2,4,-,3,2,2,-,-,-,-,-,-,-,2,13,8,1,-,2,1
S00136660,47,30,25,6,19,2,-,2,3,-,3,1,2,-,-,-,-,-,-,1,-,1,-,17,17,-,-,-,-
S00136661,54,47,38,4,34,-,-,-,4,-,4,3,-,-,-,-,-,-,-,-,-,-,-,5,2,1,-,-,2
S00136662,47,31,25,5,22,-,-,-,2,-,2,3,1,-,-,-,-,-,-,-,-,-,1,15,12,1,-,-,2
S00136663,68,57,50,5,45,-,-,-,4,2,2,3,-,-,-,-,-,-,-,-,-,-,-,11,4,1,2,-,-
S00136664,46,21,19,3,16,-,-,-,2,1,-,-,2,2,2,-,-,-,-,-,-,-,-,24,24,-,-,-,-
S00136665,68,44,37,4,35,-,-,-,4,1,5,4,4,2,1,1,-,-,-,1,1,-,2,16,9,8,1,4,-
S00136666,47,35,28,8,20,1,-,1,4,3,1,2,-,-,-,-,-,-,-,-,-,-,-,12,5,-,5,1,1
S00136667,50,28,27,1,26,-,-,-,1,-,1,-,16,9,6,3,1,1,-,2,-,2,5,6,1,3,-,2,-
S00136668,62,52,47,1,46,-,-,-,2,-,2,1,4,2,2,-,-,-,-,-,-,-,2,6,4,-,-,-,2
S00136669,58,41,32,5,29,-,-,-,6,1,5,-,1,1,-,1,-,-,-,-,-,-,-,16,13,1,-,-,-
S00136670,65,45,40,3,41,2,-,2,3,1,3,1,-,-,-,-,-,-,-,-,-,-,-,20,14,-,2,-,-
S00136671,36,30,26,2,23,1,-,1,2,-,2,1,-,-,-,-,-,-,-,-,-,-,-,6,1,-,-,1,2
S00136672,47,32,27,2,25,2,1,1,3,-,3,3,4,4,3,2,-,-,-,-,-,-,-,8,6,1,-,-,-
S00136673,68,47,42,2,43,1,-,1,2,2,1,-,11,8,7,1,-,-,-,-,-,-,3,11,6,4,-,2,1
S00136674,44,37,34,6,29,3,-,3,1,1,-,-,3,2,2,-,-,-,-,1,-,1,-,10,5,-,-,-,1
S00136675,64,47,36,2,35,-,-,-,8,-,8,-,2,2,2,-,-,-,-,-,-,-,-,15,11,1,-,2,2
S00136676,36,33,33,-,33,-,-,-,-,-,-,-,4,1,-,1,-,-,-,1,1,-,-,1,1,-,-,-,-
S00136677,75,57,49,1,48,1,-,1,4,4,2,-,4,4,4,-,-,-,-,1,1,-,-,14,11,1,-,2,-
S00136678,57,37,30,5,27,-,-,-,4,-,6,-,-,-,-,-,-,-,-,-,-,-,-,20,20,-,-,-,-
S00136679,65,54,43,1,45,1,1,-,3,-,3,2,4,3,2,1,-,-,-,-,-,-,2,12,13,-,-,1,-
S00136680,80,48,42,2,40,-,-,-,11,3,7,-,5,6,6,-,-,-,-,-,-,-,1,23,18,1,1,3,-
S00136681,75,59,56,4,52,1,-,1,1,-,1,1,4,3,3,-,-,-,-,1,-,1,-,12,5,5,1,-,1
S00136682,76,56,51,4,47,2,2,-,1,1,-,-,2,2,2,-,-,-,-,-,-,-,-,21,14,5,-,1,2
S00136683,49,28,26,2,24,2,-,2,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,20,19,-,-,1,-
S00136684,38,30,29,-,30,-,-,-,-,-,-,1,6,5,5,-,-,-,-,1,1,-,-,1,-,1,-,-,-
S00136685,76,59,51,2,49,-,-,-,6,1,5,2,5,5,5,-,-,-,-,-,-,-,-,12,6,5,-,-,2
S00136686,59,50,38,4,36,1,-,1,6,1,5,5,3,-,-,-,-,-,-,1,1,-,1,7,6,-,-,1,1
S00136687,62,52,46,-,44,1,-,1,5,1,4,-,-,-,-,-,-,-,-,-,-,-,-,10,9,1,-,-,-
S00136688,64,49,44,11,33,1,-,1,1,1,-,3,2,2,-,2,-,-,-,-,-,-,-,12,-,1,4,8,-
S00136689,67,52,43,5,38,-,-,-,4,3,-,5,2,2,2,-,-,-,-,-,-,-,-,13,2,6,-,4,-
S00136690,47,34,32,8,21,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,13,2,-,5,7,1
S00136691,53,41,35,5,30,2,-,2,4,1,5,-,-,-,-,-,-,-,-,-,-,-,-,12,10,-,1,1,-
S00136692,73,16,14,1,13,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,57,52,-,1,2,4
S00136693,65,41,36,3,29,1,-,1,-,-,-,4,8,4,4,-,-,-,-,-,-,-,2,19,7,3,-,4,5
S00136694,58,36,28,3,25,2,-,2,6,1,5,-,-,-,-,-,-,-,-,-,-,-,-,22,21,-,-,-,1
S00136695,52,25,22,3,20,-,-,-,2,-,2,1,-,-,-,-,-,-,-,-,-,-,-,29,26,-,-,1,-
S00136696,67,47,41,9,32,2,-,2,5,-,5,-,4,4,3,1,-,-,-,-,-,-,-,16,2,-,3,7,2
S00136697,63,42,41,8,33,2,-,2,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,25,17,-,1,-,1
S00136698,61,42,36,9,27,-,-,-,2,2,-,5,5,5,4,1,-,-,-,-,-,-,-,11,1,5,-,1,-
S00136699,43,29,22,3,17,1,-,1,4,-,4,1,-,-,-,-,-,-,-,-,-,-,-,13,13,-,-,-,-
S00136700,62,51,42,3,38,-,-,-,8,1,7,-,1,1,1,-,-,-,-,-,-,-,-,10,8,-,2,-,-
S00136701,46,36,33,3,30,2,-,2,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,9,6,2,-,1,2
S00136702,47,36,29,-,29,5,-,5,2,-,2,-,2,2,2,-,-,-,-,-,-,-,-,10,10,-,-,1,1
S00136703,70,58,51,6,45,-,-,-,6,1,6,1,1,1,1,-,-,-,-,-,-,-,-,11,7,1,-,1,2
S00136704,42,24,19,2,17,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,18,15,-,-,-,1
S00136705,34,23,18,2,14,-,-,-,2,2,3,-,-,-,-,-,-,-,-,-,-,-,-,12,9,-,-,-,2
S00136706,43,31,26,5,21,1,-,1,3,-,3,1,1,1,1,-,-,-,-,-,-,-,-,14,5,1,2,7,1
S00136707,53,33,34,3,30,2,-,2,3,-,3,-,2,2,2,-,-,-,-,-,-,-,-,14,12,-,1,-,1
S00136708,45,27,23,3,24,3,-,3,2,1,-,-,1,1,-,1,-,-,-,-,-,-,-,17,16,-,-,2,-
S00136709,76,40,33,6,27,1,-,1,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,36,36,-,-,-,-
S00136710,54,33,27,4,24,-,-,-,2,1,4,1,1,1,1,-,-,-,-,-,-,-,-,22,18,-,1,1,-
S00136711,68,57,50,2,47,3,-,3,3,2,4,3,2,-,-,-,-,-,-,1,1,-,-,12,6,-,-,2,1
S00136712,65,38,33,6,25,-,-,-,1,-,1,4,-,-,-,-,-,-,-,-,-,-,-,27,14,5,3,2,4
S00136713,68,52,45,6,39,2,-,2,6,1,5,-,4,3,3,-,-,-,-,1,1,-,-,12,11,2,-,-,-
S00136714,46,39,35,2,33,-,-,-,3,2,1,-,1,1,1,-,-,-,-,-,-,-,-,6,4,1,-,2,-
S00136715,70,40,36,1,35,-,-,-,3,1,1,-,1,1,1,-,-,-,-,-,-,-,-,30,25,-,-,2,2
S00136716,76,71,65,2,63,-,-,-,5,-,4,2,-,-,-,-,-,-,-,-,-,-,-,5,3,-,1,-,-
S00136717,56,42,36,6,31,-,-,-,5,1,4,3,6,6,4,2,-,-,-,-,-,-,-,9,-,3,2,4,2
S00136718,51,36,31,2,29,-,-,-,3,-,3,3,-,-,-,-,-,-,-,-,-,-,-,15,13,-,-,1,1
S00136719,61,45,41,11,32,-,-,-,2,1,-,2,-,-,-,-,-,-,-,-,-,-,-,19,8,1,-,3,4
S00136720,80,51,45,1,44,-,-,-,6,2,2,1,12,5,4,1,-,-,-,1,-,1,8,16,14,-,-,1,2
S00136721,86,62,51,4,48,-,-,-,4,1,4,3,12,7,8,1,-,-,-,1,1,-,1,15,11,2,-,-,3
S00136722,64,45,39,5,34,-,-,-,1,1,-,6,2,-,1,1,-,-,-,1,1,-,-,16,8,3,3,5,-
S00136723,50,30,24,5,21,2,1,1,4,3,1,-,3,3,1,1,-,-,-,-,-,-,-,18,15,-,1,-,2
S00136724,71,45,42,10,32,-,-,-,3,-,3,1,-,-,-,-,-,-,-,-,-,-,-,26,18,1,3,3,1
S00136725,41,32,27,3,25,2,2,-,1,-,1,-,3,1,1,-,-,-,-,3,1,1,-,7,4,2,-,1,-
S00136726,60,44,38,4,34,2,-,2,1,-,1,4,4,-,-,-,-,-,-,1,-,1,2,13,2,1,-,4,6
S00136727,39,26,24,4,20,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,13,11,-,1,-,1
S00136728,61,42,33,7,29,-,-,-,5,2,3,4,-,-,-,-,-,-,-,-,-,-,-,18,7,4,-,-,5
S00136729,67,39,37,4,34,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,28,14,-,4,8,2
S00136730,48,43,38,2,38,2,2,-,1,1,-,1,2,1,1,-,-,-,-,-,-,-,1,5,-,1,1,-,1
S00136731,52,42,34,4,30,-,-,-,3,1,3,3,1,1,1,-,-,-,-,-,-,-,-,9,8,-,-,1,-
S00136732,33,26,23,-,22,2,-,2,1,-,1,-,2,2,2,-,-,-,-,-,-,-,-,5,4,-,-,2,-
S00136733,57,43,30,2,28,6,2,4,6,-,6,-,-,-,-,-,-,-,-,-,-,-,-,17,19,-,-,1,-
S00136734,81,56,52,10,42,-,-,-,2,-,2,4,2,2,-,2,-,-,-,-,-,-,-,23,8,4,-,10,-
S00136735,61,40,31,2,33,1,-,1,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,21,21,-,-,-,-
S00136736,47,27,26,3,23,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,20,19,-,1,-,-
S00136737,80,20,19,6,9,-,-,-,5,2,3,-,-,-,-,-,-,-,-,-,-,-,-,60,56,-,-,2,1
S00136738,50,36,34,8,26,-,-,-,1,-,1,1,2,2,2,-,-,-,-,-,-,-,1,12,5,2,1,3,-
S00136739,45,30,22,6,16,-,-,-,6,1,4,3,-,-,-,-,-,-,-,-,-,-,-,14,9,-,1,3,1
S00136740,74,46,39,4,37,-,-,-,4,1,4,4,4,4,1,1,-,-,-,-,-,-,-,27,10,2,1,13,-
S00136741,53,22,19,5,13,-,-,-,1,1,-,2,1,1,1,-,-,-,-,-,-,-,-,30,18,-,-,11,2
S00136742,63,37,31,3,25,5,-,5,5,1,4,1,-,-,-,-,-,-,-,-,-,-,-,25,25,-,-,-,-
S00136743,27,21,23,2,18,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,4,4,-,-,-,-
S00136744,75,53,49,13,36,-,-,-,3,1,1,2,3,3,3,-,-,-,-,-,-,-,-,19,4,1,2,5,7
S00136745,67,52,42,2,40,3,-,3,6,-,6,1,1,1,1,-,-,-,-,-,-,-,-,14,13,-,-,-,1
S00136746,79,55,47,7,40,-,-,-,4,2,2,4,1,1,-,1,-,-,-,-,-,-,-,23,12,-,-,7,2
S00136747,39,28,21,4,17,-,-,-,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,13,13,-,-,-,-
S00136748,42,29,23,-,23,1,-,1,4,-,3,-,1,1,1,-,-,-,-,-,-,-,-,10,8,-,-,1,-
S00136749,55,37,30,3,27,-,-,-,2,1,4,-,-,-,-,-,-,-,-,-,-,-,-,20,17,-,2,-,-
S00136750,67,48,40,5,39,-,-,-,5,-,5,3,8,7,7,-,-,-,-,-,-,-,1,11,6,4,-,2,1
S00136751,41,24,24,4,18,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,17,18,-,-,-,-
S00136752,79,56,50,14,40,-,-,-,3,1,1,4,2,-,-,-,-,-,-,-,-,-,2,23,8,3,-,10,2
S00136753,63,38,31,5,26,3,-,3,2,1,3,-,-,-,-,-,-,-,-,-,-,-,-,22,22,-,-,-,-
S00136754,48,34,29,4,25,2,-,2,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,14,14,-,-,-,-
S00136755,55,33,28,1,27,-,-,-,5,-,3,-,2,2,1,1,-,-,-,-,-,-,-,20,18,-,-,-,2
S00136756,64,36,34,7,27,-,-,-,3,1,2,3,-,-,-,-,-,-,-,-,-,-,-,24,14,1,1,6,2
S00136757,60,48,44,2,41,-,-,-,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,12,6,-,-,2,4
S00136758,41,30,28,2,26,-,-,-,1,1,-,2,2,2,2,-,-,-,-,-,-,-,-,9,7,-,-,2,-
S00136759,42,4,3,1,2,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,-,-,-,-
S00136760,48,31,27,6,22,-,-,-,4,2,1,-,-,-,-,-,-,-,-,-,-,-,-,17,11,-,1,3,-
S00136761,53,43,38,3,32,2,-,2,4,2,4,-,2,2,2,-,-,-,-,-,-,-,-,12,10,-,-,1,-
S00136762,82,58,48,3,44,1,-,1,6,3,3,3,12,7,5,2,-,-,-,4,1,-,1,14,10,3,-,1,-
S00136763,46,36,30,5,25,-,-,-,1,-,1,3,6,4,4,-,-,-,-,2,2,-,1,4,1,2,-,-,-
S00136764,58,35,33,8,25,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,24,18,-,1,-,4
S00136765,63,44,38,6,33,-,-,-,3,3,-,3,3,3,3,-,-,-,-,-,-,-,-,16,10,-,2,3,-
S00136766,76,54,49,3,46,4,-,4,-,-,-,2,5,5,3,2,-,-,-,-,-,-,-,15,13,3,-,1,-
S00136767,46,30,24,3,21,1,-,1,2,2,2,2,1,-,-,-,-,-,-,-,-,-,1,15,15,-,-,-,-
S00136768,69,65,60,5,55,-,-,-,3,-,4,-,-,-,-,-,-,-,-,-,-,-,-,4,2,-,-,1,1
S00136769,64,48,41,4,38,-,-,-,10,2,5,-,1,1,1,-,-,-,-,-,-,-,-,15,14,-,-,-,1
S00136770,62,39,30,4,26,3,-,3,3,1,4,4,5,5,5,-,-,-,-,1,1,-,2,19,9,-,3,3,5
S00136771,46,28,26,3,21,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,14,14,-,5,-,1
S00136772,73,46,34,3,34,1,-,1,9,4,4,5,5,5,3,-,-,-,-,-,-,-,-,22,9,1,-,8,4
S00136773,66,46,35,5,31,1,-,1,7,1,6,2,4,4,4,-,-,-,-,-,-,-,-,15,3,2,3,6,2
S00136774,34,22,16,-,16,1,-,1,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,12,10,-,4,-,-
S00136775,50,38,35,1,31,4,-,4,4,-,4,-,2,2,1,1,-,-,-,-,-,-,-,9,9,-,-,-,-
S00136776,67,50,40,8,32,-,-,-,6,2,5,2,-,-,-,-,-,-,-,-,-,-,-,9,3,-,9,2,1
S00136777,42,27,25,1,24,1,1,-,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,12,10,-,-,-,1
S00136778,48,29,29,4,25,-,-,-,1,-,1,2,1,-,-,-,-,-,-,-,-,-,1,16,11,-,-,1,4
S00136779,69,49,45,3,42,-,-,-,5,1,2,1,8,7,6,1,-,-,-,-,-,-,2,12,8,1,-,3,-
S00136780,80,6,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,74,-,-,-,-
S00136781,63,38,34,3,31,-,-,-,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,25,19,-,1,3,2
S00136782,62,37,25,2,23,-,-,-,7,2,6,2,-,-,-,-,-,-,-,-,-,-,-,33,27,-,-,2,-
S00136783,54,40,32,2,30,-,-,-,6,1,3,2,-,-,-,-,-,-,-,-,-,-,-,14,7,1,2,1,-
S00136784,53,28,22,2,20,-,-,-,4,-,4,2,2,-,-,-,-,-,-,-,-,-,1,22,11,2,-,7,2
S00136785,66,46,40,1,39,-,-,-,6,-,6,-,4,4,4,-,-,-,-,-,-,-,-,17,7,6,-,-,4
S00136786,65,46,34,3,31,2,-,2,10,3,8,-,-,-,-,-,-,-,-,-,-,-,-,19,19,-,-,-,-
S00136787,49,40,36,4,33,-,-,-,4,2,-,-,1,1,1,-,-,-,-,-,-,-,-,8,1,5,-,-,2
S00136788,52,41,28,2,29,1,-,1,5,1,4,-,2,6,6,-,-,-,-,-,-,-,-,9,7,-,-,-,1
S00136789,76,68,58,8,52,2,-,2,4,3,2,-,2,2,2,-,-,-,-,-,-,-,-,10,3,-,5,2,-
S00136790,82,53,47,3,45,-,-,-,6,1,4,1,2,2,-,2,-,-,-,-,-,-,-,26,22,-,4,2,-
S00136791,48,50,44,2,39,1,-,1,3,-,3,1,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-
S00136792,31,20,17,5,9,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,6,2,1,3,-
S00136793,38,30,24,9,15,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,9,2,2,-,-,5
S00136794,60,48,40,4,36,-,-,-,4,-,4,4,2,2,-,2,-,-,-,-,-,-,-,11,6,-,-,1,3
