Scotland's Census 2022 - National Records of Scotland
Table UV205 - Religion
All people

,"All people","Church of Scotland","Roman Catholic","Other Christian","Buddhist","Hindu","Jewish","Muslim","Sikh","Pagan","Other religion","No religion","Religion not stated"
"S00149735",133,38,38,2,-,-,-,-,-,1,1,47,3
"S00149736",154,45,27,1,-,-,-,-,-,-,-,57,20
"S00149737",103,27,25,-,-,-,-,-,-,-,-,40,8
"S00149738",188,59,33,5,1,-,-,-,-,2,1,76,12
"S00149739",83,23,15,6,-,-,-,-,-,-,-,38,-
"S00149740",170,41,20,4,-,-,-,-,-,2,-,99,9
"S00149741",255,87,24,10,2,-,-,-,-,-,-,88,39
"S00149742",151,38,24,7,-,-,-,-,-,-,1,76,3
"S00149743",92,15,16,4,-,-,1,-,-,1,-,47,6
"S00149744",128,22,26,7,-,-,-,-,-,-,-,67,13
"S00149745",158,31,18,17,-,-,-,-,-,-,1,81,11
"S00149746",81,10,28,1,-,-,-,-,4,-,-,31,6
"S00149747",147,28,26,11,-,-,1,3,-,-,1,66,7
"S00149748",150,15,24,20,1,-,1,2,-,-,-,83,3
"S00149749",124,46,10,6,-,-,-,-,-,-,-,58,8
"S00149750",125,24,20,2,-,-,-,1,-,-,-,66,17
"S00149751",120,30,32,2,-,-,-,-,-,-,-,49,10
"S00149752",119,33,15,2,-,-,-,-,-,-,-,60,6
"S00149753",102,14,6,12,-,-,-,-,-,-,-,54,12
"S00149754",133,30,8,5,-,-,-,1,-,-,-,78,11
"S00149755",122,33,12,-,-,-,-,-,-,2,-,58,10
"S00149756",152,54,13,3,-,2,-,-,-,-,-,70,8
"S00149757",140,50,19,3,-,-,-,-,-,2,-,61,6
"S00149758",248,77,27,17,-,-,1,3,-,-,-,104,17
"S00149759",118,30,10,-,-,-,-,-,-,-,-,74,4
"S00149760",161,39,26,5,-,1,-,-,-,-,-,79,10
"S00149761",64,20,9,2,-,-,-,-,1,-,-,29,1
"S00149762",70,22,12,5,1,-,-,-,-,-,-,34,-
"S00149763",131,35,23,6,-,-,-,2,4,1,-,47,15
"S00149764",75,21,6,7,-,-,-,-,-,-,-,34,10
"S00149765",177,44,25,10,-,3,-,12,-,1,-,78,4
"S00149766",208,49,24,20,1,1,-,-,4,1,-,87,24
"S00149767",112,27,15,3,-,1,-,1,-,-,1,52,11
"S00149768",60,23,16,-,-,-,-,-,-,-,-,21,6
"S00149769",121,25,10,7,1,-,-,-,5,-,-,55,18
"S00149770",146,47,17,7,-,2,-,1,2,-,-,52,17
"S00149771",86,19,19,2,-,-,-,-,-,-,-,41,4
"S00149772",179,24,19,16,-,-,-,-,-,-,-,105,14
"S00149773",100,23,8,7,-,-,-,3,-,-,-,55,2
"S00149774",80,22,7,8,3,1,-,4,-,-,-,34,3
"S00149775",64,8,9,4,-,-,-,-,-,-,-,37,9
"S00149776",70,12,11,1,-,-,-,-,-,-,-,45,2
"S00149777",96,30,6,1,-,-,-,-,-,-,-,52,7
"S00149778",134,30,13,2,-,2,-,-,2,1,2,79,6
"S00149779",122,32,29,4,-,-,1,-,-,2,-,52,-
"S00149780",86,35,15,1,-,-,-,-,-,-,-,26,9
"S00149781",129,38,6,7,-,-,-,-,-,-,1,76,1
"S00149782",106,23,24,-,-,-,-,-,-,-,2,51,6
"S00149783",104,28,11,3,-,-,-,-,-,-,-,51,10
"S00149784",121,30,17,2,-,2,-,5,-,-,-,43,18
"S00149785",119,20,22,2,-,-,-,-,-,-,1,70,8
"S00149786",94,18,7,-,-,-,-,-,-,-,-,60,7
"S00149787",110,26,24,1,-,-,-,6,-,-,-,48,5
"S00149788",168,41,26,7,-,-,-,1,-,-,1,81,9
"S00149789",151,54,19,8,-,-,-,-,-,-,-,62,7
"S00149790",162,35,35,8,-,1,-,-,2,-,-,75,6
"S00149791",129,31,21,-,-,-,-,-,-,1,-,61,12
"S00149792",92,21,20,3,-,3,-,-,-,-,-,40,5
"S00149793",113,20,15,4,-,-,-,-,-,-,-,64,14
"S00149794",101,31,23,1,-,-,-,-,-,-,-,41,2
"S00149795",106,39,10,6,-,1,-,-,-,-,-,42,10
"S00149796",142,29,24,12,-,-,-,-,-,-,-,66,11
"S00149797",121,31,27,5,-,-,-,-,18,-,-,36,7
"S00149798",163,32,19,16,-,-,-,-,-,2,-,80,14
"S00149799",108,27,6,7,-,1,-,3,-,3,-,52,10
"S00149800",143,16,20,10,-,1,-,-,-,-,-,92,6
"S00149801",61,7,13,6,-,3,-,-,2,2,-,27,4
"S00149802",95,20,7,4,-,-,-,-,-,-,1,45,11
"S00149803",68,21,8,3,-,-,-,-,-,-,1,33,2
"S00149804",198,44,21,12,-,4,-,1,-,-,2,100,13
"S00149805",85,25,15,6,-,-,-,-,-,-,-,35,3
"S00149806",108,53,5,7,-,-,-,-,-,-,-,41,5
"S00149807",61,19,14,1,-,-,-,-,-,1,1,22,3
"S00149808",101,20,46,-,-,-,-,-,-,1,-,29,5
"S00149809",149,34,24,4,-,-,-,-,-,1,-,73,13
"S00149810",154,31,47,4,-,4,-,-,-,-,-,59,11
"S00149811",109,20,7,1,-,-,-,-,-,1,1,69,6
"S00149812",126,23,7,5,-,-,-,-,4,-,-,76,11
"S00149813",141,39,20,-,-,-,-,-,9,-,-,60,9
"S00149814",160,29,17,2,-,-,-,4,-,-,-,102,4
"S00149815",73,11,23,2,-,-,-,-,-,-,-,26,4
"S00149816",116,34,23,1,-,-,-,-,-,-,-,47,8
"S00149817",102,32,20,2,-,-,-,-,5,-,-,37,2
"S00149818",94,24,12,6,-,-,-,5,-,-,1,37,7
"S00149819",77,23,13,14,-,-,-,-,-,-,-,25,1
"S00149820",150,41,15,14,2,1,-,-,4,1,-,56,14
"S00149821",125,21,17,9,-,-,-,-,-,-,2,70,5
"S00149822",101,24,5,8,-,-,-,-,-,2,-,54,7
"S00149823",120,37,27,7,-,-,-,-,-,1,-,36,12
"S00149824",120,21,32,2,1,-,-,-,-,-,-,58,9
"S00149825",69,13,12,-,-,-,-,-,-,1,-,36,5
"S00149826",90,14,43,5,-,-,-,-,-,-,-,25,7
"S00149827",113,30,28,1,-,-,-,-,-,-,1,46,4
"S00149828",145,33,35,1,-,-,-,-,-,-,2,71,10
"S00149829",133,36,33,4,-,-,-,-,-,1,1,55,5
"S00149830",140,32,38,3,-,-,-,-,-,-,-,59,8
"S00149831",114,33,21,11,-,5,-,-,-,-,-,46,9
"S00149832",122,21,30,2,-,-,-,-,-,-,-,56,7
"S00149833",89,26,25,-,-,-,-,-,-,-,-,35,1
"S00149834",115,22,16,1,-,-,-,-,-,-,1,60,14
"S00149835",160,53,23,6,-,2,-,-,6,3,-,57,11
"S00149836",91,13,25,-,-,-,-,-,-,-,-,44,10
"S00149837",91,17,19,3,1,6,-,-,-,-,-,43,5
"S00149838",98,42,3,4,-,-,-,-,-,-,-,43,8
"S00149839",110,29,31,8,1,-,-,2,1,1,1,33,7
"S00149840",90,17,24,4,-,-,-,-,-,-,-,38,7
"S00149841",110,22,34,3,-,-,-,-,-,-,-,49,6
"S00149842",209,52,23,15,-,-,-,6,5,-,-,95,13
"S00149843",145,23,23,2,-,1,-,7,-,-,-,77,7
"S00149844",86,6,22,2,-,-,-,4,-,-,-,41,9
"S00149845",86,11,14,5,-,2,-,-,-,-,1,47,5
"S00149846",61,11,16,-,-,-,-,-,-,-,-,30,4
"S00149847",122,24,9,9,-,-,-,-,-,-,-,68,15
"S00149848",74,22,12,7,-,-,-,-,-,-,-,30,4
"S00149849",61,26,8,7,-,-,-,-,-,-,-,19,1
"S00149850",99,22,23,1,1,-,-,-,-,-,-,41,8
"S00149851",207,53,28,4,-,-,-,-,1,-,-,118,4
"S00149852",97,20,24,2,-,-,-,-,-,-,3,41,6
"S00149853",141,28,35,8,-,-,-,1,-,-,2,62,6
"S00149854",81,20,17,2,-,-,-,5,-,-,-,32,10
"S00149855",86,18,20,5,-,-,-,-,-,-,-,38,4
"S00149856",133,29,16,3,-,1,-,5,-,-,2,67,7
"S00149857",122,32,36,2,-,-,-,-,-,-,-,46,4
"S00149858",141,45,51,-,-,-,1,-,-,-,1,27,12
"S00149859",79,22,17,2,-,-,-,-,-,-,2,34,2
"S00149860",93,28,20,-,-,-,-,-,-,-,1,41,2
"S00149861",146,30,32,10,-,-,-,-,-,-,-,70,7
"S00149862",100,23,17,8,-,1,-,1,-,-,-,37,15
"S00149863",139,38,25,3,-,-,-,-,-,-,1,65,10
"S00149864",141,26,23,7,-,-,-,-,-,1,-,71,14
"S00149865",93,28,12,12,-,2,-,-,-,-,-,31,6
"S00149866",106,25,10,-,-,4,-,5,-,1,-,56,4
"S00149867",61,10,18,-,-,-,-,-,-,-,1,31,4
"S00149868",108,18,24,11,-,-,-,-,-,-,-,53,2
"S00149869",157,33,17,17,-,-,-,-,-,-,-,85,5
"S00149870",138,51,11,4,-,-,-,-,-,-,-,68,6
"S00149871",104,18,23,4,-,-,-,-,-,-,-,47,10
"S00149872",94,26,11,-,-,-,-,-,-,-,-,40,16
"S00149873",115,11,33,1,-,-,-,-,-,2,-,41,27
"S00149874",128,34,24,8,-,-,-,-,-,4,-,52,6
"S00149875",152,25,26,13,-,3,-,-,-,1,-,78,8
"S00149876",175,65,32,-,-,-,-,-,-,-,-,51,23
"S00149877",62,25,5,3,3,-,-,-,-,-,1,24,4
"S00149878",79,12,24,1,-,-,-,-,-,-,-,40,3
"S00149879",127,17,38,2,-,-,-,-,-,-,-,60,8
"S00149880",72,18,18,2,-,-,-,-,-,-,-,29,5
"S00149881",80,25,17,1,-,1,-,-,-,-,-,28,5
"S00149882",103,17,5,14,-,-,-,4,-,-,1,53,9
"S00149883",131,33,14,5,-,-,-,2,-,-,-,68,9
"S00149884",87,31,12,7,-,-,-,-,4,-,-,28,5
"S00149885",106,25,25,-,-,-,-,3,-,-,-,47,5
"S00149886",120,28,19,6,-,-,-,-,-,1,-,57,8
"S00149887",124,10,19,8,-,1,-,3,-,-,-,36,50
"S00149888",97,29,22,3,-,-,-,-,-,-,-,41,2
"S00149889",127,35,34,-,1,-,-,-,-,-,-,52,3
"S00149890",75,14,17,2,-,1,-,-,-,-,-,37,4
"S00149891",120,33,19,3,-,-,-,-,-,-,-,62,5
"S00149892",74,16,15,4,-,-,-,-,-,1,-,32,10
"S00149893",155,43,17,10,1,-,-,-,-,-,-,72,11
"S00149894",115,17,35,4,-,-,-,-,-,-,-,52,9
"S00149895",75,30,7,18,-,-,-,-,-,-,-,19,2
"S00149896",61,15,14,3,-,-,-,-,-,-,-,19,7
"S00149897",126,20,33,-,1,-,-,-,-,-,-,68,3
"S00149898",70,17,2,-,-,-,-,4,-,-,-,37,9
"S00149899",76,26,18,-,-,-,-,-,-,-,-,26,-
"S00149900",178,52,18,12,-,-,-,1,-,-,-,90,5
"S00149901",83,25,22,2,-,-,-,-,-,2,-,29,1
"S00149902",97,26,19,2,-,-,-,-,-,1,-,45,3
"S00149903",83,34,13,3,-,-,-,-,-,-,1,26,2
"S00149904",60,23,3,4,-,-,-,2,-,-,-,25,3
"S00149905",93,16,18,3,-,-,-,-,-,-,-,41,23
"S00149906",134,16,34,3,-,-,-,2,1,-,2,77,4
"S00149907",67,22,12,2,-,-,-,-,-,-,-,28,3
"S00149908",83,22,15,-,1,-,-,-,-,-,-,43,1
"S00149909",161,49,9,-,-,9,-,-,6,-,-,73,13
"S00149910",110,24,21,2,1,-,-,-,-,-,-,59,2
"S00149911",84,26,8,8,-,-,-,-,-,1,-,40,1
"S00149912",107,18,29,1,-,-,-,-,-,-,-,55,6
"S00149913",92,9,37,6,-,-,-,-,-,-,-,35,1
"S00149914",117,12,21,4,-,-,-,2,-,-,-,78,2
"S00149915",86,11,13,3,1,-,-,-,-,1,-,48,8
"S00149916",88,17,12,5,-,-,-,2,-,-,-,48,4
"S00149917",149,29,28,4,-,-,-,-,-,2,-,74,11
"S00149918",173,26,56,6,-,2,-,-,-,-,-,78,5
"S00149919",102,21,8,4,-,-,-,1,-,2,-,51,12
"S00149920",114,20,16,3,-,-,-,-,-,-,-,67,8
"S00149921",71,10,35,-,-,-,-,-,-,-,-,23,1
"S00149922",180,17,33,16,-,-,-,8,-,-,-,100,5
"S00149923",142,38,16,5,-,-,-,-,-,-,-,81,2
"S00149924",130,23,44,-,-,-,-,-,-,-,-,46,12
"S00149925",103,21,17,1,-,-,-,-,-,-,-,58,9
"S00149926",67,12,18,5,-,-,-,-,-,-,-,23,2
"S00149927",105,26,14,7,4,-,-,-,-,-,-,50,2
"S00149928",157,31,36,5,-,-,-,5,-,-,-,58,26
"S00149929",151,50,6,7,1,-,-,4,3,1,-,65,14
"S00149930",126,47,28,6,-,-,-,-,-,-,-,42,3
"S00149931",115,20,14,12,-,-,-,-,-,-,-,63,6
"S00149932",157,21,19,4,-,-,-,-,-,-,1,89,22
"S00149933",111,17,28,1,-,-,-,-,-,-,-,56,6
"S00149934",125,32,18,4,-,-,-,-,-,-,-,58,11
"S00149935",146,30,20,9,-,-,-,3,-,-,-,81,4
"S00149936",113,39,17,7,-,-,-,-,-,1,-,42,7
"S00149937",113,34,13,3,-,4,-,6,6,-,-,41,4
"S00149938",226,59,41,13,1,16,-,5,5,-,1,68,21
"S00149939",133,51,28,5,-,-,-,-,-,-,-,42,4
"S00149940",128,28,22,4,5,-,-,-,-,-,-,66,2
"S00149941",138,32,25,4,1,-,-,5,-,-,-,58,14
"S00149942",157,28,24,8,-,4,-,5,-,-,-,76,5
"S00149943",171,45,46,12,-,-,-,-,-,-,-,61,5
"S00149944",86,18,32,1,1,-,-,-,-,-,-,26,8
"S00149945",163,24,31,4,3,-,-,9,-,-,-,93,6
"S00149946",157,43,22,5,-,-,-,-,-,-,-,76,13
"S00149947",150,42,22,12,1,-,-,-,-,-,-,61,17
"S00149948",89,26,12,-,-,-,-,-,-,-,-,35,15
"S00149949",100,20,12,3,-,-,-,-,-,-,-,58,5
"S00149950",123,32,14,7,2,-,-,-,-,-,-,53,13
"S00149951",99,20,20,5,-,-,-,-,-,-,-,49,6
"S00149952",167,60,27,8,-,-,-,-,-,-,-,58,14
"S00149953",233,53,38,5,-,19,-,6,5,-,-,88,18
"S00149954",101,17,25,6,-,-,-,-,5,-,-,34,16
"S00149955",103,30,21,2,2,-,-,-,-,-,-,39,6
"S00149956",149,56,18,5,-,3,-,5,2,-,-,56,9
"S00149957",122,26,15,6,-,10,-,-,-,1,-,55,11
"S00149958",100,32,12,6,-,3,-,5,-,-,2,37,4
"S00149959",146,47,26,1,-,-,-,-,-,-,-,65,7
"S00149960",78,17,20,5,-,-,-,-,-,-,-,31,5
"S00149961",68,31,7,2,-,3,-,-,-,-,-,20,8
"S00149962",83,32,21,4,-,-,-,-,-,-,-,24,3
"S00149963",104,37,10,-,-,-,-,-,-,1,-,50,5
"S00149964",102,11,13,1,-,-,-,-,-,-,-,67,10
"S00149965",102,17,18,4,-,-,-,-,-,-,-,56,4
"S00149966",124,19,27,4,-,-,-,1,-,-,2,70,5
"S00149967",93,30,17,12,-,-,-,-,-,-,-,29,2
"S00149968",90,25,14,1,-,-,-,-,3,4,-,42,4
"S00149969",124,12,18,9,-,-,-,4,-,-,-,72,12
"S00149970",121,33,19,11,-,-,-,-,-,-,-,53,5
"S00149971",120,31,18,11,-,-,-,-,-,-,-,54,7
"S00149972",88,32,13,2,-,3,-,6,6,-,-,23,7
"S00149973",96,26,18,-,-,-,-,-,1,-,-,39,6
"S00149974",82,26,10,10,-,-,-,-,-,-,-,31,7
"S00149975",114,14,31,2,-,-,4,-,3,-,-,49,11
"S00149976",70,28,16,1,1,-,-,-,-,-,-,23,3
"S00149977",136,38,24,8,-,-,1,-,-,1,-,61,4
"S00149978",100,19,21,6,-,-,-,-,-,1,-,43,8
"S00149979",135,49,10,7,2,12,-,22,5,-,-,29,3
"S00149980",86,32,15,9,-,-,-,-,-,-,-,29,-
"S00149981",172,31,48,9,2,2,-,-,-,1,-,72,9
"S00149982",109,31,11,8,-,3,-,-,-,-,-,56,3
"S00149983",123,41,16,4,-,-,-,-,-,-,1,58,7
"S00149984",75,14,21,6,-,-,-,-,-,-,-,23,9
"S00149985",142,15,39,5,-,2,-,-,-,-,-,74,6
"S00149986",82,22,18,4,-,2,-,2,-,1,-,24,8
"S00149987",89,16,13,4,-,-,-,-,-,1,-,42,9
"S00149988",159,59,18,12,-,-,-,2,1,-,-,55,11
"S00149989",88,16,15,9,-,-,-,-,-,-,-,38,6
"S00149990",124,15,47,8,-,-,-,-,-,1,-,50,1
"S00149991",173,43,19,4,-,4,-,13,2,-,-,67,21
"S00149992",126,30,29,9,-,2,-,-,-,-,-,50,11
"S00149993",176,46,39,5,-,-,-,-,-,-,-,71,12
"S00149994",124,33,16,3,-,1,-,4,-,-,-,63,4
"S00149995",94,14,26,4,-,-,-,-,-,1,-,43,6
"S00149996",127,21,22,4,-,1,-,-,-,-,-,76,2
"S00149997",112,28,27,4,-,-,-,-,-,2,-,49,6
"S00149998",92,23,20,2,-,-,-,-,-,-,-,36,10
"S00149999",220,54,54,17,-,1,-,-,-,-,-,82,8
"S00150000",92,37,12,3,-,-,1,-,-,-,-,33,3
"S00150001",131,39,24,3,-,-,-,4,-,-,-,55,9
"S00150002",108,30,11,4,-,3,-,-,1,1,-,52,5
"S00150003",70,7,13,4,-,-,-,1,-,-,2,37,4
"S00150004",84,14,15,3,-,-,-,-,-,-,-,47,5
"S00150005",173,45,44,9,-,-,-,4,-,-,-,51,15
"S00150006",112,44,19,6,-,-,-,-,-,-,-,40,3
"S00150007",141,27,43,2,-,-,-,-,-,-,-,59,9
"S00150008",78,27,12,2,-,3,-,-,-,-,-,37,2
"S00150009",133,35,33,9,-,-,-,-,-,-,-,41,8
"S00150010",127,44,21,5,-,-,-,-,-,-,-,49,8
"S00150011",65,6,10,3,-,-,-,-,-,-,-,40,6
"S00150012",88,24,11,11,-,-,-,-,-,-,-,34,8
"S00150013",91,10,27,5,-,-,-,2,-,-,-,45,4
"S00150014",163,32,28,15,-,-,-,-,5,-,-,78,5
"S00150015",98,14,22,2,-,-,-,-,-,-,-,43,7
"S00150016",120,23,30,2,-,-,-,-,-,-,-,62,5
"S00150017",127,25,19,6,-,-,-,-,-,-,-,69,7
"S00150018",150,36,38,5,-,-,-,-,-,-,-,56,15
"S00150019",69,-,12,1,-,-,-,6,-,-,-,48,2
"S00150020",104,34,28,1,2,2,-,-,-,-,-,27,6
"S00150021",155,55,13,1,-,-,-,4,1,-,-,66,13
"S00150022",174,37,49,10,-,1,-,-,1,-,-,72,4
"S00150023",161,52,20,6,-,3,-,4,4,-,1,64,7
"S00150024",184,41,24,6,-,-,1,1,-,-,1,95,14
"S00150025",72,28,7,4,-,-,-,-,-,-,-,30,1
"S00150026",104,33,16,5,-,-,-,-,-,-,-,47,3
"S00150027",121,52,21,8,-,-,-,-,3,-,-,32,3
"S00150028",94,13,16,4,-,-,-,-,7,2,-,43,7
"S00150029",133,24,19,6,-,-,-,-,-,-,-,70,16
"S00150030",110,37,11,4,-,-,-,5,-,-,-,41,12
"S00150031",82,18,15,4,3,-,-,-,1,2,-,43,1
"S00150032",111,42,6,5,-,-,-,1,4,-,-,43,7
"S00150033",199,46,35,20,-,-,-,-,-,-,-,87,9
"S00150034",60,21,8,2,-,-,-,-,-,-,-,29,1
"S00150035",165,55,28,5,1,3,-,-,6,-,-,55,11
"S00150036",115,20,33,13,-,-,-,-,-,-,-,44,5
"S00150037",93,16,17,6,-,2,-,3,-,1,-,44,1
"S00150038",151,50,33,9,-,-,-,-,-,-,-,39,14
"S00150039",65,8,14,2,1,4,-,10,-,-,-,23,5
"S00150040",107,21,22,4,-,-,-,-,-,-,-,58,2
"S00150041",62,10,7,11,-,-,-,2,-,-,-,26,2
"S00150042",105,22,15,1,-,-,-,-,-,-,-,64,6
"S00150043",71,24,10,3,-,4,-,-,-,-,-,24,6
"S00150044",93,23,15,9,-,-,-,-,-,3,1,40,1
"S00150045",124,34,36,4,-,-,-,-,-,-,-,46,6
"S00150046",72,22,5,1,1,-,-,-,-,2,-,30,7
"S00150047",95,34,16,5,-,2,-,-,-,-,1,33,3
"S00150048",292,60,37,17,-,4,-,12,6,4,-,87,68
"S00150049",104,28,12,2,-,2,-,-,-,-,-,53,6
"S00150050",88,22,11,4,-,-,-,4,-,-,-,43,4
"S00150051",165,25,15,12,1,-,-,-,-,-,2,93,12
"S00150052",75,19,21,4,-,-,-,-,-,1,-,27,3
"S00150053",68,14,12,1,-,-,-,1,-,-,-,38,2
"S00150054",251,69,29,7,-,-,-,19,-,-,1,117,9
"S00150055",144,34,15,5,-,-,-,-,6,-,-,68,15
"S00150056",72,22,7,-,-,-,-,6,-,-,-,37,-
"S00150057",81,19,21,5,-,-,2,1,-,-,1,25,8
"S00150058",108,23,25,6,-,-,-,2,-,-,-,50,2
"S00150059",120,46,27,4,-,-,-,-,-,-,-,34,6
"S00150060",116,13,29,7,-,-,-,6,-,-,-,53,10
"S00150061",78,15,12,3,1,-,-,-,-,-,-,38,5
"S00150062",70,23,9,1,-,5,-,-,-,-,-,30,4
"S00150063",100,10,26,10,1,-,-,-,-,-,-,42,8
"S00150064",190,43,25,6,-,-,-,-,-,-,-,99,15
"S00150065",149,43,9,5,1,5,-,-,1,4,-,68,17
"S00150066",114,34,23,8,-,3,-,-,-,-,-,36,10
"S00150067",123,26,28,8,-,-,-,3,-,-,-,51,7
"S00150068",147,30,28,7,-,-,-,2,-,-,-,62,11
"S00150069",89,21,18,5,-,2,-,-,-,-,2,38,5
"S00150070",61,7,18,-,-,-,-,-,-,-,-,31,5
"S00150071",156,30,15,2,-,1,-,-,-,-,-,101,8
"S00150072",140,34,25,2,-,5,-,-,-,-,-,62,18
"S00150073",115,27,13,13,-,-,-,-,-,-,-,50,5
"S00150074",116,43,18,6,-,2,-,1,-,-,1,48,1
"S00150075",105,11,19,3,-,-,-,3,-,-,-,61,8
"S00150076",88,23,15,6,-,-,-,15,-,-,-,26,3
"S00150077",88,27,14,4,1,-,-,-,-,-,-,32,8
"S00150078",248,30,38,13,-,4,-,-,4,1,-,141,20
"S00150079",167,39,20,4,2,10,1,14,6,-,-,73,7
"S00150080",76,19,16,3,-,-,-,6,-,-,-,30,2
"S00150081",115,41,6,5,-,-,-,-,-,-,-,49,14
"S00150082",204,38,41,1,2,10,-,1,3,-,1,98,10
"S00150083",119,18,14,7,-,-,-,-,4,-,-,55,23
"S00150084",114,27,11,5,-,-,-,-,-,-,1,63,8
"S00150085",83,13,27,10,-,-,-,-,-,-,-,35,1
"S00150086",166,18,18,-,-,21,-,13,-,-,-,104,-
"S00150087",107,28,15,8,-,-,-,-,8,-,-,37,11
"S00150088",135,23,51,5,-,-,-,-,-,-,-,50,6
"S00150089",107,30,22,3,-,-,-,8,-,-,-,40,6
"S00150090",200,40,22,1,5,4,-,11,-,-,-,99,20
"S00150091",95,20,23,4,-,-,-,-,-,-,-,48,7
"S00150092",162,34,44,3,-,-,-,-,-,-,-,72,9
"S00150093",104,25,32,8,-,-,-,-,-,-,1,31,7
"S00150094",105,43,14,6,-,-,-,-,-,-,-,40,3
"S00150095",70,6,27,4,-,-,-,-,-,2,-,31,2
"S00150096",154,38,33,10,1,3,-,5,2,-,-,46,16
"S00150097",98,34,18,3,-,-,-,-,-,-,-,36,11
"S00150098",159,26,50,3,-,-,-,2,-,-,-,63,11
"S00150099",121,37,18,3,-,-,-,1,-,-,-,53,6
"S00150100",119,43,18,4,-,-,-,-,-,-,-,48,5
"S00150101",188,37,22,8,-,8,-,-,4,-,-,62,53
"S00150102",132,39,14,-,1,-,-,-,-,-,-,67,11
"S00150103",76,12,8,2,1,5,-,-,-,-,-,41,10
"S00150104",101,24,7,2,-,-,1,-,-,-,-,55,12
"S00150105",287,38,75,10,-,12,-,14,3,-,-,120,15
"S00150106",101,39,14,4,-,4,-,-,1,1,-,33,3
"S00150107",120,15,24,7,1,-,-,-,-,1,-,67,8
"S00150108",96,13,22,-,-,-,-,-,-,1,-,57,2
"S00150109",87,12,15,4,-,-,1,-,-,-,-,55,-
"S00150110",204,35,53,5,-,6,-,-,-,2,-,92,12
"S00150111",140,59,15,1,-,-,-,-,-,-,1,65,2
"S00150112",95,16,26,8,-,-,-,-,-,-,-,40,5
"S00150113",124,18,38,5,1,-,-,-,4,-,-,49,6
"S00150114",121,38,15,11,1,-,1,1,-,-,-,47,5
"S00150115",144,29,28,6,-,-,-,-,-,-,-,79,6
"S00150116",72,15,22,-,-,2,-,-,-,-,-,34,1
"S00150117",137,36,13,4,1,-,-,-,-,3,-,72,8
"S00150118",183,29,35,12,1,9,-,1,7,1,-,85,7
"S00150119",168,28,33,11,-,3,-,-,-,-,-,81,8
"S00150120",77,10,21,6,-,-,-,-,-,-,-,35,1
"S00150121",141,24,28,8,-,4,-,-,-,-,-,72,5
"S00150122",113,18,33,5,-,-,-,-,-,-,-,53,4
"S00150123",204,29,29,4,-,3,-,2,4,-,-,113,18
"S00150124",218,35,23,11,1,1,-,3,-,-,1,136,8
"S00150125",183,66,16,11,-,-,-,-,-,1,-,62,24
"S00150126",106,26,24,7,-,-,-,1,-,-,-,43,2
"S00150127",114,14,30,6,-,-,-,5,-,-,-,58,2
"S00150128",69,22,9,2,-,1,-,-,-,-,-,35,3
"S00150129",101,21,21,5,-,-,-,-,-,-,-,46,4
"S00150130",83,16,11,4,-,-,-,-,-,1,-,38,7
"S00150131",163,60,35,5,-,5,-,-,-,-,2,59,5
"S00150132",177,40,20,3,-,1,-,2,-,-,2,93,16
"S00150133",123,44,21,8,-,-,-,2,-,-,-,46,3
"S00150134",158,28,40,12,-,3,-,12,-,-,-,42,19
"S00150135",124,43,14,8,1,-,-,-,4,-,1,54,2
"S00150136",168,30,23,13,-,2,-,-,-,-,-,94,6
"S00150137",129,38,18,12,-,2,-,-,-,-,-,49,14
"S00150138",159,35,35,10,-,-,-,-,2,-,-,71,10
"S00150139",172,30,30,6,-,-,-,-,-,1,-,95,9
"S00150140",168,26,56,5,-,4,-,15,8,-,-,47,7
"S00150141",123,27,21,2,4,-,-,3,-,2,-,58,13
"S00150142",194,25,29,14,-,-,-,5,1,-,-,108,9
"S00150143",74,11,16,1,-,-,-,4,4,-,1,33,4
"S00150144",110,26,6,8,-,-,-,6,-,-,-,60,4
"S00150145",62,19,5,4,-,-,-,-,-,1,-,33,3
"S00150146",109,20,19,9,1,-,-,9,-,-,-,52,6
"S00150147",124,35,16,3,2,-,-,-,1,1,-,52,15
"S00150148",198,54,44,10,-,5,-,-,-,-,-,77,8
"S00150149",120,29,10,8,-,-,-,-,-,-,1,61,11
"S00150150",97,26,6,1,-,3,-,-,3,1,2,44,13
"S00150151",118,35,16,12,-,-,-,-,7,-,-,43,9
"S00150152",117,39,11,13,-,2,-,3,-,-,-,43,4
"S00150153",101,23,24,5,1,-,-,-,-,-,4,39,5
"S00150154",157,40,29,4,-,6,-,14,-,-,-,63,3
"S00150155",110,25,15,4,-,1,-,-,-,-,1,61,1
"S00150156",126,27,27,2,-,4,1,5,5,-,3,51,5
"S00150157",106,26,16,4,-,-,-,5,-,-,-,51,4
"S00150158",174,21,32,7,-,7,-,3,-,-,-,97,8
"S00150159",123,27,25,2,-,-,-,3,-,-,-,56,13
"S00150160",204,53,36,19,-,3,-,7,-,-,-,77,14
"S00150161",178,65,23,14,-,-,1,-,2,-,-,71,3
"S00150162",124,27,20,6,-,-,-,-,-,-,-,61,12
"S00150163",187,49,36,9,-,-,-,1,-,-,-,76,15
"S00150164",678,157,164,16,-,-,2,12,5,4,1,265,50
"S00150165",186,45,26,8,-,4,-,5,2,-,-,96,5
"S00150166",101,33,14,3,-,-,-,-,-,-,-,46,3
"S00150167",183,21,28,13,1,10,-,12,5,-,-,87,4
"S00150168",172,44,15,17,-,4,-,5,4,-,-,69,19
