Scotland's Census 2022 - National Records of Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table UV601 - Economic activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All people aged 16 and over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,All people aged 16 and over,Economically Active (excluding full time students) - Total,Economically Active (excluding full-time students) - Employee - Total,Economically Active (excluding full-time students) - Employee - Part-time,Economically Active (excluding full-time students) - Employee - Full-time,Economically Active (excluding full-time students) - Self-employed with employees - Total,Economically Active (excluding full-time students) - Self-employed with employees - Part-time,Economically Active (excluding full-time students) - Self-employed with employees - Full-time,Economically Active (excluding full-time students) - Self-employed without employees - Total,Economically Active (excluding full-time students) - Self-employed without employees - Part-time,Economically Active (excluding full-time students) - Self-employed without employees - Full-time,Economically Active (excluding full-time students) - Unemployed - Available for work,Economically Active full-time students - Total,Economically Active full-time students - Employee - Total,Economically Active full-time students - Employee - Part-time,Economically Active full-time students - Employee - Full-time,Economically Active full-time students - Self-employed with employees - Total,Economically Active full-time students - Self-employed with employees - Part-time,Economically Active full-time students - Self-employed with employees - Full-time,Economically Active full-time students - Self-employed without employees - Total,Economically Active full-time students - Self-employed without employees - Part-time,Economically Active full-time students - Self-employed without employees - Full-time,Economically Active full-time students - Unemployed - Available for work,Economically Inactive - Total,Economically inactive - Retired,Economically inactive - Student,Economically inactive - Looking after home/ family,Economically inactive - Long term sick or disabled,Economically inactive - Other
S00135482,66,24,22,8,14,-,-,-,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,38,28,1,4,5,1
S00135483,100,45,43,14,25,-,-,-,6,2,4,-,4,4,4,-,-,-,-,-,-,-,-,51,44,5,2,-,-
S00135484,74,34,32,8,20,-,-,-,4,-,3,4,-,-,-,-,-,-,-,-,-,-,-,39,31,1,6,1,-
S00135485,142,74,66,15,51,1,-,1,5,1,4,2,4,3,4,1,-,-,-,1,1,-,-,61,49,3,6,3,1
S00135486,88,58,49,15,34,3,-,3,5,2,4,1,-,-,-,-,-,-,-,-,-,-,-,29,22,-,3,2,2
S00135487,144,72,58,14,44,3,1,2,10,2,8,1,5,4,4,-,-,-,-,1,1,-,-,65,54,5,6,1,1
S00135488,93,54,52,11,40,2,-,2,2,-,2,-,4,3,3,-,-,-,-,-,-,-,2,35,23,5,3,2,3
S00135489,100,66,63,14,50,-,-,-,3,-,3,1,4,5,4,1,-,-,-,1,1,-,-,25,2,5,7,8,3
S00135490,117,62,56,10,46,-,-,-,5,2,4,1,5,3,1,-,-,-,-,-,-,-,3,50,45,1,2,2,1
S00135491,112,84,73,14,59,1,-,1,8,7,2,3,7,4,4,-,-,-,-,-,-,-,3,21,11,3,1,1,3
S00135492,111,65,52,18,34,-,-,-,10,4,5,2,2,2,2,-,-,-,-,-,-,-,-,45,36,1,1,4,2
S00135493,127,101,90,21,69,-,-,-,6,-,6,4,7,6,5,1,-,-,-,-,-,-,1,17,8,4,4,-,-
S00135494,87,46,42,11,31,-,-,-,3,1,2,1,-,-,-,-,-,-,-,-,-,-,-,40,30,6,3,2,-
S00135495,82,50,40,9,31,1,-,1,6,3,3,1,-,-,-,-,-,-,-,-,-,-,-,32,23,6,2,-,1
S00135496,87,46,42,18,24,1,-,1,2,-,2,1,4,4,3,1,-,-,-,-,-,-,-,37,34,2,-,-,1
S00135497,185,103,89,28,62,3,-,3,9,3,6,1,6,5,5,-,-,-,-,1,-,1,-,76,64,3,8,2,2
S00135498,117,94,86,8,78,-,-,-,7,2,5,3,4,2,1,-,-,-,-,-,-,-,1,21,3,1,15,-,2
S00135499,110,55,45,8,37,3,-,3,2,-,2,2,5,4,4,2,-,-,-,-,-,-,1,50,38,3,3,4,2
S00135500,82,72,69,10,59,-,-,-,3,2,1,-,6,2,2,-,-,-,-,-,-,-,2,6,-,2,3,1,-
S00135501,121,60,46,17,29,2,-,2,11,4,6,1,2,2,2,-,-,-,-,-,-,-,-,57,51,-,3,2,1
S00135502,114,86,79,10,69,-,-,-,6,-,6,1,8,6,2,3,-,-,-,1,1,-,2,19,9,5,1,3,4
S00135503,77,33,25,1,23,1,-,1,4,2,1,2,-,-,-,-,-,-,-,-,-,-,-,44,38,4,1,-,1
S00135504,137,47,41,15,26,-,-,-,5,-,7,2,4,2,2,-,-,-,-,1,-,1,1,86,74,-,2,4,5
S00135505,122,92,81,13,67,4,1,2,5,3,2,3,7,5,3,2,-,-,-,-,-,-,1,26,17,5,-,-,4
S00135506,74,60,59,12,47,1,-,1,3,1,2,2,3,3,3,-,-,-,-,-,-,-,-,12,10,-,-,-,1
S00135507,132,93,70,21,50,6,2,5,12,3,9,4,5,1,1,-,-,-,-,1,1,-,1,34,22,6,5,-,-
S00135508,61,32,32,8,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,23,1,1,3,4
S00135509,102,67,58,21,37,1,1,-,6,1,4,1,-,-,-,-,-,-,-,-,-,-,-,36,30,-,1,-,-
S00135510,100,64,59,18,45,-,-,-,4,1,3,1,1,1,1,-,-,-,-,-,-,-,-,38,27,-,2,-,5
S00135511,116,80,72,11,61,2,1,2,4,2,4,2,1,1,1,-,-,-,-,-,-,-,-,31,22,2,2,4,3
S00135512,110,69,66,11,51,-,-,-,-,-,-,1,3,3,3,-,-,-,-,-,-,-,-,38,32,2,3,-,1
S00135513,97,42,39,11,28,-,-,-,4,4,-,-,4,4,4,-,-,-,-,-,-,-,-,51,37,2,2,7,5
S00135514,96,50,45,14,31,-,-,-,3,2,1,4,5,5,2,1,-,-,-,-,-,-,-,44,27,2,4,6,8
S00135515,143,58,57,18,35,-,-,-,9,4,5,-,8,8,8,-,-,-,-,-,-,-,-,75,59,7,4,3,2
S00135516,108,87,77,12,65,-,-,-,7,3,4,3,8,6,6,-,-,-,-,-,-,-,-,13,2,-,4,3,5
S00135517,101,77,61,11,50,2,-,2,12,3,11,3,3,1,1,-,-,-,-,-,-,-,3,17,9,3,-,3,2
S00135518,76,43,39,9,26,2,-,2,-,-,-,2,6,4,4,-,-,-,-,-,-,-,2,27,23,2,2,1,-
S00135519,129,85,67,14,55,4,-,4,14,7,8,1,4,4,4,-,-,-,-,-,-,-,-,40,27,3,4,3,3
S00135520,129,88,75,17,58,3,-,3,9,2,7,2,1,-,-,-,-,-,-,1,1,-,2,38,22,3,1,-,5
S00135521,104,76,68,6,62,1,-,1,6,-,6,1,2,-,-,-,-,-,-,-,-,-,2,27,6,9,-,5,5
S00135522,85,52,46,10,39,1,-,1,2,-,2,-,1,1,1,-,-,-,-,-,-,-,-,32,28,1,3,1,-
S00135523,65,20,19,3,16,-,-,-,1,-,1,-,1,-,-,-,-,-,-,-,-,-,1,44,41,-,1,2,-
S00135524,104,67,55,7,49,2,2,1,9,4,7,-,2,1,1,-,-,-,-,1,-,1,-,35,28,2,2,4,2
S00135525,87,83,78,7,71,-,-,-,2,-,2,3,2,2,-,2,-,-,-,-,-,-,-,3,2,-,3,-,-
S00135526,96,52,45,14,31,-,-,-,6,1,6,-,2,2,2,-,-,-,-,-,-,-,-,42,35,1,-,2,4
S00135527,58,27,22,5,17,1,-,1,2,1,2,-,2,2,2,2,-,-,-,-,-,-,-,29,21,-,3,4,1
S00135528,152,60,53,14,39,1,-,1,8,2,5,-,2,3,4,1,1,-,1,-,-,-,-,86,62,5,5,10,4
S00135529,130,71,62,15,47,2,1,-,2,4,2,1,1,-,-,-,-,-,-,-,-,-,1,58,45,2,1,3,4
S00135530,73,42,36,6,24,-,-,-,4,-,4,2,-,-,-,-,-,-,-,-,-,-,2,33,26,-,-,2,-
S00135531,86,48,34,10,24,6,-,6,8,5,5,2,3,3,3,-,-,-,-,-,-,-,-,35,30,1,2,1,1
S00135532,77,56,45,9,32,3,-,3,8,3,5,-,3,3,-,1,-,-,-,-,-,-,-,19,9,3,3,4,-
S00135533,110,81,70,21,53,1,-,1,6,1,5,4,3,3,2,4,-,-,-,-,-,-,-,26,19,2,3,3,-
S00135534,97,68,66,18,48,-,-,-,2,-,2,-,7,4,4,-,-,-,-,5,2,2,-,22,13,4,2,1,3
S00135535,194,77,66,12,54,4,-,2,4,1,2,3,8,1,1,-,-,-,-,1,1,-,4,115,95,5,1,5,7
S00135536,124,99,94,15,79,-,-,-,1,2,2,2,7,7,7,-,-,-,-,-,-,-,-,18,2,3,7,4,2
S00135537,129,71,69,15,50,3,2,1,3,1,1,2,4,3,2,1,-,-,-,1,1,-,-,54,50,-,2,2,2
S00135538,81,35,28,6,22,2,-,2,4,-,4,-,1,1,1,-,-,-,-,-,-,-,-,45,42,2,2,-,-
S00135539,72,32,28,7,21,-,-,-,1,1,4,1,7,7,7,-,-,-,-,-,-,-,-,33,22,-,3,8,-
S00135540,124,62,54,13,37,-,-,-,5,4,3,2,5,5,4,1,-,-,-,-,-,-,-,57,48,-,2,-,-
S00135541,73,26,27,4,23,-,-,-,2,2,-,-,1,1,1,-,-,-,-,-,-,-,-,44,37,1,3,1,1
S00135542,124,104,94,13,81,-,-,-,9,2,10,1,7,7,5,3,-,-,-,-,-,-,-,13,2,1,10,2,1
S00135543,131,116,106,11,93,2,-,2,6,3,3,2,7,7,4,1,-,-,-,-,-,-,1,8,3,-,-,-,-
S00135544,83,38,31,8,23,-,-,-,5,1,4,2,-,-,-,-,-,-,-,-,-,-,-,45,28,-,4,8,4
S00135545,125,65,56,9,50,1,-,1,8,6,2,-,6,4,2,1,-,-,-,2,-,2,1,54,43,1,2,4,2
S00135546,76,33,30,8,22,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,43,25,4,3,12,-
S00135547,146,91,83,15,67,-,-,-,9,3,6,3,3,3,3,-,-,-,-,-,-,-,2,48,31,6,9,1,2
S00135548,71,41,34,6,28,3,-,3,4,2,3,-,-,-,-,-,-,-,-,-,-,-,-,30,20,1,5,4,4
S00135549,55,32,24,4,23,-,-,-,4,-,4,4,1,1,1,-,-,-,-,-,-,-,-,22,15,2,2,1,-
S00135550,98,48,37,8,29,-,-,-,5,3,2,6,4,3,2,1,-,-,-,-,-,-,1,45,17,6,6,9,3
S00135551,104,71,60,13,47,-,-,-,9,4,8,2,2,-,-,-,1,-,1,-,-,-,-,31,15,1,6,8,2
S00135552,104,84,78,12,66,-,-,-,3,2,-,3,4,4,2,1,-,-,-,-,-,-,-,14,1,3,5,4,1
S00135553,175,100,88,26,59,4,-,4,9,1,5,2,8,4,4,-,-,-,-,-,-,-,4,69,58,4,6,-,1
S00135554,72,35,31,12,21,-,-,-,2,-,2,1,-,1,1,-,-,-,-,-,-,-,1,33,29,1,2,-,1
S00135555,142,85,77,17,60,-,-,-,8,-,8,-,7,3,3,-,-,-,-,4,4,-,-,51,44,1,5,1,4
S00135556,98,75,65,8,61,-,-,-,1,-,1,3,3,3,-,1,-,-,-,-,-,-,-,22,16,-,-,5,1
S00135557,74,40,34,10,20,-,-,-,2,-,2,4,-,-,-,-,-,-,-,-,-,-,-,34,27,2,5,2,-
S00135558,124,75,68,18,50,-,-,-,5,-,2,2,3,3,3,-,-,-,-,1,1,-,-,46,23,1,6,3,7
S00135559,95,66,60,15,40,-,-,-,3,-,3,3,4,4,3,2,-,-,-,-,-,-,-,25,20,3,2,1,1
S00135560,91,55,46,6,37,-,-,-,6,2,5,-,4,4,4,-,-,-,-,-,-,-,-,32,27,2,2,3,-
S00135561,73,37,33,7,24,-,-,-,4,-,4,-,6,5,5,-,-,-,-,-,-,-,1,26,16,5,4,4,3
S00135562,78,52,48,5,41,1,-,1,1,1,-,1,1,1,1,-,-,-,-,-,-,-,-,24,13,5,4,3,2
S00135563,44,29,25,6,19,-,-,-,-,1,1,3,-,-,-,-,-,-,-,-,-,-,-,14,2,-,5,3,4
S00135564,94,35,35,9,26,-,-,-,2,2,-,1,-,-,-,-,-,-,-,-,-,-,-,56,45,4,1,5,1
S00135565,59,28,23,6,17,-,-,-,3,-,3,2,-,-,-,-,-,-,-,-,-,-,-,31,27,2,-,-,-
S00135566,87,48,37,13,24,1,-,1,6,2,4,1,-,-,-,-,-,-,-,-,-,-,-,42,30,4,3,1,1
S00135567,98,61,53,18,35,-,-,-,8,4,3,-,3,2,1,1,-,-,-,-,-,-,-,35,26,3,-,5,3
S00135568,136,83,79,22,56,-,-,-,3,-,3,2,1,1,1,-,-,-,-,-,-,-,4,50,38,3,5,5,3
S00135569,89,43,41,14,23,-,-,-,5,-,4,3,5,5,4,2,-,-,-,-,-,-,-,41,24,6,2,10,1
S00135570,102,53,39,12,30,-,-,-,9,4,1,3,3,1,1,-,-,-,-,1,-,1,-,45,43,-,-,2,-
S00135571,91,58,49,10,39,-,-,-,7,4,3,-,4,2,2,-,-,-,-,1,-,1,1,29,14,-,4,8,2
S00135572,103,58,50,12,38,-,-,-,7,3,2,2,2,2,4,-,-,-,-,-,-,-,-,40,32,-,3,2,3
S00135573,86,53,41,15,26,1,1,-,9,4,4,2,1,1,1,-,-,-,-,-,-,-,-,32,18,2,3,7,2
S00135574,69,41,34,12,22,1,-,1,4,1,3,2,3,3,2,1,-,-,-,-,-,-,-,25,18,-,3,2,2
S00135575,126,71,59,12,50,-,-,-,12,2,10,-,4,3,3,-,-,-,-,-,-,-,1,51,29,4,3,10,1
S00135576,111,59,56,13,42,-,-,-,2,2,-,2,2,2,2,-,-,-,-,-,-,-,-,50,31,2,5,6,6
S00135577,105,90,83,10,73,-,-,-,2,4,-,3,3,3,2,1,-,-,-,-,-,-,-,12,4,2,2,1,2
S00135578,101,62,58,6,50,1,-,1,3,-,4,-,1,1,1,-,-,-,-,-,-,-,1,38,30,4,4,2,1
S00135579,76,46,37,11,26,1,-,1,3,-,3,3,-,-,-,-,-,-,-,-,-,-,-,29,23,3,1,1,2
S00135580,122,76,71,15,56,-,-,-,-,-,-,3,3,3,2,-,-,-,-,-,-,-,-,44,28,3,3,8,-
S00135581,105,54,50,12,38,1,-,1,3,-,3,-,6,5,5,-,-,-,-,-,-,-,4,45,33,4,4,2,2
S00135582,77,55,47,6,44,-,-,-,6,2,4,2,6,4,4,-,-,-,-,-,-,-,1,17,10,4,1,-,-
S00135583,106,78,65,12,54,-,-,-,7,1,6,3,1,1,1,-,-,-,-,-,-,-,-,27,3,2,3,14,3
S00135584,97,66,53,18,38,-,-,-,12,4,5,1,2,2,2,-,-,-,-,-,-,-,-,31,9,2,8,6,3
S00135585,82,66,57,12,45,-,-,-,7,2,5,1,1,1,1,-,-,-,-,-,-,-,-,11,8,3,3,-,1
S00135586,95,52,46,7,42,1,1,-,2,-,2,-,1,1,1,-,-,-,-,-,-,-,-,46,39,4,3,1,-
S00135587,67,50,44,4,40,2,-,2,3,-,3,1,1,1,-,1,-,-,-,1,1,-,-,15,7,-,1,4,3
S00135588,82,50,47,9,37,-,-,-,3,-,3,1,1,1,1,-,-,-,-,-,-,-,-,31,21,-,3,1,-
S00135589,75,46,34,2,32,-,-,-,10,6,2,1,2,2,1,1,-,-,-,-,-,-,-,27,21,-,3,2,1
S00135590,62,50,46,9,37,2,-,2,3,1,2,-,4,1,1,-,-,-,-,1,1,-,-,6,3,3,1,2,-
S00135591,68,51,42,13,32,1,-,1,4,4,-,4,5,5,5,-,-,-,-,-,-,-,-,14,8,1,2,1,2
S00135592,81,71,66,20,50,-,-,-,6,1,4,-,7,1,1,2,-,-,-,-,-,-,1,8,-,2,2,1,2
S00135593,78,47,43,17,25,-,-,-,3,1,2,1,4,4,4,-,-,-,-,-,-,-,-,27,19,4,-,-,3
S00135594,85,58,51,13,35,1,-,1,5,-,4,1,-,-,-,-,-,-,-,-,-,-,-,27,23,3,1,-,-
S00135595,119,58,48,18,34,2,2,1,7,2,5,1,5,4,3,-,-,-,-,-,-,-,1,56,33,4,9,9,3
S00135596,185,108,98,8,90,4,1,1,2,3,2,6,2,1,1,-,-,-,-,-,-,-,1,75,56,-,3,11,4
S00135597,113,54,49,13,36,-,-,-,2,-,2,2,4,4,2,1,-,-,-,-,-,-,1,55,41,3,-,6,1
S00135598,79,39,32,10,25,2,-,2,2,-,2,1,2,2,2,1,-,-,-,-,-,-,-,38,30,1,4,1,2
S00135599,110,87,77,11,66,-,-,-,6,3,5,4,6,5,4,2,-,-,-,-,-,-,-,14,6,1,2,-,4
S00135600,59,12,11,-,11,-,-,-,4,-,4,-,4,4,-,4,-,-,-,-,-,-,-,44,42,-,1,4,2
S00135601,96,76,63,11,54,5,-,5,7,4,3,3,7,7,7,-,-,-,-,-,-,-,-,13,-,5,2,2,4
S00135602,115,64,56,11,42,-,-,-,5,2,3,8,15,8,3,3,-,-,-,-,-,-,7,31,11,14,-,-,5
S00135603,69,38,34,8,26,-,-,-,-,2,1,2,1,1,1,-,-,-,-,-,-,-,-,28,20,3,6,-,-
S00135604,74,72,65,6,59,-,-,-,6,2,4,1,-,-,-,-,-,-,-,-,-,-,-,5,2,-,1,-,2
S00135605,72,55,47,1,47,1,1,-,3,2,1,2,1,1,1,-,-,-,-,-,-,-,-,16,4,2,2,1,2
S00135606,216,97,84,25,59,-,-,-,10,1,7,2,9,9,7,2,-,-,-,-,-,-,-,110,87,8,9,4,3
S00135607,1706,79,59,12,50,-,-,-,11,5,9,6,623,358,325,33,-,-,-,5,4,-,260,1004,17,982,3,1,1
S00135608,79,55,49,8,41,4,1,1,1,-,1,3,1,1,1,-,-,-,-,-,-,-,1,26,16,-,4,1,2
S00135609,91,50,47,7,40,1,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,1,39,33,-,4,1,1
S00135610,150,51,40,5,36,1,-,1,4,-,4,1,4,2,2,-,-,-,-,-,-,-,1,101,79,-,-,13,2
S00135611,74,37,32,10,21,2,1,1,-,-,-,3,2,2,2,-,-,-,-,-,-,-,-,35,14,3,6,10,4
S00135612,122,100,84,16,68,-,-,-,12,2,11,3,4,1,-,1,-,-,-,2,-,2,1,17,3,7,3,6,2
S00135613,86,67,60,12,51,-,-,-,8,2,6,2,4,4,4,-,-,-,-,-,-,-,-,12,-,4,5,-,3
S00135614,94,49,45,10,38,1,-,1,2,2,1,1,2,2,1,1,-,-,-,-,-,-,-,43,23,6,2,4,6
S00135615,136,116,99,12,83,1,-,1,7,3,1,9,7,4,1,-,2,2,-,-,-,-,-,15,2,7,2,1,-
S00135616,58,54,44,4,39,1,-,1,3,1,2,5,2,-,-,-,-,-,-,-,-,-,2,5,2,2,2,-,-
S00135617,91,59,52,16,36,-,-,-,1,1,-,3,3,3,3,-,-,-,-,-,-,-,-,29,22,1,1,-,3
S00135618,65,35,22,5,17,-,-,-,6,-,4,3,2,2,2,-,-,-,-,-,-,-,-,32,27,-,2,-,1
S00135619,54,30,25,3,22,-,-,-,2,2,-,4,5,3,2,-,-,-,-,-,-,-,2,19,14,-,2,2,1
S00135620,77,54,48,18,30,-,-,-,9,2,3,-,3,1,1,-,1,1,-,-,-,-,1,20,5,3,8,2,1
S00135621,112,57,45,13,32,-,-,-,4,4,-,10,1,1,-,1,-,-,-,-,-,-,-,54,31,3,5,8,4
S00135622,79,62,55,5,47,1,-,1,7,3,4,4,10,9,8,1,-,-,-,-,-,-,-,8,1,6,-,-,1
S00135623,116,80,71,14,57,2,-,2,3,1,3,5,3,-,2,-,-,-,-,-,-,-,1,33,26,-,3,2,2
S00135624,70,49,46,16,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,16,-,-,3,-
S00135625,92,64,50,13,37,2,1,2,9,3,7,2,7,6,6,-,-,-,-,-,-,-,1,18,5,7,9,-,1
S00135626,51,35,33,6,27,1,-,1,-,-,-,1,4,-,-,-,-,-,-,2,2,-,-,13,2,2,-,5,1
S00135627,98,70,69,17,50,-,-,-,2,-,2,1,3,3,3,-,-,-,-,-,-,-,-,25,15,2,5,1,3
S00135628,136,80,73,15,58,-,-,-,6,4,2,5,4,4,4,-,-,-,-,-,-,-,-,50,32,3,4,3,8
S00135629,136,96,89,7,82,-,-,-,2,2,2,2,9,10,5,5,-,-,-,-,-,-,1,29,12,6,9,-,1
S00135630,93,50,49,12,37,-,-,-,-,-,-,-,5,2,1,1,-,-,-,-,-,-,1,40,22,6,3,1,5
S00135631,117,70,62,16,48,-,-,-,3,1,5,2,13,9,7,1,-,-,-,2,-,1,3,37,7,6,6,10,8
S00135632,134,67,57,18,39,-,-,-,1,1,-,7,2,2,2,-,-,-,-,-,-,-,-,62,42,8,8,8,2
S00135633,57,26,19,5,14,1,1,-,1,-,1,4,4,4,4,-,-,-,-,-,-,-,-,24,18,2,2,-,3
S00135634,73,62,62,3,57,-,-,-,3,4,1,-,2,2,1,1,-,-,-,-,-,-,-,12,4,1,-,-,3
S00135635,101,74,64,10,48,-,-,-,9,4,5,3,3,3,1,4,-,-,-,-,-,-,-,21,4,1,6,7,4
S00135636,89,55,46,13,34,2,-,2,6,2,4,2,2,2,2,-,-,-,-,-,-,-,-,32,28,1,-,5,-
S00135637,98,59,50,10,40,3,2,2,5,1,4,1,1,1,-,1,-,-,-,-,-,-,-,37,24,3,6,5,-
S00135638,75,29,23,6,15,2,2,-,4,2,2,1,9,6,6,-,-,-,-,-,-,-,3,37,26,5,-,2,2
S00135639,59,52,46,7,43,1,-,1,5,2,3,-,2,2,1,1,-,-,-,-,-,-,-,5,-,-,-,1,2
S00135640,114,60,54,17,37,2,-,2,2,2,1,2,4,4,4,-,-,-,-,-,-,-,-,50,38,-,2,8,2
S00135641,62,32,26,6,17,-,-,-,5,3,4,1,1,1,1,-,-,-,-,-,-,-,-,33,20,1,2,6,1
S00135642,128,83,76,14,62,-,-,-,4,-,4,3,8,9,9,-,-,-,-,2,2,-,2,35,5,7,7,13,2
S00135643,75,42,34,13,21,-,-,-,5,3,1,3,2,2,1,1,-,-,-,-,-,-,-,31,22,1,4,-,-
S00135644,70,32,30,4,26,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,38,33,6,-,1,-
S00135645,73,32,27,5,22,-,1,1,3,2,1,-,1,1,1,-,-,-,-,-,-,-,-,41,25,1,1,11,3
S00135646,67,26,25,7,18,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,41,31,-,-,8,-
S00135647,125,77,71,19,52,1,1,-,-,-,-,5,1,1,-,1,-,-,-,-,-,-,2,49,40,1,3,4,3
S00135648,86,72,54,13,37,-,-,-,10,6,4,4,3,2,1,1,-,-,-,-,-,-,1,16,-,2,2,10,1
S00135649,60,41,32,6,27,-,-,-,12,2,7,-,1,1,1,-,-,-,-,-,-,-,-,21,5,-,6,3,6
S00135650,91,52,42,12,30,2,-,2,7,2,5,2,2,1,1,-,-,-,-,2,-,2,-,39,18,3,4,14,-
S00135651,103,62,57,10,45,-,-,-,5,4,1,2,4,4,4,2,-,-,-,-,-,-,-,32,26,4,3,1,2
S00135652,81,43,36,4,31,4,-,4,3,2,2,3,-,-,-,-,-,-,-,-,-,-,-,37,27,4,3,4,1
S00135653,58,38,33,5,28,-,-,-,4,2,2,1,5,3,2,2,-,-,-,-,-,-,-,15,4,8,5,2,-
S00135654,58,47,40,7,33,-,-,-,5,2,3,2,-,-,-,-,-,-,-,-,-,-,-,11,-,2,-,6,4
S00135655,91,61,54,10,44,-,-,-,7,3,4,-,1,1,-,1,-,-,-,-,-,-,-,31,17,3,4,4,-
S00135656,81,52,48,10,38,-,-,-,6,4,2,1,2,1,1,-,-,-,-,-,-,-,2,23,5,2,1,13,3
S00135657,88,46,37,17,24,1,-,1,3,1,3,5,3,3,3,-,-,-,-,-,-,-,-,46,8,9,5,16,4
S00135658,68,48,38,7,31,-,-,-,5,2,1,4,5,5,2,3,-,-,-,-,-,-,-,15,6,3,1,4,2
S00135659,103,78,64,25,46,2,-,2,7,1,4,7,3,3,3,-,-,-,-,-,-,-,-,21,7,-,7,4,5
S00135660,91,65,49,18,32,-,-,-,10,4,6,5,2,2,1,1,-,-,-,-,-,-,-,24,5,4,5,6,2
S00135661,54,31,27,7,17,-,-,-,4,3,1,-,1,-,-,-,-,-,-,-,-,-,1,22,17,4,1,-,-
S00135662,100,79,69,16,50,1,-,1,6,-,6,2,2,-,-,-,-,-,-,-,-,-,2,20,17,-,1,2,-
S00135663,89,43,40,8,32,-,-,-,1,-,1,1,4,4,3,-,-,-,-,-,-,-,-,42,28,-,2,7,5
S00135664,135,90,74,21,57,2,-,2,9,3,6,5,11,8,7,2,-,-,-,2,2,-,2,37,8,4,5,11,5
S00135665,98,27,18,4,15,-,-,-,4,-,6,3,3,3,3,-,-,-,-,-,-,-,1,66,36,1,4,23,5
S00135666,68,30,24,7,17,3,2,2,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,38,32,1,1,4,-
S00135667,122,70,58,16,42,-,-,-,8,3,8,4,8,5,4,-,-,-,-,-,-,-,3,43,15,4,9,14,2
S00135668,107,65,52,14,38,2,-,2,2,1,2,8,8,3,3,-,-,-,-,-,-,-,5,34,12,5,9,6,4
S00135669,113,66,57,15,41,3,-,3,6,1,2,3,7,7,7,-,-,-,-,-,-,-,-,40,20,4,3,15,1
S00135670,127,82,76,18,58,1,-,1,1,1,1,4,13,12,9,3,-,-,-,1,1,-,-,32,9,10,6,4,1
S00135671,73,37,29,5,22,1,-,1,6,3,4,1,2,2,2,-,-,-,-,-,-,-,-,30,22,2,5,3,3
S00135672,94,61,56,14,42,-,-,-,3,-,3,4,2,1,1,-,-,-,-,-,-,-,-,31,10,3,6,7,4
S00135673,67,27,25,10,15,1,1,-,1,-,1,-,4,3,3,-,-,-,-,-,-,-,-,36,27,-,2,4,3
S00135674,83,55,47,11,35,-,-,-,7,1,5,2,1,-,-,-,-,-,-,-,-,-,1,27,24,-,-,-,5
S00135675,109,59,52,12,40,1,1,-,3,-,3,5,6,6,5,2,-,-,-,-,-,-,2,43,12,6,8,10,7
S00135676,72,42,34,6,25,-,-,-,6,-,6,3,1,2,2,-,-,-,-,-,-,-,1,27,13,-,1,10,3
S00135677,58,38,28,7,21,-,-,-,3,-,3,7,1,1,1,-,-,-,-,-,-,-,-,19,6,2,1,6,4
S00135678,88,60,54,14,40,-,-,-,5,-,5,2,3,3,3,-,-,-,-,-,-,-,-,24,11,4,-,2,4
S00135679,72,45,34,10,24,3,-,3,4,1,2,5,7,6,6,-,-,-,-,1,1,-,-,20,12,-,3,2,2
S00135680,88,55,53,14,39,-,-,-,-,-,-,4,2,2,2,-,-,-,-,-,-,-,-,32,18,4,2,5,3
S00135681,98,73,58,15,43,-,-,-,8,4,3,7,5,5,4,1,-,-,-,-,-,-,-,20,14,8,-,-,-
S00135682,69,44,35,7,28,2,-,2,7,2,6,1,-,-,-,-,-,-,-,-,-,-,-,23,17,1,2,3,-
S00135683,82,46,37,7,30,-,-,-,4,4,-,4,-,-,-,-,-,-,-,-,-,-,-,36,13,8,4,10,4
S00135684,70,36,27,7,20,-,-,-,3,1,1,6,3,3,4,-,-,-,-,-,-,-,-,29,12,2,-,12,6
S00135685,108,73,65,19,46,1,-,1,5,1,5,2,4,1,1,-,-,-,-,-,-,-,1,33,23,2,2,6,2
S00135686,103,16,14,4,7,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,-,-,86,69,1,1,10,5
S00135687,101,69,58,11,47,3,-,3,4,1,3,4,9,6,6,-,-,-,-,-,-,-,1,23,2,4,4,11,-
S00135688,113,45,42,7,37,-,-,-,3,-,3,-,2,2,2,-,-,-,-,-,-,-,1,67,34,1,-,24,3
S00135689,74,51,35,10,25,2,-,2,10,5,5,4,2,2,2,-,-,-,-,-,-,-,-,21,7,3,3,7,2
S00135690,106,61,53,10,40,-,-,-,4,3,2,3,4,-,-,-,-,-,-,-,-,-,4,44,21,3,2,15,3
S00135691,98,60,52,11,39,-,-,-,8,3,5,1,10,9,7,2,-,-,-,-,-,-,1,28,14,4,1,6,4
