Scotland's Census 2022 - National Records of Scotland
Table UV211b - British Sign Language (BSL) skills by age (6)
All people aged 3 and over

,"All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","BSL User","BSL User","BSL User","BSL User","BSL User","BSL User","Not a BSL user","Not a BSL user","Not a BSL user","Not a BSL user","Not a BSL user","Not a BSL user"
,"All people aged 3 and over","3 - 15","16 - 24","25 - 49","50 - 64","65 and over","All people aged 3 and over","3 - 15","16 - 24","25 - 49","50 - 64","65 and over","All people aged 3 and over","3 - 15","16 - 24","25 - 49","50 - 64","65 and over"
"S00135594",94,9,6,34,24,22,2,-,-,-,2,-,93,9,6,34,23,22
"S00135595",144,25,12,42,30,35,2,-,1,2,2,-,140,25,11,38,29,35
"S00135596",204,19,18,85,14,71,9,2,1,3,-,4,195,17,17,78,14,68
"S00135597",133,20,10,32,31,40,3,1,1,-,3,1,128,19,9,32,29,39
"S00135598",89,10,6,28,18,29,4,-,-,4,-,-,84,10,6,26,18,29
"S00135599",123,16,15,75,10,7,1,-,-,1,-,-,122,16,15,74,10,7
"S00135600",60,1,3,7,11,40,-,-,-,-,-,-,60,1,3,7,11,40
"S00135601",128,32,14,71,10,1,1,2,-,-,-,-,125,30,14,66,10,1
"S00135602",124,10,26,48,19,15,1,-,-,-,1,-,122,10,26,48,20,15
"S00135603",80,13,8,14,29,16,-,-,-,-,-,-,80,13,8,14,29,16
"S00135604",83,5,13,54,8,3,5,-,-,5,-,-,78,5,13,49,8,3
"S00135605",82,6,6,34,25,7,2,-,-,-,1,-,76,6,6,33,24,7
"S00135606",270,54,24,70,30,92,2,-,2,-,-,-,268,54,23,70,30,91
"S00135607",1711,5,1493,176,20,17,73,-,64,6,-,-,1638,5,1426,170,20,17
"S00135608",95,15,2,37,26,15,2,2,-,-,-,-,93,13,2,37,26,15
"S00135609",108,14,6,38,14,34,-,-,-,-,-,-,108,14,6,38,14,34
"S00135610",156,6,9,32,15,94,6,1,-,2,-,-,146,5,9,30,14,93
"S00135611",87,13,9,38,14,14,4,-,-,4,-,-,85,13,9,36,14,14
"S00135612",149,28,19,88,10,3,5,3,-,2,-,-,144,25,19,86,10,3
"S00135613",114,28,10,67,9,-,7,4,-,2,-,-,107,24,7,65,9,-
"S00135614",110,16,16,25,31,22,12,4,1,2,3,-,101,12,15,24,28,22
"S00135615",153,21,24,88,18,6,5,-,-,3,-,-,156,22,24,85,18,6
"S00135616",72,11,6,46,6,2,-,-,-,-,-,-,72,11,6,46,6,2
"S00135617",105,18,11,27,31,22,5,-,-,4,2,-,100,18,11,24,29,22
"S00135618",74,9,4,17,20,23,1,-,-,-,1,-,73,9,4,17,19,23
"S00135619",63,9,6,20,15,16,1,-,-,1,-,-,62,9,6,19,15,16
"S00135620",122,45,6,63,7,1,8,1,-,2,-,-,117,44,6,59,7,1
"S00135621",129,17,9,46,26,31,6,-,3,-,2,-,124,17,6,46,24,31
"S00135622",89,9,17,44,17,1,3,-,-,-,1,-,87,9,17,43,17,1
"S00135623",128,12,12,49,31,27,3,-,-,-,2,1,125,12,12,49,29,26
"S00135624",90,20,5,28,19,18,4,2,-,-,-,-,86,20,5,26,19,18
"S00135625",129,36,20,43,25,5,4,-,1,1,2,-,125,36,19,42,23,5
"S00135626",58,8,6,33,8,4,1,-,-,-,1,-,58,8,6,33,7,4
"S00135627",127,37,11,46,26,18,-,-,-,-,-,-,129,31,11,46,26,18
"S00135628",151,15,11,50,41,35,2,-,-,2,1,-,148,15,11,48,40,35
"S00135629",152,16,14,95,12,13,10,-,-,9,2,-,142,16,14,88,11,13
"S00135630",110,17,9,39,20,25,2,-,-,1,1,2,107,17,9,38,19,24
"S00135631",157,36,17,74,16,10,9,5,-,3,1,-,148,35,17,71,15,10
"S00135632",159,25,13,42,30,49,2,2,-,-,-,-,155,23,13,42,30,49
"S00135633",64,10,6,23,9,16,2,1,-,-,-,-,62,6,6,22,9,16
"S00135634",75,2,16,44,10,4,1,-,-,-,1,-,74,2,16,44,8,4
"S00135635",114,16,14,64,18,4,1,-,-,-,1,-,113,16,14,64,15,4
"S00135636",101,12,8,33,23,27,4,-,1,-,1,2,97,12,10,33,22,26
"S00135637",121,24,6,47,21,24,3,-,-,3,-,1,122,24,6,45,21,23
"S00135638",76,1,16,16,8,32,3,-,-,-,-,3,73,1,16,16,8,29
"S00135639",69,10,5,33,16,4,1,1,-,-,-,-,72,9,5,33,16,4
"S00135640",126,12,6,39,32,38,3,-,-,-,1,-,123,11,6,39,30,38
"S00135641",86,22,2,24,12,27,3,-,-,2,-,1,85,22,2,22,12,26
"S00135642",179,49,18,88,16,6,2,2,-,3,1,-,172,48,18,85,15,6
"S00135643",90,15,6,27,12,34,2,1,-,1,-,-,88,14,6,26,12,34
"S00135644",74,4,3,26,8,32,1,-,-,-,-,1,73,4,3,26,8,31
"S00135645",81,8,3,21,23,29,2,-,-,-,1,1,79,8,3,21,22,24
"S00135646",74,5,3,13,18,33,3,-,-,3,-,-,70,5,3,11,18,33
"S00135647",147,19,11,44,35,38,1,-,-,1,-,-,146,19,11,43,35,38
"S00135648",112,26,9,56,22,3,3,-,-,3,-,-,109,26,9,53,22,3
"S00135649",85,24,3,45,10,6,5,3,-,-,-,-,80,22,3,45,10,6
"S00135650",108,15,13,37,19,24,4,1,-,2,-,2,103,14,13,35,16,23
"S00135651",114,11,10,33,35,25,2,2,-,-,-,-,112,12,10,33,35,25
"S00135652",85,4,1,33,21,26,2,2,-,-,-,-,83,1,1,33,21,26
"S00135653",82,24,9,41,4,4,-,-,-,2,1,-,80,24,9,40,4,4
"S00135654",69,10,6,33,16,2,1,1,-,-,-,-,68,10,6,33,16,2
"S00135655",106,15,5,46,16,21,3,-,-,2,4,-,102,15,5,44,17,21
"S00135656",104,23,4,54,18,5,-,-,-,-,-,-,104,23,4,54,18,5
"S00135657",116,25,12,37,34,8,6,2,-,1,1,-,110,21,12,34,33,8
"S00135658",84,16,12,27,17,9,2,1,-,-,1,-,82,15,12,27,16,9
"S00135659",132,29,12,51,31,9,8,5,-,1,1,1,124,20,12,47,30,5
"S00135660",108,17,8,53,23,7,5,-,-,2,1,-,105,17,8,51,22,7
"S00135661",63,11,3,23,11,17,2,1,-,1,-,-,64,8,3,22,11,17
"S00135662",111,14,7,48,29,16,3,-,-,1,1,-,111,14,7,47,27,16
"S00135663",107,19,4,37,16,33,5,2,1,4,-,-,103,17,3,34,16,33
"S00135664",169,34,14,82,28,11,8,2,2,3,2,-,161,32,12,80,26,11
"S00135665",100,2,4,26,24,41,-,-,-,-,-,-,98,2,4,26,22,41
"S00135666",86,18,1,24,7,36,4,1,-,2,2,-,82,17,1,23,5,36
"S00135667",157,35,12,54,40,16,5,1,-,3,1,-,148,34,12,51,39,16
"S00135668",128,21,22,48,27,10,4,-,1,5,-,-,123,20,21,45,27,10
"S00135669",137,24,14,53,27,23,1,-,-,-,1,-,135,24,14,53,25,23
"S00135670",153,26,16,92,10,9,9,5,-,6,-,-,141,21,16,86,10,9
"S00135671",82,9,3,23,21,26,5,-,-,3,2,1,77,9,3,20,23,25
"S00135672",98,5,14,57,13,14,6,-,-,2,-,-,94,5,14,50,15,14
"S00135673",84,17,6,17,14,27,-,-,-,-,-,-,84,17,6,17,14,27
"S00135674",94,11,3,39,15,28,-,-,-,-,-,-,94,11,3,39,15,28
"S00135675",138,30,14,45,30,15,4,-,-,1,1,-,136,29,14,47,29,15
"S00135676",73,2,6,38,13,18,-,-,-,-,-,-,73,2,6,38,13,18
"S00135677",72,14,13,33,16,2,3,-,-,2,1,-,68,14,13,27,15,2
"S00135678",99,11,8,45,22,13,-,-,-,-,-,-,99,11,8,45,22,13
"S00135679",75,4,10,25,22,19,1,-,-,-,1,-,77,4,10,25,21,19
"S00135680",111,23,9,33,26,20,3,-,-,1,1,-,109,23,9,32,25,20
"S00135681",122,20,15,54,22,11,-,-,-,-,-,-,117,20,15,54,17,11
"S00135682",87,14,4,30,15,18,4,-,-,4,-,-,85,14,4,28,15,18
"S00135683",97,14,9,42,18,14,5,1,1,3,-,-,92,13,8,39,18,14
"S00135684",70,-,11,33,17,12,-,-,-,-,-,-,69,-,11,33,16,12
"S00135685",142,34,4,50,28,26,3,1,-,1,1,-,139,33,4,49,27,26
"S00135686",103,-,-,6,19,77,2,-,-,-,2,2,99,-,-,6,19,75
"S00135687",116,15,14,54,27,6,5,-,-,5,-,-,113,15,14,51,27,6
"S00135688",121,9,13,35,22,39,3,1,1,-,-,1,118,8,12,35,22,38
"S00135689",92,17,13,38,15,7,2,-,-,-,1,-,89,17,13,37,14,7
"S00135690",119,10,11,51,27,20,7,-,1,3,2,-,115,10,12,48,25,20
"S00135691",116,18,14,48,25,11,8,1,-,5,-,-,108,15,14,43,25,11
"S00135692",71,7,9,31,14,8,2,-,-,2,-,1,69,7,9,32,14,7
"S00135693",103,20,6,47,22,8,4,1,-,5,-,-,99,19,6,44,22,8
"S00135694",85,9,7,20,21,29,-,-,-,-,-,-,85,9,7,20,21,29
"S00135695",74,1,5,30,28,14,2,-,-,-,1,2,72,1,5,30,29,13
"S00135696",61,-,16,36,6,-,1,-,-,1,-,-,58,-,16,35,6,-
"S00135697",115,18,12,63,18,8,12,3,4,7,-,-,100,11,10,56,18,8
"S00135698",134,16,20,49,25,27,6,3,-,-,2,1,128,13,20,49,23,23
"S00135699",151,29,13,59,27,22,1,-,-,1,-,-,150,29,13,61,27,22
"S00135700",64,17,3,28,13,3,4,-,-,1,2,-,60,16,3,27,12,3
"S00135701",94,14,3,34,19,23,2,-,1,-,-,-,92,14,4,33,19,23
"S00135702",104,5,5,30,37,31,6,-,-,2,3,-,102,5,5,27,34,31
"S00135703",66,6,17,33,11,3,9,-,2,5,1,-,58,6,11,28,10,3
"S00135704",62,-,10,24,24,7,5,-,4,1,-,-,57,-,6,21,24,7
"S00135705",99,24,7,53,12,4,6,1,-,5,-,-,93,23,7,48,12,4
"S00135706",138,46,16,66,4,4,1,-,-,1,-,-,137,46,16,65,4,4
"S00135707",61,8,3,27,19,3,4,-,-,1,3,-,57,8,3,29,16,3
"S00135708",119,19,18,54,10,22,2,-,-,-,1,-,118,19,18,53,8,22
"S00135709",113,33,12,38,15,15,1,-,1,-,-,-,111,33,10,38,15,15
"S00135710",70,18,7,27,15,3,1,-,1,-,-,-,69,18,6,27,15,3
"S00135711",86,13,17,41,12,5,7,1,-,3,3,-,79,13,17,38,9,5
"S00135712",130,26,15,53,25,11,2,-,-,1,2,-,128,26,15,52,24,11
"S00135713",80,14,11,34,15,6,-,-,1,2,-,-,78,14,10,33,15,6
"S00135714",118,10,16,45,33,11,5,-,-,-,2,2,113,10,16,43,28,13
"S00135715",113,22,7,30,32,21,5,5,-,-,-,-,108,18,7,30,32,21
"S00135716",119,12,11,53,23,20,4,-,-,1,2,1,115,12,11,49,21,20
"S00135717",104,9,15,58,13,9,7,3,-,3,-,-,96,6,15,55,13,9
"S00135718",68,9,15,21,13,8,-,-,-,-,-,-,67,8,15,21,13,8
"S00135719",177,54,19,66,30,5,9,1,2,7,2,-,168,53,18,62,30,5
"S00135720",198,28,19,54,43,54,4,1,-,1,2,-,194,27,19,53,41,54
"S00135721",153,23,13,51,44,22,7,1,-,2,3,2,146,22,13,50,41,20
"S00135722",73,17,14,18,20,2,3,-,1,1,1,-,71,17,13,19,22,2
"S00135723",77,16,-,24,10,27,2,-,-,-,1,-,75,16,-,26,6,27
"S00135724",86,20,7,27,19,12,5,-,-,5,-,1,81,20,7,24,18,11
"S00135725",122,34,14,39,26,9,4,-,1,1,-,-,118,34,13,38,24,9
"S00135726",161,47,17,69,23,8,11,3,1,7,-,-,150,44,13,65,23,8
"S00135727",133,35,18,66,9,6,4,-,2,3,-,-,131,35,18,64,9,6
"S00135728",97,6,9,37,23,23,2,-,-,2,2,-,95,6,9,38,20,23
"S00135729",96,-,2,31,18,45,3,-,-,2,-,1,94,-,2,30,18,44
"S00135730",103,18,11,37,16,21,5,-,-,1,4,-,97,18,11,36,12,21
"S00135731",84,19,9,38,6,13,1,-,-,1,-,-,80,19,9,37,6,13
"S00135732",96,6,11,36,19,24,5,1,-,2,-,-,93,8,11,34,19,24
"S00135733",78,13,11,33,14,9,6,1,1,4,-,-,72,14,11,29,14,9
"S00135734",189,9,66,83,14,17,16,-,5,8,2,-,173,9,57,73,13,17
"S00135735",96,12,13,41,14,16,3,-,1,1,1,-,93,12,12,44,13,16
"S00135736",81,3,9,32,21,16,3,-,-,4,-,1,79,3,9,30,21,15
"S00135737",87,19,6,45,15,2,5,2,-,1,1,-,83,17,6,44,14,2
"S00135738",172,44,23,60,32,13,1,-,1,-,-,-,171,44,22,60,32,13
"S00135739",112,31,15,47,15,3,4,-,2,2,1,-,105,31,14,46,13,3
"S00135740",96,20,5,37,21,14,9,2,-,2,-,-,90,17,5,35,22,14
"S00135741",66,6,8,27,9,14,3,2,-,1,-,-,63,6,8,25,9,14
"S00135742",88,9,7,41,21,12,1,1,-,1,-,-,88,8,7,40,21,12
"S00135743",95,32,4,33,19,10,3,1,1,-,-,-,95,35,3,33,19,10
"S00135744",95,21,10,35,25,4,7,2,3,1,1,-,89,19,8,34,24,4
"S00135745",109,11,12,47,23,18,1,1,-,-,-,-,107,9,12,47,23,18
"S00135746",61,10,11,18,13,9,3,-,3,-,-,-,58,10,8,18,13,9
"S00135747",89,14,10,24,19,22,6,4,1,2,1,-,83,12,7,22,18,22
"S00135748",119,18,6,42,27,26,4,3,1,2,-,-,113,15,4,41,27,26
"S00135749",63,1,13,30,15,4,2,-,-,2,-,-,61,1,13,28,15,4
"S00135750",101,12,10,36,32,12,3,1,-,-,-,-,98,11,10,34,32,12
"S00135751",120,13,8,49,36,14,12,3,-,4,5,-,108,11,8,43,31,14
"S00135752",87,22,3,42,20,3,-,-,-,-,-,-,87,22,3,42,20,3
"S00135753",94,6,21,50,12,5,4,-,-,4,-,-,92,6,21,50,12,5
"S00135754",116,30,12,33,22,16,4,4,-,-,-,-,107,28,12,33,22,16
"S00135755",163,51,20,77,11,1,9,2,-,2,-,-,154,47,19,75,9,1
"S00135756",86,6,23,28,16,17,1,-,-,1,-,-,85,6,23,27,16,17
"S00135757",106,13,7,43,21,20,1,-,-,-,1,-,105,13,7,43,20,20
"S00135758",108,11,9,19,18,51,3,-,-,-,-,3,105,11,9,19,18,48
"S00135759",80,31,15,26,9,1,4,2,2,4,-,-,75,30,10,24,9,1
"S00135760",72,17,12,32,11,-,3,1,-,-,-,-,66,16,12,30,11,-
"S00135761",110,33,11,48,11,7,5,2,-,2,1,-,105,29,11,46,10,7
"S00135762",104,11,15,46,26,9,5,-,-,3,-,3,102,11,15,38,26,8
"S00135763",82,11,8,41,4,24,1,-,1,-,-,-,81,11,8,41,4,24
"S00135764",98,21,9,31,20,14,5,1,-,3,1,-,93,20,9,31,19,14
"S00135765",139,20,20,70,20,9,3,-,-,-,1,4,136,20,20,70,19,7
"S00135766",99,8,17,39,24,15,-,-,-,-,-,-,99,8,17,39,24,15
"S00135767",128,30,15,51,22,13,5,-,-,1,-,3,123,29,15,50,22,10
"S00135768",213,73,34,59,33,15,2,-,-,1,1,-,211,73,34,58,32,15
"S00135769",122,25,13,45,28,11,10,6,-,3,1,-,116,19,13,46,24,11
"S00135770",105,16,23,45,16,9,4,1,-,2,-,-,105,15,23,42,16,9
"S00135771",120,20,16,58,16,12,4,-,-,4,-,-,116,20,16,50,16,12
"S00135772",178,28,16,56,49,34,4,-,1,2,2,-,175,28,15,55,47,34
"S00135773",157,42,44,60,12,2,2,-,2,-,-,-,158,42,42,60,12,2
"S00135774",76,15,10,22,22,3,2,-,-,-,2,-,74,15,10,22,20,3
"S00135775",174,45,29,78,18,6,3,-,-,3,-,-,170,45,29,75,18,6
"S00135776",92,13,14,37,23,8,2,-,1,-,-,-,90,13,9,36,23,8
"S00135777",157,21,16,33,34,54,6,1,-,2,-,3,151,20,16,31,34,50
"S00135778",72,12,11,24,11,10,-,-,-,-,-,-,72,12,11,24,11,10
"S00135779",103,3,9,40,22,29,4,-,-,-,-,2,99,3,9,38,22,27
"S00135780",98,26,11,46,17,1,6,-,-,4,2,-,96,26,11,42,15,1
"S00135781",128,30,11,38,29,19,4,-,-,2,-,1,126,30,11,38,29,18
"S00135782",91,4,8,25,27,28,2,-,-,1,-,1,89,4,8,24,27,27
"S00135783",152,17,13,65,31,28,7,-,-,3,1,2,145,17,13,60,27,25
"S00135784",87,23,8,26,16,10,4,-,-,-,2,1,83,23,8,29,14,7
"S00135785",66,7,17,23,17,3,2,-,-,2,-,-,64,7,17,24,17,3
"S00135786",157,43,24,56,24,10,5,2,-,1,2,-,152,40,24,55,22,10
"S00135787",59,9,10,22,8,11,2,-,1,2,-,-,56,9,10,21,8,11
"S00135788",103,11,10,31,27,23,-,-,-,1,-,1,102,11,10,30,27,26
"S00135789",99,19,2,36,18,24,4,1,-,-,1,-,95,18,2,36,17,23
"S00135790",112,21,19,56,11,6,4,-,-,4,-,-,108,21,19,52,11,6
"S00135791",160,17,18,75,39,11,2,-,-,1,1,-,158,17,18,74,38,11
"S00135792",100,30,13,38,11,4,2,1,-,1,-,-,98,29,13,37,11,4
"S00135793",98,22,12,44,15,5,3,-,-,2,1,-,95,22,12,44,14,5
"S00135794",146,25,14,45,49,16,1,-,-,-,1,-,144,25,14,45,44,16
"S00135795",86,10,15,32,17,14,5,1,-,-,3,1,85,12,15,31,19,11
"S00135796",99,10,8,38,21,21,1,-,-,-,2,2,96,10,8,38,20,23
"S00135797",207,14,77,83,23,6,4,-,2,-,-,1,204,14,80,82,23,5
"S00135798",77,5,21,30,12,9,2,-,-,-,-,-,75,5,21,29,11,9
"S00135799",194,53,31,60,38,14,20,9,2,8,-,-,174,43,27,52,38,14
"S00135800",105,17,12,31,25,17,2,-,-,-,-,2,103,17,12,31,25,16
"S00135801",75,13,6,37,12,9,1,-,1,-,-,-,74,13,5,37,12,9
"S00135802",79,14,14,29,9,11,-,-,-,-,-,-,80,14,14,29,12,11
"S00135803",99,16,13,31,19,20,4,2,-,1,-,-,95,14,13,30,18,20
"S00135804",108,16,10,27,24,29,1,-,-,-,1,-,107,16,10,27,23,29
"S00135805",71,2,12,25,15,18,2,-,-,-,-,-,66,2,11,25,15,17
"S00135806",125,35,11,55,16,10,4,1,-,5,-,-,121,34,11,48,16,10
"S00135807",99,18,22,42,12,9,-,-,-,-,-,-,99,18,22,42,12,9
"S00135808",120,21,10,30,15,43,1,-,-,1,-,-,119,21,10,29,15,43
"S00135809",101,18,13,39,18,11,1,-,-,1,-,-,98,18,13,38,18,11
"S00135810",128,35,17,44,19,13,3,-,-,1,2,-,125,35,17,43,20,13
"S00135811",176,51,17,68,26,15,-,-,-,-,-,-,176,51,17,68,26,15
"S00135812",113,21,14,53,14,9,1,-,-,2,-,1,110,21,14,51,14,8
"S00135813",113,24,20,38,22,13,6,-,1,2,-,1,108,24,15,36,21,12
"S00135814",67,10,11,37,6,3,2,-,-,2,-,-,65,10,11,35,6,3
"S00135815",69,3,2,8,20,36,4,-,-,3,-,1,66,3,2,5,20,35
"S00135816",100,9,3,40,19,28,1,-,-,1,-,-,99,9,3,39,19,28
"S00135817",119,25,19,41,16,22,6,1,-,4,1,-,117,24,19,36,18,22
"S00135818",100,9,16,38,22,15,8,1,1,3,3,-,92,8,15,35,19,15
"S00135819",115,21,12,36,29,12,3,-,1,-,1,-,109,21,14,36,27,12
"S00135820",175,47,19,73,28,6,5,-,-,2,-,-,172,48,19,71,28,6
"S00135821",74,8,9,24,20,22,-,-,-,-,-,-,74,8,9,24,20,22
"S00135822",136,44,21,47,22,4,15,9,-,-,6,-,121,35,21,47,16,4
"S00135823",172,50,27,67,22,6,4,1,-,4,1,-,166,49,27,63,21,6
"S00135824",182,40,17,64,31,34,5,-,-,6,1,2,174,40,17,58,30,29
"S00135825",102,27,12,38,11,14,1,-,-,1,-,1,100,27,12,36,11,13
"S00135826",99,30,11,42,13,-,-,-,-,-,-,-,97,30,11,40,13,-
"S00135827",66,12,10,17,7,20,-,-,-,-,-,-,66,12,10,17,7,20
"S00135828",131,17,8,63,31,12,1,-,-,1,-,-,130,17,8,62,31,12
"S00135829",84,4,5,17,21,38,4,-,-,-,-,4,82,4,5,17,21,36
"S00135830",63,3,4,26,15,12,2,-,1,1,-,-,61,3,6,25,15,12
"S00135831",108,12,13,35,29,19,12,4,3,5,2,-,96,11,10,30,27,19
"S00135832",163,17,14,80,35,19,6,1,-,4,1,-,157,16,14,76,34,19
"S00135833",117,20,12,40,21,24,3,-,-,2,2,-,114,20,12,38,20,24
"S00135834",103,17,13,42,20,12,-,-,-,-,-,-,102,17,13,42,15,12
"S00135835",151,21,10,71,30,19,3,-,-,2,-,-,148,20,10,69,30,19
"S00135836",106,22,1,40,20,23,11,5,-,4,1,-,95,17,1,35,19,23
"S00135837",139,33,14,50,26,16,-,-,-,1,1,-,137,33,14,49,25,16
"S00135838",164,8,45,63,24,24,5,-,-,-,-,1,159,8,43,61,24,23
"S00135839",260,35,124,76,16,5,12,1,2,8,1,-,248,34,122,68,19,5
"S00135840",151,26,23,70,26,7,6,1,-,4,1,-,147,26,23,66,25,7
"S00135841",61,2,2,11,13,27,3,-,-,-,3,-,58,2,2,11,12,27
"S00135842",83,8,10,25,13,26,-,-,-,-,-,-,83,8,10,25,13,26
"S00135843",79,4,1,13,13,43,2,-,-,-,2,-,77,4,1,13,11,43
"S00135844",69,18,6,21,14,13,6,-,1,4,-,2,63,18,6,22,12,12
"S00135845",74,15,10,20,15,15,6,2,1,1,-,-,70,7,9,19,15,15
"S00135846",111,9,6,44,24,28,2,-,-,2,-,-,106,9,6,43,24,28
"S00135847",217,3,124,60,13,17,7,-,2,3,-,1,210,3,127,57,13,12
"S00135848",109,20,16,47,15,11,3,-,-,3,-,-,106,20,16,44,15,11
"S00135849",68,2,2,21,23,19,2,-,-,-,2,-,71,2,2,21,22,19
"S00135850",88,19,12,32,17,10,1,-,-,-,-,1,87,19,12,32,17,7
"S00135851",123,32,17,42,22,10,1,1,-,-,-,-,122,31,17,42,22,10
"S00135852",65,3,16,38,11,-,2,-,-,-,2,-,63,3,16,38,9,-
"S00135853",78,-,1,9,14,55,3,-,-,-,1,2,75,-,1,9,12,53
"S00135854",75,10,7,22,12,17,2,-,-,-,-,2,73,10,7,22,12,19
"S00135855",96,-,18,26,22,34,5,-,1,1,1,4,91,-,9,25,21,32
"S00135856",62,2,8,38,5,9,3,-,1,2,-,-,59,2,7,32,5,9
"S00135857",59,12,5,18,14,9,-,-,-,-,-,-,59,12,5,18,14,9
"S00135858",62,7,9,11,16,18,1,-,-,-,1,-,61,7,9,11,12,18
"S00135859",73,4,8,34,9,18,5,1,-,4,-,-,68,3,8,30,9,18
"S00135860",135,45,24,39,16,4,5,2,-,2,-,-,130,47,24,35,15,4
"S00135861",100,10,1,26,21,44,7,-,-,4,-,2,94,10,1,20,20,43
"S00135862",82,12,4,34,14,18,7,1,-,3,-,-,75,11,4,29,14,20
"S00135863",90,17,3,34,21,14,5,-,-,-,2,2,85,17,3,31,20,13
"S00135864",87,14,14,25,14,20,-,-,-,-,-,-,87,14,14,25,14,20
"S00135865",92,3,18,28,26,17,3,-,-,1,1,1,89,3,18,27,25,16
"S00135866",105,32,21,40,10,4,5,1,2,4,-,-,100,31,20,37,10,4
"S00135867",96,10,13,44,22,9,2,-,-,2,-,-,97,10,13,43,22,9
"S00135868",113,9,16,45,22,12,1,-,-,-,1,-,112,9,16,45,21,12
"S00135869",76,14,7,17,19,19,6,4,4,-,-,-,70,8,5,17,19,19
"S00135870",74,-,16,41,9,9,4,-,1,2,-,-,71,-,15,39,9,8
"S00135871",178,42,41,66,25,2,5,3,-,2,-,-,173,38,41,64,25,2
"S00135872",92,6,1,7,15,63,4,1,-,-,2,1,87,5,1,7,13,62
"S00135873",115,17,7,34,36,23,2,1,-,-,2,-,111,19,7,36,32,23
"S00135874",116,15,16,57,15,13,3,-,-,-,-,3,116,15,16,57,15,10
"S00135875",125,27,14,46,29,9,2,1,-,2,-,-,123,25,14,45,29,9
"S00135876",106,21,14,30,22,18,2,-,-,-,2,-,104,21,14,30,20,18
"S00135877",150,26,14,47,30,31,8,3,1,2,2,-,142,23,17,45,32,31
"S00135878",151,20,39,72,18,4,-,-,-,-,-,-,151,20,39,72,18,4
"S00135879",86,12,10,30,18,14,3,-,-,1,-,4,82,12,10,25,18,12
"S00135880",184,11,92,67,10,4,7,-,3,2,2,-,177,11,93,65,8,4
"S00135881",117,18,11,40,25,23,7,2,1,4,-,-,109,16,10,36,25,23
"S00135882",105,20,15,34,21,15,1,1,-,-,-,-,104,18,15,34,21,15
"S00135883",73,12,3,20,16,22,5,1,-,2,-,1,68,11,3,17,16,21
"S00135884",71,12,2,16,23,15,-,-,-,-,-,-,71,12,2,16,23,15
"S00135885",80,-,8,27,25,21,2,-,-,-,2,-,78,-,8,27,26,21
"S00135886",88,8,10,24,22,19,4,-,1,2,1,-,80,8,7,25,21,19
"S00135887",65,-,14,28,14,10,2,-,-,1,2,-,64,-,14,27,13,10
"S00135888",102,19,25,39,18,6,2,-,-,1,2,-,100,19,25,34,15,6
"S00135889",74,18,11,24,23,4,5,1,-,4,-,-,69,13,11,19,23,4
"S00135890",91,15,3,31,24,16,3,-,-,3,1,-,88,15,3,29,23,16
"S00135891",78,11,8,26,22,11,2,-,1,1,1,-,75,11,7,23,21,11
"S00135892",112,13,11,29,31,33,-,-,-,-,-,-,112,13,11,29,31,33
"S00135893",109,14,18,34,27,16,4,-,-,1,-,-,105,13,18,32,26,16
"S00135894",111,11,10,29,29,32,2,-,-,-,-,2,110,11,10,29,29,31
"S00135895",154,29,5,75,35,11,4,-,-,1,-,-,150,29,5,72,34,11
"S00135896",145,11,10,82,22,20,1,-,-,1,-,-,142,11,10,79,22,20
"S00135897",147,18,18,75,25,14,9,1,-,7,-,-,138,17,18,68,25,13
"S00135898",113,15,14,35,33,17,2,-,1,-,1,-,111,15,12,35,33,17
"S00135899",92,20,19,36,15,1,5,2,1,2,-,-,87,18,19,34,15,1
"S00135900",121,5,39,42,16,16,5,-,-,3,1,-,114,5,39,39,15,17
"S00135901",111,16,11,40,17,24,1,-,-,1,-,-,107,16,11,39,17,24
"S00135902",85,13,5,33,14,14,1,-,-,-,-,1,84,13,5,33,14,13
"S00135903",111,22,30,43,13,4,4,-,1,2,-,-,106,21,29,41,12,4
"S00135904",77,13,14,19,16,15,5,-,-,2,-,-,74,13,14,17,15,15
"S00135905",77,10,4,25,22,14,2,-,-,-,-,2,75,10,4,25,22,16
"S00135906",63,12,-,32,6,16,-,-,-,-,-,-,63,12,-,32,6,16
"S00135907",97,1,48,25,17,3,4,-,-,1,2,-,93,1,48,22,17,3
"S00135908",101,13,9,33,26,20,1,-,-,-,1,-,102,13,9,33,25,20
"S00135909",68,10,8,22,20,8,2,-,-,2,-,-,66,10,8,20,20,8
"S00135910",73,6,5,26,18,20,1,-,-,1,-,-,72,6,5,25,18,20
"S00135911",117,31,5,52,17,13,4,-,-,4,-,-,115,31,5,50,17,13
"S00135912",113,6,31,62,10,4,-,-,-,-,-,-,114,6,31,60,10,4
"S00135913",124,24,30,61,16,1,1,-,-,1,-,-,122,24,30,63,16,1
"S00135914",116,23,14,51,18,8,1,-,1,-,-,-,115,23,14,51,18,8
"S00135915",129,4,32,31,19,46,3,-,-,4,-,1,126,4,32,28,19,45
"S00135916",93,14,13,53,4,16,1,-,-,1,-,-,95,14,13,52,4,16
"S00135917",140,22,10,66,14,28,6,-,-,6,-,-,134,22,10,60,14,28
"S00135918",118,27,12,43,18,17,7,-,1,3,2,1,111,27,11,39,17,16
