Scotland's Census 2022 - National Records of Scotland
Table UV208b - Gaelic language skills (2) by age (6)
All people aged 3 and over

,"All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","Understands, speaks, reads or writes Gaelic","Understands, speaks, reads or writes Gaelic","Understands, speaks, reads or writes Gaelic","Understands, speaks, reads or writes Gaelic","Understands, speaks, reads or writes Gaelic","Understands, speaks, reads or writes Gaelic","Understands, speaks, reads or writes Gaelic","No skills in Gaelic","No skills in Gaelic","No skills in Gaelic","No skills in Gaelic","No skills in Gaelic","No skills in Gaelic","No skills in Gaelic"
,"All people aged 3 and over","3 - 15","16 - 24","25 - 34","35 - 49","50 - 64","65 and over","All people aged 3 and over","3 - 15","16 - 24","25 - 34","35 - 49","50 - 64","65 and over","All people aged 3 and over","3 - 15","16 - 24","25 - 34","35 - 49","50 - 64","65 and over"
"S00136357",97,22,8,20,25,15,10,3,-,-,-,1,-,-,94,21,7,20,20,15,10
"S00136358",129,21,13,21,41,23,6,5,1,-,-,2,-,-,126,20,13,21,39,23,6
"S00136359",78,4,15,9,16,12,28,3,-,-,1,-,1,1,79,4,15,8,16,13,22
"S00136360",74,10,9,11,19,18,6,5,2,-,2,2,-,-,66,8,9,10,17,18,6
"S00136361",68,5,13,27,13,2,9,3,-,-,-,1,-,2,65,5,13,27,8,2,7
"S00136362",127,21,18,40,30,14,10,1,-,-,-,-,1,-,126,21,18,40,30,13,10
"S00136363",87,18,7,15,19,19,9,3,1,-,-,-,1,2,83,17,7,15,17,18,8
"S00136364",78,-,15,27,23,13,1,2,-,-,-,2,-,-,76,-,15,27,19,13,1
"S00136365",157,34,18,21,38,19,26,4,-,-,4,-,-,-,150,33,18,20,36,19,26
"S00136366",124,22,18,22,22,25,17,2,-,-,2,-,-,-,120,22,18,21,22,25,17
"S00136367",85,4,17,35,20,10,2,3,-,-,-,3,-,-,83,4,17,35,15,10,2
"S00136368",77,10,4,9,20,18,16,-,-,-,-,-,-,-,76,10,4,9,20,17,16
"S00136369",123,8,10,22,25,40,18,1,-,-,-,-,1,2,120,8,10,22,25,39,16
"S00136370",160,3,59,50,24,17,8,2,-,-,1,-,-,-,156,3,58,52,24,17,8
"S00136371",73,4,4,12,15,19,15,2,-,-,-,-,1,4,70,4,4,12,15,18,14
"S00136372",119,15,5,14,23,25,36,7,-,2,2,1,-,3,116,15,6,12,18,25,33
"S00136373",116,15,20,36,27,17,3,4,1,1,1,1,-,-,112,12,19,35,26,17,3
"S00136374",154,22,17,13,28,40,28,5,1,1,-,-,3,-,149,21,16,13,28,37,28
"S00136375",147,29,6,10,41,34,28,3,1,-,-,3,-,-,144,24,6,10,39,34,28
"S00136376",107,17,8,18,32,16,16,1,-,-,1,-,-,-,105,17,8,17,32,16,16
"S00136377",71,4,15,17,18,12,3,1,-,-,1,-,-,-,70,4,15,16,18,12,3
"S00136378",93,11,21,30,17,17,2,-,-,1,-,-,-,-,91,11,18,30,17,16,2
"S00136379",89,6,31,27,19,3,3,4,-,-,4,-,-,-,83,6,31,26,19,3,3
"S00136380",112,16,8,33,25,16,11,1,-,-,-,1,-,-,111,16,8,33,27,16,11
"S00136381",74,-,23,24,16,8,2,-,-,-,-,-,-,-,74,-,23,24,16,8,2
"S00136382",122,30,10,7,35,21,20,2,1,-,-,2,-,-,123,28,10,7,34,21,20
"S00136383",102,20,5,12,16,24,25,3,-,-,-,1,2,-,99,20,5,12,15,24,25
"S00136384",78,12,5,10,14,15,22,2,-,-,-,-,-,2,73,12,5,10,14,15,20
"S00136385",111,13,20,23,21,18,14,3,-,-,-,1,1,-,106,13,20,23,20,17,15
"S00136386",85,9,7,-,19,15,35,1,-,-,-,-,-,1,84,9,7,-,19,15,37
"S00136387",127,10,22,40,24,21,10,4,1,1,1,1,-,-,121,9,21,39,21,21,10
"S00136388",84,5,15,21,15,20,7,1,-,1,-,-,-,2,82,5,14,21,15,20,6
"S00136389",149,25,22,15,26,43,18,1,-,-,-,-,-,1,148,25,22,15,26,43,17
"S00136390",94,2,24,16,14,17,19,1,-,-,-,-,-,1,93,2,24,16,14,17,18
"S00136391",82,12,11,29,21,7,2,1,-,-,1,-,-,-,81,12,11,25,21,7,2
"S00136392",74,5,14,18,14,15,4,-,-,-,-,-,-,-,74,5,14,18,14,15,4
"S00136393",67,3,3,3,4,5,49,2,-,-,-,-,-,2,65,3,3,3,4,5,47
"S00136394",78,8,9,6,12,22,23,-,-,-,-,-,-,-,78,8,9,6,12,22,23
"S00136395",185,30,20,9,39,59,28,6,1,1,-,2,2,1,179,29,19,9,38,57,27
"S00136396",64,-,9,18,24,9,5,2,-,-,2,-,-,-,62,-,9,16,24,9,5
"S00136397",140,29,17,2,35,31,22,3,-,-,-,2,-,1,137,29,17,2,37,31,21
"S00136398",77,-,13,36,20,8,3,7,-,4,2,-,1,-,70,-,9,30,20,6,3
"S00136399",67,-,5,13,10,9,33,3,-,4,-,-,-,-,64,-,3,13,10,9,29
"S00136400",77,14,6,-,14,24,20,1,-,-,-,-,1,-,76,14,6,-,14,23,20
"S00136401",92,6,19,18,14,23,11,2,1,1,-,-,-,-,93,5,16,18,14,23,11
"S00136402",111,10,8,7,11,20,56,1,-,-,-,1,-,-,110,10,8,7,10,20,56
"S00136403",124,27,7,20,47,19,4,4,-,-,-,-,2,-,120,27,7,20,42,17,4
"S00136404",76,20,4,7,16,16,13,-,-,-,-,-,-,-,75,20,4,6,16,16,13
"S00136405",101,6,52,23,17,5,-,1,-,-,1,-,-,-,100,6,52,22,17,5,-
"S00136406",79,-,20,23,20,13,-,6,-,3,2,-,-,-,73,-,18,20,20,13,-
"S00136407",99,-,14,24,27,25,4,6,-,-,1,-,5,-,91,-,12,23,27,22,4
"S00136408",173,35,10,28,53,26,25,1,-,1,-,-,-,-,172,35,7,28,53,26,25
"S00136409",109,10,9,19,25,31,11,3,1,1,-,-,-,1,106,10,8,19,25,31,10
"S00136410",143,34,9,40,47,11,2,5,-,-,2,1,-,-,138,34,9,38,44,11,2
"S00136411",74,4,20,19,21,13,1,-,-,-,-,-,-,-,74,4,20,19,21,13,1
"S00136412",65,5,21,14,15,10,-,4,-,1,-,1,4,-,61,5,20,14,14,8,-
"S00136413",69,-,22,29,10,8,1,2,-,-,1,1,-,-,67,-,22,27,10,8,1
"S00136414",116,19,12,25,25,24,10,4,2,2,-,1,-,-,112,17,11,25,25,24,10
"S00136415",95,13,9,25,27,6,24,-,-,-,-,-,-,-,95,13,9,25,27,6,24
"S00136416",139,24,10,6,27,33,36,1,-,-,-,-,1,-,138,24,10,6,27,32,36
"S00136417",89,15,12,12,25,17,8,5,-,1,1,2,-,-,84,15,10,11,24,16,8
"S00136418",88,13,2,12,28,20,11,1,-,-,-,1,-,-,85,13,2,12,27,20,11
"S00136419",117,18,8,14,25,21,31,6,3,-,1,2,-,-,111,15,8,13,23,21,31
"S00136420",89,11,3,6,14,14,41,-,-,-,-,-,-,-,89,11,3,6,14,14,41
"S00136421",64,2,7,8,22,17,10,1,-,-,-,1,-,-,63,2,7,8,18,17,10
"S00136422",162,20,11,32,33,42,20,5,2,-,-,3,-,-,155,19,11,32,32,41,20
"S00136423",101,19,9,7,23,28,19,-,-,-,-,-,-,-,101,19,9,7,23,28,19
"S00136424",126,26,21,11,34,22,15,3,2,1,-,1,-,-,123,25,20,11,33,22,15
"S00136425",103,9,29,31,25,7,-,4,-,2,2,-,-,-,97,9,25,29,25,7,-
"S00136426",78,1,12,36,21,4,4,6,-,-,3,1,-,-,72,1,12,29,20,4,4
"S00136427",89,11,9,22,21,13,13,4,-,-,2,-,1,1,87,11,9,20,21,14,10
"S00136428",109,29,17,27,19,15,1,5,2,-,1,1,1,-,104,27,17,26,23,14,1
"S00136429",141,17,15,17,26,41,23,3,-,-,-,1,4,-,138,17,15,17,21,41,23
"S00136430",80,2,15,31,20,9,3,3,-,2,4,-,-,-,77,2,15,29,20,9,3
"S00136431",154,23,14,17,27,34,37,2,-,-,-,-,-,2,153,23,14,17,27,34,36
"S00136432",110,5,30,49,18,6,3,4,-,3,1,-,-,-,103,5,27,45,18,6,3
"S00136433",112,17,8,12,15,32,29,4,-,-,-,1,-,1,110,17,8,12,14,32,28
"S00136434",65,3,16,17,13,8,7,1,-,-,-,1,-,-,62,3,16,17,12,8,7
"S00136435",75,3,4,5,4,12,49,-,-,-,-,-,-,-,75,3,4,5,4,12,49
"S00136436",111,26,3,13,33,21,15,2,2,-,-,-,-,-,109,24,3,13,33,21,15
"S00136437",178,30,44,31,42,26,5,2,-,2,-,-,-,-,176,30,42,31,42,26,5
"S00136438",132,7,50,39,19,11,6,3,-,-,2,2,-,-,129,7,50,37,18,11,6
"S00136439",155,14,21,26,31,39,23,7,1,-,-,-,1,1,148,13,19,26,31,37,21
"S00136440",75,7,17,29,16,9,-,-,-,-,-,-,-,-,75,7,17,29,16,9,-
"S00136441",93,16,6,3,19,16,33,-,-,-,-,-,-,-,93,16,6,3,19,16,33
"S00136442",91,5,19,28,20,12,5,-,-,-,-,-,-,-,91,5,19,28,20,12,5
"S00136443",74,2,4,2,5,10,51,3,-,2,-,-,-,3,71,2,5,2,5,10,49
"S00136444",88,6,6,10,16,36,10,6,-,1,2,2,1,-,82,6,5,12,14,35,10
"S00136445",100,-,25,28,31,13,2,4,-,4,-,-,-,-,97,-,23,28,31,12,2
"S00136446",118,26,14,5,27,15,31,-,-,-,-,-,-,-,117,26,14,4,27,15,31
"S00136447",96,3,22,31,18,11,8,4,-,1,2,-,1,-,92,3,21,32,18,10,8
"S00136448",62,1,-,-,-,6,53,3,-,-,-,-,1,4,58,1,-,-,-,5,53
"S00136449",115,17,10,22,29,31,9,3,-,-,1,1,1,-,112,17,10,21,28,27,9
"S00136450",72,5,5,14,10,19,19,2,-,-,-,-,1,1,70,5,5,14,10,18,16
"S00136451",105,13,10,15,24,23,21,-,-,-,-,-,-,-,104,13,10,15,24,22,21
"S00136452",93,19,10,11,24,16,13,-,-,-,-,-,-,-,93,19,10,11,24,16,13
"S00136453",96,7,3,9,9,19,41,1,-,-,-,-,-,1,90,7,3,9,9,19,40
"S00136454",63,1,25,12,15,7,3,4,-,1,1,-,-,-,59,1,22,11,15,7,3
"S00136455",116,14,8,7,20,39,31,2,-,-,-,-,-,1,114,14,8,7,20,38,27
"S00136456",102,8,10,7,16,32,23,2,-,1,-,1,-,-,96,8,6,7,15,32,23
"S00136457",96,7,19,35,22,7,6,2,-,-,-,2,-,-,95,7,19,35,21,7,6
"S00136458",108,10,17,31,27,15,5,3,-,2,-,2,1,-,105,10,16,31,30,14,5
"S00136459",61,4,7,21,17,12,2,-,-,-,-,-,-,-,61,4,7,21,17,12,2
"S00136460",87,1,28,20,23,11,4,7,-,2,1,-,1,2,81,1,26,19,25,10,2
"S00136461",164,25,10,10,26,41,53,5,2,-,1,-,2,-,161,24,10,10,26,42,53
"S00136462",84,12,5,6,10,22,26,4,-,-,-,-,1,4,80,12,5,6,10,21,23
"S00136463",157,28,11,21,48,29,19,5,1,-,1,1,1,1,152,27,11,20,47,28,18
"S00136464",71,4,11,21,19,11,8,2,-,-,2,-,1,-,72,4,11,20,19,8,8
"S00136465",86,11,11,9,16,15,24,-,-,-,-,-,-,-,86,11,11,9,16,15,24
"S00136466",81,5,20,31,17,8,-,3,1,-,3,1,-,-,76,4,20,24,16,8,-
"S00136467",96,-,-,-,-,6,90,1,-,-,-,-,-,1,98,-,-,-,-,6,87
"S00136468",163,31,15,6,38,30,37,12,4,1,-,6,2,-,151,27,15,6,32,32,37
"S00136469",92,3,20,33,21,4,8,4,-,3,-,2,-,-,88,3,20,33,20,4,8
"S00136470",94,4,27,26,24,11,4,1,-,1,-,-,-,-,93,4,26,26,24,11,4
"S00136471",69,1,13,38,18,4,-,6,-,1,4,1,-,-,66,1,12,31,17,4,-
"S00136472",64,-,38,16,4,-,-,7,-,3,2,2,-,-,60,-,37,18,2,-,-
"S00136473",69,-,22,25,8,2,-,2,-,-,1,-,1,-,70,-,22,27,8,4,-
"S00136474",81,-,36,22,12,9,2,1,-,1,-,-,-,-,80,-,35,22,12,9,2
"S00136475",96,13,-,3,12,25,44,-,-,-,-,-,-,-,96,13,-,3,12,25,44
"S00136476",69,4,8,16,16,14,10,-,-,-,-,-,-,-,68,4,8,16,15,14,10
"S00136477",86,-,30,26,13,14,3,2,-,-,-,1,-,-,84,-,26,26,12,14,3
"S00136478",68,-,45,15,7,-,-,4,-,-,-,1,-,-,66,-,43,15,6,-,-
"S00136479",116,14,14,29,31,14,16,1,-,-,-,-,1,-,118,14,14,29,31,14,16
"S00136480",104,4,18,35,19,22,3,3,-,-,1,-,3,-,101,4,18,34,19,20,3
"S00136481",82,9,18,19,24,9,4,3,-,-,1,2,-,-,79,9,18,18,22,9,4
"S00136482",134,18,5,17,37,33,21,6,-,-,1,2,2,-,129,16,5,16,35,35,21
"S00136483",100,14,11,5,18,30,26,-,-,-,-,-,-,-,100,14,11,5,18,30,26
"S00136484",111,9,7,25,24,21,25,3,-,-,3,-,-,-,109,9,7,23,24,21,25
"S00136485",100,16,9,24,21,21,9,2,-,-,1,1,-,-,99,16,9,23,24,21,9
"S00136486",105,10,20,33,24,10,11,6,2,-,4,-,-,-,99,8,20,29,24,10,11
"S00136487",91,13,17,10,22,15,15,6,2,2,1,2,-,1,82,10,17,9,20,14,14
"S00136488",85,6,31,30,17,4,-,1,-,1,2,-,-,-,83,6,27,29,17,4,-
"S00136489",74,1,24,28,14,5,4,1,-,1,-,-,-,-,73,1,23,28,14,5,4
"S00136490",111,28,11,8,27,26,11,-,-,-,-,-,-,-,111,28,11,8,27,26,11
"S00136491",93,16,10,3,23,24,18,1,-,1,-,-,-,-,92,16,9,3,23,24,18
"S00136492",106,18,17,15,25,24,7,3,-,-,-,2,-,-,103,18,17,13,23,24,7
"S00136493",119,7,18,39,30,22,4,3,-,-,-,2,2,1,115,7,18,39,28,21,5
"S00136494",176,23,15,14,24,56,44,7,2,1,1,-,2,-,169,21,14,12,24,54,44
"S00136495",74,12,10,17,18,16,7,-,-,-,-,-,-,-,74,12,10,17,18,16,7
"S00136496",85,7,4,-,16,18,40,3,-,-,-,1,2,-,83,7,4,-,15,13,40
"S00136497",93,12,29,30,11,8,3,7,-,4,2,-,-,-,86,12,25,27,11,8,3
"S00136498",92,-,36,36,14,4,3,2,-,2,-,-,-,-,88,-,32,36,14,4,3
"S00136499",125,28,3,14,36,27,19,1,-,-,-,-,-,1,124,28,3,14,36,27,18
"S00136500",106,8,19,29,22,16,14,3,-,1,-,-,2,-,107,8,14,29,22,18,14
"S00136501",74,5,-,10,11,20,28,-,-,-,-,-,-,-,74,5,-,10,11,20,28
"S00136502",130,18,10,24,33,24,20,7,4,-,3,1,-,-,123,16,10,21,32,24,19
"S00136503",89,4,32,17,21,11,1,1,-,-,1,-,-,-,88,4,32,16,21,11,1
"S00136504",113,34,10,7,29,20,15,4,-,-,-,-,1,3,109,34,10,7,29,19,12
"S00136505",128,16,2,6,32,22,45,-,-,-,-,-,-,-,128,16,2,6,32,22,45
"S00136506",107,5,21,22,26,21,12,-,-,-,-,-,-,-,107,5,21,22,26,21,12
"S00136507",95,9,8,15,14,21,28,4,-,-,-,-,-,4,93,9,8,15,14,21,28
"S00136508",132,12,25,22,32,27,14,2,-,-,-,2,-,-,130,12,25,22,30,27,14
"S00136509",152,25,6,19,30,40,32,2,-,-,-,-,2,1,150,25,6,19,30,39,31
"S00136510",96,2,28,45,11,6,2,4,-,2,-,-,-,-,90,2,26,45,11,2,2
"S00136511",72,13,6,3,16,14,20,1,-,-,1,1,-,1,69,13,6,2,15,14,15
"S00136512",59,-,21,16,17,5,4,2,-,1,-,-,-,-,58,-,24,16,15,5,4
"S00136513",132,21,11,6,20,53,25,1,-,-,-,-,1,-,131,21,11,6,20,52,25
"S00136514",177,46,19,5,38,46,20,-,-,-,-,-,-,-,173,46,19,5,38,45,20
"S00136515",100,13,2,18,29,15,27,-,-,-,-,-,-,-,100,13,2,18,29,15,27
"S00136516",104,16,23,42,21,6,-,1,-,-,1,-,-,-,107,16,23,41,21,6,-
"S00136517",96,28,3,5,28,15,19,-,-,-,-,-,-,-,96,28,3,5,28,15,19
"S00136518",193,41,27,19,58,21,24,13,8,-,-,4,-,-,177,33,26,19,54,21,24
"S00136519",96,5,6,7,7,18,53,4,-,1,-,-,1,-,92,5,5,7,7,18,52
"S00136520",186,25,18,13,29,44,60,3,2,-,-,1,-,-,183,23,18,13,25,44,60
"S00136521",100,9,18,31,30,11,-,6,2,-,1,1,-,-,94,7,17,27,29,11,-
"S00136522",104,12,11,9,19,34,21,6,2,-,1,-,2,2,98,11,5,8,19,33,19
"S00136523",106,12,9,5,19,31,27,6,2,4,-,3,-,-,100,14,7,5,16,31,27
"S00136524",86,4,35,26,11,6,4,5,-,2,2,-,-,-,81,4,36,24,11,6,4
"S00136525",98,3,22,29,25,15,7,2,-,-,1,1,-,-,98,3,22,31,23,15,7
"S00136526",75,6,16,29,19,4,1,6,-,4,4,-,-,-,69,6,14,25,19,4,1
"S00136527",111,4,17,50,25,8,10,3,-,2,-,1,-,-,108,4,15,50,28,8,10
"S00136528",62,3,15,25,8,13,-,2,-,-,2,-,-,-,64,3,15,22,8,13,-
"S00136529",83,12,10,15,21,17,5,2,-,2,1,-,2,-,78,12,8,11,21,16,4
"S00136530",98,10,2,5,12,30,42,10,2,1,-,2,1,1,91,6,1,5,10,33,41
"S00136531",82,10,4,7,12,17,34,1,-,-,-,-,-,1,81,10,4,7,12,17,33
"S00136532",138,21,18,14,34,22,27,1,-,1,1,1,-,-,135,21,17,15,33,22,27
"S00136533",91,13,5,10,18,26,19,2,-,-,-,1,1,-,89,13,5,10,20,25,19
"S00136534",115,3,32,49,16,9,6,4,-,3,3,-,-,-,113,3,30,46,16,9,6
"S00136535",63,1,19,21,10,8,7,1,-,1,-,-,-,-,62,1,18,21,10,8,7
"S00136536",96,15,4,15,23,16,19,-,-,-,-,-,-,-,96,15,4,15,23,16,19
"S00136537",102,9,9,23,16,17,32,-,-,-,-,-,-,-,102,9,9,23,16,17,32
"S00136538",138,14,32,50,35,3,1,6,1,1,-,2,-,-,131,17,29,48,33,3,1
"S00136539",108,14,11,6,22,36,22,4,-,-,-,1,2,1,104,14,11,6,18,34,21
"S00136540",65,1,30,17,15,4,-,-,-,-,-,-,-,-,65,1,30,17,15,4,-
"S00136541",88,12,7,4,15,28,22,-,-,-,-,-,-,-,87,12,7,4,15,28,25
"S00136542",68,8,7,10,11,20,8,1,-,1,-,-,-,-,66,8,5,10,11,20,8
"S00136543",130,19,16,8,24,30,32,-,-,-,-,-,-,-,130,19,16,8,24,30,32
"S00136544",62,10,12,20,17,1,1,-,-,-,-,-,-,-,62,10,12,20,17,1,1
"S00136545",101,16,6,10,27,19,23,-,-,-,-,-,-,-,100,16,6,10,27,19,22
"S00136546",70,1,41,12,5,8,4,2,-,2,-,-,-,-,69,1,39,12,5,8,4
"S00136547",82,6,18,30,17,11,-,1,-,1,-,-,-,-,83,6,17,30,17,11,-
"S00136548",95,14,5,6,13,31,31,1,-,-,-,-,1,-,98,14,5,6,13,27,31
"S00136549",111,10,17,27,34,19,4,6,1,-,1,2,1,-,105,7,17,26,33,18,4
"S00136550",120,6,53,26,26,7,8,8,2,4,-,3,2,-,113,4,48,26,24,6,8
"S00136551",112,9,20,44,18,14,7,8,-,-,6,-,-,-,104,9,18,38,18,14,7
"S00136552",110,20,4,4,17,30,37,-,-,-,-,-,-,-,110,20,4,4,17,30,37
"S00136553",90,3,6,3,25,22,27,-,-,-,-,-,-,-,90,3,6,3,25,22,27
"S00136554",94,6,20,29,21,10,5,1,-,1,-,-,-,-,89,6,18,29,21,10,5
"S00136555",92,11,7,16,16,33,16,2,-,-,2,-,2,-,94,11,7,15,16,32,16
"S00136556",60,7,7,13,12,8,15,2,-,-,-,2,-,-,59,7,7,13,13,8,15
"S00136557",88,20,15,14,25,8,4,1,-,-,-,1,-,-,89,20,15,14,24,8,4
"S00136558",101,7,10,28,18,19,15,2,-,-,1,-,-,1,100,7,10,27,18,19,10
"S00136559",66,7,4,15,8,18,8,1,-,1,-,-,-,-,64,7,5,15,8,18,8
"S00136560",80,8,8,11,12,27,14,1,-,-,-,-,-,1,79,8,8,11,12,27,13
"S00136561",78,12,8,11,22,14,19,2,-,2,-,-,-,-,76,12,3,11,22,14,19
"S00136562",81,9,8,5,13,21,21,1,-,-,1,-,-,-,76,9,8,7,13,21,21
"S00136563",66,2,12,25,17,7,6,1,-,-,-,1,-,-,64,2,12,25,16,7,6
"S00136564",143,13,5,13,34,34,46,2,-,-,-,-,-,2,141,13,5,13,34,34,44
"S00136565",116,17,4,10,24,32,32,4,4,-,-,2,-,1,115,15,4,10,23,32,31
"S00136566",100,20,7,6,16,35,18,1,-,-,-,-,-,1,99,20,7,6,16,35,17
"S00136567",110,4,29,49,20,4,4,5,-,2,1,3,-,-,104,4,27,48,18,4,4
"S00136568",93,7,15,27,21,22,1,1,-,-,-,1,-,-,92,7,15,27,20,22,1
"S00136569",92,8,1,20,22,20,23,2,-,-,2,-,-,1,90,8,1,15,22,20,22
"S00136570",67,-,11,27,17,8,4,3,-,-,-,2,1,-,64,-,11,27,15,10,4
"S00136571",73,6,10,10,19,13,15,-,-,-,-,-,-,-,73,6,10,10,19,13,15
"S00136572",65,1,16,26,17,6,1,-,-,1,1,-,-,-,63,1,13,25,17,6,1
"S00136573",93,4,16,38,12,14,9,-,-,-,-,-,-,-,93,4,16,38,12,14,9
"S00136574",94,15,9,13,17,24,20,6,2,-,1,1,-,1,91,17,9,12,12,23,20
"S00136575",74,7,6,5,20,17,27,4,-,-,1,-,-,1,72,7,6,5,20,17,24
"S00136576",95,3,17,47,15,10,3,3,-,3,-,-,-,-,91,3,13,47,15,10,3
"S00136577",87,20,7,2,14,27,19,-,-,-,-,-,-,-,87,20,7,2,14,27,19
"S00136578",110,17,17,21,27,16,13,4,-,-,4,-,-,-,106,17,17,16,27,16,13
"S00136579",89,7,18,41,18,1,1,-,-,-,-,-,-,-,89,7,18,41,18,1,1
"S00136580",117,6,41,30,25,10,5,4,-,1,-,2,1,-,113,6,40,30,20,9,5
"S00136581",64,3,21,23,6,3,8,3,-,1,1,-,1,-,61,3,22,22,6,3,8
"S00136582",152,23,8,12,30,31,49,3,-,1,-,-,-,1,149,23,7,13,30,31,48
"S00136583",71,8,19,16,15,11,3,-,-,-,1,1,-,-,69,8,19,15,14,11,3
"S00136584",63,1,13,32,10,5,-,2,-,-,-,1,-,-,61,1,12,32,9,5,-
"S00136585",136,30,15,9,34,34,15,-,-,-,-,-,-,-,136,30,15,9,34,34,15
"S00136586",68,8,8,13,17,18,9,2,-,-,-,-,2,2,66,8,8,13,17,17,9
"S00136587",57,-,3,21,21,7,5,1,-,1,-,-,-,-,52,-,4,21,21,7,5
"S00136588",105,20,11,12,30,27,8,2,-,-,-,2,-,-,103,20,11,12,26,27,8
"S00136589",67,2,13,25,14,7,9,3,-,1,2,-,-,-,64,2,12,23,14,7,9
"S00136590",104,11,15,29,28,16,6,5,-,-,5,-,-,-,103,11,15,27,28,16,6
"S00136591",117,19,13,12,18,30,25,1,-,-,-,-,1,-,116,19,13,12,18,29,25
"S00136592",192,13,4,8,20,41,106,4,-,-,-,-,-,2,188,13,4,8,20,37,104
"S00136593",131,24,14,28,27,27,15,-,-,-,-,-,-,-,130,24,14,26,27,27,15
"S00136594",106,16,22,30,20,13,7,2,-,1,1,-,-,-,104,16,21,29,20,13,7
"S00136595",98,7,37,35,15,4,2,3,-,1,2,1,-,-,95,7,36,35,11,4,2
"S00136596",68,6,17,24,16,8,-,3,-,3,-,-,-,-,66,6,17,24,16,8,-
"S00136597",86,-,16,21,17,21,10,2,-,1,1,-,-,-,84,-,15,20,17,21,10
"S00136598",88,12,16,8,18,17,17,1,-,-,-,-,-,1,87,12,16,8,18,17,20
"S00136599",80,2,11,37,15,9,7,5,-,-,2,-,1,-,77,2,11,35,15,8,7
"S00136600",105,-,33,49,16,4,4,1,-,-,1,-,-,-,104,-,33,48,16,4,4
"S00136601",76,2,15,29,10,14,7,3,-,1,-,-,-,1,73,2,14,29,10,14,3
"S00136602",131,13,5,20,22,24,49,2,-,-,-,1,-,-,129,13,5,20,17,24,48
"S00136603",110,6,19,37,26,19,6,3,-,1,1,1,-,-,107,6,22,36,25,19,6
"S00136604",69,9,4,2,11,24,16,-,-,-,-,-,-,-,69,9,4,2,11,24,16
"S00136605",155,18,28,56,37,15,1,2,2,-,-,-,-,-,154,17,28,56,37,15,1
"S00136606",106,3,21,39,21,11,11,4,-,4,-,-,-,-,103,3,18,39,21,11,11
"S00136607",82,7,16,23,19,3,4,3,-,1,-,1,-,-,80,7,18,23,18,3,4
"S00136608",313,2,246,38,16,2,3,11,-,11,-,-,-,-,302,2,235,38,16,2,3
"S00136609",106,10,15,22,29,17,13,4,-,1,1,-,-,-,102,10,14,21,28,17,12
"S00136610",90,19,19,16,23,9,4,4,1,-,2,1,-,-,86,15,19,12,24,9,4
"S00136611",86,4,35,22,15,7,7,2,-,-,2,-,-,-,85,4,35,20,15,7,7
"S00136612",74,2,18,27,16,8,3,2,-,-,-,2,-,-,72,2,18,27,14,8,3
"S00136613",64,-,28,21,10,1,-,8,-,8,-,-,-,-,56,-,24,21,10,1,-
"S00136614",81,15,14,25,18,6,4,1,1,-,-,-,-,-,80,11,14,25,18,6,4
"S00136615",91,8,43,12,13,11,4,6,-,4,-,-,3,-,85,8,41,12,11,9,4
"S00136616",154,22,10,29,25,35,25,-,-,-,-,-,-,-,154,22,10,29,25,35,25
"S00136617",66,-,21,22,7,9,2,3,-,1,1,-,1,-,62,-,20,25,7,8,2
"S00136618",77,6,10,19,22,14,8,8,-,1,-,4,-,-,69,6,9,18,18,13,5
"S00136619",60,10,4,13,21,8,6,-,-,-,-,-,-,-,60,10,4,13,21,8,6
"S00136620",112,5,17,21,17,31,21,1,-,-,-,-,1,-,111,5,17,21,17,30,21
"S00136621",125,7,24,43,16,24,11,12,-,2,7,1,-,-,116,7,23,38,16,24,11
"S00136622",128,19,25,30,34,19,-,7,-,3,-,1,1,-,126,19,24,30,32,18,-
"S00136623",67,4,13,28,13,6,-,4,-,2,2,-,-,-,64,4,11,28,13,6,-
"S00136624",110,18,7,1,17,30,37,2,-,2,-,-,-,1,108,18,7,1,17,30,36
"S00136625",66,4,8,17,16,11,6,-,-,-,-,-,-,-,66,4,8,17,16,11,6
"S00136626",96,6,6,6,14,37,29,4,-,-,1,-,-,1,94,6,6,5,14,37,27
"S00136627",121,23,11,22,28,19,18,2,2,-,-,-,-,-,119,21,11,22,28,19,18
"S00136628",103,19,10,8,31,23,8,4,-,-,-,2,1,2,99,19,10,8,29,22,11
"S00136629",76,7,12,14,17,16,10,5,1,-,1,1,-,-,73,6,12,13,18,16,10
"S00136630",107,-,28,46,22,6,2,3,-,3,1,-,-,-,101,-,26,45,22,6,2
"S00136631",77,3,20,12,17,18,4,3,-,-,-,4,1,-,74,3,20,12,15,17,4
"S00136632",69,1,7,25,23,9,4,-,-,-,-,-,-,-,69,1,7,25,23,9,4
"S00136633",91,5,5,3,8,30,39,3,-,-,-,-,-,3,89,5,5,3,8,30,35
"S00136634",82,6,16,24,14,15,5,2,-,-,2,1,-,-,79,6,16,19,13,15,5
"S00136635",85,6,15,26,15,18,5,2,-,3,-,2,-,-,81,6,12,26,15,18,5
"S00136636",136,14,39,49,20,12,2,2,-,1,2,-,-,-,133,14,38,47,20,12,2
"S00136637",198,7,7,13,22,37,109,9,-,-,-,-,-,7,190,7,7,15,22,37,102
