Scotland's Census 2022 - National Records of Scotland
Table UV303b - Disability by age (6)
All people
,"All people","All people","All people","All people","All people","All people","All people","Day-to-day activities limited a lot","Day-to-day activities limited a lot","Day-to-day activities limited a lot","Day-to-day activities limited a lot","Day-to-day activities limited a lot","Day-to-day activities limited a lot","Day-to-day activities limited a lot","Day-to-day activities limited a little","Day-to-day activities limited a little","Day-to-day activities limited a little","Day-to-day activities limited a little","Day-to-day activities limited a little","Day-to-day activities limited a little","Day-to-day activities limited a little","Day-to-day activities not limited","Day-to-day activities not limited","Day-to-day activities not limited","Day-to-day activities not limited","Day-to-day activities not limited","Day-to-day activities not limited","Day-to-day activities not limited"
,"Total","0 to 15","16 to 24","25 to 34","35 to 49","50 to 64","65 and over","Total","0 to 15","16 to 24","25 to 34","35 to 49","50 to 64","65 and over","Total","0 to 15","16 to 24","25 to 34","35 to 49","50 to 64","65 and over","Total","0 to 15","16 to 24","25 to 34","35 to 49","50 to 64","65 and over"
"S00146507",99,8,14,23,14,26,17,19,-,-,-,3,3,8,14,-,-,-,2,5,2,68,7,13,18,9,14,7
"S00146508",181,31,24,23,30,38,38,9,-,-,-,-,3,6,25,-,4,-,4,8,9,147,31,19,23,26,27,19
"S00146509",82,12,3,13,8,19,26,12,-,1,1,-,1,12,11,3,-,1,-,3,2,58,9,2,11,7,14,14
"S00146510",119,15,4,6,17,36,41,11,-,-,1,-,-,10,19,1,1,-,4,7,7,89,17,3,5,14,29,24
"S00146511",62,12,2,5,10,21,12,16,2,-,-,3,8,4,13,2,2,-,2,4,1,33,7,-,5,5,9,4
"S00146512",116,15,12,21,19,24,25,11,-,-,-,1,-,8,17,1,-,2,7,10,3,87,13,11,18,17,17,14
"S00146513",113,28,9,22,25,11,19,11,-,-,-,1,2,6,16,2,-,3,4,-,4,89,25,7,19,18,9,8
"S00146514",116,3,11,16,12,28,46,30,-,2,-,-,11,17,19,1,2,2,-,2,9,67,4,7,16,12,12,20
"S00146515",62,5,3,1,10,18,25,12,-,-,-,4,1,8,7,-,-,-,1,2,4,44,5,3,1,7,15,13
"S00146516",140,31,20,26,27,26,14,11,-,-,-,4,6,1,22,3,3,3,2,6,2,110,31,17,23,20,10,12
"S00146517",67,8,-,2,8,16,39,5,-,-,-,-,1,4,12,-,-,-,3,1,13,46,8,-,2,6,10,18
"S00146518",144,22,8,23,23,29,43,24,-,-,2,3,4,9,20,1,2,1,3,4,9,104,20,4,18,17,21,23
"S00146519",65,16,14,10,11,9,5,7,-,1,-,1,4,1,9,1,5,2,4,1,-,45,12,8,8,5,4,4
"S00146520",179,23,13,11,29,55,48,22,1,-,-,1,7,11,25,2,2,-,3,6,13,134,21,11,11,29,42,27
"S00146521",115,21,10,16,18,25,21,12,-,-,2,2,5,4,20,1,1,6,3,7,4,83,20,9,8,17,11,15
"S00146522",121,16,15,18,15,24,28,16,2,-,-,1,-,10,19,1,1,-,-,6,9,90,12,14,17,14,18,13
"S00146523",108,14,16,14,21,29,14,12,1,1,-,3,4,2,25,2,4,6,4,6,8,66,11,11,7,14,18,7
"S00146524",91,18,12,14,23,16,4,10,-,-,4,3,4,-,10,3,-,1,3,1,2,71,19,12,10,17,10,4
"S00146525",171,23,7,43,27,41,28,9,-,1,-,2,3,2,19,3,-,-,-,7,6,147,23,6,42,25,30,20
"S00146526",137,21,10,18,33,32,26,13,1,-,-,3,-,5,15,2,-,2,3,3,7,112,18,10,16,26,28,11
"S00146527",109,10,4,14,17,26,35,19,-,2,-,-,3,17,15,-,-,2,-,3,8,73,10,3,12,15,20,13
"S00146528",141,32,26,14,23,30,16,10,-,1,-,2,4,6,23,6,2,3,2,6,4,108,26,22,11,20,26,3
"S00146529",140,17,7,11,28,38,39,16,-,1,1,2,6,10,18,-,1,-,2,7,7,102,17,5,10,21,27,19
"S00146530",144,29,8,16,23,39,29,13,-,-,-,1,1,9,18,1,1,1,2,5,6,115,27,7,15,20,32,14
"S00146531",81,9,7,10,7,26,26,8,-,-,-,-,1,7,16,-,-,-,-,5,9,61,9,7,10,7,18,10
"S00146532",89,7,19,12,13,21,17,13,1,1,-,1,7,3,16,-,3,-,1,6,4,60,6,12,12,9,8,10
"S00146533",84,13,6,4,13,19,29,10,1,-,-,1,2,6,17,2,4,-,2,4,9,57,10,4,4,12,14,14
"S00146534",123,25,12,16,30,16,20,15,1,-,1,2,5,6,13,1,2,-,4,4,1,95,23,10,14,24,12,13
"S00146535",200,28,11,29,23,30,80,51,1,3,3,5,8,30,34,1,-,4,1,4,17,119,23,9,22,17,15,33
"S00146536",102,7,15,13,25,26,22,30,-,-,2,10,12,6,18,-,3,-,10,2,6,54,7,10,11,7,8,11
"S00146537",154,19,13,29,41,38,16,20,-,3,1,5,9,3,27,-,2,8,5,8,3,104,19,9,20,31,25,9
"S00146538",92,8,21,19,15,14,11,12,1,1,-,2,3,8,16,-,5,4,1,1,3,61,7,19,15,10,10,7
"S00146539",129,15,20,16,29,24,18,10,-,1,-,3,6,2,17,-,3,2,3,4,2,100,15,13,17,22,14,12
"S00146540",240,8,13,59,59,50,51,32,-,-,5,-,10,12,69,-,-,23,18,17,8,144,8,13,32,39,23,28
"S00146541",85,11,1,13,15,21,20,4,-,-,1,-,2,-,10,-,-,1,-,1,8,72,10,1,11,15,21,11
"S00146542",90,8,14,7,12,19,30,12,-,-,-,1,2,5,10,-,-,-,4,2,5,68,8,16,7,9,16,17
"S00146543",159,21,13,21,20,46,34,6,-,-,-,-,2,4,19,3,-,1,1,5,9,130,18,13,16,19,39,21
"S00146544",116,14,5,12,22,22,35,13,-,-,-,-,3,9,20,1,1,-,4,7,9,79,15,4,12,17,14,17
"S00146545",82,5,23,15,15,15,9,17,-,4,4,3,5,1,6,1,-,2,-,2,3,57,6,15,9,12,5,5
"S00146546",109,9,13,17,10,39,17,21,-,-,1,1,14,2,16,-,4,2,2,7,4,72,9,11,11,7,18,8
"S00146547",125,25,34,12,29,10,16,14,2,-,-,8,3,1,22,-,8,-,4,1,8,89,22,18,12,17,9,7
"S00146548",120,12,4,11,11,34,50,7,-,-,-,-,-,7,20,-,-,-,1,4,15,94,12,4,11,10,30,27
"S00146549",110,15,15,19,14,19,24,19,-,1,4,1,3,10,16,-,1,1,-,6,8,71,15,13,12,9,12,6
"S00146550",124,21,15,17,27,29,19,7,-,-,1,1,-,4,11,-,3,1,2,5,1,106,21,12,15,24,24,10
"S00146551",113,24,12,10,28,25,14,15,1,4,-,5,4,1,19,3,4,1,4,5,2,79,20,6,9,19,16,9
"S00146552",74,15,5,11,18,16,14,11,-,-,-,3,-,5,17,2,2,5,2,4,5,46,10,3,7,13,10,4
"S00146553",125,23,13,26,19,22,18,17,1,4,2,2,6,4,21,-,-,6,-,11,3,87,22,15,18,16,7,10
"S00146554",113,15,7,13,14,33,31,10,-,-,-,-,1,8,24,-,2,7,2,8,5,81,14,5,6,12,25,15
"S00146555",157,27,21,29,45,29,10,17,1,-,2,4,6,2,26,1,1,6,7,8,6,114,25,20,15,30,15,6
"S00146556",100,9,4,7,15,28,37,25,2,-,1,2,4,15,15,-,-,1,1,4,9,62,6,4,5,11,18,16
"S00146557",155,18,8,11,27,46,45,19,-,-,-,4,3,12,21,1,-,2,4,4,10,115,17,8,9,19,39,23
"S00146558",132,27,9,8,29,27,31,6,-,-,-,-,-,4,25,1,-,-,3,9,8,104,25,9,8,26,16,26
"S00146559",116,14,9,8,16,20,51,14,-,-,-,2,-,9,20,-,-,1,1,6,11,85,14,9,6,13,14,31
"S00146560",68,-,5,5,12,17,22,20,-,-,-,4,6,10,6,-,-,-,4,-,2,38,-,5,5,4,11,10
"S00146561",141,12,12,13,23,42,40,15,-,2,-,1,6,8,20,-,1,2,1,4,12,103,11,9,12,17,34,23
"S00146562",141,24,7,19,28,35,28,7,-,-,-,-,1,4,14,-,1,-,4,5,6,120,24,6,19,26,27,18
"S00146563",91,7,10,10,10,18,37,33,1,3,1,4,13,11,19,-,2,-,3,1,15,43,5,3,9,6,4,14
"S00146564",131,20,6,11,22,32,40,6,2,-,2,-,-,2,14,1,-,-,2,5,6,111,18,6,8,20,27,32
"S00146565",96,2,16,23,19,31,9,27,-,-,1,2,15,6,20,-,3,4,6,6,1,49,2,12,9,11,13,2
"S00146566",61,13,3,10,11,16,8,10,4,-,2,2,1,3,15,1,2,3,4,5,2,37,13,2,5,7,10,3
"S00146567",61,3,11,16,12,13,7,5,-,-,-,1,3,1,8,-,1,2,2,1,2,47,3,10,9,9,8,2
"S00146568",116,23,14,16,19,26,18,16,3,1,3,4,7,4,24,1,2,5,1,8,6,74,18,11,11,15,13,8
"S00146569",113,9,1,6,16,23,63,16,-,-,-,4,-,14,20,-,-,1,-,1,18,78,9,1,4,14,18,31
"S00146570",154,21,17,9,35,28,41,5,1,1,-,-,-,-,29,1,-,2,6,2,19,123,19,16,11,29,27,24
"S00146571",124,27,6,7,19,22,43,14,-,-,-,-,3,12,20,-,2,-,-,2,15,90,25,5,7,18,16,17
"S00146572",166,31,32,28,19,38,18,12,-,2,1,3,3,4,22,1,3,3,1,9,3,128,30,28,14,15,27,10
"S00146573",103,11,13,15,19,24,20,13,-,1,2,-,3,3,17,3,3,1,-,5,5,75,5,9,10,19,16,13
"S00146574",70,9,5,6,11,21,18,4,-,-,-,1,1,-,12,1,1,1,1,3,4,54,8,4,5,9,17,11
"S00146575",83,16,5,23,21,14,6,4,-,-,1,-,1,2,9,-,1,5,-,-,3,70,16,2,14,21,13,2
"S00146576",80,2,14,11,19,20,7,12,-,1,-,3,7,-,15,-,4,-,4,4,1,53,2,11,11,12,9,3
"S00146577",97,11,9,10,22,26,24,20,-,-,-,1,9,11,18,-,1,4,2,8,5,61,11,8,4,20,7,8
"S00146578",77,14,6,12,11,17,17,8,-,-,2,-,2,5,12,-,-,2,3,3,6,57,14,6,10,9,12,9
"S00146579",69,7,9,8,17,23,4,6,-,-,-,3,4,1,8,1,1,-,3,1,2,55,6,10,8,12,19,2
"S00146580",76,8,5,2,12,26,23,8,-,-,-,-,2,5,7,-,-,-,1,4,2,61,8,5,2,11,18,14
"S00146581",124,24,23,8,23,27,13,27,2,-,1,9,9,6,23,3,4,2,2,6,9,74,19,19,7,12,12,5
"S00146582",138,17,10,16,22,39,34,7,-,1,-,-,-,5,29,1,2,3,7,11,6,102,16,7,14,16,27,23
"S00146583",75,7,6,4,14,17,27,8,-,1,-,2,3,3,14,-,-,1,4,-,7,53,7,4,3,12,13,17
"S00146584",71,8,12,13,7,20,10,5,-,-,-,-,4,3,9,-,-,-,-,3,3,58,8,8,13,6,15,2
"S00146585",97,7,1,7,15,32,32,9,-,-,-,-,4,5,16,-,-,1,-,9,6,72,7,1,6,15,23,21
"S00146586",85,14,10,10,17,8,21,14,-,-,-,3,5,4,21,1,5,3,1,2,9,50,13,5,6,14,5,7
"S00146587",83,4,11,16,7,30,16,12,-,-,1,-,6,4,20,-,-,2,3,5,6,51,4,10,15,3,16,6
"S00146588",101,11,10,4,10,30,36,6,-,-,-,-,-,6,10,2,-,-,-,2,7,83,10,10,4,10,28,21
"S00146589",92,-,4,-,-,5,83,30,-,-,-,-,-,29,20,-,-,-,-,1,19,42,-,4,-,-,3,35
"S00146590",110,18,5,6,26,29,26,6,-,-,-,-,4,4,13,2,-,1,-,5,6,91,22,5,6,26,20,16
"S00146591",69,12,10,5,18,12,11,10,-,-,-,5,2,7,13,-,-,2,3,2,3,46,11,8,3,12,9,3
"S00146592",157,17,17,19,19,48,41,18,-,1,2,-,6,7,30,1,1,3,5,9,11,109,16,15,10,14,33,21
"S00146593",120,22,12,12,15,24,35,11,-,-,1,-,5,7,22,1,3,1,2,4,11,87,21,11,10,17,17,17
"S00146594",166,23,14,4,22,41,62,8,-,2,-,-,-,7,15,-,1,-,1,1,12,139,23,12,4,18,40,47
"S00146595",100,8,17,12,8,26,29,12,-,-,1,1,1,9,16,2,3,-,-,2,9,72,2,11,10,7,25,13
"S00146596",134,33,14,12,32,26,15,14,2,1,1,-,-,6,19,4,3,4,5,-,2,104,25,8,9,27,25,5
"S00146597",161,16,9,7,16,52,60,16,-,-,-,-,1,11,28,1,1,1,4,4,18,121,12,8,4,14,46,29
"S00146598",100,13,3,6,20,23,32,18,-,3,1,3,2,9,9,-,-,-,-,-,8,73,13,3,5,17,20,16
"S00146599",74,2,4,4,3,13,48,33,-,1,-,1,4,27,17,-,-,1,-,7,9,24,2,3,3,2,2,13
"S00146600",117,17,13,17,19,26,25,4,1,-,-,-,2,1,13,-,1,-,1,2,8,104,16,12,17,18,19,15
"S00146601",82,7,10,7,12,31,18,10,-,-,-,-,5,5,15,-,-,2,3,8,1,60,7,8,5,9,14,12
"S00146602",84,7,2,-,4,22,49,26,-,-,-,1,8,17,16,-,-,-,-,1,13,42,7,2,-,3,13,19
"S00146603",114,18,8,11,17,29,31,11,1,-,2,-,4,3,15,-,-,-,1,1,9,87,16,7,9,16,24,16
"S00146604",99,13,9,9,15,16,39,8,1,-,-,-,-,7,17,-,1,-,2,2,12,76,12,6,9,9,14,20
"S00146605",68,7,5,11,15,10,18,8,-,-,-,2,2,4,8,-,-,1,-,2,5,50,7,5,10,17,6,9
"S00146606",112,19,8,14,19,25,26,8,-,-,-,-,-,7,9,2,2,-,-,1,1,95,17,7,14,16,23,16
"S00146607",167,28,6,17,23,48,45,26,-,1,3,4,8,11,21,-,1,1,2,4,13,120,28,4,14,17,36,21
"S00146608",132,38,9,33,17,19,15,13,2,2,-,3,2,5,20,1,2,7,3,5,6,97,35,6,26,15,12,3
"S00146609",116,20,11,12,19,31,22,12,1,-,-,1,2,4,10,-,-,-,1,2,4,100,15,11,12,18,27,14
"S00146610",98,17,4,10,15,14,37,12,2,1,-,3,-,6,22,1,-,1,2,3,15,64,11,5,10,10,11,18
"S00146611",167,28,13,15,29,37,45,12,-,1,-,1,1,8,19,2,1,1,1,6,9,136,26,10,13,26,32,32
"S00146612",90,8,10,21,18,17,16,13,-,-,3,2,-,6,15,1,2,2,3,5,3,62,7,8,17,14,10,10
"S00146613",98,15,8,9,15,25,26,7,-,-,-,1,2,4,11,-,1,1,1,3,6,80,15,7,8,13,21,16
"S00146614",79,14,8,12,20,15,12,7,-,-,-,2,3,3,7,-,1,1,2,1,2,67,14,7,11,16,12,5
"S00146615",67,8,4,10,12,24,9,-,-,-,-,-,-,-,10,-,2,-,2,6,-,57,8,2,10,13,18,9
"S00146616",70,17,7,14,9,17,6,11,-,-,-,1,6,2,10,4,-,3,1,2,1,48,13,7,6,7,9,3
"S00146617",92,23,3,15,23,16,13,6,-,-,1,-,2,1,11,4,-,2,-,4,1,75,15,3,13,23,10,9
"S00146618",125,19,8,8,18,35,37,7,1,-,1,1,1,3,17,-,-,1,2,1,13,101,18,8,6,15,33,21
"S00146619",82,6,8,5,8,27,28,9,-,-,-,-,-,6,19,-,-,-,-,10,6,57,6,7,10,8,14,16
"S00146620",65,2,8,6,10,21,17,17,-,-,-,1,7,6,15,-,3,-,2,6,1,33,2,4,5,8,8,10
"S00146621",90,16,5,8,7,24,23,6,-,-,1,-,3,2,17,4,2,1,-,6,7,64,10,3,10,7,15,14
"S00146622",130,6,3,15,16,32,54,10,-,-,2,-,2,7,30,-,-,-,4,2,21,90,6,3,14,12,25,26
"S00146623",104,25,8,19,18,20,14,8,-,1,-,4,3,-,10,-,2,2,3,3,1,86,25,6,17,11,14,13
"S00146624",86,14,6,23,18,18,7,5,-,-,5,2,-,3,8,-,-,1,2,3,1,70,14,3,15,15,17,4
"S00146625",70,8,-,12,11,20,22,9,-,-,-,-,5,4,7,-,-,1,-,4,2,50,8,-,11,11,14,12
"S00146626",128,19,17,9,22,24,33,10,1,-,-,-,-,9,11,-,-,-,-,2,9,103,18,17,9,22,20,17
"S00146627",152,28,14,29,15,36,30,19,2,-,1,3,6,5,14,3,2,-,-,5,8,116,24,13,28,11,20,17
"S00146628",182,31,16,24,43,36,32,5,-,-,-,-,1,2,20,1,1,-,3,3,8,158,30,15,21,40,31,22
"S00146629",115,9,10,7,18,20,51,10,-,-,-,4,3,5,19,-,1,-,3,1,14,86,9,9,7,17,17,31
"S00146630",121,20,8,12,29,30,22,11,-,-,2,3,-,7,17,3,-,-,6,5,3,93,17,8,11,20,25,12
"S00146631",163,27,12,16,28,48,36,10,-,1,-,-,-,11,19,2,-,4,1,2,10,130,25,10,16,27,39,15
"S00146632",73,6,6,7,9,29,16,8,-,-,1,4,-,3,6,-,-,-,-,2,4,61,6,6,6,7,31,7
"S00146633",86,9,7,6,9,22,35,9,-,-,-,2,-,7,19,-,1,-,-,3,14,58,9,4,5,7,19,14
"S00146634",147,31,13,17,32,30,24,12,1,-,-,2,5,4,15,-,1,3,-,2,8,120,30,12,14,33,23,12
"S00146635",104,13,8,3,16,21,37,7,-,-,-,1,-,7,10,-,-,-,-,-,9,87,13,8,3,15,22,22
"S00146636",127,15,7,7,13,25,54,10,-,-,-,1,1,8,18,-,1,1,1,3,12,93,15,8,6,11,24,34
"S00146637",133,25,9,20,23,19,37,7,1,-,1,2,-,2,9,1,-,-,1,1,5,116,23,9,19,17,16,30
"S00146638",120,14,6,7,24,32,37,7,-,-,-,-,2,5,18,-,2,-,1,3,12,95,14,4,7,21,24,23
"S00146639",107,16,12,6,13,34,28,9,-,-,-,-,2,5,16,-,4,2,1,3,8,85,16,10,4,12,28,16
"S00146640",69,2,6,12,16,20,15,9,-,-,-,-,7,2,9,-,-,-,1,4,7,51,2,6,12,15,12,6
"S00146641",135,17,18,25,25,39,7,10,1,-,2,2,3,2,29,1,3,7,6,8,6,96,15,16,17,17,28,3
"S00146642",95,11,7,23,19,21,11,5,-,-,-,1,3,4,14,-,4,-,3,5,2,73,11,6,23,15,13,5
"S00146643",155,25,8,17,28,31,39,10,-,-,1,1,4,4,21,2,-,2,3,5,10,124,24,8,14,28,25,25
"S00146644",107,11,6,4,18,26,41,12,-,1,-,2,-,10,16,-,-,-,-,5,11,79,11,5,4,17,22,20
"S00146645",100,9,16,10,20,27,20,15,2,1,1,1,9,4,15,-,1,1,6,5,2,70,10,12,8,14,15,13
"S00146646",125,18,5,8,13,37,48,6,-,-,-,-,1,5,24,-,-,2,4,4,16,95,18,5,7,10,28,26
"S00146647",126,18,6,5,22,26,49,16,-,-,1,-,3,12,19,1,5,-,-,4,9,91,17,3,4,21,15,27
"S00146648",62,9,2,7,6,14,25,7,-,-,-,-,5,4,13,-,2,1,-,1,7,42,9,-,7,6,6,16
"S00146649",99,13,3,9,14,37,25,9,-,-,-,-,4,6,15,-,-,2,3,6,6,73,13,3,7,14,25,14
"S00146650",96,11,6,-,19,27,33,4,-,-,-,-,-,2,11,-,-,-,-,4,10,84,11,6,-,17,23,23
"S00146651",72,6,9,10,9,23,16,7,-,-,-,2,3,4,8,1,1,-,5,-,3,55,5,7,10,4,20,9
"S00146652",90,11,11,10,7,23,30,10,-,-,1,-,2,7,15,-,2,-,2,3,6,65,13,6,9,6,16,18
"S00146653",118,22,7,16,13,39,21,10,-,-,1,1,7,1,15,3,-,-,2,6,7,93,23,7,14,11,28,18
"S00146654",73,8,15,16,6,22,6,6,-,-,-,2,7,1,14,1,3,-,1,5,2,56,10,12,16,4,13,4
"S00146655",104,17,12,8,18,26,23,7,-,-,-,-,3,4,14,-,-,-,1,6,8,83,17,14,8,17,20,13
"S00146656",142,7,18,9,16,51,45,26,1,-,-,5,6,8,24,-,1,-,-,7,13,96,4,13,9,12,33,22
"S00146657",154,15,11,9,19,45,54,16,1,1,-,-,1,13,19,-,-,-,1,8,11,119,12,10,9,18,40,30
"S00146658",225,21,8,36,26,36,104,44,-,-,1,1,5,36,26,1,-,1,4,7,13,156,19,8,34,20,24,52
"S00146659",111,27,10,8,30,13,23,21,-,1,-,7,5,8,9,-,-,-,3,-,10,80,27,7,8,20,8,11
"S00146660",149,30,12,19,31,16,41,13,-,-,-,-,1,10,17,1,4,2,1,-,8,119,24,10,17,28,13,23
"S00146661",173,47,19,11,36,36,30,11,1,-,-,-,5,6,21,4,1,-,6,7,4,139,39,20,11,30,24,17
"S00146662",108,9,12,2,23,21,39,17,-,-,-,1,4,12,20,1,1,-,-,6,12,71,8,11,2,22,11,15
"S00146663",75,7,9,5,8,19,25,3,-,1,-,-,-,3,10,-,1,-,-,3,6,62,7,5,5,8,16,15
"S00146664",101,5,2,7,12,19,56,17,-,-,-,1,3,13,19,-,-,1,2,3,11,67,5,2,4,9,13,27
"S00146665",97,12,5,10,15,31,27,10,-,-,2,-,3,5,11,1,-,1,2,4,4,76,11,5,7,10,21,18
"S00146666",160,22,12,13,18,47,48,27,2,1,-,-,6,17,26,-,-,7,1,8,14,104,21,11,10,15,31,17
"S00146667",105,17,14,6,24,28,12,8,-,1,-,1,6,3,14,2,-,2,6,-,4,76,13,13,4,17,22,5
"S00146668",111,12,12,12,20,28,32,8,-,-,-,-,3,5,13,-,1,1,-,4,7,90,12,8,11,20,23,16
"S00146669",60,10,4,9,8,11,18,7,-,-,-,-,1,6,14,1,-,1,-,5,6,39,9,3,8,8,5,6
"S00146670",85,19,13,7,16,15,18,7,-,-,1,-,-,2,15,2,-,1,1,1,9,63,17,13,5,14,12,5
"S00146671",138,12,11,16,14,46,43,18,1,-,1,-,2,17,22,1,-,1,-,9,10,98,10,10,11,13,35,20
"S00146672",106,15,10,7,22,14,39,11,-,-,-,-,-,10,18,1,-,-,-,5,12,77,13,9,9,21,11,17
"S00146673",139,28,16,16,18,28,27,19,1,4,2,2,3,8,19,-,-,5,4,6,11,101,31,12,13,15,19,13
"S00146674",138,31,7,30,19,29,26,16,-,-,6,2,4,7,11,1,-,2,1,4,5,111,30,7,20,16,21,14
"S00146675",82,8,10,12,14,25,13,14,-,-,1,3,7,3,11,1,1,-,1,4,3,57,7,8,10,9,15,7
"S00146676",169,31,7,17,31,47,40,9,-,-,-,-,3,4,14,-,-,-,-,5,8,145,31,7,16,31,38,29
"S00146677",101,15,6,13,11,25,29,20,2,-,1,1,7,10,16,1,-,1,3,1,11,64,14,6,11,7,19,8
"S00146678",78,8,6,6,12,24,21,7,-,-,-,-,1,6,11,-,2,-,1,2,5,59,8,5,6,12,21,10
"S00146679",95,20,23,6,20,19,8,4,-,1,-,4,-,-,6,1,1,-,1,3,-,83,19,21,6,12,16,6
"S00146680",82,13,2,8,12,19,34,19,1,-,-,3,1,14,13,1,-,-,1,4,7,54,10,1,8,7,14,9
"S00146681",143,12,8,13,8,66,41,10,-,-,-,-,3,7,20,1,1,-,-,5,7,113,9,8,12,8,54,23
"S00146682",116,15,11,14,18,31,30,21,-,1,4,1,7,11,9,2,-,-,1,3,3,82,12,7,10,15,21,19
"S00146683",81,17,10,6,16,20,15,-,-,-,-,-,-,-,7,-,-,-,4,2,2,72,17,10,6,12,19,16
"S00146684",121,9,8,8,9,23,63,17,-,-,-,1,4,12,32,-,1,-,1,6,24,72,9,7,8,7,13,28
"S00146685",141,5,12,15,7,22,84,48,2,-,-,2,4,40,21,-,-,-,1,1,17,76,3,12,15,6,13,29
"S00146686",164,37,18,14,34,29,35,20,2,-,4,2,3,12,24,2,-,2,7,5,7,120,34,19,10,23,21,12
"S00146687",153,22,14,15,22,41,41,10,-,-,-,-,3,7,24,1,1,1,3,7,12,122,21,13,8,19,31,28
"S00146688",105,14,2,11,19,24,37,20,-,-,-,3,7,8,17,2,-,1,-,6,8,68,14,2,10,13,7,19
"S00146689",76,5,9,6,18,26,14,7,-,-,-,2,5,-,9,-,-,-,1,5,3,60,5,9,6,13,20,11
"S00146690",92,10,3,10,9,28,33,9,-,-,4,-,2,4,13,1,-,-,-,4,10,73,9,3,8,9,25,20
"S00146691",124,22,7,6,22,42,26,6,-,-,-,-,4,2,8,-,1,-,-,5,4,108,22,6,6,22,32,20
"S00146692",119,19,8,7,21,32,35,11,-,1,-,-,3,7,13,-,-,1,3,2,7,96,19,9,6,18,23,21
"S00146693",103,14,11,10,13,25,30,17,2,-,-,2,3,9,17,3,1,1,-,4,6,72,10,10,10,12,18,15
"S00146694",96,10,4,8,16,28,30,15,-,-,3,-,5,7,19,-,-,1,2,8,9,62,10,4,4,14,14,14
"S00146695",65,13,9,15,9,10,10,6,-,-,-,2,1,3,6,-,1,1,-,1,3,53,13,10,16,7,8,3
"S00146696",130,26,11,15,24,31,23,8,-,-,2,2,1,4,14,1,2,-,2,4,5,108,25,9,15,20,26,15
"S00146697",71,3,5,4,2,19,29,10,-,-,2,1,-,6,18,-,3,-,-,2,7,45,3,2,3,3,17,13
"S00146698",85,11,4,15,8,22,23,5,-,-,-,-,-,5,7,-,-,-,-,2,6,69,11,4,15,8,22,12
"S00146699",113,11,6,2,9,15,70,44,-,2,-,-,-,41,22,3,1,1,2,2,13,47,8,4,1,5,13,16
"S00146700",87,9,7,8,9,26,31,8,-,1,1,-,-,6,19,1,1,1,-,4,8,64,3,6,6,9,22,17
"S00146701",128,15,3,9,25,36,39,12,1,-,1,1,3,7,16,-,1,-,4,4,6,100,16,1,6,18,27,28
"S00146702",100,21,6,10,18,17,32,9,-,-,2,-,2,4,6,-,-,1,1,1,5,83,21,6,6,17,14,23
"S00146703",168,21,12,17,22,45,50,19,-,-,1,2,6,10,33,-,1,3,3,10,15,116,20,11,13,17,30,22
"S00146704",95,14,10,9,16,24,22,4,-,-,-,1,-,3,16,-,-,2,1,2,8,76,14,10,7,11,22,11
"S00146705",105,18,6,14,18,29,17,8,-,-,-,-,5,3,12,3,-,-,1,5,4,85,14,6,14,17,22,10
"S00146706",74,4,3,3,12,26,25,5,2,-,-,-,1,3,13,-,-,-,1,4,8,55,4,3,3,11,21,18
"S00146707",129,19,13,7,19,26,47,14,-,1,-,2,4,7,23,4,1,-,3,4,13,93,16,11,7,14,18,24
"S00146708",142,22,12,26,14,34,34,12,-,-,1,1,4,6,16,1,1,-,3,2,8,114,21,10,25,10,28,20
"S00146709",106,8,10,12,12,30,30,9,2,2,-,-,-,5,9,-,-,1,1,3,5,84,10,8,13,11,25,13
"S00146710",146,23,10,10,23,44,39,13,-,-,-,-,5,6,22,-,1,-,3,3,15,108,23,7,10,19,36,16
"S00146711",149,36,9,19,37,29,19,8,-,-,-,2,3,3,17,1,-,-,6,6,4,124,35,9,19,29,20,12
"S00146712",134,33,9,10,28,28,26,15,2,-,-,2,3,6,21,1,-,3,3,4,9,97,28,7,9,27,21,11
"S00146713",191,32,48,16,36,32,27,16,-,2,1,3,5,2,25,4,4,1,6,5,5,156,28,42,14,27,22,19
"S00146714",120,14,18,7,25,22,34,12,1,-,-,2,3,10,24,-,4,1,3,4,10,84,13,16,6,21,15,13
"S00146715",125,21,5,7,12,30,50,9,-,-,-,-,1,7,26,3,-,1,1,10,18,92,19,5,6,11,21,28
"S00146716",124,16,13,3,20,46,26,5,-,-,-,-,4,3,18,-,-,-,4,9,5,101,16,13,3,17,39,18
"S00146717",108,16,4,15,25,22,28,16,-,-,-,3,3,8,15,1,-,4,5,2,5,77,15,4,13,18,12,13
"S00146718",75,12,1,11,8,21,26,9,-,1,2,3,-,-,12,-,-,1,2,6,5,57,12,-,9,3,16,19
"S00146719",88,20,5,12,7,21,20,11,-,1,2,-,1,4,22,1,1,2,2,10,6,51,19,4,8,8,8,9
"S00146720",155,34,11,20,25,37,24,15,-,-,-,3,7,2,16,-,3,3,1,4,5,124,34,11,16,20,26,18
"S00146721",99,9,11,4,18,39,18,12,2,-,-,1,5,8,11,1,-,1,-,5,5,76,7,11,4,17,31,9
"S00146722",144,23,9,9,19,37,49,5,-,-,-,-,2,3,20,1,-,-,1,1,15,119,22,9,9,18,32,31
"S00146723",130,24,6,5,33,31,29,7,-,1,-,-,3,1,15,-,-,-,-,3,12,108,24,8,5,33,25,14
