OA_Code,Latitude,Longitude,All occupied Households,No Cars or Vans,One Car or Van,Two Cars or Vans,Three Cars or Vans,Four or More Cars or Vans
S00172291,55.89106977,-4.451032237,36,3,22,10,-,1
S00172292,55.8908044,-4.441323262,42,14,16,12,2,1
S00172293,55.88996301,-4.439335201,44,9,20,15,2,1
S00172294,55.89010929,-4.441023698,42,6,24,10,1,-
S00172295,55.88238224,-4.44316086,74,3,46,14,6,2
S00172296,55.88418629,-4.445097233,54,3,28,19,3,1
S00172297,55.88995056,-4.430426102,45,8,19,13,4,2
S00172298,55.8887178,-4.428221957,55,13,34,6,4,-
S00172299,55.88366801,-4.386810439,57,18,27,10,2,-
S00172300,55.88474339,-4.381871281,68,15,38,16,-,-
S00172301,55.88409641,-4.381399886,59,5,37,18,1,-
S00172302,55.88407528,-4.379239843,42,1,22,21,-,-
S00172303,55.88347672,-4.385551433,58,17,26,9,-,-
S00172304,55.88352903,-4.38331597,57,8,41,7,-,-
S00172305,55.88408405,-4.38250249,44,2,36,4,-,-
S00172306,55.88344838,-4.378194072,67,10,41,16,-,-
S00172307,55.84989705,-4.553904282,77,3,27,27,13,7
S00172308,55.85887019,-4.437257577,49,12,23,9,2,2
S00172309,55.88282845,-4.380506707,76,4,42,28,1,-
S00172310,55.88270634,-4.377525059,79,8,56,10,1,-
S00172311,55.88019325,-4.381992227,60,28,24,10,1,-
S00172312,55.87694163,-4.371656766,76,6,47,20,3,-
S00172313,55.88250315,-4.381989855,78,9,53,19,-,-
S00172314,55.8816104,-4.387243746,49,35,12,1,-,2
S00172315,55.88162188,-4.393592388,42,10,19,12,1,-
S00172316,55.88168064,-4.394267578,46,16,18,6,2,1
S00172317,55.88222113,-4.388192681,40,15,21,5,-,-
S00172318,55.88202729,-4.379642162,60,10,30,17,2,2
S00172319,55.88212473,-4.378320964,44,8,28,8,-,-
S00172320,55.88083939,-4.392696768,69,22,36,9,1,1
S00172321,55.8817342,-4.388274695,56,26,23,10,-,-
S00172322,55.88180142,-4.385736443,53,30,16,6,-,-
S00172323,55.88164903,-4.380146669,59,10,41,8,-,-
S00172324,55.88127426,-4.393443067,48,10,24,9,4,-
S00172325,55.88132493,-4.389448775,31,5,13,10,-,1
S00172326,55.8810622,-4.386314668,59,25,29,4,2,-
S00172327,55.88028513,-4.389768606,46,23,17,6,1,-
S00172328,55.88037332,-4.379189159,78,33,38,6,2,-
S00172329,55.87999716,-4.391637618,48,14,19,7,1,3
S00172330,55.88046536,-4.387429261,77,46,30,3,1,1
S00172331,55.87990073,-4.387810302,70,44,20,8,-,-
S00172332,55.87933394,-4.408129307,58,24,25,7,-,1
S00172333,55.87959244,-4.384241829,48,21,22,5,-,-
S00172334,55.87953317,-4.391001496,55,17,26,11,2,-
S00172335,55.87964329,-4.377433671,57,7,33,14,-,-
S00172336,55.87954008,-4.381376608,52,16,32,7,4,-
S00172337,55.87943885,-4.388453466,47,21,20,7,1,-
S00172338,55.87908151,-4.395738362,50,16,22,10,2,-
S00172339,55.87907621,-4.405683047,59,30,21,7,-,2
S00172340,55.87920577,-4.397664675,42,6,23,9,3,1
S00172341,55.87974318,-4.386665408,49,20,27,3,-,-
S00172342,55.87854531,-4.403875466,50,19,24,10,-,1
S00172343,55.87892463,-4.395025193,46,21,18,6,1,-
S00172344,55.87937575,-4.385683522,39,18,18,3,-,-
S00172345,55.87897991,-4.377345139,72,7,33,31,4,-
S00172346,55.87879843,-4.400117793,54,27,21,5,1,-
S00172347,55.87883888,-4.390191344,54,21,23,9,-,1
S00172348,55.87859147,-4.401512011,41,16,21,4,-,-
S00172349,55.87850275,-4.394535538,49,16,23,9,-,1
S00172350,55.87893918,-4.379916815,47,5,15,18,2,1
S00172351,55.87891308,-4.391922681,35,10,20,5,-,-
S00172352,55.87898906,-4.388937471,81,42,36,2,-,-
S00172353,55.8785316,-4.383793049,46,23,23,2,1,-
S00172354,55.87874516,-4.382047403,44,8,29,6,1,-
S00172355,55.87866964,-4.397503703,53,13,28,12,4,1
S00172356,55.8787347,-4.393238759,55,22,24,9,-,-
S00172357,55.86833427,-4.370108897,63,10,31,15,6,-
S00172358,55.8780828,-4.407764021,42,16,18,6,2,-
S00172359,55.87833437,-4.388401603,48,19,17,4,-,-
S00172360,55.87811746,-4.37686072,74,2,24,43,4,2
S00172361,55.87703856,-4.38894553,44,25,13,6,-,-
S00172362,55.8770021,-4.385266084,58,19,22,11,2,-
S00172363,55.87811045,-4.378619001,61,2,23,29,7,-
S00172364,55.87816865,-4.374209795,60,14,31,14,1,-
S00172365,55.87793976,-4.402207218,40,14,19,3,2,-
S00172366,55.87778736,-4.40494778,37,13,17,6,1,-
S00172367,55.87812618,-4.396335017,32,12,16,5,2,-
S00172368,55.87737764,-4.401996619,44,26,14,4,-,1
S00172369,55.87763311,-4.401340898,47,24,17,5,-,-
S00172370,55.87731412,-4.383542537,52,19,21,9,2,1
S00172371,55.87594248,-4.406448407,65,9,31,26,-,4
S00172372,55.87751985,-4.390541934,58,39,18,2,-,-
S00172373,55.87714475,-4.397809372,40,9,21,9,-,1
S00172374,55.87727533,-4.379974849,73,-,28,39,5,-
S00172375,55.87699379,-4.396792825,80,26,43,10,2,-
S00172376,55.87648096,-4.391277442,67,44,19,2,3,-
S00172377,55.87648869,-4.374171163,34,4,16,13,-,1
S00172378,55.87658479,-4.382218814,50,16,24,9,1,-
S00172379,55.87671294,-4.372330286,34,2,14,14,4,-
S00172380,55.87634616,-4.372707595,55,4,21,23,4,-
S00172381,55.87642539,-4.383951697,47,20,19,5,3,-
S00172382,55.876089,-4.405849948,69,4,31,29,6,1
S00172383,55.87605651,-4.403833508,43,6,20,15,1,1
S00172384,55.87604736,-4.38907648,37,9,18,10,-,1
S00172385,55.87585425,-4.382813551,74,29,26,13,1,1
S00172386,55.87607427,-4.380269043,71,11,25,21,9,2
S00172387,55.87622751,-4.375130451,62,-,22,28,9,-
S00172388,55.87575295,-4.375037515,61,2,24,31,2,1
S00172389,55.87582099,-4.398862844,37,3,10,17,9,-
S00172390,55.87510183,-4.392407648,53,29,19,9,-,1
S00172391,55.87439859,-4.403587133,70,3,27,30,5,6
S00172392,55.87298321,-4.37325375,77,6,27,35,4,8
S00172393,55.87530442,-4.38938255,55,15,25,10,2,1
S00172394,55.87479271,-4.403195833,53,1,18,24,8,-
S00172395,55.87484281,-4.390936896,42,10,18,9,2,-
S00172396,55.86933829,-4.555212826,85,3,25,45,10,2
S00172397,55.87413009,-4.399845628,80,3,30,35,11,4
S00172398,55.8746182,-4.387230115,44,13,21,6,1,-
S00172399,55.87405578,-4.397203238,43,14,15,12,4,-
S00172400,55.87474201,-4.387797259,51,13,29,8,-,1
S00172401,55.87492499,-4.384850901,53,26,12,8,2,1
S00172402,55.86760243,-4.405037268,64,32,22,9,-,1
S00172403,55.87480892,-4.376450648,51,3,27,16,5,-
S00172404,55.87057639,-4.545350925,46,12,17,10,6,1
S00172405,55.8712933,-4.549794061,45,7,15,19,3,-
S00172406,55.87389166,-4.382053826,56,10,29,15,2,-
S00172407,55.87379023,-4.402062776,71,5,29,29,10,-
S00172408,55.87356029,-4.399107057,56,18,26,9,2,1
S00172409,55.87396222,-4.402920693,33,4,15,13,1,-
S00172410,55.87434735,-4.376150666,37,5,19,11,1,1
S00172411,55.87331724,-4.39266554,65,17,21,19,5,3
S00172412,55.87394658,-4.377820751,73,11,29,22,8,2
S00172413,55.87397559,-4.384680768,50,7,23,18,2,-
S00172414,55.8733229,-4.390987321,44,13,18,11,1,1
S00172415,55.86763582,-4.550193658,58,7,28,26,3,2
S00172416,55.87248925,-4.401486847,63,18,31,17,-,2
S00172417,55.87239469,-4.386022559,62,14,27,18,3,-
S00172418,55.86894193,-4.549623908,51,8,18,19,4,2
S00172419,55.87264038,-4.380298646,60,12,27,18,-,-
S00172420,55.87256749,-4.3928592,56,13,24,16,4,1
S00172421,55.87196065,-4.388473724,55,14,28,9,3,1
S00172422,55.86777119,-4.540611678,71,3,17,35,11,5
S00172423,55.87062793,-4.398766307,50,21,20,9,-,-
S00172424,55.87264246,-4.378332492,63,11,28,22,4,2
S00172425,55.8728381,-4.396041114,60,26,25,8,1,-
S00172426,55.87240483,-4.375280634,74,6,36,21,7,4
S00172427,55.86756001,-4.554280771,49,3,24,15,4,1
S00172428,55.87174241,-4.381650421,54,8,32,11,5,-
S00172429,55.87174889,-4.403039703,37,10,16,11,-,-
S00172430,55.87174206,-4.395094368,57,9,24,23,2,-
S00172431,55.8721319,-4.397228515,52,18,23,7,1,2
S00172432,55.87152023,-4.400020269,76,17,52,9,-,-
S00172433,55.87051123,-4.390910368,69,12,40,15,4,-
S00172434,55.87150278,-4.400914389,63,2,23,32,5,1
S00172435,55.87145671,-4.397746391,59,32,23,5,-,-
S00172436,55.87090856,-4.373175101,69,16,30,13,7,2
S00172437,55.8704196,-4.379411422,69,4,29,21,8,5
S00172438,55.86767407,-4.554847729,64,12,24,23,1,-
S00172439,55.87126026,-4.392602925,38,5,18,19,2,-
S00172440,55.87085017,-4.378990177,58,7,31,15,3,7
S00172441,55.87076361,-4.400565034,44,8,21,11,4,-
S00172442,55.87125179,-4.387950623,38,3,13,21,2,-
S00172443,55.87010532,-4.396528135,58,24,21,13,1,1
S00172444,55.87091478,-4.392805466,44,14,21,7,2,2
S00172445,55.86908558,-4.373095834,74,6,46,18,3,1
S00172446,55.87114039,-4.376530193,31,5,13,4,5,2
S00172447,55.86723704,-4.401658054,47,16,21,8,-,1
S00172448,55.8696748,-4.3714374,48,9,32,8,1,-
S00172449,55.86962355,-4.39403678,76,17,40,21,1,1
S00172450,55.8657372,-4.52940199,53,-,20,26,4,-
S00172451,55.86854935,-4.381311032,86,5,25,42,8,6
S00172452,55.86961843,-4.401677229,71,34,24,11,3,-
S00172453,55.86974375,-4.377643712,76,16,42,9,-,-
S00172454,55.86987581,-4.375925419,52,9,32,8,1,2
S00172455,55.86600786,-4.554578439,52,3,19,29,-,1
S00172456,55.86901131,-4.370421891,71,7,44,15,3,-
S00172457,55.86640569,-4.546228836,34,4,15,13,2,-
S00172458,55.8691914,-4.40053193,54,18,29,9,-,-
S00172459,55.86929601,-4.37243732,33,5,17,10,1,-
S00172460,55.86553818,-4.532521868,55,4,13,26,8,4
S00172461,55.86936004,-4.395107522,40,11,18,7,2,-
S00172462,55.86886714,-4.391800339,89,43,38,6,4,-
S00172463,55.86831334,-4.401772467,45,25,12,7,-,-
S00172464,55.86877747,-4.395023693,34,8,18,6,2,-
S00172465,55.86616886,-4.537246261,55,-,21,20,8,2
S00172466,55.86848207,-4.378749422,53,12,17,16,6,2
S00172467,55.86753739,-4.38065767,47,4,17,23,5,2
S00172468,55.86268299,-4.543699634,44,-,16,18,4,3
S00172469,55.86779454,-4.396114022,53,13,32,8,-,-
S00172470,55.86780113,-4.389768743,51,28,12,10,1,-
S00172471,55.86533812,-4.537431826,48,5,19,16,8,-
S00172472,55.86780702,-4.3755433,39,7,14,17,-,1
S00172473,55.86749163,-4.400586862,37,10,16,10,1,-
S00172474,55.86424895,-4.526156516,57,2,20,30,6,-
S00172475,55.86782933,-4.403085247,39,20,15,4,-,-
S00172476,55.86739253,-4.375597904,42,6,20,11,2,1
S00172477,55.86386506,-4.539125842,68,2,19,33,16,3
S00172478,55.86689815,-4.403363375,53,19,23,8,1,-
S00172479,55.86788233,-4.373038404,45,6,21,14,2,1
S00172480,55.86744006,-4.399544721,46,14,24,7,-,-
S00172481,55.86672546,-4.394705535,41,13,22,3,-,-
S00172482,55.86666437,-4.395996449,53,14,30,12,2,-
S00172483,55.86754145,-4.388793749,53,19,25,2,2,-
S00172484,55.86722429,-4.392626378,48,25,14,7,1,-
S00172485,55.86707319,-4.377240707,39,2,17,16,3,1
S00172486,55.86705374,-4.404140213,36,18,13,4,-,-
S00172487,55.86713291,-4.397320002,49,10,20,12,4,2
S00172488,55.8608226,-4.582510103,38,4,16,13,5,-
S00172489,55.86697249,-4.405078235,30,6,13,7,2,-
S00172490,55.83805625,-4.573891975,80,2,28,28,16,7
S00172491,55.86671622,-4.384075852,82,6,27,34,14,1
S00172492,55.86700402,-4.390087394,37,16,13,6,2,-
S00172493,55.86717051,-4.391232476,43,14,21,6,2,-
S00172494,55.86574673,-4.400191474,57,16,20,15,3,-
S00172495,55.8654161,-4.408370434,50,6,29,12,-,-
S00172496,55.86226486,-4.53216492,83,2,15,49,11,9
S00172497,55.86625524,-4.394852404,64,31,17,10,1,-
S00172498,55.86252958,-4.52190539,65,-,17,34,11,3
S00172499,55.86622369,-4.388153401,44,17,21,5,1,-
S00172500,55.86660101,-4.389087632,41,19,21,7,-,-
S00172501,55.86685785,-4.379081648,36,-,22,14,-,-
S00172502,55.86458466,-4.411355698,55,5,27,19,4,-
S00172503,55.86675398,-4.386763416,32,9,13,7,1,2
S00172504,55.86626536,-4.379045409,53,11,30,10,-,-
S00172505,55.86682609,-4.376074784,40,9,25,7,-,2
S00172506,55.86240125,-4.576237807,78,14,37,22,4,2
S00172507,55.86366305,-4.415725716,41,3,22,12,7,-
S00172508,55.86591672,-4.39284963,50,24,22,6,1,1
S00172509,55.86613726,-4.398601245,64,20,34,8,1,1
S00172510,55.86631315,-4.382149117,50,-,22,18,8,4
S00172511,55.86517382,-4.406053871,44,5,18,16,5,-
S00172512,55.86142026,-4.540868138,35,9,15,9,4,-
S00172513,55.86549736,-4.391305434,70,27,27,12,2,-
S00172514,55.86219459,-4.529027795,48,1,5,24,12,7
S00172515,55.86535821,-4.384583991,59,7,26,18,5,3
S00172516,55.86202589,-4.544615609,52,1,16,28,7,1
S00172517,55.86157437,-4.577094039,38,7,18,8,1,-
S00172518,55.86187136,-4.535559514,63,5,25,23,9,3
S00172519,55.86552784,-4.410007642,45,2,23,16,4,-
S00172520,55.86554998,-4.395991738,76,34,37,8,-,1
S00172521,55.86574729,-4.388156118,43,18,18,3,-,-
S00172522,55.86395186,-4.406953226,45,8,19,11,6,-
S00172523,55.86053892,-4.583178494,71,8,35,23,4,-
S00172524,55.86538536,-4.390131783,61,23,28,10,-,-
S00172525,55.86407931,-4.403652711,44,6,17,18,3,-
S00172526,55.86511139,-4.413370251,47,6,19,15,4,1
S00172527,55.86144524,-4.575535201,48,14,22,10,1,1
S00172528,55.86437357,-4.402392275,45,3,28,8,5,1
S00172529,55.86559815,-4.39351731,34,9,17,7,1,-
S00172530,55.86157237,-4.574185119,32,7,14,11,1,-
S00172531,55.86211414,-4.525506447,26,1,9,17,3,-
S00172532,55.86206314,-4.521859169,28,-,12,11,2,-
S00172533,55.86084606,-4.519846473,55,4,31,19,4,-
S00172534,55.86378439,-4.400805588,67,11,32,23,4,-
S00172535,55.86493385,-4.393476434,38,10,16,7,-,-
S00172536,55.86069637,-4.520571937,59,6,38,12,3,1
S00172537,55.86408364,-4.413530245,45,3,14,19,8,1
S00172538,55.86232226,-4.403879767,39,7,13,12,7,-
S00172539,55.86456681,-4.392015401,51,17,21,7,4,1
S00172540,55.8610342,-4.573702007,31,7,10,9,2,-
S00172541,55.86016945,-4.579797783,48,10,23,13,2,3
S00172542,55.86370052,-4.410150152,50,8,31,8,3,1
S00172543,55.86424895,-4.390797159,71,23,31,16,1,-
S00172544,55.86479077,-4.394362671,36,7,18,6,1,1
S00172545,55.86102949,-4.541945371,46,14,28,7,2,-
S00172546,55.86355807,-4.413289865,41,6,25,10,3,1
S00172547,55.86112318,-4.546106818,40,1,6,22,4,4
S00172548,55.86460318,-4.387830153,73,29,36,7,-,1
S00172549,55.86042937,-4.539668717,45,11,27,15,1,1
S00172550,55.86151246,-4.522414807,73,3,39,22,3,-
S00172551,55.86418164,-4.393334256,51,15,23,10,3,-
S00172552,55.85975563,-4.576813742,56,13,28,13,1,-
S00172553,55.86079411,-4.549409516,56,-,14,33,8,1
S00172554,55.85999108,-4.572865876,40,7,19,10,2,-
S00172555,55.86314101,-4.409348339,46,3,21,17,3,-
S00172556,55.86245896,-4.406541218,39,6,19,11,2,2
S00172557,55.86267049,-4.41088544,59,10,21,23,5,2
S00172558,55.86087992,-4.521702557,38,5,19,12,2,-
S00172559,55.85972795,-4.54924376,65,-,26,29,10,3
S00172560,55.85967829,-4.575785798,60,19,21,13,2,1
S00172561,55.85925284,-4.525656308,62,4,23,24,10,1
S00172562,55.85763923,-4.582154966,69,3,15,36,7,4
S00172563,55.8603767,-4.532633341,40,-,13,21,4,1
S00172564,55.86014147,-4.529213955,68,2,25,28,13,2
S00172565,55.8588136,-4.537389819,50,2,15,28,5,-
S00172566,55.85955381,-4.546803177,47,2,11,25,11,2
S00172567,55.85114919,-4.423177251,53,24,23,5,-,1
S00172568,55.85962024,-4.534885411,66,2,26,30,4,2
S00172569,55.85865811,-4.575142932,68,13,33,19,2,-
S00172570,55.8603292,-4.412945745,61,27,25,8,1,2
S00172571,55.85843875,-4.530717329,54,2,15,29,-,6
S00172572,55.85773668,-4.579652448,46,17,17,9,2,1
S00172573,55.85760502,-4.574354098,59,5,29,18,2,2
S00172574,55.85873308,-4.525143137,61,3,36,18,4,-
S00172575,55.85586905,-4.587262963,41,-,10,15,6,2
S00172576,55.85702734,-4.585182616,37,4,7,20,2,2
S00172577,55.8607178,-4.411004151,56,21,22,9,3,1
S00172578,55.85849269,-4.52503165,55,1,29,23,3,2
S00172579,55.85891989,-4.436110085,75,-,23,34,14,4
S00172580,55.85624449,-4.572793904,74,20,31,17,4,1
S00172581,55.85878147,-4.402478446,53,23,21,9,-,-
S00172582,55.8575735,-4.533889112,70,2,23,39,4,2
S00172583,55.86000434,-4.428539043,34,2,15,11,4,2
S00172584,55.85984807,-4.407226705,72,47,23,1,1,-
S00172585,55.86017546,-4.406112309,79,54,20,5,-,-
S00172586,55.85668282,-4.585750999,43,-,14,23,2,-
S00172587,55.85970339,-4.426938146,66,10,46,9,-,-
S00172588,55.85728109,-4.526694878,50,8,24,15,1,-
S00172589,55.85892197,-4.435550893,45,2,15,30,3,-
S00172590,55.85778345,-4.427217892,67,3,33,26,3,2
S00172591,55.85591153,-4.58010672,40,1,22,16,1,-
S00172592,55.85896556,-4.400875783,47,20,17,10,-,-
S00172593,55.85938587,-4.410633959,42,12,21,8,2,-
S00172594,55.85909998,-4.431550883,45,10,24,9,-,-
S00172595,55.85861105,-4.433549849,68,8,33,23,6,-
S00172596,55.85906507,-4.429678963,43,20,17,4,1,-
S00172597,55.85627486,-4.523609325,75,3,39,28,6,1
S00172598,55.85906229,-4.411093328,36,15,16,7,-,-
S00172599,55.81135386,-4.631953309,41,-,17,18,6,3
S00172600,55.85574847,-4.568142905,48,10,22,14,7,-
S00172601,55.85911781,-4.407341329,54,20,24,8,2,-
S00172602,55.85608315,-4.569763001,49,14,27,5,1,-
S00172603,55.85639233,-4.526205703,78,7,45,24,4,-
S00172604,55.85838758,-4.413416602,55,29,18,8,-,-
S00172605,55.85425493,-4.57809533,51,3,11,25,9,5
S00172606,55.85632496,-4.41089175,79,7,33,28,7,5
S00172607,55.85905115,-4.406154643,45,20,21,3,1,-
S00172608,55.85549232,-4.574805568,60,12,35,12,1,-
S00172609,55.85883951,-4.431087148,45,12,19,11,2,-
S00172610,55.85727225,-4.42761746,57,14,32,13,-,-
S00172611,55.85887894,-4.404849575,42,13,23,5,1,-
S00172612,55.85736387,-4.405570906,44,17,21,6,-,-
S00172613,55.85532512,-4.570767602,46,10,22,12,1,1
S00172614,55.85827192,-4.411523757,54,25,23,8,3,-
S00172615,55.85800972,-4.430779617,53,19,28,6,-,-
S00172616,55.8552119,-4.568443063,39,12,20,3,1,-
S00172617,55.85790245,-4.409279624,67,21,28,17,3,2
S00172618,55.85825214,-4.402429781,35,13,14,5,-,-
S00172619,55.85532401,-4.43251336,60,15,33,10,4,-
S00172620,55.85751828,-4.40594799,50,26,18,5,-,-
S00172621,55.85671958,-4.430571182,59,23,21,13,2,-
S00172622,55.8517244,-4.565001248,61,12,20,21,7,2
S00172623,55.85694703,-4.428156462,57,27,22,7,-,1
S00172624,55.85310846,-4.587319096,57,-,20,33,4,2
S00172625,55.85722778,-4.411602862,46,17,19,8,1,1
S00172626,55.85705107,-4.434714689,42,9,27,7,1,-
S00172627,55.85508383,-4.508016072,75,20,27,19,10,1
S00172628,55.85607283,-4.406785417,41,16,24,4,-,-
S00172629,55.85695348,-4.42919555,35,11,22,6,-,-
S00172630,55.85471059,-4.445769471,46,4,13,27,3,1
S00172631,55.85346554,-4.569430343,27,-,11,15,1,-
S00172632,55.85687754,-4.401482009,53,15,29,10,1,-
S00172633,55.85560635,-4.400300997,72,38,19,15,2,1
S00172634,55.85340345,-4.578837867,50,4,22,19,3,4
S00172635,55.85217292,-4.500893945,77,21,33,21,3,2
S00172636,55.85642776,-4.436689118,74,14,47,10,-,1
S00172637,55.84970222,-4.457597185,60,28,20,10,1,1
S00172638,55.85600395,-4.434489375,64,33,31,1,1,-
S00172639,55.85621811,-4.431386771,40,12,18,10,-,-
S00172640,55.85197366,-4.575867,44,2,18,12,7,4
S00172641,55.85398342,-4.509527062,53,9,20,16,4,1
S00172642,55.85379215,-4.444497375,70,16,45,11,2,1
S00172643,55.8520204,-4.590330601,51,5,10,22,10,4
S00172644,55.85557986,-4.429573195,54,12,29,11,2,-
S00172645,55.85624795,-4.413443687,45,6,26,13,-,-
S00172646,55.85560348,-4.411933632,54,4,21,22,6,1
S00172647,55.84987409,-4.587679257,51,2,14,21,6,4
S00172648,55.85254945,-4.572405792,44,1,10,25,6,4
S00172649,55.85504079,-4.436378559,82,33,40,11,3,-
S00172650,55.8555374,-4.415301135,53,19,26,6,2,-
S00172651,55.85584986,-4.408992741,43,22,12,3,-,-
S00172652,55.85467931,-4.434662164,55,31,21,3,-,-
S00172653,55.85380347,-4.510857681,53,9,27,11,4,-
S00172654,55.8539197,-4.435349654,59,20,27,9,1,-
S00172655,55.85498587,-4.432795823,44,27,15,2,-,-
S00172656,55.85517409,-4.403565996,84,38,29,10,1,1
S00172657,55.85545706,-4.40885657,56,29,20,4,-,-
S00172658,55.85033508,-4.511688419,56,14,24,14,6,1
S00172659,55.85472492,-4.432811466,62,34,20,5,-,-
S00172660,55.85024048,-4.398004902,74,11,39,25,3,-
S00172661,55.85055282,-4.586605936,71,3,26,36,4,1
S00172662,55.85518597,-4.408472272,44,18,22,5,-,1
S00172663,55.85496631,-4.407755606,42,16,21,5,-,-
S00172664,55.85337503,-4.492151002,52,16,24,12,-,-
S00172665,55.85367658,-4.494567124,27,10,14,5,2,1
S00172666,55.85111072,-4.492117844,67,25,27,10,5,2
S00172667,55.8546995,-4.429550187,50,32,11,9,1,-
S00172668,55.85070649,-4.590834328,55,2,11,27,11,3
S00172669,55.85459054,-4.426874921,43,16,17,4,4,-
S00172670,55.85263568,-4.509504062,76,20,32,20,2,-
S00172671,55.85481566,-4.407187026,36,17,11,6,-,-
S00172672,55.85443742,-4.411813422,36,18,16,4,-,-
S00172673,55.85472847,-4.406590417,45,24,16,4,-,-
S00172674,55.85497732,-4.404896067,42,17,20,4,-,1
S00172675,55.85425285,-4.416180123,33,10,15,4,1,2
S00172676,55.8540776,-4.428728407,56,31,21,4,-,-
S00172677,55.85267997,-4.494071823,44,20,14,9,1,1
S00172678,55.85059831,-4.568138565,39,6,12,20,2,-
S00172679,55.85381942,-4.431332769,43,35,10,1,-,-
S00172680,55.85069089,-4.571020688,70,3,21,36,6,3
S00172681,55.85055913,-4.486953767,50,17,23,13,1,-
S00172682,55.85232468,-4.496078282,71,44,19,7,3,-
S00172683,55.85243398,-4.431853374,45,16,17,10,2,2
S00172684,55.85358519,-4.405305363,35,14,13,3,2,-
S00172685,55.85069105,-4.573161732,32,3,11,17,2,-
S00172686,55.8518041,-4.508411865,64,17,26,11,4,-
S00172687,55.85282626,-4.415596231,54,24,28,-,1,-
S00172688,55.85183408,-4.495008246,60,29,26,2,3,-
S00172689,55.85363229,-4.410245579,66,32,27,5,-,-
S00172690,55.85250954,-4.40055737,66,9,29,27,4,1
S00172691,55.85404693,-4.406052935,35,15,15,4,-,-
S00172692,55.84933398,-4.590279613,53,2,18,26,5,3
S00172693,55.85169054,-4.49765138,43,17,19,5,-,-
S00172694,55.85208411,-4.428635952,57,30,21,8,1,1
S00172695,55.84968623,-4.571353753,29,1,12,9,2,1
S00172696,55.85125678,-4.452662419,80,48,22,8,2,-
S00172697,55.85269811,-4.404707285,41,4,14,21,3,-
S00172698,55.85199948,-4.423358015,68,27,30,9,-,1
S00172699,55.85320902,-4.430383872,56,27,27,2,-,-
S00172700,55.85301912,-4.428167024,71,17,44,8,1,1
S00172701,55.85349816,-4.40745705,46,18,19,5,-,-
S00172702,55.85132026,-4.509658906,48,9,20,13,3,2
S00172703,55.85147034,-4.494329835,35,15,10,9,-,-
S00172704,55.85075284,-4.507513271,54,10,25,9,6,3
S00172705,55.85076681,-4.517388342,62,18,23,12,4,2
S00172706,55.85050373,-4.515310223,67,17,30,20,2,1
S00172707,55.85079274,-4.5130441,62,19,24,17,3,-
S00172708,55.85107217,-4.498889908,46,11,19,10,3,-
S00172709,55.85142941,-4.424920268,45,17,21,7,-,-
S00172710,55.85312811,-4.409830877,58,31,23,2,-,-
S00172711,55.85078645,-4.500565185,67,32,25,9,1,-
S00172712,55.85059692,-4.514709099,52,10,21,14,7,-
S00172713,55.85056622,-4.513572709,33,3,15,12,2,1
S00172714,55.85058207,-4.516753267,51,10,22,14,8,-
S00172715,55.85237982,-4.403057882,73,24,33,14,2,-
S00172716,55.85266407,-4.414244014,61,39,18,3,1,-
S00172717,55.85064487,-4.506196156,46,10,15,13,8,2
S00172718,55.84888645,-4.577356246,79,2,18,46,9,4
S00172719,55.85056517,-4.502164693,44,15,22,6,1,-
S00172720,55.84948085,-4.570429474,43,3,17,18,3,3
S00172721,55.85231446,-4.410531451,78,35,36,7,1,-
S00172722,55.85199702,-4.416631244,77,23,37,18,3,-
S00172723,55.84719151,-4.524745789,28,1,8,13,3,-
S00172724,55.85228067,-4.41225496,48,26,16,5,-,-
S00172725,55.85241027,-4.428959886,44,13,24,5,2,-
S00172726,55.85270972,-4.403653458,45,12,23,9,1,-
S00172727,55.85167622,-4.426533407,45,31,11,2,-,1
S00172728,55.85007998,-4.503922957,72,22,32,13,5,-
S00172729,55.8508605,-4.450448543,32,17,12,2,1,-
S00172730,55.85024605,-4.495753238,58,22,30,11,2,-
S00172731,55.84915405,-4.436361535,49,33,12,3,1,-
S00172732,55.85236837,-4.408697341,65,40,16,9,-,-
S00172733,55.85012037,-4.509437734,26,4,6,11,6,1
S00172734,55.85150753,-4.450904702,52,29,18,5,-,-
S00172735,55.85050155,-4.497335411,53,32,15,6,-,-
S00172736,55.85009344,-4.501495273,70,19,37,8,1,1
S00172737,55.85137818,-4.414276087,66,36,25,5,-,-
S00172738,55.84985765,-4.494961427,37,19,12,2,3,-
S00172739,55.85120545,-4.430801983,79,55,22,1,-,-
S00172740,55.85150422,-4.429782103,53,34,17,3,-,-
S00172741,55.85175497,-4.428008261,42,23,15,4,-,-
S00172742,55.84854812,-4.53438791,42,2,10,20,10,2
S00172743,55.8508126,-4.44788915,35,15,11,6,2,2
S00172744,55.84958996,-4.506799264,55,18,23,12,-,1
S00172745,55.85150418,-4.40647092,58,15,37,6,-,-
S00172746,55.84919929,-4.505240314,42,17,14,10,2,-
S00172747,55.85159768,-4.415456064,42,21,18,2,1,1
S00172748,55.84507745,-4.470404753,63,2,31,27,3,-
S00172749,55.85099918,-4.40885226,65,13,35,14,2,2
S00172750,55.85145132,-4.428820149,49,26,19,3,-,-
S00172751,55.84941578,-4.501228039,64,26,23,12,1,-
S00172752,55.8502741,-4.426078517,58,35,20,3,-,2
S00172753,55.85047269,-4.426490324,95,59,34,3,-,1
S00172754,55.84907583,-4.494511887,52,23,14,10,-,1
