OA_Code,Latitude,Longitude,"All People, aged 3 and over","All People, 3 - 15","All People, 16 - 24","All People, 25 - 34","All People, 35 - 49","All People, 50 - 64","All People, 65 and over","Understands/Speaks/Reads/Writes Gaelic, Total","Understands/Speaks/Reads/Writes Gaelic, 3 - 15","Understands/Speaks/Reads/Writes Gaelic, 16 - 24","Understands/Speaks/Reads/Writes Gaelic, 25 - 34","Understands/Speaks/Reads/Writes Gaelic, 35 - 49","Understands/Speaks/Reads/Writes Gaelic, 50 - 64","Understands/Speaks/Reads/Writes Gaelic, 65 and over","No skills in Gaelic, Total","No skills in Gaelic, 3 - 15","No skills in Gaelic, 16 - 24","No skills in Gaelic, 25 - 34","No skills in Gaelic, 35 - 49","No skills in Gaelic, 50 - 64","No skills in Gaelic, 65 and over"
S00177143,55.76657858,-4.194782036,74,14,4,6,14,18,13,-,-,-,-,-,-,-,74,14,4,6,14,18,13
S00177144,55.76659866,-4.142733491,72,11,2,-,12,17,30,-,-,-,-,-,-,-,72,11,2,-,12,17,30
S00177145,55.76650395,-4.159435091,75,2,3,7,17,20,23,1,-,-,-,-,1,-,69,2,3,7,17,17,23
S00177146,55.76848483,-4.044170776,104,16,6,13,21,27,22,2,-,2,-,1,-,-,102,16,4,13,20,27,22
S00177147,55.76819072,-4.085732024,127,14,14,16,19,37,26,-,-,-,-,-,-,-,127,14,14,16,19,37,26
S00177148,55.76858763,-4.074498045,120,15,6,10,16,33,41,1,-,-,1,-,-,-,120,15,6,9,16,33,41
S00177149,55.76911124,-4.048109428,64,10,4,5,11,14,19,-,-,-,-,-,-,-,64,10,4,5,11,14,19
S00177150,55.76636415,-4.197225008,101,16,8,5,18,23,31,-,-,-,-,-,-,-,101,16,8,5,18,23,31
S00177151,55.76628055,-4.193856609,76,7,13,18,10,17,12,-,-,-,-,-,-,-,76,7,13,18,10,17,12
S00177152,55.76887459,-4.023338875,132,13,11,5,13,37,53,3,-,-,-,-,1,2,129,13,11,5,13,35,51
S00177153,55.76892642,-4.030547402,106,5,5,7,12,26,56,2,-,-,2,-,-,1,104,5,5,6,12,26,54
S00177154,55.76723417,-4.153162476,154,21,23,16,26,43,24,1,-,-,-,-,1,-,153,21,23,16,26,42,24
S00177155,55.76897942,-4.037660368,128,18,18,15,21,32,30,-,-,-,-,-,-,-,128,18,18,15,21,32,30
S00177156,55.76880934,-4.051122602,75,11,4,16,12,20,11,1,-,-,-,-,-,1,73,11,4,16,12,20,10
S00177157,55.76797501,-4.079901692,96,10,6,16,15,23,32,-,-,-,-,-,-,-,96,10,6,16,15,23,32
S00177158,55.76685043,-4.18861186,88,8,10,14,14,21,19,-,-,-,-,-,-,-,88,8,10,14,14,21,19
S00177159,55.76518828,-4.185553634,114,6,10,16,6,42,38,1,-,1,-,-,-,-,113,6,9,16,6,42,38
S00177160,55.7663267,-4.181169634,67,6,1,15,9,14,24,-,-,-,-,-,-,-,67,6,1,15,9,14,24
S00177161,55.76598079,-4.199562788,101,16,14,9,19,29,13,-,-,-,-,-,-,-,101,16,14,9,19,29,13
S00177162,55.76721146,-4.157019164,82,17,10,17,15,16,11,-,-,-,-,-,-,-,81,17,10,17,11,16,11
S00177163,55.76916787,-4.009851039,227,52,20,16,81,31,27,1,-,-,-,1,-,-,226,52,20,16,80,31,27
S00177164,55.76821089,-4.036855052,165,26,13,10,26,41,44,2,-,-,-,-,2,-,163,26,13,10,26,39,44
S00177165,55.76812916,-4.091467866,104,14,12,7,25,24,21,-,-,-,-,-,-,-,104,14,12,7,25,24,21
S00177166,55.76746347,-4.039653663,103,2,4,14,14,26,42,4,-,-,2,-,2,-,100,2,4,13,14,24,42
S00177167,55.76897089,-4.04142228,85,4,10,14,12,22,23,1,-,-,-,-,1,-,84,4,10,14,12,21,23
S00177168,55.76556125,-4.168055005,124,13,9,13,14,41,36,2,-,-,2,1,-,-,122,13,9,10,15,41,36
S00177169,55.76702406,-4.150791501,74,10,7,6,19,20,15,-,-,-,-,-,-,-,74,10,7,6,19,20,15
S00177170,55.76820205,-4.06323846,130,29,12,13,25,28,23,1,-,-,-,1,-,-,129,29,12,13,24,28,23
S00177171,55.7680275,-4.081578394,97,7,6,5,17,22,41,2,1,-,-,1,-,-,93,3,6,5,16,22,41
S00177172,55.76632828,-4.158692064,75,8,1,13,10,20,18,2,-,-,-,-,1,1,73,8,1,13,10,19,17
S00177173,55.76661762,-4.147309778,131,25,12,13,29,23,30,-,-,-,-,-,-,-,131,25,12,13,29,23,30
S00177174,55.76748267,-4.087734747,139,18,10,14,22,36,37,1,-,-,-,-,-,1,134,18,10,14,22,36,40
S00177175,55.76687707,-4.154051465,106,10,17,11,17,37,14,2,-,2,-,-,-,-,105,10,16,11,17,37,14
S00177176,55.76045277,-3.615623728,77,3,10,2,7,37,18,1,-,1,-,-,-,-,76,3,7,2,7,37,18
S00177177,55.76592981,-4.187316822,73,12,7,13,14,14,14,1,-,1,-,-,-,-,76,12,6,13,14,14,14
S00177178,55.76596185,-4.188546113,95,8,7,18,22,22,19,-,-,-,-,-,-,-,95,8,7,18,22,22,19
S00177179,55.76794958,-4.054170152,160,30,20,24,31,29,19,-,-,-,-,-,-,-,159,30,20,24,31,29,22
S00177180,55.76578522,-4.195422926,112,16,10,21,20,22,23,1,-,-,-,-,-,1,111,16,10,21,20,22,22
S00177181,55.76793007,-4.049418466,127,19,12,16,33,32,15,6,2,-,1,-,-,2,120,17,12,15,33,31,13
S00177182,55.76646063,-4.144463546,84,4,4,9,8,26,35,-,-,-,-,-,-,-,84,4,4,9,8,26,35
S00177183,55.76522274,-4.175002496,115,5,14,18,13,35,32,1,-,1,-,-,-,-,114,5,11,18,13,35,32
S00177184,55.76816404,-4.046704683,90,10,14,9,23,19,17,1,-,1,-,-,-,-,89,10,13,9,23,19,17
S00177185,55.76656429,-4.068173434,140,18,11,4,23,40,44,-,-,-,-,-,-,-,140,18,11,4,23,40,44
S00177186,55.76716801,-4.094604714,91,6,4,16,11,30,28,2,-,-,2,-,-,-,90,6,4,15,11,30,28
S00177187,55.76751577,-4.057000887,101,18,8,12,32,21,11,-,-,-,-,-,-,-,101,18,8,12,32,21,11
S00177188,55.76769871,-4.051972939,85,8,15,16,20,12,12,6,-,3,1,1,-,-,78,8,13,15,19,11,12
S00177189,55.76654869,-4.150223301,102,5,9,12,21,30,22,1,-,1,-,-,-,-,101,5,7,12,21,30,22
S00177190,55.76680855,-4.07819759,138,14,12,11,18,42,40,2,-,-,-,-,-,2,137,14,12,11,18,42,39
S00177191,55.76717123,-4.064682497,62,9,2,7,10,16,13,-,-,-,-,-,-,-,62,9,2,7,10,16,13
S00177192,55.76658351,-4.03527169,118,21,12,4,18,17,46,2,1,-,-,-,-,-,116,20,12,4,18,17,45
S00177193,55.76751015,-4.091402826,92,11,4,13,16,28,17,-,-,-,-,-,-,-,91,11,4,10,16,28,17
S00177194,55.74113476,-3.689566732,150,21,10,13,28,41,38,2,-,-,-,2,-,-,148,21,10,13,26,41,38
S00177195,55.76605691,-4.157768399,69,1,10,9,8,26,13,3,-,-,-,4,1,-,66,1,10,9,6,26,13
S00177196,55.76482777,-4.173960272,102,3,4,13,10,25,47,-,-,-,-,-,-,-,101,3,4,13,10,24,47
S00177197,55.7655948,-4.153885082,109,14,17,10,22,28,25,-,2,-,-,-,-,-,110,13,16,10,22,28,25
S00177198,55.767469,-4.058720121,119,18,14,18,18,32,19,1,-,1,-,-,-,-,115,18,13,18,18,32,19
S00177199,55.76732314,-4.042691164,87,7,6,8,14,12,35,-,-,-,-,-,-,-,86,6,6,8,14,12,35
S00177200,55.76487053,-4.178649315,93,5,9,11,6,22,37,2,-,1,1,-,-,-,91,5,8,11,6,22,37
S00177201,55.76654506,-4.07464459,165,18,9,19,31,29,58,1,-,-,-,-,-,1,164,18,9,19,31,29,58
S00177202,55.76537923,-4.150286434,100,13,11,23,18,16,17,3,-,-,-,1,2,-,97,13,11,23,17,10,17
S00177203,55.76550513,-4.155410492,149,33,8,16,21,31,34,4,4,-,-,-,-,-,143,30,8,16,21,31,34
S00177204,55.7653626,-4.183331614,126,16,8,30,20,27,25,1,-,-,1,-,-,-,125,16,8,29,20,27,25
S00177205,55.76743719,-4.04339856,72,8,9,12,11,17,15,-,-,-,-,-,-,-,72,8,9,12,11,17,15
S00177206,55.7669067,-4.049348814,125,13,25,14,25,25,27,-,-,-,-,-,-,-,125,13,25,14,25,25,27
S00177207,55.76739372,-4.033560353,150,21,13,12,25,41,38,2,-,-,-,-,1,1,148,21,13,12,25,40,37
S00177208,55.76651732,-4.085307871,77,11,3,7,16,15,21,-,-,-,-,-,-,-,77,11,3,7,16,15,21
S00177209,55.76459954,-4.200409563,113,13,10,19,19,28,24,2,-,-,-,-,-,2,111,13,10,19,19,28,22
S00177210,55.69324915,-3.501226879,174,39,17,19,33,45,21,-,-,-,-,-,-,-,174,39,17,19,33,45,21
S00177211,55.76419513,-4.14089596,135,23,16,11,16,42,27,1,-,-,-,-,1,-,138,23,16,11,16,41,27
S00177212,55.76485434,-4.196215468,123,14,10,20,10,49,21,1,-,-,1,-,-,-,122,14,10,23,10,49,21
S00177213,55.76676945,-4.065059788,123,18,19,11,23,39,13,-,-,-,-,-,-,-,123,18,19,11,23,39,13
S00177214,55.76376238,-4.169660773,99,3,6,8,6,28,43,1,-,-,-,-,1,-,95,3,6,8,6,27,43
S00177215,55.76701977,-4.058712377,114,11,8,12,29,27,23,1,-,-,-,-,-,1,109,11,8,12,29,27,22
S00177216,55.75451194,-3.869131665,175,16,24,12,37,49,35,-,-,-,-,-,-,-,175,16,24,12,37,49,35
S00177217,55.76605502,-4.034080454,152,14,15,8,10,47,51,3,-,-,-,1,1,1,145,14,15,8,11,46,50
S00177218,55.7645438,-4.192467817,97,13,16,20,18,21,13,1,-,-,-,1,-,-,96,13,16,20,17,21,13
S00177219,55.76685712,-4.082759438,61,2,3,6,9,16,20,-,-,-,-,-,-,-,61,2,3,6,9,16,20
S00177220,55.76669433,-4.049688377,63,5,3,10,10,18,17,-,-,-,-,-,-,-,63,5,3,10,10,18,17
S00177221,55.76356598,-4.074900769,193,19,32,18,35,61,28,1,-,-,-,1,-,-,192,19,32,18,34,61,28
S00177222,55.76598449,-4.041042981,151,23,17,12,21,43,33,1,-,-,-,-,-,1,149,23,17,12,21,43,29
S00177223,55.7663385,-4.082604245,78,10,4,9,12,15,29,4,-,-,1,-,1,-,76,10,4,8,12,14,29
S00177224,55.76668515,-4.045925751,133,6,11,11,13,37,51,4,-,1,-,-,-,1,131,6,14,11,13,37,50
S00177225,55.76416119,-4.190740669,123,26,11,25,16,25,16,6,4,-,-,3,-,-,117,22,11,25,18,25,16
S00177226,55.76448096,-4.18540246,109,16,16,6,21,29,18,1,-,1,-,-,-,-,108,16,18,6,21,29,18
S00177227,55.76541493,-4.081949235,137,15,7,23,20,23,49,-,-,-,-,-,-,-,137,15,7,23,20,23,47
S00177228,55.76534472,-4.14609202,64,10,7,8,13,15,15,-,-,-,-,-,-,-,63,10,7,7,13,15,15
S00177229,55.76634296,-4.088694055,91,7,2,5,10,25,39,1,-,1,-,-,-,-,93,7,-,5,10,25,39
S00177230,55.76724397,-4.040965341,72,9,7,14,15,17,10,-,-,-,-,-,-,-,71,9,7,14,15,17,12
S00177231,55.76626881,-4.090411746,82,11,4,4,16,23,25,1,-,-,-,1,-,-,79,11,4,4,15,23,25
S00177232,55.76497477,-4.169712194,59,8,5,8,10,14,14,-,-,-,-,-,-,-,59,8,5,8,10,14,14
S00177233,55.76523384,-4.152430474,64,6,4,13,15,15,15,1,-,-,1,-,-,-,66,6,4,12,15,15,15
S00177234,55.76577163,-4.060256611,112,21,13,10,27,28,16,2,-,-,-,2,-,2,110,21,13,10,26,28,15
S00177235,55.76642212,-4.053611563,121,23,17,20,17,18,23,11,4,2,-,-,-,1,113,22,15,20,15,18,24
S00177236,55.76470781,-4.18275301,92,7,14,9,9,29,24,1,-,-,-,-,1,-,91,7,14,9,9,28,24
S00177237,55.76538346,-4.08486474,137,22,10,9,33,36,28,-,-,-,-,-,-,-,137,22,10,9,33,36,28
S00177238,55.76591497,-4.055991983,130,27,17,19,30,28,11,-,-,-,-,-,-,-,130,27,17,19,30,28,11
S00177239,55.76634036,-4.050434972,106,8,9,19,13,35,26,-,-,-,-,-,-,-,106,8,9,19,13,35,26
S00177240,55.76400298,-4.197586314,168,24,24,24,29,45,22,-,-,-,-,-,-,-,168,24,24,24,29,45,22
S00177241,55.76452575,-4.15744468,128,18,9,13,15,26,37,5,-,2,-,-,2,-,125,18,10,13,15,28,37
S00177242,55.76544084,-4.00143385,137,17,6,9,18,36,48,2,-,-,-,-,2,-,136,17,6,9,18,32,48
S00177243,55.76628794,-4.069641329,114,25,11,13,31,14,21,-,-,-,-,-,-,-,114,25,11,13,31,14,21
S00177244,55.76364112,-4.190169513,109,10,10,20,20,29,20,-,-,-,-,-,-,-,109,10,10,20,20,29,20
S00177245,55.76443385,-4.160117654,69,5,1,-,13,13,37,-,-,-,-,-,-,-,69,5,1,-,13,13,37
S00177246,55.76472117,-4.147317079,120,12,17,6,17,37,31,2,-,-,-,2,-,-,119,12,17,6,15,37,31
S00177247,55.76354711,-4.180297056,153,21,6,18,29,31,48,4,2,1,1,-,-,-,149,19,6,17,29,31,48
S00177248,55.76622248,-4.006957595,126,23,12,19,31,31,9,1,-,-,-,1,-,-,125,23,12,19,32,31,9
S00177249,55.76431409,-4.199787724,121,16,14,17,22,29,26,2,-,-,-,1,-,1,119,16,14,17,21,29,25
S00177250,55.76506531,-4.050368022,134,17,18,14,27,35,22,-,-,-,-,-,-,-,134,17,18,14,27,35,22
S00177251,55.76277195,-4.207097145,126,23,14,23,25,26,20,6,2,1,3,-,-,-,121,22,13,21,25,26,20
S00177252,55.76707547,-4.003701588,65,6,-,28,18,9,4,-,-,-,-,-,-,-,65,6,-,28,18,9,4
S00177253,55.76338665,-4.193853434,100,14,16,11,12,32,18,5,1,4,-,2,-,-,99,13,14,11,10,32,18
S00177254,55.76366256,-4.18138746,117,22,10,14,21,30,20,4,2,-,1,-,1,2,113,21,10,13,21,29,19
S00177255,55.76458393,-4.169451365,132,19,16,19,24,29,27,-,-,-,-,-,-,-,132,19,16,19,24,29,27
S00177256,55.76569861,-4.063536591,158,31,32,18,35,27,16,1,-,1,-,-,-,-,157,31,30,18,35,27,16
S00177257,55.76546318,-4.080692476,165,13,17,9,18,57,50,1,-,-,-,2,1,-,165,13,17,9,18,56,50
S00177258,55.76624736,-4.04469129,116,12,14,13,26,28,26,4,-,2,-,-,-,-,114,12,13,13,22,28,26
S00177259,55.76435285,-4.14422027,167,18,19,20,23,53,29,2,-,-,1,-,1,-,162,18,19,19,23,52,29
S00177260,55.76557779,-4.091936972,72,5,2,8,17,19,33,-,-,-,-,-,-,-,72,5,2,8,17,19,33
S00177261,55.76470895,-4.037214368,179,35,19,19,36,42,30,-,-,-,-,-,-,-,178,35,19,19,32,42,30
S00177262,55.76337368,-4.186009993,112,27,9,13,23,19,20,4,-,-,-,-,1,1,108,27,9,11,23,18,20
S00177263,55.76311639,-4.197408899,106,11,8,25,18,21,24,2,-,-,-,1,1,-,100,11,8,25,17,16,24
S00177264,55.76317223,-4.148523067,141,18,9,10,25,20,60,-,-,-,-,-,-,-,141,18,9,10,25,20,60
S00177265,55.76495771,-4.039554665,175,26,15,17,32,40,42,1,-,-,-,-,-,1,174,26,15,17,32,40,41
S00177266,55.76571327,-4.061592571,172,23,26,26,46,40,14,5,1,2,3,-,-,-,167,19,25,23,46,40,14
S00177267,55.76550824,-4.066842232,182,24,24,24,36,41,37,-,-,-,-,-,-,-,182,24,24,24,36,41,37
S00177268,55.76367911,-4.087850209,102,15,6,6,23,21,32,1,-,-,-,-,1,-,105,15,6,6,23,20,32
S00177269,55.76304772,-4.188669722,101,15,6,20,22,15,16,-,1,-,2,-,-,-,96,14,6,19,22,15,16
S00177270,55.76284061,-4.201266871,146,21,12,6,23,22,65,2,-,-,-,2,-,-,147,21,12,6,21,22,65
S00177271,55.76662868,-4.002993195,85,15,-,29,25,7,4,-,-,-,-,-,-,-,85,15,-,29,25,7,4
S00177272,55.76541708,-4.070121222,115,15,13,19,24,24,21,-,-,-,-,-,-,-,115,15,13,19,24,24,21
S00177273,55.76171179,-4.17177841,105,-,2,3,3,16,79,3,-,-,1,1,-,1,104,-,2,4,3,16,78
S00177274,55.76393754,-4.155626839,107,8,7,14,14,31,33,1,-,-,-,-,-,1,106,8,7,14,14,31,32
S00177275,55.76570336,-4.047675632,74,16,10,4,17,14,10,5,2,-,-,3,-,-,69,14,10,4,13,14,10
S00177276,55.76994,-3.685376869,145,16,19,11,22,36,41,1,-,-,-,1,1,1,142,16,19,11,21,35,40
S00177277,55.76276909,-4.204753761,97,23,8,7,25,14,20,-,-,-,-,-,-,-,97,23,8,7,25,14,20
S00177278,55.76383954,-4.159160228,111,14,7,5,15,29,41,4,3,-,-,1,-,-,107,11,7,5,14,29,41
S00177279,55.76479493,-4.071841707,107,17,21,7,24,21,17,-,-,-,-,-,-,-,107,17,21,7,24,21,17
S00177280,55.76419388,-4.074439979,140,18,15,22,48,29,8,-,-,-,-,-,-,-,140,18,15,22,48,29,8
S00177281,55.76191896,-4.181895782,163,8,46,53,20,17,18,-,-,1,-,-,2,-,161,8,45,53,20,16,18
S00177282,55.76302214,-4.195140065,61,5,10,11,10,17,8,2,-,-,-,-,2,-,60,5,10,11,10,16,8
S00177283,55.76556216,-4.042120822,59,7,5,3,3,20,27,-,-,-,-,-,-,-,59,7,5,3,3,20,27
S00177284,55.76340995,-4.154450011,149,18,21,14,27,44,25,4,2,-,-,1,-,1,145,16,21,14,26,44,24
S00177285,55.76418537,-4.057845639,82,10,23,7,15,22,4,4,2,-,-,1,-,-,79,7,23,7,14,25,4
S00177286,55.7620967,-4.209163065,104,10,10,14,15,34,23,-,-,-,-,-,-,-,104,10,10,14,15,34,23
S00177287,55.76214905,-4.211748315,100,10,16,5,14,21,26,-,-,-,-,-,-,-,100,10,16,5,14,21,26
S00177288,55.76116258,-4.167762997,168,23,25,12,29,47,30,1,-,-,-,-,1,-,167,23,25,12,29,46,30
S00177289,55.76437917,-4.044083382,139,13,21,18,31,31,25,-,-,-,-,-,-,-,139,13,21,18,31,31,25
S00177290,55.76458071,-4.089795341,65,1,8,14,10,20,7,-,-,-,-,-,-,-,65,1,8,14,10,20,7
S00177291,55.76126956,-4.150426765,98,7,5,6,7,16,57,1,-,-,-,-,-,1,97,7,5,6,7,16,56
S00177292,55.76252904,-4.162642396,86,5,6,13,10,27,26,-,-,-,-,-,-,-,85,5,6,12,10,27,26
S00177293,55.76428905,-4.086862629,82,16,1,12,18,18,17,-,-,-,-,-,-,-,82,16,1,12,18,18,17
S00177294,55.76285122,-4.146321613,142,14,13,12,16,48,45,4,2,-,-,-,-,1,139,12,13,12,16,48,40
S00177295,55.76071676,-4.21442473,125,13,10,10,18,29,45,-,-,-,-,-,-,-,125,13,10,10,18,29,45
S00177296,55.76442407,-4.052709471,96,18,12,14,21,20,9,5,1,-,-,1,1,-,91,15,12,14,20,19,9
S00177297,55.76246846,-4.205980121,99,11,5,16,7,37,22,6,4,-,-,1,-,1,94,11,5,16,6,37,21
S00177298,55.76447718,-4.047372231,75,8,4,11,8,25,23,-,-,-,-,-,-,-,73,8,4,11,8,25,18
S00177299,55.76473961,-4.048342419,91,16,11,14,21,19,12,6,5,1,-,1,-,1,85,13,8,14,20,19,11
S00177300,55.76459051,-4.004530503,127,12,20,28,33,16,16,1,-,-,-,1,-,-,122,12,20,28,32,16,16
S00177301,55.76228316,-4.193743623,92,11,13,10,24,17,15,2,-,2,-,-,-,-,91,11,12,10,24,17,15
S00177302,55.76333006,-4.034193561,118,17,6,16,16,25,38,3,-,-,-,-,-,3,116,17,6,16,16,25,36
S00177303,55.76432278,-4.060371457,160,46,17,17,32,28,20,3,2,-,1,-,-,-,157,44,17,16,32,28,20
S00177304,55.76116848,-4.201794267,94,11,9,5,15,12,42,-,-,-,-,-,-,-,94,11,9,5,15,12,42
S00177305,55.76289779,-4.157004059,108,10,16,13,14,40,22,-,-,-,-,-,-,-,108,10,16,13,14,40,22
S00177306,55.76515854,-4.04369378,72,10,7,8,13,20,15,-,-,-,-,-,-,-,72,10,7,8,13,20,15
S00177307,55.76226772,-4.188562248,79,5,15,10,12,19,18,3,-,1,-,2,1,-,76,5,14,10,11,18,18
S00177308,55.76335175,-4.036139356,176,30,18,12,29,37,46,5,-,1,-,-,1,3,171,29,21,12,29,36,44
S00177309,55.7640315,-4.067545148,166,23,19,18,28,43,42,1,-,1,-,-,-,-,172,23,17,18,28,43,42
S00177310,55.76053124,-4.217235488,215,42,29,15,51,59,19,-,-,-,-,-,-,-,215,42,29,15,51,59,19
S00177311,55.76125346,-4.207075087,104,13,5,11,15,24,36,-,-,-,-,-,-,-,104,13,5,11,15,24,36
S00177312,55.76435004,-4.053375074,91,24,12,15,15,17,9,1,-,-,-,1,-,-,90,24,12,15,15,17,9
S00177313,55.75933813,-4.218108152,85,11,7,23,18,20,9,1,-,1,-,-,-,-,87,11,6,23,18,20,9
S00177314,55.76317809,-4.056278272,139,27,13,14,36,31,15,5,1,-,2,-,1,-,134,29,13,12,35,30,15
S00177315,55.76163272,-4.203972315,120,21,12,25,27,19,20,3,-,-,1,1,-,1,117,21,12,28,26,19,15
S00177316,55.76203284,-4.2012054,77,11,5,17,16,20,8,-,-,-,-,-,-,-,77,11,5,17,16,20,8
S00177317,55.76401804,-4.071545445,64,6,4,10,8,8,28,1,-,-,-,-,-,1,63,6,4,10,8,8,27
S00177318,55.76423004,-4.054102019,180,43,30,29,35,28,11,6,-,4,-,-,-,-,175,46,26,29,35,28,11
S00177319,55.7613815,-4.221412162,93,4,4,32,25,22,6,4,2,-,2,1,-,-,89,5,4,30,28,22,6
S00177320,55.76196996,-4.211212153,85,11,8,12,23,15,13,5,2,-,1,2,-,-,85,17,8,11,21,15,13
S00177321,55.76255199,-4.160316423,92,13,5,13,11,20,32,4,-,2,2,-,-,-,90,13,6,12,11,20,32
S00177322,55.76353635,-4.088846806,58,4,3,16,10,22,4,1,-,-,1,-,-,-,57,4,3,15,10,22,4
S00177323,55.76126733,-4.189223469,142,25,17,25,24,40,11,-,-,-,-,-,-,-,142,25,17,25,24,40,11
S00177324,55.76202247,-4.188707903,103,18,10,13,19,27,13,1,-,-,-,1,-,-,102,18,10,13,21,27,13
S00177325,55.76226491,-4.15465782,154,19,16,25,27,32,35,-,-,-,-,-,-,-,154,19,16,25,27,32,35
S00177326,55.75904929,-4.234046536,217,47,23,14,52,58,26,-,-,-,-,-,-,-,217,47,23,14,52,58,26
S00177327,55.76103095,-4.195920759,103,16,10,16,14,26,16,-,-,-,-,-,-,-,103,16,10,16,14,26,16
S00177328,55.76153253,-4.153884193,108,14,9,16,12,22,33,1,-,-,-,-,-,1,107,14,9,16,12,22,32
S00177329,55.76194792,-4.152233429,97,10,7,14,17,27,22,-,-,-,-,-,-,-,95,8,7,14,17,27,22
S00177330,55.76164848,-4.201088098,82,14,8,12,11,28,11,1,-,1,-,-,-,-,84,14,6,12,11,28,11
S00177331,55.76373613,-4.043300541,91,18,11,18,19,14,11,-,-,-,-,-,-,-,91,18,11,18,19,14,11
S00177332,55.76227217,-4.158340336,70,12,7,13,13,16,9,1,-,-,-,1,1,-,68,12,7,13,12,15,9
S00177333,55.76100326,-4.20999383,112,13,11,13,26,34,15,-,-,-,-,-,-,-,112,13,11,13,26,34,15
S00177334,55.76159415,-4.186516094,61,7,9,16,12,8,10,3,-,2,-,-,-,1,58,7,9,16,12,8,8
S00177335,55.76127547,-4.048049162,122,24,13,14,20,25,21,2,-,-,-,1,-,-,117,24,13,14,19,25,20
S00177336,55.76100647,-4.192763357,116,13,8,22,20,33,16,2,-,-,-,2,-,-,110,13,8,22,19,32,16
S00177337,55.76375324,-4.0062728,201,48,23,16,65,38,8,-,-,-,-,-,-,-,201,48,23,16,65,38,8
S00177338,55.76266396,-4.041841758,163,28,19,13,30,39,33,2,-,-,1,-,-,-,161,28,19,12,30,39,33
S00177339,55.76343518,-4.045723608,97,9,5,17,16,26,28,1,-,-,-,-,1,-,96,9,5,17,16,25,28
S00177340,55.76114071,-4.161864181,98,5,19,15,14,21,17,3,-,-,-,-,2,2,95,5,19,15,14,23,16
S00177341,55.76231021,-4.147965566,81,6,4,11,9,24,26,-,-,-,-,-,-,-,81,6,4,11,9,24,26
S00177342,55.75992174,-4.212658225,117,17,13,17,26,34,14,6,-,-,1,1,-,2,112,17,13,16,27,32,12
S00177343,55.76198467,-4.160890753,71,10,4,11,7,9,29,2,-,1,1,-,-,-,69,10,5,10,7,9,29
S00177344,55.7641535,-4.001017192,121,29,4,18,55,9,7,-,-,-,-,-,-,-,121,29,4,18,55,9,7
S00177345,55.75988413,-4.202247851,150,40,12,7,51,26,14,2,-,-,-,2,-,-,149,40,12,7,48,26,14
S00177346,55.7619646,-4.063259598,84,17,4,13,16,12,21,-,-,-,-,-,-,-,84,17,4,13,16,12,21
S00177347,55.76179523,-4.159397877,72,9,11,11,16,13,7,6,2,-,-,-,2,-,65,7,11,13,16,12,7
S00177348,55.76069187,-4.15723289,156,25,10,26,26,34,39,-,-,-,-,-,-,-,155,25,9,26,26,34,39
S00177349,55.76083685,-4.201743692,120,18,5,19,20,25,34,4,-,-,-,1,-,3,111,18,5,19,17,25,31
S00177350,55.76839948,-3.688928939,125,14,7,12,18,31,41,-,-,-,-,-,-,-,125,14,7,12,18,31,41
S00177351,55.76136056,-4.078832163,133,29,11,44,44,3,3,4,1,1,4,-,-,-,129,27,13,42,44,3,3
S00177352,55.7631636,-4.04692081,64,7,4,22,8,14,10,1,-,-,1,-,-,-,62,7,4,21,8,14,10
S00177353,55.76107844,-4.162848979,132,23,8,18,30,32,21,2,-,-,-,-,-,2,130,23,8,18,30,32,19
S00177354,55.76270106,-4.071300251,156,28,26,12,31,32,27,-,-,-,-,-,-,-,156,28,26,12,31,32,27
S00177355,55.76003369,-4.211931364,154,26,14,18,24,26,43,5,-,-,1,-,-,4,145,26,14,17,24,26,39
S00177356,55.76811834,-3.684533095,130,17,7,13,27,33,35,2,-,-,-,2,-,-,127,17,7,13,24,33,35
S00177357,55.76366017,-3.997644541,127,34,4,20,61,5,6,-,-,-,-,-,-,-,127,34,4,20,61,5,6
S00177358,55.75893338,-4.238439026,197,46,17,13,58,33,32,1,-,-,-,1,-,-,196,46,17,13,59,33,32
S00177359,55.76130676,-4.160088147,132,17,27,25,22,30,8,-,1,1,-,-,-,-,130,16,26,25,22,30,8
S00177360,55.75906301,-4.167056737,83,4,15,1,11,32,21,-,-,-,-,-,-,-,80,4,15,1,10,32,21
S00177361,55.76241441,-4.058947792,138,13,20,9,21,33,42,2,-,2,-,-,-,1,136,13,19,9,21,33,41
S00177362,55.76333444,-4.054453411,158,28,30,13,30,38,15,3,-,-,2,2,-,-,155,28,30,16,24,38,15
S00177363,55.76051819,-4.058943463,176,32,22,22,32,46,26,2,-,1,1,-,-,-,174,32,24,21,32,46,26
S00177364,55.76224325,-4.074463884,114,23,15,10,23,27,17,-,-,-,-,-,-,-,114,23,15,10,23,27,17
S00177365,55.76077319,-4.193244382,88,13,5,10,20,17,20,2,1,-,2,-,1,-,85,16,5,9,20,16,20
S00177366,55.76066148,-4.190942838,69,9,2,6,10,23,15,1,-,-,-,-,1,-,68,9,2,6,10,18,15
S00177367,55.76791866,-3.682053692,117,15,15,14,24,24,23,2,-,-,-,1,1,-,115,15,15,14,23,21,23
S00177368,55.76005315,-4.03886821,103,6,14,10,5,28,35,-,-,-,-,-,-,-,103,6,14,10,5,28,35
