Scotland's Census 2022 - National Records of Scotland
Table UV408 - Number of bedrooms
All occupied households
,"All occupied households","One bedroom","Two bedrooms","Three bedrooms","Four bedrooms","Five or more bedrooms"
"S00136059",46,-,39,3,1,1
"S00136060",48,5,22,19,-,-
"S00136061",79,30,32,11,1,5
"S00136062",35,-,4,31,1,1
"S00136063",63,41,18,4,-,-
"S00136064",68,13,15,37,3,-
"S00136065",66,4,57,7,-,-
"S00136066",42,5,33,-,-,-
"S00136067",31,1,6,18,2,2
"S00136068",72,29,37,7,2,-
"S00136069",71,4,52,11,-,-
"S00136070",42,-,25,17,-,-
"S00136071",76,4,37,37,-,-
"S00136072",52,36,14,2,-,-
"S00136073",47,11,5,27,3,2
"S00136074",50,21,29,-,-,-
"S00136075",61,17,41,3,-,-
"S00136076",80,49,18,8,3,4
"S00136077",43,6,17,9,7,4
"S00136078",70,-,1,17,31,22
"S00136079",41,23,13,3,1,1
"S00136080",73,3,50,19,1,-
"S00136081",40,16,11,4,4,4
"S00136082",48,20,22,6,-,-
"S00136083",60,25,27,7,1,-
"S00136084",48,2,32,15,-,-
"S00136085",44,1,34,8,-,2
"S00136086",51,2,47,2,-,-
"S00136087",61,11,30,12,4,1
"S00136088",61,50,12,2,-,-
"S00136089",72,1,3,25,30,14
"S00136090",50,1,6,26,13,1
"S00136091",60,1,38,18,3,-
"S00136092",73,7,37,31,-,-
"S00136093",65,16,46,1,-,-
"S00136094",35,-,13,24,-,-
"S00136095",29,-,12,13,-,-
"S00136096",64,2,46,12,4,-
"S00136097",85,9,67,11,-,1
"S00136098",48,-,41,7,-,-
"S00136099",81,1,69,11,-,-
"S00136100",67,3,50,10,4,-
"S00136101",65,35,2,27,-,1
"S00136102",53,3,33,11,4,2
"S00136103",68,1,65,3,-,-
"S00136104",72,46,16,7,3,-
"S00136105",61,16,34,9,-,1
"S00136106",41,2,31,7,1,-
"S00136107",63,6,44,15,2,-
"S00136108",63,4,11,34,7,3
"S00136109",48,-,19,27,2,-
"S00136110",45,2,17,21,5,-
"S00136111",72,33,33,5,-,1
"S00136112",57,-,19,37,1,-
"S00136113",49,12,31,6,-,-
"S00136114",82,4,64,11,1,2
"S00136115",82,42,29,8,-,3
"S00136116",38,10,13,7,4,4
"S00136117",76,55,19,1,1,-
"S00136118",40,-,29,10,2,-
"S00136119",47,7,21,18,1,-
"S00136120",45,2,35,8,-,-
"S00136121",68,22,14,26,4,3
"S00136122",90,59,20,6,1,-
"S00136123",73,12,19,11,22,9
"S00136124",37,4,25,7,-,-
"S00136125",45,-,25,20,-,-
"S00136126",72,62,6,3,-,1
"S00136127",70,10,44,16,1,1
"S00136128",54,41,13,-,-,-
"S00136129",64,33,18,1,9,1
"S00136130",41,2,32,7,-,-
"S00136131",58,35,20,4,-,-
"S00136132",61,10,44,7,-,-
"S00136133",55,1,16,29,5,-
"S00136134",42,5,23,14,-,-
"S00136135",47,20,14,8,4,2
"S00136136",46,21,22,3,-,-
"S00136137",63,2,61,1,-,-
"S00136138",73,65,2,-,-,1
"S00136139",66,2,63,1,-,-
"S00136140",56,1,37,16,1,-
"S00136141",50,26,17,5,1,1
"S00136142",67,30,29,6,-,-
"S00136143",43,2,39,4,-,-
"S00136144",85,24,28,23,8,2
"S00136145",57,20,30,9,-,1
"S00136146",76,51,18,2,2,-
"S00136147",33,1,30,2,-,-
"S00136148",43,-,25,16,1,-
"S00136149",46,5,34,5,2,-
"S00136150",57,1,32,17,4,-
"S00136151",37,1,15,24,1,-
"S00136152",48,9,30,9,-,-
"S00136153",46,4,41,-,-,-
"S00136154",66,31,30,3,1,1
"S00136155",62,4,28,1,26,3
"S00136156",49,3,3,32,10,1
"S00136157",34,10,22,1,2,-
"S00136158",78,45,26,5,2,1
"S00136159",38,-,25,13,-,-
"S00136160",53,26,26,5,-,1
"S00136161",48,2,31,13,1,1
"S00136162",82,41,40,3,-,-
"S00136163",48,25,24,-,-,-
"S00136164",47,4,42,1,-,-
"S00136165",35,3,30,-,-,-
"S00136166",43,25,11,5,2,-
"S00136167",66,4,62,3,-,-
"S00136168",59,11,24,27,1,-
"S00136169",33,1,30,1,-,-
"S00136170",54,31,20,-,-,2
"S00136171",42,18,11,12,1,-
"S00136172",64,33,31,-,-,-
"S00136173",42,19,21,1,-,-
"S00136174",85,15,71,2,-,-
"S00136175",37,5,17,14,-,-
"S00136176",55,3,37,16,1,-
"S00136177",46,4,30,8,1,2
"S00136178",73,40,27,4,4,-
"S00136179",76,40,33,3,1,-
"S00136180",82,10,72,-,-,-
"S00136181",46,30,14,-,1,-
"S00136182",53,-,38,15,-,-
"S00136183",50,-,30,26,1,-
"S00136184",52,3,23,24,2,1
"S00136185",52,3,41,9,-,-
"S00136186",77,53,19,5,-,-
"S00136187",44,2,28,14,1,-
"S00136188",38,15,20,3,-,-
"S00136189",53,22,30,1,-,-
"S00136190",62,37,24,1,-,-
"S00136191",43,3,36,2,-,-
"S00136192",72,10,60,1,1,-
"S00136193",69,3,64,2,-,-
"S00136194",97,59,37,-,2,-
"S00136195",48,11,30,5,3,-
"S00136196",54,29,25,-,-,-
"S00136197",70,24,45,1,-,-
"S00136198",77,53,15,11,1,1
"S00136199",43,27,13,1,4,-
"S00136200",39,25,4,8,-,1
"S00136201",56,3,47,3,-,-
"S00136202",36,3,31,2,3,-
"S00136203",44,-,32,12,-,-
"S00136204",81,29,38,10,1,-
"S00136205",59,49,10,1,-,-
"S00136206",68,42,20,3,-,1
"S00136207",46,23,21,-,1,-
"S00136208",38,3,30,8,1,-
"S00136209",46,1,31,14,-,1
"S00136210",78,4,21,20,32,1
"S00136211",60,38,19,2,1,-
"S00136212",43,8,24,9,-,-
"S00136213",41,9,19,13,-,2
"S00136214",51,12,34,5,-,-
"S00136215",44,1,35,5,1,-
"S00136216",67,38,29,2,-,-
"S00136217",65,1,51,17,-,-
"S00136218",43,23,17,3,-,-
"S00136219",38,2,30,4,3,-
"S00136220",70,48,19,2,1,-
"S00136221",37,3,30,4,-,-
"S00136222",50,42,8,-,-,-
"S00136223",80,1,8,44,24,3
"S00136224",50,35,9,8,1,-
"S00136225",55,-,45,7,-,-
"S00136226",45,1,15,26,3,-
"S00136227",42,16,27,2,-,-
"S00136228",75,2,39,26,-,2
"S00136229",62,20,40,1,-,1
"S00136230",62,42,12,4,4,-
"S00136231",83,70,9,3,-,1
"S00136232",73,3,33,30,5,-
"S00136233",44,12,23,6,1,-
"S00136234",60,25,17,7,5,3
"S00136235",29,-,4,13,10,2
"S00136236",78,34,29,10,-,1
"S00136237",83,7,56,3,13,-
"S00136238",70,28,40,-,1,1
"S00136239",43,16,26,1,-,1
"S00136240",41,2,7,26,2,1
"S00136241",37,-,32,4,-,-
"S00136242",49,2,33,2,12,-
"S00136243",47,3,38,5,1,-
"S00136244",69,1,51,16,-,-
"S00136245",65,50,12,-,-,2
"S00136246",49,14,35,-,-,-
"S00136247",58,3,11,29,6,2
"S00136248",65,23,24,15,3,-
"S00136249",45,13,17,10,1,4
"S00136250",43,-,18,21,1,-
"S00136251",63,15,43,3,2,-
"S00136252",62,33,32,1,-,-
"S00136253",37,12,18,5,4,-
"S00136254",64,8,30,14,11,1
"S00136255",71,9,54,7,-,1
"S00136256",57,19,19,19,-,1
"S00136257",67,23,33,7,3,1
"S00136258",49,2,23,21,1,-
"S00136259",78,3,15,46,12,2
"S00136260",64,60,3,-,-,-
"S00136261",56,16,35,4,-,-
"S00136262",65,16,31,13,4,2
"S00136263",58,12,46,-,-,-
"S00136264",60,19,40,-,-,-
"S00136265",55,9,45,1,3,-
"S00136266",49,-,2,30,12,2
"S00136267",60,27,23,4,4,2
"S00136268",70,14,53,3,-,-
"S00136269",62,34,25,2,-,-
"S00136270",39,7,29,-,1,1
"S00136271",53,8,17,26,2,2
"S00136272",63,-,49,12,1,1
"S00136273",37,4,31,3,-,-
"S00136274",59,31,18,4,1,2
"S00136275",73,3,66,4,-,-
"S00136276",79,58,14,6,-,-
"S00136277",42,20,10,4,4,-
"S00136278",51,5,35,9,6,-
"S00136279",43,30,10,-,1,-
"S00136280",56,1,49,5,-,-
"S00136281",82,34,31,10,6,1
"S00136282",42,19,17,5,-,2
"S00136283",38,-,37,-,-,-
"S00136284",78,13,48,9,6,2
"S00136285",76,47,27,3,-,-
"S00136286",45,1,7,12,23,3
"S00136287",42,3,16,12,9,4
"S00136288",76,-,74,1,-,-
"S00136289",82,7,38,31,4,-
"S00136290",76,6,27,32,9,2
"S00136291",72,45,26,-,-,-
"S00136292",66,26,21,16,-,4
"S00136293",41,4,14,11,14,-
"S00136294",41,9,7,18,6,2
"S00136295",58,46,10,1,1,-
"S00136296",61,45,13,3,-,-
"S00136297",70,15,46,3,-,2
"S00136298",81,24,46,9,-,-
"S00136299",61,5,18,22,10,3
"S00136300",48,8,33,7,-,-
"S00136301",78,20,49,6,-,3
"S00136302",72,26,21,18,2,1
"S00136303",68,19,42,8,2,1
"S00136304",60,27,32,1,-,-
"S00136305",72,30,23,11,5,2
"S00136306",49,-,44,1,1,-
"S00136307",58,20,19,17,4,1
"S00136308",73,1,13,31,21,7
"S00136309",70,26,12,28,1,3
"S00136310",73,14,44,7,1,5
"S00136311",43,-,3,21,13,4
"S00136312",54,3,11,24,10,3
"S00136313",52,27,24,-,1,-
"S00136314",69,38,26,-,-,-
"S00136315",71,61,9,1,-,-
"S00136316",42,4,3,33,3,1
"S00136317",49,-,7,25,15,1
"S00136318",47,2,7,24,12,3
"S00136319",59,37,25,-,-,-
"S00136320",43,13,19,10,-,-
"S00136321",54,15,35,3,2,-
"S00136322",38,-,35,3,-,-
"S00136323",50,10,3,30,6,-
"S00136324",47,24,15,6,-,2
"S00136325",61,5,16,17,15,10
"S00136326",64,19,46,3,-,-
"S00136327",36,3,31,-,-,-
"S00136328",45,20,20,5,-,-
"S00136329",67,12,36,16,2,-
"S00136330",77,10,45,20,1,2
"S00136331",47,6,39,2,-,-
"S00136332",52,11,36,4,1,-
"S00136333",43,31,11,1,-,-
"S00136334",79,52,17,9,1,-
"S00136335",33,1,22,7,2,-
"S00136336",54,1,50,4,-,1
"S00136337",56,-,32,19,2,-
"S00136338",69,38,28,-,-,1
"S00136339",76,48,21,7,-,-
"S00136340",43,15,14,11,6,2
"S00136341",41,27,10,4,-,-
"S00136342",48,24,21,2,1,-
"S00136343",64,4,59,-,1,-
"S00136344",42,8,23,4,2,-
"S00136345",75,33,22,14,5,1
"S00136346",50,19,13,7,12,-
"S00136347",31,-,24,6,1,-
"S00136348",63,18,38,5,2,-
"S00136349",71,51,16,1,4,1
"S00136350",51,12,36,4,-,-
"S00136351",49,9,1,15,19,5
"S00136352",63,55,5,-,-,-
"S00136353",81,20,53,5,2,1
"S00136354",54,34,2,13,5,-
"S00136355",67,36,25,6,-,-
"S00136356",40,17,24,-,-,-
"S00136357",47,2,34,11,-,-
"S00136358",65,1,39,22,-,1
"S00136359",56,27,23,3,2,2
"S00136360",39,8,15,11,2,-
"S00136361",45,23,20,-,1,-
"S00136362",70,18,45,6,1,-
"S00136363",44,3,17,13,6,2
"S00136364",64,41,21,2,-,-
"S00136365",71,14,34,21,3,-
"S00136366",61,11,21,29,-,-
"S00136367",60,24,32,4,-,1
"S00136368",38,-,18,17,2,-
"S00136369",83,27,56,-,-,-
"S00136370",48,31,17,1,-,1
"S00136371",48,26,8,8,5,1
"S00136372",58,23,15,20,-,4
"S00136373",79,50,24,6,-,1
"S00136374",76,6,45,21,-,1
"S00136375",67,2,43,18,2,2
"S00136376",55,9,26,9,12,1
"S00136377",43,16,21,8,-,-
"S00136378",51,9,34,5,1,-
"S00136379",53,25,24,-,1,-
"S00136380",59,9,31,13,6,-
"S00136381",51,25,23,3,-,-
"S00136382",41,-,8,24,8,2
"S00136383",41,1,2,26,9,3
"S00136384",39,-,14,22,-,1
"S00136385",74,45,16,8,1,1
"S00136386",50,17,10,17,-,3
"S00136387",81,30,48,4,-,-
"S00136388",66,46,19,1,-,-
"S00136389",64,5,15,16,20,10
"S00136390",77,64,7,2,2,-
"S00136391",45,12,7,23,3,-
"S00136392",58,48,7,3,-,-
"S00136393",50,40,2,6,2,-
"S00136394",47,8,26,12,4,4
"S00136395",77,2,8,30,24,14
"S00136396",50,40,9,1,-,-
"S00136397",55,3,4,32,17,3
"S00136398",59,42,12,4,1,-
"S00136399",59,41,15,2,-,1
"S00136400",35,-,2,12,9,15
"S00136401",66,40,26,-,-,-
"S00136402",40,-,5,20,7,5
"S00136403",52,-,10,27,13,4
"S00136404",34,-,20,6,6,2
"S00136405",51,27,13,7,4,-
"S00136406",59,40,17,1,1,-
"S00136407",78,58,9,5,-,2
"S00136408",86,1,46,21,18,4
"S00136409",70,25,29,16,-,-
"S00136410",55,-,6,33,12,2
"S00136411",57,47,12,-,-,-
"S00136412",44,16,21,4,1,-
"S00136413",53,42,10,2,-,1
"S00136414",51,-,20,19,11,1
"S00136415",56,-,41,13,2,-
"S00136416",62,-,6,31,18,9
"S00136417",47,1,33,7,3,1
"S00136418",46,3,17,20,3,1
"S00136419",56,4,18,24,12,2
"S00136420",49,17,8,11,9,4
"S00136421",48,7,40,-,-,-
"S00136422",76,3,42,26,4,4
"S00136423",43,-,10,12,15,4
"S00136424",57,6,45,6,1,-
"S00136425",78,46,28,4,-,-
"S00136426",66,53,12,-,-,-
"S00136427",48,8,12,13,12,3
"S00136428",53,10,31,10,-,1
"S00136429",72,8,15,17,18,14
"S00136430",68,53,11,-,-,-
"S00136431",73,5,17,23,21,7
"S00136432",81,52,19,3,3,-
"S00136433",49,-,8,28,12,1
"S00136434",55,44,11,-,-,-
"S00136435",55,20,33,1,-,-
"S00136436",64,41,16,10,-,-
"S00136437",82,25,26,20,9,3
"S00136438",69,35,28,10,3,-
"S00136439",96,23,67,5,1,2
"S00136440",49,35,13,1,1,-
"S00136441",43,6,11,15,10,3
"S00136442",71,53,14,4,1,-
"S00136443",55,18,39,2,-,-
"S00136444",63,35,10,16,1,-
"S00136445",75,51,19,5,-,-
"S00136446",48,1,6,20,15,6
"S00136447",68,37,25,3,1,-
"S00136448",54,31,22,-,1,-
"S00136449",63,2,44,9,8,-
"S00136450",42,2,27,8,5,1
"S00136451",50,2,19,22,9,1
"S00136452",39,-,26,11,-,-
"S00136453",57,42,8,-,3,3
"S00136454",49,23,22,4,-,-
"S00136455",53,-,1,28,20,5
"S00136456",49,2,2,31,10,1
"S00136457",69,57,10,2,-,-
"S00136458",66,22,37,4,3,-
"S00136459",47,40,5,-,-,-
"S00136460",52,9,37,1,-,1
"S00136461",73,1,2,31,25,14
"S00136462",40,1,4,14,19,4
"S00136463",60,2,7,19,24,7
"S00136464",52,41,8,3,6,1
"S00136465",40,4,10,7,11,8
"S00136466",49,5,42,2,-,-
"S00136467",80,63,11,3,-,-
"S00136468",70,-,11,39,12,8
"S00136469",68,37,28,4,-,-
"S00136470",61,23,36,3,1,-
"S00136471",49,8,39,2,-,-
"S00136472",61,54,1,2,-,4
"S00136473",41,21,15,4,-,1
"S00136474",62,30,27,4,-,1
"S00136475",47,-,7,13,24,3
"S00136476",36,2,17,9,5,3
"S00136477",49,15,23,8,1,2
"S00136478",64,57,4,-,-,5
"S00136479",61,8,24,17,6,7
"S00136480",79,28,50,-,-,-
"S00136481",55,26,23,9,-,-
"S00136482",63,2,17,44,1,1
"S00136483",41,1,5,9,11,15
"S00136484",68,3,65,-,-,-
"S00136485",63,25,26,4,7,-
"S00136486",58,38,16,4,-,-
"S00136487",48,18,5,21,3,-
"S00136488",51,16,31,5,-,-
"S00136489",57,42,13,1,-,2
"S00136490",42,5,4,1,10,21
"S00136491",44,-,7,22,7,9
"S00136492",53,7,19,7,10,5
"S00136493",82,33,36,10,2,1
"S00136494",78,1,15,17,17,31
"S00136495",43,18,16,9,-,-
"S00136496",43,-,11,16,13,3
"S00136497",48,10,33,6,-,-
"S00136498",63,42,21,2,1,-
"S00136499",54,1,7,12,13,20
"S00136500",67,12,40,8,3,-
"S00136501",46,7,19,16,2,2
"S00136502",69,-,36,18,10,2
"S00136503",53,21,21,10,1,-
"S00136504",37,2,5,4,8,19
"S00136505",67,-,5,50,11,3
"S00136506",76,29,35,8,4,-
"S00136507",47,-,4,39,6,1
"S00136508",80,19,43,10,7,1
"S00136509",67,1,15,19,24,12
"S00136510",77,61,14,2,-,-
"S00136511",32,-,4,16,12,2
"S00136512",51,41,9,1,-,-
"S00136513",57,1,1,15,20,16
"S00136514",57,-,4,6,24,20
"S00136515",58,7,17,13,16,3
"S00136516",68,23,36,1,-,2
"S00136517",40,-,3,18,14,8
"S00136518",106,39,63,3,1,-
"S00136519",78,43,25,8,-,-
"S00136520",74,1,5,24,21,23
"S00136521",67,37,28,-,-,-
"S00136522",59,7,14,19,19,2
"S00136523",44,-,1,18,15,9
"S00136524",58,10,44,6,-,-
"S00136525",69,40,24,4,1,-
"S00136526",44,8,30,2,-,1
"S00136527",73,30,40,3,1,-
"S00136528",42,14,30,-,-,-
"S00136529",35,1,11,11,8,4
"S00136530",50,-,5,25,17,3
"S00136531",43,3,6,25,6,2
"S00136532",80,13,55,8,7,-
"S00136533",47,-,11,8,9,14
"S00136534",90,34,50,1,1,-
"S00136535",44,19,22,4,1,-
"S00136536",48,8,17,15,5,3
"S00136537",47,1,9,20,11,6
"S00136538",65,9,50,5,1,-
"S00136539",52,5,7,9,14,17
"S00136540",44,21,19,3,1,-
"S00136541",41,-,4,22,10,5
"S00136542",39,12,11,12,1,-
"S00136543",54,1,4,17,31,4
"S00136544",33,8,19,6,-,-
"S00136545",46,2,6,17,12,9
"S00136546",55,29,15,6,2,-
"S00136547",50,6,37,8,-,-
"S00136548",41,-,3,21,11,3
"S00136549",73,28,43,2,-,-
"S00136550",75,31,33,9,1,1
"S00136551",62,17,30,4,3,4
"S00136552",51,-,3,21,17,10
"S00136553",68,30,33,3,-,2
"S00136554",68,33,24,4,2,1
"S00136555",57,1,41,7,2,5
"S00136556",38,4,33,-,-,-
"S00136557",37,13,10,6,1,4
"S00136558",62,12,26,11,3,4
"S00136559",43,3,39,-,-,-
"S00136560",56,33,16,6,-,-
"S00136561",47,14,22,8,-,3
"S00136562",41,3,18,7,9,8
"S00136563",40,21,16,8,1,-
"S00136564",80,-,37,24,12,2
"S00136565",57,-,1,28,21,4
"S00136566",37,-,3,4,10,19
"S00136567",45,35,7,2,-,1
"S00136568",43,20,17,4,-,2
"S00136569",67,10,50,7,-,-
"S00136570",51,19,28,1,-,-
"S00136571",39,1,27,6,2,3
"S00136572",42,18,23,5,-,-
"S00136573",55,19,24,3,8,-
"S00136574",44,8,5,7,5,18
"S00136575",54,45,4,3,4,1
"S00136576",68,53,7,4,2,-
"S00136577",41,-,9,8,8,13
"S00136578",48,6,17,15,7,5
"S00136579",58,32,24,-,-,1
"S00136580",69,17,37,9,-,6
"S00136581",44,14,24,2,-,3
"S00136582",69,4,31,11,20,5
"S00136583",41,11,20,4,-,5
"S00136584",45,25,19,1,-,-
"S00136585",50,-,11,5,16,18
"S00136586",35,3,15,8,6,3
"S00136587",45,25,18,2,-,-
"S00136588",50,4,14,13,17,2
"S00136589",51,38,11,2,-,-
"S00136590",74,32,34,8,-,-
"S00136591",49,2,11,14,17,6
"S00136592",77,-,5,26,40,9
"S00136593",64,7,21,16,12,7
"S00136594",48,9,23,7,3,6
"S00136595",65,13,46,4,-,-
"S00136596",43,6,29,7,-,-
"S00136597",55,24,11,10,9,1
"S00136598",49,21,14,5,7,5
"S00136599",64,48,12,2,2,-
"S00136600",73,26,47,-,-,-
"S00136601",60,48,8,4,2,-
"S00136602",66,-,7,36,21,3
"S00136603",81,55,21,5,-,-
"S00136604",30,1,4,1,16,13
"S00136605",89,16,69,2,2,-
"S00136606",78,65,15,-,1,1
"S00136607",57,43,12,2,2,-
"S00136608",62,-,57,5,-,-
"S00136609",59,15,27,6,7,5
"S00136610",33,5,7,13,5,5
"S00136611",48,12,13,23,-,2
"S00136612",47,26,17,-,1,-
"S00136613",45,6,33,5,-,1
"S00136614",43,5,26,7,1,-
"S00136615",37,-,8,28,-,-
"S00136616",75,2,36,9,19,13
"S00136617",54,43,9,-,-,-
"S00136618",56,25,24,11,2,-
"S00136619",35,17,4,9,4,1
"S00136620",67,24,27,8,3,1
"S00136621",81,29,41,3,7,-
"S00136622",71,33,28,9,1,-
"S00136623",49,21,25,-,-,-
"S00136624",46,2,4,22,13,8
"S00136625",41,17,21,1,2,1
"S00136626",52,2,10,10,22,7
"S00136627",65,25,20,10,4,5
"S00136628",46,3,21,15,9,-
"S00136629",45,4,32,8,1,-
"S00136630",83,70,13,-,-,-
"S00136631",55,11,35,9,-,-
"S00136632",49,4,47,1,-,-
"S00136633",47,1,3,24,14,4
"S00136634",45,25,14,4,-,-
"S00136635",58,32,24,1,1,-
"S00136636",75,22,41,10,-,-
"S00136637",67,8,22,16,15,8
"S00136638",68,23,35,11,2,-
"S00136639",62,42,14,2,-,1
"S00136640",60,47,11,-,1,-
"S00136641",73,1,58,10,2,2
"S00136642",74,61,14,2,-,1
"S00136643",55,37,14,3,-,-
"S00136644",57,36,17,4,-,-
"S00136645",58,33,11,3,6,7
"S00136646",71,37,29,3,-,-
"S00136647",83,29,51,4,1,-
"S00136648",66,42,14,10,-,-
"S00136649",50,1,17,29,3,1
"S00136650",85,42,20,17,6,5
"S00136651",65,57,10,-,-,-
"S00136652",48,32,16,-,-,-
"S00136653",39,-,36,3,-,-
"S00136654",69,12,51,5,1,-
"S00136655",80,52,27,-,-,1
"S00136656",37,-,12,22,-,2
"S00136657",80,52,25,2,-,-
"S00136658",41,14,8,12,7,-
"S00136659",72,3,64,4,5,-
"S00136660",47,2,7,23,10,2
"S00136661",54,10,36,8,2,1
"S00136662",47,4,12,30,1,-
"S00136663",68,6,41,20,1,-
"S00136664",46,-,13,27,4,2
"S00136665",68,5,50,8,6,-
"S00136666",47,7,25,12,4,-
"S00136667",52,38,11,1,-,-
"S00136668",62,50,10,2,-,-
"S00136669",58,24,14,9,5,6
"S00136670",65,-,8,21,26,10
"S00136671",32,-,13,11,13,1
"S00136672",47,22,17,8,-,-
"S00136673",71,47,14,8,3,-
"S00136674",47,7,38,4,2,-
"S00136675",64,3,12,30,12,13
"S00136676",36,-,3,12,19,2
"S00136677",75,9,18,20,12,19
"S00136678",57,-,6,22,26,3
"S00136679",69,6,27,19,10,6
"S00136680",80,31,15,28,6,-
"S00136681",75,4,63,7,1,-
"S00136682",75,31,17,17,10,3
"S00136683",49,-,3,40,5,1
"S00136684",38,-,22,10,1,2
"S00136685",76,7,55,15,-,-
"S00136686",59,29,25,1,2,-
"S00136687",62,6,26,12,8,14
"S00136688",64,3,27,23,7,1
"S00136689",67,39,19,7,2,-
"S00136690",47,28,16,2,-,-
"S00136691",57,-,7,12,27,11
"S00136692",73,61,10,2,-,-
"S00136693",65,48,13,4,-,-
"S00136694",58,-,10,40,4,1
"S00136695",52,-,11,31,8,2
"S00136696",67,26,44,-,-,2
"S00136697",63,8,15,26,10,4
"S00136698",59,47,9,1,1,-
"S00136699",43,1,14,19,7,4
"S00136700",62,13,25,18,3,2
"S00136701",45,8,29,6,-,-
"S00136702",47,21,12,2,6,6
"S00136703",70,23,29,16,1,1
"S00136704",42,-,5,25,10,2
"S00136705",34,-,8,10,11,1
"S00136706",46,31,11,6,-,-
"S00136707",53,6,39,6,5,-
"S00136708",45,-,3,33,10,-
"S00136709",76,-,11,53,10,2
"S00136710",54,2,9,23,17,7
"S00136711",68,31,24,13,-,-
"S00136712",65,17,6,37,1,-
"S00136713",68,34,17,14,1,-
"S00136714",46,24,20,-,3,-
"S00136715",71,16,20,24,11,3
"S00136716",76,-,4,47,24,2
"S00136717",55,40,8,7,-,1
"S00136718",50,10,16,8,11,8
"S00136719",61,8,49,1,1,1
"S00136720",80,56,23,5,-,-
"S00136721",85,49,33,2,2,-
"S00136722",64,33,18,10,5,-
"S00136723",50,5,12,22,9,3
"S00136724",71,2,28,27,17,1
"S00136725",42,3,28,6,1,-
"S00136726",64,48,6,8,-,-
"S00136727",39,-,7,24,7,1
"S00136728",61,47,8,2,2,-
"S00136729",67,31,1,33,2,-
"S00136730",48,2,46,-,-,-
"S00136731",52,1,17,16,11,9
"S00136732",33,4,5,4,12,5
"S00136733",57,-,6,18,17,16
"S00136734",81,65,11,-,-,-
"S00136735",61,-,5,42,13,7
"S00136736",45,2,23,17,4,1
"S00136737",80,26,45,8,-,2
"S00136738",48,31,17,-,1,-
"S00136739",45,21,2,20,2,-
"S00136740",75,24,24,21,3,5
"S00136741",53,40,5,4,-,1
"S00136742",62,1,15,29,13,1
"S00136743",27,2,7,14,6,1
"S00136744",75,54,14,6,-,1
"S00136745",67,8,39,9,6,5
"S00136746",79,18,35,17,3,5
"S00136747",39,-,1,29,9,-
"S00136748",42,-,5,17,13,6
"S00136749",55,-,6,20,24,5
"S00136750",67,55,9,2,1,-
"S00136751",41,-,1,29,9,2
"S00136752",80,47,18,16,-,3
"S00136753",61,-,1,48,9,4
"S00136754",48,2,25,6,11,5
"S00136755",55,-,21,26,9,1
"S00136756",64,29,30,7,1,1
"S00136757",60,34,18,6,2,-
"S00136758",41,4,19,4,9,8
"S00136759",42,19,20,1,1,1
"S00136760",48,11,18,16,4,-
"S00136761",56,16,24,9,2,3
"S00136762",82,56,22,2,1,-
"S00136763",46,32,11,-,1,1
"S00136764",58,1,15,35,-,1
"S00136765",63,23,8,27,2,-
"S00136766",76,6,70,-,-,-
"S00136767",46,1,10,28,13,1
"S00136768",69,-,10,40,13,1
"S00136769",64,10,43,4,2,5
"S00136770",63,32,25,1,-,1
"S00136771",46,1,4,14,18,8
"S00136772",73,52,16,4,1,-
"S00136773",66,2,61,1,2,-
"S00136774",34,-,3,11,11,9
"S00136775",52,8,23,14,3,-
"S00136776",60,9,14,39,1,-
"S00136777",42,-,3,31,5,4
"S00136778",48,13,30,4,-,-
"S00136779",69,41,20,4,4,-
"S00136780",80,59,17,3,-,1
"S00136781",63,10,35,18,-,-
"S00136782",62,-,7,39,14,3
"S00136783",54,7,32,13,-,-
"S00136784",53,40,9,4,-,-
"S00136785",66,30,12,5,15,4
"S00136786",65,2,11,20,21,12
"S00136787",49,-,25,15,4,3
"S00136788",55,11,24,10,5,4
"S00136789",76,5,47,19,4,1
"S00136790",80,2,55,3,4,15
"S00136791",48,-,7,19,19,3
"S00136792",31,5,12,7,4,1
"S00136793",37,11,9,18,-,-
"S00136794",60,5,38,16,1,-
"S00136795",51,-,5,40,6,-
"S00136796",70,16,50,4,-,-
"S00136797",70,22,54,-,-,-
"S00136798",59,1,11,36,8,3
"S00136799",43,17,24,2,-,-
"S00136800",52,2,14,12,18,6
"S00136801",42,1,14,16,6,3
"S00136802",38,15,10,11,2,-
"S00136803",54,4,11,29,6,-
"S00136804",81,30,46,3,-,1
"S00136805",74,2,70,2,-,-
"S00136806",29,-,4,21,8,-
"S00136807",34,3,6,3,6,16
"S00136808",58,-,12,35,8,1
"S00136809",81,15,45,17,2,-
"S00136810",84,3,69,7,1,1
"S00136811",72,26,18,10,8,12
"S00136812",52,11,28,-,3,8
"S00136813",55,33,14,3,3,2
"S00136814",59,3,25,12,13,5
"S00136815",52,3,12,21,10,13
"S00136816",31,-,4,18,9,-
"S00136817",82,53,18,9,1,1
"S00136818",65,16,42,4,1,-
"S00136819",47,5,17,18,6,1
"S00136820",45,-,7,31,6,1
"S00136821",65,49,3,3,6,-
"S00136822",50,3,44,4,2,-
"S00136823",54,29,23,1,-,-
"S00136824",48,-,11,26,7,4
"S00136825",46,2,43,1,-,-
"S00136826",52,2,48,1,1,-
"S00136827",61,-,16,22,21,4
"S00136828",73,51,7,13,2,-
"S00136829",76,7,66,3,-,-
"S00136830",67,39,10,17,1,-
