OA_Code,Latitude,Longitude,All people,Born in the UK,Arrived before 1941,Arrived 1941 - 1950,Arrived 1951 - 1960,Arrived 1961 - 1970,Arrived 1971 - 1980,Arrived 1981 - 1990,Arrived 1991 - 2000,Arrived 2001 - 2010,Arrived 2011 - 2013,Arrived 2014 - 2016,Arrived 2017 - 2019,Arrived 2020 - 2022
S00159557,55.85774028,-4.186051123,119,106,-,-,-,-,-,-,1,12,-,-,-,-
S00159558,55.85762749,-4.177208377,70,66,-,-,-,-,-,1,-,-,-,-,1,-
S00159559,55.85801026,-4.153420884,133,124,-,-,-,-,-,-,-,2,-,-,5,-
S00159560,55.85719585,-4.240780535,91,71,-,-,-,-,-,-,-,-,2,2,9,5
S00159561,55.85750467,-4.137062522,129,105,-,-,-,1,-,-,-,1,3,1,8,6
S00159562,55.85430623,-4.370948162,116,99,-,-,-,2,-,-,-,2,2,-,-,10
S00159563,55.85600599,-4.305170262,87,59,-,-,-,1,-,3,2,6,2,4,5,6
S00159564,55.85488053,-4.338131113,101,81,-,-,-,1,-,-,2,11,5,-,-,-
S00159565,55.85577716,-4.287580089,104,77,-,-,-,-,-,-,-,12,8,-,3,8
S00159566,55.85751353,-4.194746955,127,107,-,-,-,-,-,2,-,14,-,1,-,-
S00159567,55.85727132,-4.221258432,95,84,-,-,-,-,-,-,-,3,2,3,4,-
S00159568,55.85618632,-4.195087543,164,143,-,-,-,2,-,2,-,7,2,-,3,7
S00159569,55.8545704,-4.333638523,125,113,-,-,-,-,-,-,-,4,3,-,6,2
S00159570,55.85692377,-4.242394724,73,46,-,-,-,-,-,-,4,5,1,2,9,8
S00159571,55.85736047,-4.217812039,71,66,-,-,-,-,-,-,-,5,-,-,-,1
S00159572,55.85700349,-4.241472535,71,48,-,-,-,-,-,-,-,-,2,4,10,2
S00159573,55.85758204,-4.179267127,68,57,-,-,-,-,-,-,-,5,1,4,1,-
S00159574,55.85566269,-4.278737171,109,68,-,-,-,-,-,-,-,7,2,9,5,16
S00159575,55.85656614,-4.237356761,84,52,-,-,-,1,-,-,-,1,2,8,19,1
S00159576,55.85410388,-4.37491445,104,91,-,-,-,-,-,-,4,7,1,2,-,-
S00159577,55.85693207,-4.223619925,137,105,-,-,-,1,-,-,1,1,-,9,5,15
S00159578,55.8545232,-4.361070678,95,64,-,-,-,-,-,-,1,4,-,10,14,-
S00159579,55.8572214,-4.220041176,70,58,-,-,-,-,-,2,-,6,-,4,-,-
S00159580,55.85787847,-4.173179703,121,115,-,-,-,-,-,-,-,-,-,-,4,-
S00159581,55.85577694,-4.226366128,110,98,-,-,-,-,-,-,-,2,-,1,4,9
S00159582,55.85708439,-4.170307112,101,83,-,-,-,-,-,-,2,3,1,-,5,5
S00159583,55.85658424,-4.246226065,75,52,-,-,-,-,-,-,-,2,2,7,1,7
S00159584,55.85726671,-4.218525752,93,88,-,-,-,-,-,-,-,2,-,1,-,1
S00159585,55.85767807,-4.182468316,72,64,-,-,-,-,-,-,1,1,-,3,-,2
S00159586,55.85525555,-4.280822487,95,72,-,-,2,2,4,-,2,5,5,-,2,1
S00159587,55.85732364,-4.217362526,68,60,-,-,-,-,-,-,1,1,-,-,2,5
S00159588,55.8545589,-4.332822936,86,80,-,-,-,-,-,-,-,4,-,2,-,-
S00159589,55.85353285,-4.331003853,115,102,-,-,-,-,-,-,-,1,4,-,3,1
S00159590,55.85535478,-4.302990553,145,100,-,-,-,-,4,2,1,11,-,10,12,3
S00159591,55.8586343,-4.114338169,115,110,-,-,-,-,2,-,1,-,1,-,-,-
S00159592,55.85621111,-4.227205878,76,60,-,-,-,-,1,-,5,4,1,1,1,2
S00159593,55.85680285,-4.240646052,65,46,-,-,-,-,-,-,-,1,2,5,7,4
S00159594,55.85422347,-4.335343372,153,117,-,-,-,-,-,1,1,15,4,5,10,-
S00159595,55.85635793,-4.254665783,142,71,-,-,-,-,-,-,6,9,-,16,25,15
S00159596,55.85599895,-4.243332106,208,98,-,-,-,-,-,-,-,10,7,10,23,56
S00159597,55.85532077,-4.285539967,116,89,-,-,-,1,1,-,1,6,2,2,11,-
S00159598,55.85362854,-4.366001578,151,145,-,-,-,-,-,-,-,5,2,-,-,-
S00159599,55.85632084,-4.244900602,120,79,-,-,-,-,1,-,-,4,3,1,5,23
S00159600,55.85295255,-4.37775217,188,163,-,-,-,1,-,3,-,8,1,-,1,3
S00159601,55.85426636,-4.358530509,102,89,-,-,-,-,-,-,-,2,-,1,6,2
S00159602,55.85622899,-4.238104354,262,200,-,-,-,-,-,1,5,3,8,17,17,9
S00159603,55.85608053,-4.189425205,292,268,-,1,-,1,-,-,3,13,4,-,-,1
S00159604,55.85450412,-4.32669994,94,90,-,-,-,1,-,2,-,-,-,-,-,-
S00159605,55.85643385,-4.12936606,187,160,-,-,-,-,-,-,2,23,-,1,-,1
S00159606,55.85387294,-4.277833478,87,66,-,-,-,-,-,1,-,7,3,-,4,2
S00159607,55.85401912,-4.329531032,122,94,-,-,-,-,-,-,-,3,-,-,17,6
S00159608,55.85507495,-4.284742587,80,53,-,-,-,2,1,-,-,2,5,3,8,5
S00159609,55.85898606,-4.10430629,143,135,-,-,-,-,1,-,2,3,-,1,1,2
S00159610,55.85246286,-4.363054729,99,87,-,-,-,-,-,2,-,2,4,-,-,-
S00159611,55.85702982,-4.221692057,103,88,-,-,-,-,-,-,-,9,4,-,4,-
S00159612,55.85823924,-4.114316703,175,162,-,-,-,-,1,2,1,-,-,1,1,4
S00159613,55.85659251,-4.190956003,113,108,-,-,-,-,-,-,1,2,-,1,-,-
S00159614,55.85379807,-4.361857549,86,77,-,-,-,-,-,1,-,-,1,1,2,4
S00159615,55.85358158,-4.366573935,130,121,-,-,1,-,-,-,1,2,-,2,2,-
S00159616,55.8581513,-4.10424517,180,178,-,-,-,-,-,-,-,2,-,-,-,-
S00159617,55.8573203,-4.121233473,168,156,-,-,-,-,-,-,-,4,-,1,-,-
S00159618,55.8539976,-4.324017286,103,87,-,-,-,2,-,1,-,5,3,2,3,-
S00159619,55.85404415,-4.356056385,70,65,-,-,-,-,-,-,-,-,-,4,-,-
S00159620,55.85573051,-4.224462038,127,108,-,-,-,1,-,-,1,4,2,1,4,3
S00159621,55.85696785,-4.157517653,100,98,-,-,1,-,-,-,-,-,-,-,-,-
S00159622,55.85758206,-4.121167848,99,92,-,-,-,-,-,-,4,-,2,2,-,-
S00159623,55.85732146,-4.143459941,87,77,-,-,-,-,-,-,-,5,-,2,-,-
S00159624,55.85750688,-4.149829739,84,82,-,-,-,-,-,-,-,2,1,-,-,-
S00159625,55.85608662,-4.228620848,72,59,-,-,-,-,-,1,2,-,1,4,2,2
S00159626,55.85797473,-4.130169432,138,128,-,-,-,-,-,-,2,-,-,5,-,-
S00159627,55.85519816,-4.265447892,84,45,-,-,-,1,1,-,1,1,1,4,19,11
S00159628,55.8537479,-4.371936753,119,101,-,-,-,-,1,1,1,14,-,-,1,-
S00159629,55.85374271,-4.264931767,167,106,-,-,-,-,-,-,2,7,3,11,20,18
S00159630,55.8561505,-4.245370136,78,50,-,-,-,-,-,-,-,4,3,11,7,5
S00159631,55.85816646,-4.108608249,105,98,-,-,-,2,2,3,-,-,-,-,-,-
S00159632,55.85521497,-4.267462148,108,68,-,-,-,-,-,-,2,2,6,9,18,4
S00159633,55.85331018,-4.36713264,119,110,-,-,-,-,-,-,-,4,4,1,-,1
S00159634,55.85268819,-4.35974504,166,149,-,-,-,-,-,1,2,4,1,1,1,7
S00159635,55.85374493,-4.352906552,118,96,-,-,-,-,-,-,-,3,4,5,10,3
S00159636,55.85605885,-4.160151612,76,73,-,-,-,-,-,-,-,-,-,-,2,2
S00159637,55.85364733,-4.357534304,80,75,-,-,2,-,-,-,-,1,-,-,-,-
S00159638,55.8572831,-4.14050176,156,144,-,-,-,1,-,-,-,4,1,4,-,-
S00159639,55.85467137,-4.283728243,111,93,-,2,3,2,4,1,2,3,-,3,1,1
S00159640,55.85557286,-4.240575231,139,57,-,-,-,-,-,-,3,4,6,8,34,29
S00159641,55.8535351,-4.203629728,66,46,-,-,-,-,-,-,1,7,3,5,5,-
S00159642,55.85599914,-4.222528012,108,79,-,-,-,-,-,-,3,11,3,2,1,6
S00159643,55.8570628,-4.15415141,119,109,-,-,2,-,-,1,2,-,2,-,4,-
S00159644,55.85510009,-4.216069427,75,51,-,-,-,-,-,-,-,15,1,5,2,1
S00159645,55.8554068,-4.218499611,199,132,-,-,-,-,-,-,-,47,8,2,8,3
S00159646,55.85565315,-4.253889937,82,41,-,-,1,-,-,3,2,1,2,3,13,17
S00159647,55.85341092,-4.373098592,179,139,-,-,-,1,-,-,-,15,4,11,6,3
S00159648,55.85761654,-4.100828763,135,130,-,-,1,-,-,2,-,-,-,-,-,-
S00159649,55.85572161,-4.218485601,115,60,-,-,-,-,-,-,1,37,6,4,1,8
S00159650,55.85481009,-4.286420737,74,70,-,-,-,-,1,1,-,-,-,-,4,-
S00159651,55.85254536,-4.37603365,207,164,-,-,-,-,-,-,1,30,-,7,-,1
S00159652,55.85300663,-4.367961005,92,86,-,-,-,-,-,-,-,4,-,-,1,1
S00159653,55.85699894,-4.116933707,190,173,-,-,-,3,2,2,-,1,1,-,7,-
S00159654,55.85258071,-4.373271656,177,148,-,-,-,-,-,4,3,12,9,2,-,-
S00159655,55.85606743,-4.151971199,177,169,-,-,-,-,-,-,1,4,1,-,1,-
S00159656,55.85616383,-4.154165561,127,128,-,-,-,-,-,-,1,-,-,-,2,-
S00159657,55.85350784,-4.350735181,102,95,-,-,-,1,-,-,-,-,1,1,2,-
S00159658,55.852701,-4.361886835,117,90,-,-,-,-,-,-,1,2,4,6,10,2
S00159659,55.85716346,-4.147366022,130,124,-,-,1,-,-,-,-,3,-,1,-,-
S00159660,55.85707987,-4.150093765,86,82,-,-,-,-,-,-,1,2,-,-,-,-
S00159661,55.85346676,-4.359920074,63,64,-,-,-,-,1,-,1,1,-,-,-,-
S00159662,55.85388905,-4.281812919,125,111,1,-,-,-,-,1,-,3,2,3,3,2
S00159663,55.855383,-4.245565527,104,72,-,-,-,-,-,-,1,6,3,11,4,4
S00159664,55.85332308,-4.258915748,106,55,-,-,-,-,-,-,-,8,2,7,12,22
S00159665,55.85537539,-4.243519857,94,62,-,-,-,-,-,-,4,6,3,3,7,9
S00159666,55.85765905,-4.116697978,154,145,-,-,-,-,1,-,-,8,-,4,-,-
S00159667,55.85538742,-4.244830777,63,36,-,-,-,-,-,-,1,4,4,8,6,1
S00159668,55.85542583,-4.25207121,122,78,-,-,-,1,-,-,2,4,14,10,4,9
S00159669,55.85367353,-4.257450161,121,66,-,-,-,-,-,-,2,12,7,9,13,10
S00159670,55.85689108,-4.128911723,94,79,-,-,-,-,-,1,-,7,4,1,-,-
S00159671,55.85726252,-4.129778914,81,72,-,-,-,-,-,-,-,6,-,-,3,-
S00159672,55.85300994,-4.357495692,66,55,-,-,-,-,-,-,-,1,1,-,5,1
S00159673,55.85627495,-4.132313349,81,72,-,-,-,-,-,-,1,-,1,4,2,2
S00159674,55.85314063,-4.347373623,152,138,-,-,-,1,-,-,-,5,2,-,3,-
S00159675,55.85679293,-4.109045134,125,122,-,-,-,2,-,-,1,-,-,-,-,-
S00159676,55.852773,-4.354381653,98,86,-,-,-,-,-,1,-,3,-,4,-,2
S00159677,55.85336162,-4.328181488,117,105,-,-,-,-,-,-,-,9,4,-,1,-
S00159678,55.85532195,-4.242014813,80,40,-,-,-,-,-,-,2,-,5,12,14,3
S00159679,55.85572099,-4.193463464,140,111,-,-,-,-,-,1,3,12,3,1,1,6
S00159680,55.85478014,-4.241168715,115,64,-,-,-,-,1,-,4,7,-,8,16,11
S00159681,55.8553503,-4.249813887,102,54,-,-,-,-,-,-,1,5,-,6,14,22
S00159682,55.85547642,-4.229560582,99,85,-,-,-,-,3,-,-,5,-,1,5,-
S00159683,55.85494386,-4.266567546,114,73,-,-,-,-,-,-,4,1,-,8,14,11
S00159684,55.85537141,-4.224936838,124,121,-,-,-,-,-,-,-,1,3,-,1,2
S00159685,55.85291896,-4.353799305,104,99,-,-,-,-,-,2,-,2,1,1,-,-
S00159686,55.8531139,-4.326073579,161,152,-,-,-,-,-,-,1,6,3,-,-,-
S00159687,55.85585861,-4.185226395,78,71,-,-,-,-,2,-,1,-,-,-,3,-
S00159688,55.85442095,-4.268118919,102,72,-,-,-,-,-,-,-,5,3,7,14,3
S00159689,55.85567935,-4.221822677,159,108,-,-,-,-,-,-,1,21,4,8,5,11
S00159690,55.85541184,-4.234110706,74,43,-,-,-,-,-,-,-,7,-,6,8,15
S00159691,55.85462237,-4.231556836,79,70,-,-,-,-,-,-,-,7,4,2,3,1
S00159692,55.85599816,-4.156952587,77,76,-,-,-,-,-,-,-,-,-,-,-,-
S00159693,55.85722976,-4.104003596,131,125,-,-,-,-,-,-,-,2,-,5,-,-
S00159694,55.85598988,-4.183907561,114,100,-,-,-,-,-,-,-,6,3,4,1,-
S00159695,55.85491972,-4.25124301,97,55,-,-,-,-,2,-,2,4,3,4,10,17
S00159696,55.85381407,-4.279555642,138,91,-,-,-,-,-,-,-,18,6,2,12,6
S00159697,55.85519983,-4.175746382,79,72,-,-,-,-,1,-,-,2,1,3,2,-
S00159698,55.8572313,-4.099705444,123,111,-,-,-,2,-,-,-,4,-,-,-,7
S00159699,55.85585747,-4.124237509,150,148,-,-,-,-,-,1,-,-,-,-,1,-
S00159700,55.85450244,-4.244076696,140,108,-,-,-,-,-,-,3,2,2,5,15,6
S00159701,55.85645166,-4.130932913,164,132,-,-,-,1,-,-,1,14,-,5,6,-
S00159702,55.85231674,-4.368781821,91,79,-,-,-,-,-,-,-,2,5,-,-,2
S00159703,55.85642128,-4.111325863,136,131,-,-,-,-,-,-,-,-,-,-,8,-
S00159704,55.85647493,-4.165112063,65,61,-,-,-,-,-,-,-,4,1,-,1,1
S00159705,55.85631342,-4.123335656,103,98,-,-,-,-,-,-,-,-,-,5,-,-
S00159706,55.85516899,-4.242517305,78,51,-,-,-,-,-,-,1,7,1,7,7,4
S00159707,55.85527129,-4.162009278,145,131,-,-,-,-,-,-,-,2,4,3,-,8
S00159708,55.85584385,-4.190098958,159,134,-,-,-,-,-,-,4,11,1,4,-,-
S00159709,55.85526783,-4.227183849,85,67,-,-,-,-,-,-,-,9,2,3,-,3
S00159710,55.85365,-4.237588553,143,88,-,-,-,-,-,-,1,23,8,11,16,-
S00159711,55.85504084,-4.234249189,106,69,-,-,-,-,-,-,-,6,1,1,15,13
S00159712,55.85293575,-4.287652733,133,79,-,-,-,2,-,2,2,5,6,9,17,11
S00159713,55.85254508,-4.251840603,310,196,-,-,-,-,-,-,4,16,5,8,24,60
S00159714,55.85287267,-4.347756905,127,111,-,-,-,2,-,-,-,-,-,2,2,10
S00159715,55.85410916,-4.281090836,165,98,-,-,2,-,1,-,5,19,6,11,16,12
S00159716,55.85497063,-4.168367751,95,90,-,-,-,2,-,-,-,1,-,3,1,-
S00159717,55.85488299,-4.229079196,120,84,-,-,-,2,-,-,4,13,8,2,3,7
S00159718,55.85416464,-4.28488088,156,128,-,-,-,-,1,1,1,13,3,1,-,5
S00159719,55.85609587,-4.159067141,77,75,-,-,-,-,-,-,-,1,-,-,-,-
S00159720,55.85559784,-4.187256965,146,128,-,-,-,-,-,-,1,10,-,5,-,3
S00159721,55.85666932,-4.114151515,145,137,-,-,2,1,-,-,1,2,-,-,-,2
S00159722,55.85615608,-4.107924105,89,87,-,-,-,-,2,-,-,1,-,-,-,-
S00159723,55.85602954,-4.104817501,106,104,-,-,-,-,2,-,-,-,-,-,-,-
S00159724,55.85094139,-4.309247935,107,85,-,-,-,-,-,-,-,18,-,3,-,-
S00159725,55.85516179,-4.226091262,57,46,-,-,-,-,-,-,-,4,-,1,4,5
S00159726,55.85234378,-4.343443019,146,126,-,-,-,-,-,1,-,6,3,-,-,3
S00159727,55.85445113,-4.23603682,128,96,-,-,-,-,-,2,-,4,1,-,17,4
S00159728,55.85466855,-4.242360643,94,72,-,-,-,-,-,-,-,3,1,7,7,4
S00159729,55.85282667,-4.288684859,188,104,-,-,-,1,-,3,5,20,8,18,11,19
S00159730,55.85517053,-4.188543149,121,97,-,-,-,-,-,-,-,12,6,3,-,9
S00159731,55.85645188,-4.141270938,131,107,-,-,-,-,2,-,2,6,3,3,4,1
S00159732,55.85448059,-4.245273786,83,71,-,-,-,-,-,-,-,-,-,7,2,-
S00159733,55.85457028,-4.243313663,95,58,-,-,-,-,-,1,3,5,3,4,3,17
S00159734,55.85243185,-4.342122184,162,128,-,-,-,-,-,-,-,6,4,9,6,5
S00159735,55.8549839,-4.218028117,95,55,-,-,-,-,-,-,-,18,4,4,5,7
S00159736,55.85665424,-4.110843172,76,69,-,-,1,-,3,-,-,-,1,-,-,2
S00159737,55.85545896,-4.165135429,103,96,-,-,-,-,-,-,-,-,-,4,3,-
S00159738,55.85542785,-4.141757845,202,176,-,-,-,-,1,1,-,5,5,11,3,-
S00159739,55.85396136,-4.24171274,94,73,-,-,-,-,-,-,1,4,3,6,4,3
S00159740,55.8523132,-4.351637652,82,64,2,-,-,2,-,-,-,-,-,-,6,8
S00159741,55.85418945,-4.217727194,174,149,-,-,-,1,-,-,-,9,-,7,-,8
S00159742,55.8531447,-4.300543004,62,44,-,-,-,-,2,-,1,8,-,-,1,4
S00159743,55.85310162,-4.284530873,92,74,-,-,-,-,-,-,1,-,-,3,8,10
S00159744,55.85182575,-4.373736896,111,75,-,-,-,-,-,-,-,5,3,9,3,16
S00159745,55.85202295,-4.340467882,64,54,-,-,-,-,-,2,-,-,3,1,3,1
S00159746,55.85295612,-4.2995732,101,82,-,-,-,3,-,3,2,7,-,1,-,5
S00159747,55.85421233,-4.166008752,154,138,-,-,-,-,-,-,-,3,1,3,7,2
S00159748,55.85544044,-4.180936749,69,47,-,-,-,-,-,-,1,16,-,4,1,-
S00159749,55.85343785,-4.298323441,123,82,-,1,-,-,-,-,-,3,-,3,20,12
S00159750,55.85076553,-4.368591547,143,123,-,-,-,-,-,-,-,16,-,7,-,-
S00159751,55.85255141,-4.306307747,102,76,-,-,1,-,1,-,1,8,4,6,6,-
S00159752,55.84884937,-4.340516692,163,149,-,-,-,-,-,-,2,1,-,6,5,-
S00159753,55.85222265,-4.347909422,122,115,-,-,-,1,-,-,1,2,-,-,-,5
S00159754,55.85433913,-4.231812219,167,114,-,-,-,-,-,-,-,17,2,17,11,8
S00159755,55.85320045,-4.29707914,114,74,-,-,-,-,-,-,2,6,8,10,5,8
S00159756,55.85120859,-4.363314094,96,83,-,-,-,-,-,-,1,6,6,-,-,-
S00159757,55.85317898,-4.298228266,102,69,-,-,-,-,-,2,1,6,2,6,11,7
S00159758,55.85328739,-4.295310744,121,105,-,-,1,3,-,-,2,4,-,1,4,1
S00159759,55.85379529,-4.269392636,93,77,-,-,-,-,-,-,1,3,-,2,5,5
S00159760,55.85513125,-4.120491022,151,146,-,-,-,-,1,-,1,-,-,-,-,-
S00159761,55.85320708,-4.297686683,71,46,-,-,-,-,-,-,1,1,2,3,10,6
S00159762,55.85376498,-4.26908729,91,58,-,-,-,-,-,1,1,4,3,3,6,13
S00159763,55.85182433,-4.358861837,68,61,-,-,-,-,1,-,2,2,-,4,-,-
S00159764,55.8519074,-4.344646999,91,89,-,-,-,-,-,-,1,-,-,-,-,-
S00159765,55.8514389,-4.355994532,111,103,-,-,-,-,-,-,-,2,1,7,1,-
S00159766,55.85458852,-4.217526244,81,59,-,-,-,-,1,1,1,10,4,1,2,-
S00159767,55.85364856,-4.268089882,86,60,-,-,-,1,-,1,1,6,2,8,5,2
S00159768,55.85335315,-4.28066306,116,87,-,-,-,-,-,-,5,7,-,7,8,6
S00159769,55.85086655,-4.264940137,96,84,-,-,-,-,-,-,-,8,-,2,4,-
S00159770,55.85290407,-4.295623666,94,59,-,-,-,-,1,-,3,4,-,5,16,3
S00159771,55.85153324,-4.364659922,92,81,-,-,1,-,-,1,-,-,4,-,-,5
S00159772,55.85493408,-4.105285517,140,134,-,-,-,-,-,-,-,7,-,2,-,-
S00159773,55.85480119,-4.102546162,155,150,-,-,-,-,-,-,-,2,1,1,1,-
S00159774,55.85140619,-4.372656806,212,179,-,-,-,-,1,-,4,17,5,5,3,-
S00159775,55.85310768,-4.290970206,65,51,-,-,-,-,-,-,-,4,-,4,1,4
S00159776,55.85233654,-4.305783738,83,69,-,-,-,-,1,1,2,2,2,3,2,2
S00159777,55.85274957,-4.289447243,144,98,-,-,-,-,-,-,2,8,8,10,13,5
S00159778,55.85045722,-4.353282958,113,109,-,-,-,-,-,-,-,3,-,-,-,-
S00159779,55.85305106,-4.279990277,94,76,-,-,-,2,4,-,3,-,1,-,9,2
S00159780,55.85560353,-4.112367998,124,115,-,-,-,1,5,-,1,2,-,-,1,-
S00159781,55.85377245,-4.242708454,100,74,-,-,-,-,1,-,2,4,1,3,15,6
S00159782,55.8528208,-4.298638507,120,70,-,-,-,-,-,-,4,14,1,4,2,21
S00159783,55.8557841,-4.134187847,66,53,-,-,-,-,-,-,-,4,2,-,5,6
S00159784,55.85222812,-4.18722736,137,110,-,-,-,-,-,-,-,5,-,2,4,16
S00159785,55.85383346,-4.232438305,104,80,-,-,-,-,-,-,-,1,5,4,7,8
S00159786,55.85260255,-4.291068291,203,118,-,-,-,-,-,1,3,21,10,4,13,28
S00159787,55.85477101,-4.160815107,122,98,-,-,-,-,-,-,-,5,-,2,8,7
S00159788,55.85367241,-4.229425276,91,61,-,-,1,-,-,-,-,5,6,4,11,2
S00159789,55.8541471,-4.133746575,103,90,-,-,-,-,-,-,4,1,-,1,1,5
S00159790,55.85350293,-4.130467896,61,60,-,-,1,1,-,-,-,-,-,-,-,-
S00159791,55.85331461,-4.267191651,110,47,-,-,-,-,-,3,-,5,6,5,21,25
S00159792,55.85115185,-4.359715797,93,87,-,-,-,-,-,-,-,3,-,2,1,-
S00159793,55.85373177,-4.234573477,120,87,-,-,-,-,-,-,2,7,7,7,8,4
S00159794,55.85325455,-4.266549049,162,87,-,-,-,-,-,-,-,5,8,9,16,38
S00159795,55.851311,-4.34999536,91,77,-,-,-,1,-,-,2,-,-,2,10,3
S00159796,55.85270463,-4.297641041,85,50,-,-,-,-,1,-,-,3,3,18,2,7
S00159797,55.85234552,-4.305304949,75,58,-,-,-,1,-,1,-,5,2,1,1,-
S00159798,55.85361877,-4.236340503,68,47,-,-,-,-,-,-,-,1,1,1,6,11
S00159799,55.85314461,-4.270073684,77,57,-,-,-,-,-,1,1,2,4,1,3,5
S00159800,55.85418062,-4.152969316,67,58,-,-,-,-,-,-,-,1,3,5,-,-
S00159801,55.85547622,-4.13380347,153,132,-,-,-,-,-,-,4,8,6,-,4,-
S00159802,55.85280311,-4.283666545,103,53,-,-,-,-,-,-,-,6,1,6,10,27
S00159803,55.84948866,-4.331464605,79,73,-,-,1,1,2,-,-,-,-,1,-,-
S00159804,55.85301849,-4.268628352,103,58,-,-,-,-,-,-,1,8,-,2,12,23
S00159805,55.85318878,-4.268654256,78,44,-,-,-,-,-,-,-,4,3,1,16,8
S00159806,55.85200346,-4.304373985,152,103,-,-,6,-,1,1,5,8,14,4,2,7
S00159807,55.85248326,-4.298906164,95,62,-,-,-,-,-,-,2,3,7,5,11,8
S00159808,55.85223432,-4.295392433,171,114,-,-,1,1,1,3,3,9,5,15,2,12
S00159809,55.85072098,-4.354529128,155,141,1,-,-,1,1,-,-,1,4,3,5,-
S00159810,55.85262126,-4.295367322,122,88,-,-,-,-,-,-,4,7,2,9,2,9
S00159811,55.8515956,-4.231942479,82,63,-,-,-,-,-,-,2,5,8,1,1,5
S00159812,55.85119742,-4.347000787,77,61,-,-,-,-,1,-,1,4,-,-,5,1
S00159813,55.85094607,-4.35121953,97,93,-,-,-,-,-,2,-,2,-,-,2,-
S00159814,55.8551975,-4.135881287,74,60,-,-,-,-,-,-,-,2,2,-,10,2
S00159815,55.85407225,-4.20725512,77,54,-,-,-,-,-,-,-,-,-,17,3,-
S00159816,55.8554418,-4.136821418,113,97,-,-,-,-,-,-,-,4,-,-,14,-
S00159817,55.85430396,-4.175584454,71,68,-,-,-,-,-,-,-,1,-,1,-,-
S00159818,55.85306511,-4.184126892,122,84,-,-,-,-,-,-,6,11,6,8,2,5
S00159819,55.85308853,-4.228912508,153,79,-,-,-,-,2,-,1,25,9,13,21,-
S00159820,55.85179419,-4.301150191,100,71,-,-,-,1,1,1,5,5,1,5,7,3
S00159821,55.85267277,-4.284393857,86,46,-,-,-,-,-,1,-,5,1,3,9,18
S00159822,55.85010999,-4.367161678,191,160,-,-,1,-,-,1,3,19,3,4,1,2
S00159823,55.85461599,-4.168092348,114,104,-,-,-,1,-,-,-,3,-,6,1,-
S00159824,55.85334459,-4.231643343,89,66,-,-,-,-,-,-,-,11,2,2,1,6
S00159825,55.85279041,-4.212071434,128,109,-,-,-,-,-,-,-,6,1,8,2,2
S00159826,55.85054934,-4.356451942,174,159,-,-,-,2,-,-,3,-,3,4,-,4
S00159827,55.85507312,-4.099253473,110,99,-,-,-,-,-,-,-,3,5,2,1,-
S00159828,55.85465247,-4.122717775,126,121,-,-,-,-,-,1,-,4,-,-,-,-
S00159829,55.85084738,-4.340844543,74,69,-,-,-,-,-,-,-,2,-,-,7,-
S00159830,55.85460552,-4.129074293,88,81,-,-,1,-,-,-,2,2,-,-,3,-
S00159831,55.85106411,-4.342678956,85,71,-,-,2,2,-,-,2,4,1,5,-,-
S00159832,55.85282377,-4.267003283,155,71,-,-,-,-,-,-,2,8,7,8,20,36
S00159833,55.85247906,-4.28562872,84,53,-,-,-,2,1,-,2,6,1,-,15,4
S00159834,55.85226022,-4.297375145,107,50,-,-,-,-,-,3,2,20,-,4,16,13
S00159835,55.85200747,-4.299357377,151,111,-,-,-,1,-,1,2,22,1,2,1,7
S00159836,55.85278358,-4.266745304,136,60,-,-,-,-,-,4,-,6,7,6,16,48
S00159837,55.85482513,-4.159268265,64,59,-,-,-,-,-,-,-,-,4,1,-,3
S00159838,55.85344963,-4.227335438,111,89,-,-,-,-,-,1,1,4,-,6,6,2
S00159839,55.85303552,-4.172094445,96,74,-,-,-,-,-,-,-,6,5,4,3,2
S00159840,55.85468985,-4.107477206,159,156,-,-,-,-,-,-,-,2,-,-,-,-
S00159841,55.85440027,-4.167073738,134,107,-,-,-,-,-,-,1,1,-,3,20,8
S00159842,55.84950054,-4.369872565,88,86,-,-,-,-,-,-,-,5,1,-,-,-
S00159843,55.85463055,-4.116165777,126,125,-,-,-,-,1,-,-,-,-,-,-,-
S00159844,55.8546672,-4.162630806,128,105,-,-,-,2,-,2,-,4,5,5,4,5
S00159845,55.85476369,-4.118873233,78,78,-,-,-,-,-,-,-,-,-,-,-,-
S00159846,55.8508249,-4.359424365,87,78,-,-,-,-,1,-,1,1,2,-,-,-
S00159847,55.85186828,-4.298630181,150,83,-,-,-,-,-,3,-,12,4,10,10,27
S00159848,55.85491661,-4.13445983,78,76,-,-,-,-,-,-,-,-,-,-,-,1
S00159849,55.85436336,-4.170187324,97,77,-,-,-,-,-,-,1,7,3,3,1,-
S00159850,55.85236073,-4.286676273,82,49,-,-,-,-,-,1,-,6,-,2,15,12
S00159851,55.84872101,-4.361805082,70,61,-,-,-,-,-,-,-,4,2,-,-,1
S00159852,55.8523373,-4.292762249,208,122,-,-,1,4,6,-,17,19,11,5,2,17
S00159853,55.85298046,-4.236351757,64,32,-,-,-,-,-,-,2,11,5,-,5,5
S00159854,55.85128011,-4.302206227,108,96,-,-,-,-,-,-,1,6,-,6,3,2
S00159855,55.85277893,-4.228639141,82,70,-,-,-,-,-,-,2,2,-,1,1,4
S00159856,55.85036908,-4.345193396,129,111,-,-,-,-,1,-,1,-,4,1,6,-
