Scotland's Census 2022 - National Records of Scotland
Table UV212 - Main language
All people aged 3 and over

,"All people aged 3 and over","English","Scots","Gaelic","Sign Language","Other language"
"S00136054",115,104,-,-,-,11
"S00136055",123,108,1,-,-,14
"S00136056",93,84,-,-,-,9
"S00136057",127,112,-,-,-,15
"S00136058",249,214,-,1,-,33
"S00136059",90,83,1,-,-,6
"S00136060",98,76,2,-,-,21
"S00136061",400,324,1,3,-,72
"S00136062",83,65,-,-,-,20
"S00136063",101,95,-,-,-,9
"S00136064",140,120,2,-,-,22
"S00136065",99,75,2,-,-,22
"S00136066",61,52,2,-,-,6
"S00136067",63,47,-,-,-,13
"S00136068",118,87,-,-,-,31
"S00136069",134,119,1,-,-,14
"S00136070",75,67,-,-,-,8
"S00136071",191,136,-,-,-,55
"S00136072",77,64,-,-,-,13
"S00136073",100,81,-,-,-,19
"S00136074",88,59,-,-,-,30
"S00136075",96,67,-,-,-,29
"S00136076",118,87,-,-,-,29
"S00136077",97,87,-,-,-,8
"S00136078",205,199,-,-,-,9
"S00136079",62,53,-,-,-,9
"S00136080",138,126,-,-,-,12
"S00136081",81,57,-,-,-,24
"S00136082",66,53,2,-,-,12
"S00136083",100,75,-,-,1,23
"S00136084",95,88,1,-,-,6
"S00136085",82,76,1,-,-,9
"S00136086",89,71,-,-,-,15
"S00136087",97,86,-,-,-,11
"S00136088",84,70,-,-,-,15
"S00136089",156,150,-,-,-,6
"S00136090",103,95,1,-,-,8
"S00136091",131,117,-,-,-,14
"S00136092",168,158,-,-,-,10
"S00136093",116,91,-,-,-,21
"S00136094",91,63,-,-,-,28
"S00136095",62,62,-,-,-,-
"S00136096",151,131,-,-,-,16
"S00136097",150,128,-,-,-,22
"S00136098",91,83,-,-,-,8
"S00136099",143,132,-,-,-,11
"S00136100",190,151,-,-,-,39
"S00136101",102,95,1,-,-,8
"S00136102",105,82,-,-,-,26
"S00136103",91,78,-,-,-,13
"S00136104",102,82,-,-,-,19
"S00136105",141,112,-,-,-,31
"S00136106",91,57,-,-,-,34
"S00136107",121,109,-,-,-,15
"S00136108",148,132,-,-,-,16
"S00136109",105,102,-,-,-,7
"S00136110",84,78,-,-,-,6
"S00136111",116,78,-,-,-,38
"S00136112",137,129,-,-,-,8
"S00136113",84,79,1,-,-,4
"S00136114",153,116,-,-,-,37
"S00136115",128,95,-,-,-,31
"S00136116",83,63,-,-,-,20
"S00136117",99,80,-,-,-,16
"S00136118",78,70,1,-,-,7
"S00136119",81,78,-,-,-,4
"S00136120",88,77,-,-,-,11
"S00136121",122,111,-,-,-,11
"S00136122",119,89,-,-,-,30
"S00136123",154,139,-,-,-,15
"S00136124",79,73,-,-,-,6
"S00136125",97,93,-,-,-,4
"S00136126",88,85,-,-,-,4
"S00136127",144,135,-,-,-,5
"S00136128",69,58,-,-,-,15
"S00136129",103,86,1,-,-,12
"S00136130",73,65,-,-,-,8
"S00136131",81,68,-,-,-,12
"S00136132",80,78,1,-,-,2
"S00136133",114,102,-,-,-,11
"S00136134",88,84,-,-,-,4
"S00136135",79,64,-,-,-,18
"S00136136",72,69,-,-,-,3
"S00136137",94,76,-,-,1,17
"S00136138",83,83,-,-,-,-
"S00136139",81,80,1,-,-,-
"S00136140",119,113,-,-,-,6
"S00136141",70,58,-,-,-,12
"S00136142",114,82,-,-,-,30
"S00136143",64,54,-,-,-,10
"S00136144",138,132,1,-,-,5
"S00136145",285,246,-,-,-,43
"S00136146",111,89,-,-,-,22
"S00136147",65,63,-,-,-,10
"S00136148",97,86,-,-,-,8
"S00136149",80,73,2,-,-,5
"S00136150",111,97,-,-,-,13
"S00136151",71,65,-,-,-,6
"S00136152",81,72,-,-,-,9
"S00136153",75,71,-,-,-,4
"S00136154",113,76,-,-,-,39
"S00136155",115,108,-,-,-,7
"S00136156",117,104,-,-,-,10
"S00136157",60,53,-,-,-,7
"S00136158",132,122,-,-,-,10
"S00136159",86,78,-,-,-,8
"S00136160",77,70,-,-,-,5
"S00136161",100,86,1,-,-,9
"S00136162",124,102,3,-,1,15
"S00136163",70,67,-,-,-,4
"S00136164",84,80,-,-,-,4
"S00136165",61,57,3,-,-,2
"S00136166",66,50,-,-,-,16
"S00136167",83,81,-,-,-,-
"S00136168",103,95,-,-,-,8
"S00136169",63,55,-,-,-,8
"S00136170",72,54,-,-,2,17
"S00136171",63,44,-,-,-,23
"S00136172",83,66,-,-,-,17
"S00136173",63,59,-,-,-,4
"S00136174",127,114,1,-,-,17
"S00136175",75,68,-,-,-,5
"S00136176",137,126,-,-,-,11
"S00136177",95,88,-,-,1,6
"S00136178",102,78,-,-,-,28
"S00136179",98,86,-,-,-,12
"S00136180",128,120,-,-,-,8
"S00136181",63,48,-,-,-,15
"S00136182",118,105,2,-,-,14
"S00136183",117,104,-,-,-,11
"S00136184",123,109,-,-,-,10
"S00136185",98,71,-,-,-,28
"S00136186",100,83,-,-,-,17
"S00136187",97,92,-,-,-,5
"S00136188",57,40,-,-,-,15
"S00136189",87,70,-,-,-,17
"S00136190",80,64,1,-,-,11
"S00136191",107,82,-,-,-,25
"S00136192",141,108,-,-,-,33
"S00136193",122,96,-,-,-,26
"S00136194",131,109,1,-,1,20
"S00136195",385,337,-,4,-,49
"S00136196",76,67,2,-,-,4
"S00136197",107,81,-,-,-,26
"S00136198",118,111,3,-,-,4
"S00136199",64,58,1,-,-,5
"S00136200",66,62,-,-,-,4
"S00136201",88,82,-,-,-,6
"S00136202",78,60,-,-,-,18
"S00136203",96,84,-,-,-,12
"S00136204",122,104,-,-,-,18
"S00136205",75,51,-,-,-,24
"S00136206",101,78,-,-,-,23
"S00136207",67,47,-,-,-,20
"S00136208",87,81,-,-,-,6
"S00136209",97,90,-,-,-,7
"S00136210",164,153,-,-,-,8
"S00136211",85,66,-,-,-,19
"S00136212",89,84,-,-,-,4
"S00136213",75,68,-,-,-,4
"S00136214",111,87,2,-,-,23
"S00136215",94,80,-,-,1,13
"S00136216",113,95,-,-,-,18
"S00136217",130,123,2,-,1,5
"S00136218",192,149,-,4,-,37
"S00136219",74,67,-,-,-,7
"S00136220",105,85,-,-,-,20
"S00136221",66,56,-,-,-,10
"S00136222",60,56,1,-,2,1
"S00136223",180,157,-,-,-,21
"S00136224",78,64,-,-,-,18
"S00136225",107,95,-,-,-,8
"S00136226",101,90,-,-,-,9
"S00136227",75,47,-,-,-,29
"S00136228",171,158,-,-,-,13
"S00136229",97,96,-,-,-,5
"S00136230",93,73,-,-,-,24
"S00136231",104,101,2,-,-,2
"S00136232",156,130,1,-,-,25
"S00136233",72,55,-,-,-,22
"S00136234",95,88,-,-,-,9
"S00136235",61,59,-,-,-,1
"S00136236",450,396,-,1,-,53
"S00136237",154,130,-,-,-,25
"S00136238",119,93,-,-,-,29
"S00136239",310,268,-,4,-,37
"S00136240",98,91,1,-,-,7
"S00136241",72,57,-,-,-,15
"S00136242",107,91,1,-,-,15
"S00136243",83,67,-,-,-,20
"S00136244",138,126,3,-,-,9
"S00136245",589,496,2,5,-,90
"S00136246",76,58,-,-,-,18
"S00136247",128,109,-,-,-,22
"S00136248",122,110,-,-,-,9
"S00136249",89,85,-,-,-,4
"S00136250",95,86,3,-,-,5
"S00136251",108,68,-,-,-,40
"S00136252",88,74,2,-,-,12
"S00136253",72,60,-,-,-,12
"S00136254",131,94,1,-,-,36
"S00136255",104,105,-,-,-,4
"S00136256",103,104,-,-,2,1
"S00136257",114,90,-,-,-,22
"S00136258",103,87,-,-,-,15
"S00136259",244,219,2,-,-,22
"S00136260",74,68,1,-,-,1
"S00136261",95,80,-,-,-,15
"S00136262",106,94,-,-,-,12
"S00136263",85,66,-,-,-,19
"S00136264",102,82,-,-,-,20
"S00136265",107,77,-,-,-,30
"S00136266",88,87,-,-,-,1
"S00136267",96,71,-,-,-,25
"S00136268",114,87,-,-,-,27
"S00136269",92,71,-,-,-,21
"S00136270",83,72,-,-,-,11
"S00136271",119,109,-,-,-,10
"S00136272",119,107,1,-,-,11
"S00136273",66,59,1,-,-,6
"S00136274",91,76,-,-,-,16
"S00136275",125,109,-,-,-,13
"S00136276",107,103,-,-,-,6
"S00136277",67,61,-,-,-,3
"S00136278",96,86,-,-,-,11
"S00136279",58,46,-,-,-,12
"S00136280",103,91,-,-,-,12
"S00136281",123,112,1,-,-,10
"S00136282",62,54,3,-,-,3
"S00136283",68,45,-,-,-,23
"S00136284",143,121,-,-,-,22
"S00136285",108,92,1,-,-,14
"S00136286",102,99,-,-,-,3
"S00136287",82,78,-,-,-,4
"S00136288",135,112,-,-,-,23
"S00136289",171,160,-,-,-,11
"S00136290",148,138,-,-,-,10
"S00136291",98,75,-,-,-,23
"S00136292",118,114,1,-,-,2
"S00136293",84,77,-,-,-,7
"S00136294",93,88,-,-,-,8
"S00136295",83,66,1,-,1,15
"S00136296",80,66,-,-,-,12
"S00136297",115,83,2,-,-,33
"S00136298",129,113,-,-,-,14
"S00136299",127,118,-,-,1,8
"S00136300",102,85,-,-,-,14
"S00136301",131,118,-,-,-,18
"S00136302",130,123,1,-,-,3
"S00136303",124,111,-,-,-,13
"S00136304",87,73,-,-,-,14
"S00136305",125,96,-,-,-,31
"S00136306",89,72,-,-,1,16
"S00136307",115,87,2,-,-,26
"S00136308",180,147,-,-,-,27
"S00136309",143,124,-,-,-,19
"S00136310",189,154,2,-,-,32
"S00136311",104,100,-,-,-,4
"S00136312",124,119,-,-,-,5
"S00136313",79,66,-,-,-,13
"S00136314",89,81,-,-,-,8
"S00136315",81,60,1,-,-,20
"S00136316",98,81,-,-,-,17
"S00136317",105,97,-,-,-,6
"S00136318",95,80,-,-,-,10
"S00136319",78,70,-,-,-,9
"S00136320",66,58,-,1,-,4
"S00136321",92,75,-,-,-,17
"S00136322",72,61,-,-,-,11
"S00136323",106,104,-,-,-,-
"S00136324",75,57,-,-,-,21
"S00136325",141,136,-,-,-,9
"S00136326",86,74,1,-,-,11
"S00136327",61,53,2,-,-,8
"S00136328",63,54,-,-,-,5
"S00136329",109,101,1,-,-,7
"S00136330",143,115,-,-,-,28
"S00136331",74,66,-,-,-,8
"S00136332",99,95,-,-,-,8
"S00136333",417,358,1,2,-,54
"S00136334",113,83,1,-,-,29
"S00136335",79,51,-,-,-,26
"S00136336",102,89,-,-,-,13
"S00136337",127,114,-,-,-,13
"S00136338",94,74,-,-,-,20
"S00136339",104,94,-,-,-,7
"S00136340",81,78,-,-,-,7
"S00136341",58,43,-,-,-,17
"S00136342",74,54,-,-,-,21
"S00136343",110,94,-,-,-,16
"S00136344",63,51,-,-,-,12
"S00136345",113,90,1,-,-,18
"S00136346",89,89,-,-,-,3
"S00136347",70,58,-,-,-,14
"S00136348",117,107,-,-,-,10
"S00136349",102,90,-,-,-,12
"S00136350",84,66,1,-,-,17
"S00136351",110,102,-,-,-,8
"S00136352",65,61,-,-,-,4
"S00136353",124,109,-,-,-,15
"S00136354",79,78,-,-,1,-
"S00136355",99,92,-,-,-,7
"S00136356",56,55,-,-,-,3
"S00136357",97,87,1,-,-,9
"S00136358",129,109,-,-,-,20
"S00136359",78,61,-,-,-,21
"S00136360",74,59,-,-,-,15
"S00136361",68,55,-,-,-,12
"S00136362",127,91,-,-,-,36
"S00136363",87,77,2,-,-,8
"S00136364",78,71,-,-,-,8
"S00136365",157,138,3,-,-,13
"S00136366",124,113,-,-,-,8
"S00136367",85,75,-,-,-,10
"S00136368",77,74,-,-,-,3
"S00136369",123,106,2,-,-,16
"S00136370",160,124,-,-,-,34
"S00136371",73,65,-,-,-,8
"S00136372",119,109,-,-,-,8
"S00136373",116,95,1,-,-,20
"S00136374",154,132,2,-,-,21
"S00136375",147,124,-,-,-,23
"S00136376",107,100,-,-,-,6
"S00136377",71,59,-,-,-,12
"S00136378",93,77,-,-,-,16
"S00136379",89,57,-,-,-,32
"S00136380",112,106,-,-,-,6
"S00136381",74,65,-,-,-,11
"S00136382",122,106,-,-,-,15
"S00136383",102,95,-,-,-,6
"S00136384",78,70,-,-,-,8
"S00136385",111,88,-,-,-,21
"S00136386",85,80,-,-,-,5
"S00136387",127,110,-,-,-,17
"S00136388",84,75,-,-,-,9
"S00136389",149,139,1,-,-,6
"S00136390",94,81,-,-,-,13
"S00136391",82,75,1,-,-,6
"S00136392",74,66,-,-,-,8
"S00136393",67,65,-,-,-,2
"S00136394",78,70,-,-,-,10
"S00136395",185,172,-,-,-,13
"S00136396",64,51,-,-,-,13
"S00136397",140,137,-,-,-,5
"S00136398",77,67,-,-,-,10
"S00136399",67,66,-,-,-,1
"S00136400",77,70,-,-,-,7
"S00136401",92,69,1,-,-,22
"S00136402",111,98,-,-,-,13
"S00136403",124,109,-,-,-,15
"S00136404",76,58,-,-,-,14
"S00136405",101,81,-,-,-,20
"S00136406",79,64,-,-,-,15
"S00136407",99,83,-,-,-,12
"S00136408",173,141,-,-,-,29
"S00136409",109,99,1,-,-,9
"S00136410",143,142,-,-,-,1
"S00136411",74,51,-,-,-,23
"S00136412",65,63,-,-,-,2
"S00136413",69,57,-,-,-,12
"S00136414",116,115,-,-,-,1
"S00136415",95,90,-,-,-,6
"S00136416",139,131,-,-,-,8
"S00136417",89,77,-,-,-,12
"S00136418",88,75,-,-,-,11
"S00136419",117,92,-,-,-,25
"S00136420",89,85,-,-,-,4
"S00136421",64,58,-,-,-,6
"S00136422",162,123,1,-,-,36
"S00136423",101,96,-,-,-,7
"S00136424",126,84,-,-,-,42
"S00136425",103,88,-,-,-,13
"S00136426",78,72,-,-,-,6
"S00136427",89,82,2,-,-,6
"S00136428",109,91,2,-,-,12
"S00136429",141,128,-,-,1,15
"S00136430",80,66,-,-,-,14
"S00136431",154,149,-,-,-,5
"S00136432",110,93,-,-,-,14
"S00136433",112,106,-,-,-,4
"S00136434",65,56,-,-,-,9
"S00136435",75,61,-,-,-,11
"S00136436",111,102,2,-,-,7
"S00136437",178,148,-,-,-,30
"S00136438",132,115,1,-,-,16
"S00136439",155,133,3,-,-,19
"S00136440",75,67,-,-,-,8
"S00136441",93,93,-,-,-,-
"S00136442",91,69,1,-,-,18
"S00136443",74,68,-,-,-,6
"S00136444",88,76,2,-,-,10
"S00136445",100,91,2,-,-,10
"S00136446",118,103,-,-,-,15
"S00136447",96,83,-,-,-,15
"S00136448",62,60,-,-,-,2
"S00136449",115,104,-,-,-,11
"S00136450",72,68,2,1,-,2
"S00136451",105,95,-,-,-,10
"S00136452",93,74,-,-,-,18
"S00136453",96,84,1,-,-,7
"S00136454",63,46,-,-,-,17
"S00136455",116,109,-,-,-,6
"S00136456",102,89,-,-,-,9
"S00136457",96,77,-,-,-,19
"S00136458",108,95,-,1,-,12
"S00136459",61,58,-,-,-,3
"S00136460",87,75,-,-,-,13
"S00136461",164,151,-,-,-,13
"S00136462",84,74,-,-,-,10
"S00136463",157,148,-,-,-,8
"S00136464",71,69,-,-,-,5
"S00136465",86,85,-,-,-,1
"S00136466",81,58,-,-,-,19
"S00136467",96,95,-,-,-,-
"S00136468",163,149,-,-,-,14
"S00136469",92,72,-,-,-,20
"S00136470",94,87,2,-,-,6
"S00136471",69,55,-,-,-,17
"S00136472",64,56,-,-,-,8
"S00136473",69,53,2,-,-,14
"S00136474",81,68,-,-,-,13
"S00136475",96,93,-,-,-,3
"S00136476",69,66,-,-,-,3
"S00136477",86,72,-,-,-,15
"S00136478",68,49,-,-,-,20
"S00136479",116,110,-,-,-,9
"S00136480",104,94,-,-,-,10
"S00136481",82,70,-,-,-,13
"S00136482",134,123,1,-,-,10
"S00136483",100,93,-,-,-,7
"S00136484",111,69,-,-,-,42
"S00136485",100,95,-,-,-,6
"S00136486",105,88,-,-,-,17
"S00136487",91,68,-,-,-,22
"S00136488",85,66,1,-,-,14
"S00136489",74,60,-,-,-,14
"S00136490",111,104,-,-,-,7
"S00136491",93,81,-,-,-,12
"S00136492",106,100,-,-,-,6
"S00136493",119,90,1,-,1,27
"S00136494",176,171,-,-,-,7
"S00136495",74,51,-,-,-,23
"S00136496",85,77,-,-,-,5
"S00136497",93,84,-,-,-,9
"S00136498",92,76,-,-,-,16
"S00136499",125,117,-,-,-,6
"S00136500",106,91,-,-,-,18
"S00136501",74,67,1,-,-,6
"S00136502",130,110,-,-,-,19
"S00136503",89,55,-,-,-,31
"S00136504",113,109,3,-,-,1
"S00136505",128,128,-,-,-,-
"S00136506",107,88,-,-,-,19
"S00136507",95,93,-,-,-,2
"S00136508",132,110,-,-,-,22
"S00136509",152,138,-,-,-,14
"S00136510",96,77,-,-,-,16
"S00136511",72,69,-,-,-,3
"S00136512",59,53,-,-,-,8
"S00136513",132,125,-,-,-,6
"S00136514",177,165,-,-,-,13
"S00136515",100,96,-,-,-,11
"S00136516",104,89,-,-,-,19
"S00136517",96,93,-,-,-,3
"S00136518",193,157,2,-,2,30
"S00136519",96,94,-,-,-,-
"S00136520",186,182,-,-,-,4
"S00136521",100,71,-,-,-,29
"S00136522",104,105,-,-,-,-
"S00136523",106,98,-,-,-,9
"S00136524",86,69,-,-,-,17
"S00136525",98,85,-,-,-,15
"S00136526",75,49,-,-,-,26
"S00136527",111,90,-,-,-,21
"S00136528",62,58,-,-,-,4
"S00136529",83,74,-,-,-,5
"S00136530",98,97,-,-,-,-
"S00136531",82,80,1,-,-,2
"S00136532",138,116,-,-,-,22
"S00136533",91,88,-,-,-,3
"S00136534",115,99,-,-,-,16
"S00136535",63,49,-,-,-,14
"S00136536",96,75,-,-,-,17
"S00136537",102,95,-,-,-,7
"S00136538",138,119,-,-,-,18
"S00136539",108,95,-,-,-,13
"S00136540",65,58,-,-,-,11
"S00136541",88,87,-,-,-,2
"S00136542",68,60,-,-,-,8
"S00136543",130,123,-,-,-,10
"S00136544",62,45,-,-,-,17
"S00136545",101,97,-,-,-,4
"S00136546",70,67,-,-,-,3
"S00136547",82,67,-,-,-,16
"S00136548",95,93,-,-,1,-
"S00136549",111,89,-,-,-,24
"S00136550",120,95,-,-,-,22
"S00136551",112,85,-,-,-,27
"S00136552",110,107,-,-,-,5
"S00136553",90,87,-,-,-,3
"S00136554",94,81,-,-,-,9
"S00136555",92,86,-,-,-,10
"S00136556",60,50,2,-,-,9
"S00136557",88,74,-,-,-,14
"S00136558",101,91,-,-,-,10
"S00136559",66,57,-,-,-,5
"S00136560",80,63,-,-,-,16
"S00136561",78,71,-,-,-,4
"S00136562",81,71,-,-,-,9
"S00136563",66,50,-,-,-,16
"S00136564",143,133,-,-,-,7
"S00136565",116,116,-,-,-,3
"S00136566",100,98,-,-,-,2
"S00136567",110,76,-,-,-,34
"S00136568",93,81,-,-,-,11
"S00136569",92,85,1,-,-,6
"S00136570",67,61,-,-,-,8
"S00136571",73,70,-,-,-,3
"S00136572",65,57,-,-,-,10
"S00136573",93,83,-,-,-,10
"S00136574",94,95,-,-,-,2
"S00136575",74,68,-,-,-,6
"S00136576",95,71,-,-,-,24
"S00136577",87,87,-,-,-,-
"S00136578",110,104,-,-,-,6
"S00136579",89,77,-,-,-,16
"S00136580",117,99,-,-,-,18
"S00136581",64,58,-,-,-,6
"S00136582",152,134,-,-,-,18
"S00136583",71,60,-,-,-,11
"S00136584",63,52,-,-,-,11
"S00136585",136,129,-,-,-,11
"S00136586",68,65,-,-,-,3
"S00136587",57,50,-,-,-,7
"S00136588",105,104,-,-,-,2
"S00136589",67,61,-,-,-,7
"S00136590",104,89,2,-,-,13
"S00136591",117,109,-,-,-,8
"S00136592",192,185,-,-,-,7
"S00136593",131,118,-,-,-,13
"S00136594",106,89,-,-,-,13
"S00136595",98,87,-,-,-,9
"S00136596",68,56,-,-,-,12
"S00136597",86,80,-,-,-,6
"S00136598",88,84,-,-,-,4
"S00136599",80,76,-,-,-,4
"S00136600",105,100,-,-,-,5
"S00136601",76,71,-,-,-,5
"S00136602",131,128,-,-,-,3
"S00136603",110,88,-,-,-,22
"S00136604",69,67,-,-,-,1
"S00136605",155,130,-,-,-,22
"S00136606",106,95,-,-,-,11
"S00136607",82,67,-,-,-,15
"S00136608",313,292,2,-,-,19
"S00136609",106,96,1,-,-,9
"S00136610",90,81,-,-,-,9
"S00136611",86,79,-,-,-,7
"S00136612",74,66,-,-,-,8
"S00136613",64,57,-,-,-,4
"S00136614",81,60,-,-,-,20
"S00136615",91,78,-,-,-,14
"S00136616",154,144,-,-,-,7
"S00136617",66,56,-,-,-,9
"S00136618",77,66,-,-,-,16
"S00136619",60,53,-,-,-,7
"S00136620",112,100,-,-,-,12
"S00136621",125,109,-,-,-,16
"S00136622",128,101,-,-,-,27
"S00136623",67,55,-,-,-,13
"S00136624",110,110,-,-,-,-
"S00136625",66,56,-,-,-,10
"S00136626",96,89,-,-,-,6
"S00136627",121,113,-,-,-,8
"S00136628",103,97,-,-,-,6
"S00136629",76,68,-,-,-,8
"S00136630",107,88,-,-,-,16
"S00136631",77,71,-,-,-,6
"S00136632",69,65,-,-,-,2
"S00136633",91,86,-,-,-,4
"S00136634",82,72,-,-,-,7
"S00136635",85,67,-,-,-,15
"S00136636",136,121,-,-,-,15
"S00136637",198,190,-,-,1,7
"S00136638",118,93,-,-,-,25
"S00136639",84,68,-,-,-,16
"S00136640",68,61,-,-,1,6
"S00136641",113,88,-,-,-,22
"S00136642",96,89,-,-,-,7
"S00136643",71,55,-,-,-,16
"S00136644",74,68,-,-,-,6
"S00136645",91,84,-,-,-,7
"S00136646",103,87,-,-,-,15
"S00136647",127,114,1,-,-,12
"S00136648",82,77,-,-,-,10
"S00136649",102,83,-,-,-,20
"S00136650",139,125,-,-,-,14
"S00136651",84,75,-,-,-,4
"S00136652",85,74,1,-,-,10
"S00136653",61,44,-,-,-,14
"S00136654",105,86,-,-,-,19
"S00136655",108,86,-,-,-,22
"S00136656",80,73,-,-,-,7
"S00136657",116,105,-,-,-,13
"S00136658",91,86,-,-,-,5
"S00136659",106,82,-,-,-,28
"S00136660",103,96,-,-,-,10
"S00136661",78,73,-,-,-,6
"S00136662",83,75,-,-,-,9
"S00136663",140,130,-,-,-,10
"S00136664",88,88,-,-,-,-
"S00136665",109,91,-,-,-,17
"S00136666",111,79,-,-,-,31
"S00136667",65,52,-,-,-,13
"S00136668",75,68,-,-,-,10
"S00136669",93,86,-,-,-,7
"S00136670",167,158,-,-,-,9
"S00136671",78,66,-,-,-,13
"S00136672",71,67,-,-,-,4
"S00136673",87,78,-,-,-,11
"S00136674",76,60,-,-,-,16
"S00136675",136,133,-,-,-,3
"S00136676",77,71,-,-,-,6
"S00136677",164,152,-,-,-,16
"S00136678",125,115,-,-,-,7
"S00136679",137,123,-,2,-,12
"S00136680",146,137,-,-,-,12
"S00136681",122,105,-,-,-,13
"S00136682",112,107,-,-,-,5
"S00136683",98,99,-,-,-,3
"S00136684",70,62,-,-,-,12
"S00136685",117,112,-,-,-,2
"S00136686",79,71,-,-,-,8
"S00136687",128,116,-,-,-,12
"S00136688",144,133,-,-,-,9
"S00136689",85,78,1,-,-,5
"S00136690",64,51,-,-,-,13
"S00136691",136,128,-,-,-,5
"S00136692",102,103,-,-,-,4
"S00136693",81,74,-,-,-,7
"S00136694",118,108,-,-,-,10
"S00136695",102,101,-,-,-,2
"S00136696",115,91,-,-,-,23
"S00136697",134,132,-,-,-,6
"S00136698",71,60,-,-,-,13
"S00136699",86,74,-,-,2,11
"S00136700",104,91,-,-,-,13
"S00136701",77,71,1,-,-,5
"S00136702",83,84,-,-,-,2
"S00136703",114,98,-,-,-,13
"S00136704",98,91,-,-,-,7
"S00136705",73,73,-,-,-,-
"S00136706",74,67,-,-,-,7
"S00136707",83,79,-,-,-,4
"S00136708",91,90,-,-,-,1
"S00136709",160,154,-,-,-,9
"S00136710",110,102,-,-,-,8
"S00136711",108,87,-,-,-,17
"S00136712",161,122,2,-,-,36
"S00136713",87,77,-,-,-,10
"S00136714",75,65,-,-,-,7
"S00136715",140,131,-,-,-,8
"S00136716",173,162,-,-,-,11
"S00136717",77,62,-,-,-,15
"S00136718",113,105,2,-,-,1
"S00136719",108,98,-,-,-,10
"S00136720",94,87,-,-,1,10
"S00136721",119,114,-,-,-,5
"S00136722",100,81,-,-,-,18
"S00136723",114,107,-,-,-,7
"S00136724",119,107,-,-,-,11
"S00136725",69,60,-,-,-,9
"S00136726",79,58,-,-,-,21
"S00136727",85,83,-,-,-,-
"S00136728",78,58,-,-,-,20
"S00136729",136,106,-,-,-,30
"S00136730",73,61,-,-,-,8
"S00136731",128,113,-,-,-,15
"S00136732",61,53,-,-,-,8
"S00136733",146,133,-,-,-,13
"S00136734",102,82,1,-,1,17
"S00136735",120,116,-,-,-,4
"S00136736",92,90,-,-,-,2
"S00136737",101,101,-,-,-,-
"S00136738",80,57,-,-,-,23
"S00136739",79,67,-,-,2,11
"S00136740",131,122,-,-,-,9
"S00136741",71,64,1,-,-,6
"S00136742",132,129,-,-,-,3
"S00136743",59,55,-,-,-,4
"S00136744",99,70,-,-,-,26
"S00136745",151,148,-,-,-,1
"S00136746",141,124,2,-,-,15
"S00136747",88,83,-,-,-,5
"S00136748",100,99,-,-,-,2
"S00136749",136,132,-,-,-,5
"S00136750",76,66,-,-,-,14
"S00136751",95,87,-,-,-,8
"S00136752",116,104,-,-,-,12
"S00136753",131,121,-,-,-,10
"S00136754",91,85,-,-,-,6
"S00136755",107,101,-,-,-,6
"S00136756",96,82,3,-,-,7
"S00136757",87,72,-,-,-,15
"S00136758",85,81,-,-,-,4
"S00136759",61,57,-,-,-,4
"S00136760",100,77,-,-,-,23
"S00136761",92,91,-,-,-,1
"S00136762",105,97,-,-,1,7
"S00136763",65,53,2,-,-,11
"S00136764",111,86,-,-,-,27
"S00136765",114,97,-,-,-,17
"S00136766",98,92,-,1,-,5
"S00136767",99,96,-,-,-,7
"S00136768",164,141,-,-,-,23
"S00136769",102,95,-,-,-,8
"S00136770",84,74,-,-,-,10
"S00136771",115,109,-,-,-,6
"S00136772",89,62,2,-,-,23
"S00136773",125,99,-,-,-,26
"S00136774",85,79,-,-,-,6
"S00136775",97,89,-,-,-,8
"S00136776",169,140,1,-,-,29
"S00136777",86,83,-,-,-,7
"S00136778",86,78,1,-,-,15
"S00136779",101,88,-,-,-,9
"S00136780",94,94,-,-,-,-
"S00136781",106,106,-,-,-,4
"S00136782",142,134,-,-,1,7
"S00136783",96,87,-,-,-,9
"S00136784",61,55,-,-,-,10
"S00136785",128,121,-,-,-,5
"S00136786",165,163,-,-,-,2
"S00136787",122,113,-,-,-,9
"S00136788",88,77,-,-,-,11
"S00136789",156,152,-,-,-,2
"S00136790",159,137,-,-,-,23
"S00136791",113,102,-,-,-,11
"S00136792",75,63,-,-,-,12
"S00136793",106,82,-,-,-,21
"S00136794",148,112,-,-,-,33
"S00136795",105,95,-,-,-,10
"S00136796",113,86,2,-,-,26
"S00136797",101,100,-,-,-,1
"S00136798",115,116,-,-,-,2
"S00136799",58,55,-,-,-,3
"S00136800",115,109,1,-,-,8
"S00136801",77,72,-,-,-,6
"S00136802",69,60,-,-,-,11
"S00136803",153,125,-,-,-,28
"S00136804",127,79,-,-,-,52
"S00136805",124,81,-,-,-,43
"S00136806",68,64,-,-,-,4
"S00136807",92,86,-,-,-,6
"S00136808",131,126,-,-,-,5
"S00136809",152,133,-,-,-,16
"S00136810",172,137,-,-,-,34
"S00136811",134,126,-,1,-,9
"S00136812",92,86,-,-,2,5
"S00136813",82,78,-,-,-,4
"S00136814",124,120,-,-,-,6
"S00136815",134,130,3,-,-,-
"S00136816",74,74,-,-,-,-
"S00136817",104,96,3,-,-,6
"S00136818",73,65,-,-,2,4
"S00136819",82,73,-,-,-,12
"S00136820",88,87,-,-,-,1
"S00136821",87,78,-,-,-,9
"S00136822",88,83,-,-,-,5
"S00136823",67,57,-,-,-,10
"S00136824",100,97,-,-,-,1
"S00136825",92,78,-,-,-,14
"S00136826",88,59,-,-,-,31
