OA_Code,Latitude,Longitude,All people in households,"Whole house or bungalow, Total","Whole house or bungalow, Detached","Whole house or bungalow, Semi-detached","Whole house or bungalow, Terraced (including end-terrace)","Flat, maisonette or apartment, Total","Flat, maisonette or apartment, Purpose-built block of flats or tenement","Flat, maisonette or apartment, Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment, In a commercial building",Caravan or other mobile or temporary structure
S00174593,55.43082442,-2.76395899,85,58,20,14,24,27,27,-,-,-
S00174594,55.42966776,-2.776404454,70,15,2,7,4,55,54,1,-,-
S00174595,55.42961831,-2.788349819,63,18,-,12,8,43,39,6,-,-
S00174596,55.42958104,-2.767364006,171,168,80,43,41,3,3,-,-,-
S00174597,55.42960121,-2.765578771,127,99,21,66,15,28,24,4,-,-
S00174598,55.42910446,-2.781607997,85,34,6,2,26,51,50,1,-,-
S00174599,55.4294728,-2.787224978,151,25,5,13,7,122,121,3,3,-
S00174600,55.42784232,-2.7892467,116,46,14,13,19,70,70,-,-,-
S00174601,55.42825432,-2.772568553,129,72,24,36,12,51,39,9,-,6
S00174602,55.42861632,-2.791837812,132,104,4,25,72,27,21,2,1,1
S00174603,55.41635525,-2.745355455,86,86,68,17,1,-,-,-,-,-
S00174604,55.42791007,-2.778676948,77,14,4,4,8,63,64,4,1,-
S00174605,55.42869946,-2.785913849,65,14,5,2,6,53,53,-,-,-
S00174606,55.42797814,-2.782091385,109,9,-,4,4,100,100,-,-,1
S00174607,55.42711063,-2.778629609,89,67,4,38,25,23,19,-,3,-
S00174608,55.42746711,-2.776266451,100,77,18,54,7,23,22,1,-,-
S00174609,55.42706644,-2.779924421,110,8,3,1,5,102,100,2,-,-
S00174610,55.42467298,-2.790226272,82,22,2,4,16,60,52,7,-,-
S00174611,55.42622234,-2.769905958,80,80,63,7,10,-,-,-,-,-
S00174612,55.42620605,-2.79354344,132,118,99,17,2,12,10,3,-,-
S00174613,55.42699501,-2.785469158,74,12,3,7,2,61,61,-,-,-
S00174614,55.42707063,-2.773604102,133,118,71,41,6,16,11,2,2,-
S00174615,55.42608456,-2.784518843,128,45,17,10,26,83,64,9,15,-
S00174616,55.42616436,-2.786084691,102,20,3,1,16,78,68,4,10,-
S00174617,55.42387622,-2.803561152,120,100,66,36,2,16,9,9,-,-
S00174618,55.42514413,-2.781229542,128,74,12,34,29,54,40,13,1,-
S00174619,55.42474705,-2.778677887,107,37,4,15,14,70,70,-,-,-
S00174620,55.42562515,-2.791667333,84,56,17,33,3,31,17,13,1,-
S00174621,55.42383478,-2.780824492,112,82,3,41,38,33,31,2,-,-
S00174622,55.42441726,-2.78388538,146,64,20,14,30,86,66,8,11,-
S00174623,55.42362389,-2.780077747,81,50,6,17,27,31,30,2,-,-
S00174624,55.42386951,-2.786623681,91,25,8,1,16,67,65,2,-,-
S00174625,55.42496559,-2.785255061,76,12,6,4,2,64,61,-,3,-
S00174626,55.42499192,-2.792318269,60,10,-,1,9,50,53,-,-,-
S00174627,55.42370416,-2.781580298,81,57,-,18,39,21,21,-,-,-
S00174628,55.42106429,-2.804831127,117,91,71,16,4,26,14,12,-,-
S00174629,55.37743292,-2.96557757,94,93,75,18,-,2,-,2,-,2
S00174630,55.42290321,-2.781769866,129,82,16,10,55,47,47,-,-,-
S00174631,55.42208536,-2.808059107,123,114,50,28,30,9,9,3,-,-
S00174632,55.42268018,-2.787121409,60,6,4,2,-,55,39,3,12,-
S00174633,55.42165008,-2.779596461,171,136,26,98,10,32,28,6,-,-
S00174634,55.42263947,-2.785066697,100,22,6,2,14,74,69,4,5,-
S00174635,55.38811339,-2.59068017,161,151,100,27,24,9,3,5,-,-
S00174636,55.42103247,-2.782033075,165,131,50,27,54,34,31,3,-,-
S00174637,55.42168502,-2.781161237,64,54,12,22,20,10,9,2,-,-
S00174638,55.42167913,-2.80561778,59,59,59,-,-,-,-,-,-,-
S00174639,55.42169711,-2.791857313,146,63,33,15,15,80,65,14,1,-
S00174640,55.42133743,-2.783524183,88,46,1,7,38,42,34,7,-,-
S00174641,55.42179222,-2.786866759,63,5,5,-,3,55,43,9,1,-
S00174642,55.42207322,-2.787883486,68,13,-,12,1,55,26,-,25,-
S00174643,55.42125862,-2.786003017,98,27,10,16,3,71,69,1,-,-
S00174644,55.42087969,-2.793199629,114,61,12,10,40,53,42,8,3,-
S00174645,55.42014195,-2.790562328,97,14,-,4,10,81,65,1,12,-
S00174646,55.42085591,-2.788538582,65,23,-,8,6,45,38,4,2,-
S00174647,55.41991917,-2.791663748,71,36,10,14,15,37,34,1,-,-
S00174648,55.41988953,-2.796228824,133,49,15,13,21,84,83,1,-,-
S00174649,55.41904775,-2.783257672,125,54,9,41,6,75,75,-,-,-
S00174650,55.41896025,-2.788485005,67,40,8,7,25,27,25,1,-,-
S00174651,55.4197853,-2.792909121,112,48,4,15,33,61,49,16,-,-
S00174652,55.41908492,-2.791441685,82,5,-,5,-,79,76,2,-,-
S00174653,55.41918517,-2.792612733,87,15,-,3,10,70,70,-,3,-
S00174654,55.41892441,-2.792639105,66,21,3,1,14,47,45,2,-,-
S00174655,55.41912204,-2.794033276,126,31,-,2,29,95,93,-,2,-
S00174656,55.41908227,-2.790462166,64,49,10,8,26,15,17,-,-,-
S00174657,55.41810213,-2.797488248,128,61,3,27,27,67,67,-,-,-
S00174658,55.41823452,-2.788154594,70,6,6,-,-,66,66,-,-,-
S00174659,55.41667648,-2.799765862,174,165,68,26,71,9,9,-,-,-
S00174660,55.41797467,-2.793599519,70,23,1,7,13,49,49,-,-,-
S00174661,55.41778735,-2.789219905,152,118,19,53,50,30,28,-,-,-
S00174662,55.41729042,-2.788246369,107,47,2,22,24,60,60,-,-,-
S00174663,55.41229433,-2.792411546,107,94,75,15,4,13,4,9,-,-
S00174664,55.41705589,-2.800831932,74,68,5,21,46,6,6,-,-,-
S00174665,55.41765599,-2.797005338,93,69,14,36,20,26,26,-,-,-
S00174666,55.41692249,-2.795110724,73,10,4,3,3,63,63,-,-,-
S00174667,55.41582033,-2.797394874,138,100,26,69,5,38,31,2,-,-
S00174668,55.41594912,-2.794174964,73,7,1,1,4,66,67,-,-,-
S00174669,55.41586436,-2.794773532,90,16,2,10,2,74,74,-,-,-
S00174670,55.40837613,-2.811648654,82,75,68,7,-,5,-,2,2,-
S00174671,55.41473858,-2.799300203,117,114,68,41,5,3,3,-,-,-
S00174672,55.38371756,-2.496087515,66,61,59,5,-,8,8,-,-,-
S00174673,55.4145476,-2.796895348,100,48,13,12,23,52,52,-,-,-
S00174674,55.41323783,-2.79931728,64,64,20,35,7,-,-,-,-,-
S00174675,55.39972145,-2.656176198,74,71,48,7,16,3,1,-,-,-
S00174676,55.41248246,-2.796648429,140,135,118,12,4,4,4,-,-,-
S00174677,55.37155031,-2.774508299,116,111,100,11,-,1,1,-,-,-
S00174678,55.39594022,-2.847328748,88,86,49,31,6,-,-,-,-,4
S00174679,55.39641615,-2.654226791,114,105,61,42,4,9,9,-,-,-
S00174680,55.37777912,-2.662661855,139,138,104,30,4,1,1,-,-,-
S00174681,55.35879199,-2.887878311,84,79,64,11,4,7,7,-,-,-
S00174682,55.33351518,-2.948729228,66,62,51,8,3,2,2,-,-,-
S00174683,55.23151278,-2.748560583,127,126,115,11,-,-,-,-,-,1
S00174684,55.22670601,-2.79253761,100,98,89,7,4,1,-,-,1,-
S00174685,55.14504126,-2.858617629,84,84,69,7,4,-,-,-,-,-
S00174686,55.18210932,-2.810072728,97,92,29,42,21,6,6,-,-,-
S00174687,55.18134466,-2.81154906,162,156,45,49,60,6,5,1,-,-
S00174688,55.17951266,-2.811370494,103,103,34,33,36,-,-,-,-,-
S00174689,55.17926482,-2.813501045,101,92,24,24,41,6,1,3,1,-
S00174690,55.17740637,-2.814593733,95,92,27,28,37,3,-,3,-,-
S00174691,55.17855325,-2.812403069,61,58,4,20,37,1,-,-,1,-
S00174692,55.17729514,-2.81644431,73,74,11,52,17,1,1,-,-,-
S00174693,55.17594266,-2.817123225,84,57,15,30,13,27,27,-,-,-
S00174694,60.79740551,-0.8191619412,158,155,118,26,11,1,-,2,-,-
S00174695,60.75867954,-0.8810168881,70,70,41,29,-,-,-,-,-,-
S00174696,60.76390919,-0.8622600791,170,170,57,112,-,-,-,-,-,-
S00174697,60.75201858,-0.8609013184,69,70,42,17,8,2,2,-,-,-
S00174698,60.71604901,-0.9250728484,66,66,58,8,-,-,-,-,-,-
S00174699,60.62966728,-1.045254878,110,110,96,8,5,-,-,-,-,-
S00174700,60.71343279,-1.023218763,200,200,152,42,6,-,-,-,-,-
S00174701,60.68726458,-0.8965714117,93,89,60,26,7,3,-,-,3,1
S00174702,60.5858036,-1.337437248,136,136,121,15,-,-,-,-,-,-
S00174703,60.59755899,-1.075928944,118,118,89,25,4,-,-,-,-,-
S00174704,60.59354881,-0.8567729321,66,66,48,12,6,-,-,-,-,-
S00174705,60.60135871,-1.068406234,73,73,51,21,2,-,-,-,-,-
S00174706,60.56144131,-1.02838903,121,117,87,24,6,2,2,1,-,-
S00174707,60.52528462,-1.169700041,123,120,117,3,-,1,1,-,-,2
S00174708,60.49488871,-1.567929891,78,78,65,15,-,-,-,-,-,-
S00174709,60.50142624,-1.349044369,198,195,142,42,11,3,3,-,-,-
S00174710,60.49883914,-1.05451002,160,156,131,23,2,4,3,1,-,-
S00174711,60.48773554,-1.44914633,144,141,108,31,2,3,2,1,-,-
S00174712,60.42056876,-1.317610188,137,137,132,1,4,-,-,-,-,-
S00174713,60.47843167,-1.482266956,99,96,74,19,3,3,3,-,-,-
S00174714,60.45835673,-1.184280794,142,140,129,10,1,2,-,-,2,-
S00174715,60.41056851,-1.390271273,156,158,140,12,3,1,-,1,-,-
S00174716,60.46015453,-1.180217533,108,108,25,71,10,-,-,-,-,-
S00174717,60.36517576,-1.12932199,144,141,116,17,8,1,1,-,-,-
S00174718,60.44974979,-1.192275858,119,114,19,63,32,5,2,-,-,-
S00174719,60.44719886,-1.201062943,66,64,12,42,10,3,1,1,-,-
S00174720,60.37637224,-0.9319449257,118,117,101,16,-,-,-,-,-,-
S00174721,60.34864124,-1.268885436,127,127,118,9,-,-,-,-,-,-
S00174722,60.38761772,-1.350136954,197,195,132,49,17,1,-,-,1,1
S00174723,60.39321093,-1.363034864,188,182,163,19,-,6,6,-,-,-
S00174724,60.3663079,-1.261691448,176,176,169,4,-,-,-,-,-,-
S00174725,60.39921497,-1.351303239,63,62,12,41,12,2,2,-,-,-
S00174726,60.39829759,-1.349143851,113,111,31,62,16,4,1,4,-,-
S00174727,60.39771178,-1.350534684,76,73,3,47,23,3,3,-,-,-
S00174728,60.37251804,-1.130304824,182,182,163,14,8,-,-,-,-,-
S00174729,60.39024773,-1.348143324,79,79,44,29,4,-,-,-,-,-
S00174730,60.36381376,-1.383875062,128,128,119,8,1,-,-,-,-,-
S00174731,60.29714113,-1.522383741,61,60,51,8,2,-,-,-,-,-
S00174732,60.35185537,-1.016542816,184,182,136,44,2,2,-,2,-,-
S00174733,60.36136566,-0.9998513131,155,155,114,31,10,-,-,-,-,-
S00174734,60.34163169,-0.9859259554,202,202,181,16,5,-,-,-,-,-
S00174735,60.35885998,-1.262512297,99,98,55,35,9,2,2,-,-,-
S00174736,60.31898794,-1.134896272,74,74,68,6,-,-,-,-,-,-
S00174737,60.34468268,-1.019204591,76,76,68,12,-,-,-,-,-,-
S00174738,60.33990149,-1.014982274,144,137,75,62,-,7,7,-,-,-
S00174739,60.34001053,-1.022460623,150,147,129,18,-,4,1,4,-,-
S00174740,60.29932718,-1.385649564,97,97,86,11,-,-,-,-,-,-
S00174741,60.29999178,-1.357195861,84,84,84,-,-,-,-,-,-,-
S00174742,60.23850057,-1.306518076,154,154,147,7,-,-,-,-,-,-
S00174743,60.29940047,-1.647979913,160,159,134,25,-,-,-,-,-,-
S00174744,60.27458442,-1.418238474,118,110,109,1,-,7,-,7,-,1
S00174745,60.27224735,-1.170838975,177,177,159,13,3,-,-,-,-,-
S00174746,60.28390063,-1.379663837,185,185,99,76,7,-,-,-,-,-
S00174747,60.24101827,-1.646998676,157,157,142,12,3,-,-,-,-,-
S00174748,60.26110572,-1.149760347,110,109,66,31,14,1,1,-,-,-
S00174749,60.23422604,-1.225228512,184,179,172,7,-,4,-,4,-,1
S00174750,60.24292407,-1.352118909,142,140,123,17,-,-,-,-,-,2
S00174751,60.23519967,-1.565139668,105,108,89,11,6,1,-,-,1,-
S00174752,60.22671814,-1.492720003,83,83,73,6,4,-,-,-,-,-
S00174753,60.23728673,-1.398223379,90,90,90,-,-,-,-,-,-,-
S00174754,60.25306546,-1.398837324,66,66,24,42,-,-,-,-,-,-
S00174755,60.23339912,-1.301118809,112,107,95,13,2,-,-,-,-,2
S00174756,60.22525767,-1.558953455,78,80,65,10,3,2,1,1,-,-
S00174757,60.23066523,-1.303722651,115,112,10,84,22,3,3,1,-,-
S00174758,60.22542042,-1.570251192,82,81,56,25,-,1,-,1,-,-
S00174759,60.1840689,-1.416414224,84,84,76,8,-,-,-,-,-,-
S00174760,60.20269058,-1.222021312,119,114,107,7,-,2,1,-,-,-
S00174761,60.20038088,-1.203515035,211,206,176,23,7,5,5,-,-,-
S00174762,60.20865207,-1.294175624,177,172,154,14,-,9,4,4,-,-
S00174763,60.18237492,-1.305249604,167,167,155,10,-,-,-,-,-,-
S00174764,60.15578392,-1.116111377,101,95,74,17,-,6,4,-,3,-
S00174765,60.1795014,-1.466102665,130,125,110,10,5,2,2,-,-,-
S00174766,60.18183658,-1.23050072,156,155,128,23,4,1,1,-,-,-
S00174767,60.19818014,-1.280368051,165,161,148,9,4,9,-,5,2,-
S00174768,60.19583022,-1.215871266,110,97,45,54,-,13,12,-,-,-
S00174769,60.18987951,-1.225461938,96,96,74,21,-,-,-,-,-,-
S00174770,60.19461074,-1.219200688,99,79,5,77,-,19,17,2,-,-
S00174771,60.16274108,-1.168571359,144,98,40,59,1,46,37,9,-,-
S00174772,60.14821729,-1.092631889,86,86,77,9,-,-,-,-,-,-
S00174773,60.1370578,-1.23212245,161,161,155,6,-,-,-,-,-,-
S00174774,60.16318528,-1.162109857,107,79,36,38,5,24,24,-,-,-
S00174775,60.16258444,-1.16223325,98,93,10,85,-,7,7,-,-,-
S00174776,60.15972847,-1.15789207,78,63,45,12,6,16,4,9,-,-
S00174777,60.16270945,-1.164968699,61,58,9,47,2,3,3,-,-,-
S00174778,60.1616688,-1.166544529,82,73,8,62,1,2,2,-,-,4
S00174779,60.1613271,-1.169327724,123,80,6,59,16,42,36,6,-,-
S00174780,60.15858321,-1.17568418,173,156,42,106,8,17,17,-,-,-
S00174781,60.16045261,-1.171637822,106,69,50,19,-,12,12,-,-,24
S00174782,60.15730269,-1.150640269,97,36,17,18,1,59,54,4,2,-
S00174783,60.15652849,-1.146138734,127,46,18,14,14,81,63,12,6,-
S00174784,60.15766941,-1.158863465,127,105,5,75,28,17,19,2,-,-
S00174785,60.15442842,-1.144914268,118,83,21,35,29,35,12,13,10,-
S00174786,60.15301129,-1.159198565,123,125,6,75,41,3,3,-,-,-
S00174787,60.15679158,-1.157787027,133,118,14,72,32,15,15,-,-,-
S00174788,60.15633656,-1.154015759,80,65,-,49,14,15,12,3,-,-
S00174789,60.1565523,-1.148443904,71,39,6,17,17,32,17,14,1,-
S00174790,60.15623442,-1.149280758,119,47,15,21,12,70,50,17,1,-
S00174791,60.15567679,-1.150538092,71,53,9,20,25,22,16,2,-,-
S00174792,60.1561783,-1.153137151,120,85,25,45,17,35,27,4,4,-
S00174793,60.15563967,-1.157384161,101,90,5,70,15,10,8,-,-,2
S00174794,60.15519174,-1.156134697,62,58,6,31,23,4,4,-,-,-
S00174795,60.15443118,-1.150930474,83,55,26,28,1,28,25,3,-,-
S00174796,60.15466247,-1.157625317,87,81,4,55,20,8,3,5,-,-
S00174797,60.15335627,-1.147139593,64,54,16,15,21,10,8,2,-,-
S00174798,60.15354113,-1.153565202,96,80,47,13,20,23,23,-,-,-
S00174799,60.15272419,-1.142418835,117,49,1,25,23,72,54,12,6,-
S00174800,60.15255485,-1.15802144,121,110,1,38,71,12,10,1,-,-
S00174801,60.14951857,-1.17063406,179,170,157,11,1,5,-,5,-,-
S00174802,60.1525439,-1.145089273,78,59,37,17,5,19,10,7,4,-
S00174803,60.15272999,-1.150289875,71,36,21,15,-,35,28,7,-,-
S00174804,60.15224644,-1.156120095,143,129,20,45,66,13,13,-,-,-
S00174805,60.15239211,-1.13967169,149,101,44,32,25,48,43,6,-,-
S00174806,60.15149482,-1.142540898,99,78,12,31,34,21,21,-,-,-
S00174807,60.15139614,-1.157961002,140,137,8,113,14,3,3,-,-,-
S00174808,60.14977961,-1.134228772,119,97,57,21,21,21,18,4,-,-
S00174809,60.15119331,-1.147303661,92,85,22,50,13,7,5,1,-,-
S00174810,60.15116107,-1.150672555,160,136,87,32,18,24,23,1,-,-
S00174811,60.15071525,-1.14418216,88,73,20,38,16,15,7,8,-,-
S00174812,60.15085567,-1.136758035,123,117,65,39,13,3,5,1,-,-
S00174813,60.15059914,-1.142888405,77,71,4,69,-,3,3,-,-,-
S00174814,60.14578693,-1.162660394,102,102,60,46,-,-,-,-,-,-
S00174815,60.14945009,-1.140162757,62,45,18,27,-,17,16,1,-,-
S00174816,60.13980312,-1.113785282,161,154,95,53,9,7,6,1,-,-
S00174817,60.14638705,-1.166697025,132,123,9,35,79,9,9,-,-,-
S00174818,60.14694711,-1.17152719,146,146,129,17,-,-,-,-,-,-
S00174819,60.14664539,-1.16922969,70,73,41,17,10,2,2,-,-,-
S00174820,60.14551771,-1.177019516,199,199,186,13,-,-,-,-,-,-
S00174821,60.14621105,-1.164414427,98,89,9,29,51,9,9,-,-,-
S00174822,60.14548002,-1.168106571,107,107,16,92,3,-,-,-,-,-
S00174823,60.1457377,-1.16624524,119,106,22,25,62,15,15,-,-,-
S00174824,60.14461264,-1.171549873,61,58,10,45,6,5,3,3,-,-
S00174825,60.14505597,-1.164929926,66,59,7,7,44,7,7,-,-,-
S00174826,60.14431384,-1.1668575,116,111,7,104,-,5,5,-,-,-
S00174827,60.14372282,-1.180071494,98,96,92,4,-,-,-,-,-,-
S00174828,60.14310288,-1.165627658,103,103,88,13,2,-,-,-,-,-
S00174829,60.14371477,-1.168691344,62,61,9,48,4,2,2,-,-,-
S00174830,60.14366661,-1.175355098,61,61,8,52,-,-,-,-,-,-
S00174831,60.1402355,-1.265213292,200,186,77,102,5,18,18,-,-,-
S00174832,60.14355695,-1.176492271,128,128,56,72,-,-,-,-,-,-
S00174833,60.139328,-1.274883818,143,120,84,9,28,22,13,5,4,-
S00174834,60.14034562,-1.280370904,95,94,29,67,-,1,-,-,1,-
S00174835,60.14068712,-1.178508549,158,139,50,84,2,19,19,-,-,-
S00174836,60.14125481,-1.175937612,158,124,80,44,-,34,34,-,-,-
S00174837,60.13955558,-1.185756596,80,50,7,16,25,29,25,4,-,-
S00174838,60.12712052,-1.211188563,185,185,174,14,3,-,-,-,-,-
S00174839,60.13988958,-1.279066528,77,69,6,36,28,8,3,5,-,-
S00174840,60.13966371,-1.277162998,77,72,17,55,-,5,1,4,-,-
S00174841,60.13877733,-1.277632536,88,83,35,44,4,5,5,-,-,-
S00174842,60.13850638,-1.280645111,78,77,56,17,4,2,-,2,-,-
S00174843,60.13764124,-1.265343139,71,71,63,8,-,-,-,-,-,-
S00174844,60.13788217,-1.278138248,100,70,38,26,6,30,18,10,1,-
S00174845,60.13668624,-1.28444742,114,110,78,21,11,7,7,-,-,-
S00174846,60.13011032,-1.267436868,112,112,108,6,2,-,-,-,-,-
S00174847,60.1049558,-1.334775271,129,129,114,12,3,-,-,-,-,-
S00174848,60.12288133,-1.287050345,152,152,147,5,-,-,-,-,-,-
S00174849,60.12826401,-1.210207293,104,100,92,8,-,4,4,-,-,-
S00174850,60.12391054,-1.216502173,91,91,66,19,5,-,-,-,-,-
S00174851,60.101604,-1.321876655,142,142,101,34,7,-,-,-,-,-
S00174852,60.0984919,-1.227481194,186,186,176,10,-,-,-,-,-,-
S00174853,60.09796217,-1.25890773,90,90,81,12,-,-,-,-,-,-
S00174854,60.10623309,-1.337015773,64,63,52,11,-,2,-,-,2,-
S00174855,60.10758935,-1.337096449,121,122,27,97,-,2,2,1,-,-
S00174856,60.10449375,-1.330396207,76,76,16,61,-,-,-,-,-,-
S00174857,60.07353114,-1.324626941,105,105,86,15,-,-,-,-,-,-
S00174858,60.07061429,-1.220353234,92,92,90,-,-,-,-,-,-,-
S00174859,60.08234455,-1.33443981,237,234,208,30,-,3,3,-,-,-
S00174860,60.05251642,-1.210508432,261,260,248,12,-,-,-,-,-,1
S00174861,60.04798746,-1.228194108,111,108,73,30,5,1,-,-,1,-
S00174862,59.97733322,-1.311877017,95,95,85,7,-,-,-,-,-,-
S00174863,60.05335717,-1.226668114,94,94,6,76,12,-,-,-,-,-
S00174864,60.03816714,-1.22718465,168,166,166,-,-,-,-,-,-,-
S00174865,59.99684652,-1.25736898,160,158,135,22,1,-,-,-,-,-
S00174866,60.00805648,-1.226703492,167,167,161,3,3,-,-,-,-,-
S00174867,60.0042947,-1.23762155,89,87,65,22,-,-,-,-,-,-
S00174868,59.99775825,-1.229973481,159,152,148,4,-,-,-,-,-,7
S00174869,59.998739,-1.245888599,275,270,259,8,-,-,-,-,-,5
S00174870,60.00505835,-1.229947304,60,60,55,4,-,-,-,-,-,-
S00174871,59.97615916,-1.320984544,158,158,138,19,-,-,-,-,-,-
S00174872,60.00154262,-1.233758314,103,101,25,60,16,2,2,-,-,-
S00174873,59.99980536,-1.236129179,107,103,17,83,1,4,4,-,-,-
S00174874,59.97191744,-1.271469458,182,181,163,18,-,1,1,-,-,-
S00174875,59.93357722,-1.311978009,176,176,155,16,-,-,-,-,-,-
S00174876,59.93223681,-1.282841988,115,113,91,19,-,2,-,2,-,-
S00174877,59.91892028,-1.308060488,112,112,84,26,2,-,-,-,-,-
S00174878,59.91250114,-1.327380575,183,180,168,10,-,3,3,-,-,-
S00174879,59.89060639,-1.29419262,109,109,108,1,-,-,-,-,-,-
S00174880,59.8917848,-1.311573132,90,90,72,14,-,-,-,-,-,-
S00174881,59.88704995,-1.307632958,99,95,54,37,4,4,4,-,-,-
S00174882,59.87261539,-1.306772061,155,153,145,8,-,2,-,2,-,-
S00174883,55.5876699,-4.576276761,125,122,104,16,2,3,3,-,-,-
S00174884,55.56129255,-4.600750145,120,117,84,32,1,3,3,-,-,-
S00174885,55.5818453,-4.596714412,114,109,26,10,68,5,5,-,-,-
S00174886,55.58182938,-4.594920224,136,136,4,12,117,-,-,-,-,-
S00174887,55.58124558,-4.596595457,159,151,9,14,127,8,8,-,-,-
S00174888,55.58070984,-4.600241452,176,168,160,4,4,4,4,-,-,-
S00174889,55.58106725,-4.593981301,154,148,4,19,126,6,6,-,-,-
S00174890,55.57875226,-4.592939998,111,96,44,21,31,12,10,1,-,-
S00174891,55.57997964,-4.594829867,145,143,10,57,76,2,2,-,-,-
S00174892,55.5789657,-4.603220229,143,143,139,-,4,-,-,-,-,-
S00174893,55.57945737,-4.602078586,80,76,76,-,-,4,4,-,-,-
S00174894,55.57971561,-4.591591318,108,73,22,30,30,35,35,-,-,-
S00174895,55.57884558,-4.598293418,153,152,116,32,6,1,1,-,-,-
S00174896,55.57760551,-4.595307851,119,116,32,41,43,2,2,-,-,-
S00174897,55.5779567,-4.591031106,67,63,7,36,17,4,4,-,-,-
S00174898,55.57745307,-4.592743252,153,152,13,37,102,5,5,-,-,-
S00174899,55.57689679,-4.589295283,73,73,61,4,4,-,-,-,-,-
S00174900,55.57568501,-4.589215487,155,155,97,56,2,-,-,-,-,-
S00174901,55.57646506,-4.590583753,74,69,10,30,29,5,5,-,-,-
S00174902,55.57586713,-4.591654982,152,152,5,34,113,-,-,-,-,-
S00174903,55.57235818,-4.593089514,124,119,100,5,14,5,4,1,-,-
S00174904,55.57514454,-4.592670361,102,84,31,20,29,20,20,-,-,-
S00174905,55.56110235,-4.545624089,108,98,67,15,16,8,-,6,-,2
S00174906,55.56472228,-4.655810814,116,107,86,15,3,9,-,9,-,-
S00174907,55.56750194,-4.655712971,85,85,83,-,4,-,-,-,-,-
S00174908,55.56524634,-4.653197237,176,176,151,25,-,2,-,-,2,-
S00174909,55.56740428,-4.640271796,101,99,19,76,-,2,2,-,-,-
S00174910,55.56497267,-4.653797392,105,103,85,17,1,2,2,-,-,-
S00174911,55.5518029,-4.569552062,92,92,64,18,10,-,-,-,-,-
S00174912,55.56569219,-4.642552059,112,112,64,44,-,-,-,-,-,-
S00174913,55.5656605,-4.639853365,95,95,20,75,-,-,-,-,-,-
S00174914,55.55283556,-4.537700202,178,178,138,32,8,-,-,-,-,-
S00174915,55.56557352,-4.641386152,95,92,37,55,-,3,-,-,3,-
S00174916,55.56340585,-4.654754398,100,100,66,26,8,-,-,-,-,-
S00174917,55.56420539,-4.644387289,138,138,27,107,7,-,-,-,-,-
S00174918,55.56457862,-4.640002824,141,138,19,58,61,3,3,-,-,-
S00174919,55.56391481,-4.637436307,138,136,133,2,-,3,3,-,-,-
S00174920,55.56298682,-4.646288009,126,122,72,51,2,1,1,-,-,-
S00174921,55.563123,-4.643727667,109,111,23,80,5,1,1,-,-,-
S00174922,55.56332465,-4.645628703,108,108,34,71,-,-,-,-,-,-
S00174923,55.55511954,-4.447556433,154,149,106,43,4,7,4,4,-,-
S00174924,55.56263025,-4.637397768,216,216,196,15,5,-,-,-,-,-
S00174925,55.56191514,-4.634288728,124,124,121,3,-,-,-,-,-,-
S00174926,55.55868519,-4.656069382,109,58,19,25,14,49,40,9,-,-
S00174927,55.55982095,-4.636368873,191,190,172,4,18,1,1,-,-,-
S00174928,55.56121919,-4.639476037,133,132,63,23,43,1,1,-,-,-
S00174929,55.56177482,-4.641638632,181,181,168,13,-,-,-,-,-,-
S00174930,55.55202271,-4.498102705,113,110,71,33,6,3,3,-,-,-
S00174931,55.56103412,-4.649297001,111,111,106,5,-,-,-,-,-,-
S00174932,55.55825063,-4.636660131,143,139,40,89,18,4,4,-,-,-
S00174933,55.56042011,-4.644434196,103,90,78,10,-,13,13,-,-,-
S00174934,55.56065108,-4.642895428,123,123,97,26,-,-,-,-,-,-
S00174935,55.56061392,-4.653344764,74,74,33,40,-,-,-,-,-,-
S00174936,55.56087111,-4.635186292,97,97,70,11,13,-,-,-,-,-
S00174937,55.55963263,-4.64593552,87,87,78,5,2,-,-,-,-,-
S00174938,55.5304919,-4.60903291,127,117,65,23,25,10,2,8,-,-
S00174939,55.56017598,-4.638248274,141,106,14,89,3,35,35,-,-,-
S00174940,55.55857929,-4.651415445,151,129,39,33,55,22,22,-,-,-
S00174941,55.55995674,-4.640913884,165,165,9,124,32,-,-,-,-,-
S00174942,55.54567288,-4.638861574,86,77,16,32,33,9,7,-,2,-
S00174943,55.55943117,-4.64027594,103,103,75,26,-,-,-,-,-,-
S00174944,55.55916403,-4.653469017,94,92,4,69,25,2,2,-,-,-
S00174945,55.5588467,-4.643202425,102,102,95,3,4,-,-,-,-,-
S00174946,55.55875369,-4.639596102,76,68,12,49,5,8,8,-,-,-
S00174947,55.55721067,-4.638620358,141,141,45,88,8,-,-,-,-,-
S00174948,55.55731377,-4.654232332,135,130,5,68,58,5,5,-,-,-
S00174949,55.55848342,-4.638372668,111,99,56,33,11,11,9,2,-,-
S00174950,55.55829664,-4.654504806,74,72,-,46,26,-,-,-,-,-
S00174951,55.55814515,-4.652369457,73,70,7,31,32,3,3,-,-,-
S00174952,55.55738934,-4.631987511,183,181,159,16,6,2,2,-,-,-
S00174953,55.55748751,-4.642873235,124,124,119,3,-,-,-,-,-,-
S00174954,55.55416508,-4.651863321,153,151,102,45,7,2,2,-,-,-
