OA_Code,Latitude,Longitude,All People (16+),UK Armed Forces veteran,Not a UK Armed Forces veteran
S00135880,57.16397558,-2.10080593,173,-,173
S00135881,57.16346563,-2.159349906,99,4,95
S00135882,57.16456346,-2.164827412,85,1,84
S00135883,57.16398017,-2.164361866,61,1,60
S00135884,57.16461063,-2.156048021,59,1,58
S00135885,57.16524038,-2.091450937,80,3,77
S00135886,57.16427583,-2.134932774,76,3,73
S00135887,57.16507584,-2.095269948,65,6,60
S00135888,57.16511709,-2.110646952,86,1,85
S00135889,57.16361426,-2.216060979,60,-,60
S00135890,57.16473972,-2.16739099,74,1,73
S00135891,57.16457792,-2.160611287,67,1,66
S00135892,57.16430749,-2.130485259,98,4,95
S00135893,57.16358324,-2.118032888,95,3,92
S00135894,57.16287948,-2.161116445,100,8,92
S00135895,57.16489018,-2.091268194,126,7,119
S00135896,57.16469335,-2.090176457,134,8,126
S00135897,57.1647031,-2.089101763,129,4,125
S00135898,57.16403385,-2.14253745,98,4,94
S00135899,57.16405687,-2.11090832,72,3,69
S00135900,57.16464517,-2.09459094,115,5,110
S00135901,57.16412762,-2.146902753,92,3,85
S00135902,57.16389127,-2.156623668,72,6,65
S00135903,57.16381387,-2.111420136,89,1,87
S00135904,57.16197638,-2.142860179,64,1,61
S00135905,57.16385057,-2.137741959,69,2,68
S00135906,57.16414206,-2.134022923,51,1,49
S00135907,57.16287527,-2.116228497,99,2,94
S00135908,57.16398407,-2.168197727,90,2,84
S00135909,57.16401246,-2.160245088,54,-,54
S00135910,57.16349335,-2.135822732,67,3,64
S00135911,57.16364375,-2.16055763,87,4,83
S00135912,57.16429459,-2.125525032,110,1,109
S00135913,57.16337008,-2.124794418,104,-,104
S00135914,57.16266075,-2.12446136,93,-,92
S00135915,57.16376068,-2.120364705,128,2,122
S00135916,57.16374693,-2.125225566,82,-,81
S00135917,57.16312682,-2.171054113,118,4,111
S00135918,57.16310722,-2.172244429,91,1,90
S00135919,57.16372013,-2.133773389,73,5,68
S00135920,57.16305573,-2.163746023,100,3,99
S00135921,57.16263115,-2.143722435,98,2,97
S00135922,57.16238154,-2.222369432,103,4,99
S00135923,57.16138429,-2.094665256,200,2,198
S00135924,57.1631094,-2.156901425,82,2,84
S00135925,57.16287932,-2.146616728,60,-,60
S00135926,57.16242045,-2.139389942,86,5,83
S00135927,57.16266595,-2.128214416,113,5,108
S00135928,57.16283598,-2.099248693,70,1,69
S00135929,57.16312306,-2.120180762,62,3,56
S00135930,57.1629454,-2.218437878,113,-,113
S00135931,57.16227062,-2.136777158,97,4,93
S00135932,57.1630662,-2.169383959,64,-,63
S00135933,57.16278178,-2.12011352,120,5,112
S00135934,57.16260335,-2.10893651,114,1,112
S00135935,57.16201727,-2.130063854,89,4,87
S00135936,57.16252937,-2.111350132,94,4,89
S00135937,57.16176083,-2.106751698,105,3,102
S00135938,57.16236147,-2.158766491,90,4,86
S00135939,57.16274803,-2.117815289,67,3,65
S00135940,57.16191139,-2.166402752,82,4,76
S00135941,57.16196738,-2.095724855,113,-,113
S00135942,57.16150015,-2.134873048,115,3,110
S00135943,57.16018099,-2.227216659,88,1,87
S00135944,57.16246624,-2.167975896,144,2,143
S00135945,57.16246977,-2.107596934,74,4,69
S00135946,57.16176877,-2.207783784,130,1,129
S00135947,57.16192563,-2.122954393,112,8,104
S00135948,57.16251151,-2.088732749,121,-,121
S00135949,57.16132966,-2.212509654,128,3,124
S00135950,57.16240008,-2.170405962,60,4,58
S00135951,57.16242967,-2.090121332,129,-,129
S00135952,57.16190255,-2.118953362,57,-,57
S00135953,57.16178621,-2.097675257,110,1,106
S00135954,57.16093661,-2.21647519,115,3,112
S00135955,57.16120419,-2.157554647,117,6,108
S00135956,57.16159321,-2.140114265,99,3,99
S00135957,57.16111367,-2.117231443,101,-,101
S00135958,57.16168948,-2.150067363,65,3,62
S00135959,57.16155931,-2.120919651,114,4,111
S00135960,57.16151317,-2.139386523,124,3,121
S00135961,57.16112867,-2.160430986,133,2,130
S00135962,57.16040662,-2.104119167,87,3,84
S00135963,57.16086932,-2.224096253,146,5,141
S00135964,57.16197282,-2.100254882,97,1,94
S00135965,57.16123679,-2.099525452,90,4,86
S00135966,57.16166816,-2.145289306,75,3,71
S00135967,57.1610037,-2.137070057,87,-,87
S00135968,57.16136973,-2.154463748,124,5,119
S00135969,57.16166931,-2.108718832,70,1,69
S00135970,57.16121127,-2.151817875,86,5,81
S00135971,57.15995884,-2.090826181,111,8,103
S00135972,57.16176585,-2.088830155,90,5,84
S00135973,57.1611245,-2.141534286,97,4,94
S00135974,57.16052395,-2.132108601,89,2,84
S00135975,57.16091738,-2.115792499,76,3,73
S00135976,57.16087475,-2.091307872,112,4,108
S00135977,57.16142936,-2.16408601,63,3,62
S00135978,57.16150185,-2.093623998,110,-,110
S00135979,57.16129014,-2.167474577,78,-,78
S00135980,57.1610603,-2.207068908,80,1,79
S00135981,57.16002401,-2.219528284,128,1,123
S00135982,57.16055733,-2.11658492,81,-,81
S00135983,57.16071783,-2.107889417,107,-,107
S00135984,57.15642592,-2.170742118,100,5,98
S00135985,57.16046313,-2.130141049,101,-,101
S00135986,57.16085352,-2.16479435,107,5,98
S00135987,57.16101506,-2.106964466,74,2,72
S00135988,57.16088022,-2.096003089,67,2,65
S00135989,57.16089519,-2.120272715,88,2,86
S00135990,57.15197949,-2.200919106,52,1,51
S00135991,57.16112101,-2.098268669,71,-,71
S00135992,57.16056771,-2.149137004,86,3,83
S00135993,57.16025236,-2.212123229,90,-,90
S00135994,57.16012401,-2.213643447,125,5,120
S00135995,57.16080673,-2.09810251,63,1,60
S00135996,57.16046698,-2.207330104,135,7,128
S00135997,57.16038852,-2.156129403,105,7,98
S00135998,57.15999727,-2.110102604,86,-,83
S00135999,57.15981679,-2.111027854,93,4,90
S00136000,57.16050327,-2.126024661,113,10,103
S00136001,57.16061531,-2.089835858,75,6,70
S00136002,57.16031775,-2.122882918,82,1,81
S00136003,57.16066166,-2.099804953,69,1,65
S00136004,57.16045912,-2.133943447,63,3,60
S00136005,57.16050136,-2.159254475,100,7,95
S00136006,57.16003498,-2.118005028,58,-,58
S00136007,57.15982814,-2.135958059,141,6,135
S00136008,57.16037682,-2.135298789,62,2,64
S00136009,57.16043553,-2.139101414,96,4,92
S00136010,57.15951711,-2.21658261,110,2,108
S00136011,57.16037123,-2.140374151,108,1,107
S00136012,57.16033394,-2.141580858,97,5,92
S00136013,57.15948374,-2.111787316,84,7,81
S00136014,57.15893305,-2.141178738,100,2,98
S00136015,57.15961963,-2.099802139,105,5,99
S00136016,57.15961039,-2.100132751,116,-,116
S00136017,57.15878285,-2.112033169,138,4,136
S00136018,57.15998619,-2.101968822,127,-,125
S00136019,57.15976743,-2.094561922,870,-,870
S00136020,57.15902426,-2.162289931,112,6,106
S00136021,57.16020791,-2.115591892,59,1,58
S00136022,57.15876507,-2.146650015,99,8,91
S00136023,57.16025498,-2.147730511,55,4,54
S00136024,57.1598451,-2.159648417,73,4,69
S00136025,57.15994735,-2.163947181,88,6,82
S00136026,57.15975584,-2.108828928,133,-,133
S00136027,57.15960354,-2.108349056,69,1,68
S00136028,57.15916434,-2.126482984,56,5,51
S00136029,57.15920777,-2.228896918,68,-,66
S00136030,57.15931171,-2.226070632,127,2,125
S00136031,57.15887141,-2.122960769,101,3,100
S00136032,57.15954211,-2.106662631,102,2,100
S00136033,57.15987046,-2.12994058,121,7,117
S00136034,57.15957965,-2.114994781,105,-,105
S00136035,57.15997063,-2.119558831,125,-,124
S00136036,57.15918127,-2.118349468,97,4,93
S00136037,57.15976161,-2.13928073,70,-,70
S00136038,57.15896827,-2.163893247,67,3,64
S00136039,57.15937151,-2.125921614,77,2,75
S00136040,57.15887317,-2.161032872,67,4,66
S00136041,57.15957118,-2.148653563,120,5,115
S00136042,57.15914549,-2.151561422,93,5,88
S00136043,57.15911008,-2.151131455,75,3,72
S00136044,57.15978941,-2.121178374,60,1,57
S00136045,57.15944736,-2.154472253,116,3,117
S00136046,57.15856855,-2.153228729,73,3,70
S00136047,57.15870905,-2.140665408,107,4,103
S00136048,57.15889712,-2.156304956,86,3,83
S00136049,57.15904755,-2.117257955,123,3,117
S00136050,57.15827912,-2.220774313,116,1,115
S00136051,57.15882295,-2.15813964,97,2,95
S00136052,57.15910681,-2.100792651,60,3,57
S00136053,57.15873925,-2.160387561,76,3,73
S00136054,57.15921258,-2.09175012,112,2,110
S00136055,57.15920838,-2.143940578,102,2,100
S00136056,57.15895409,-2.121076447,81,1,81
S00136057,57.15913339,-2.130384344,103,7,96
S00136058,57.15743002,-2.107929414,249,12,237
S00136059,57.15897797,-2.163347748,76,4,72
S00136060,57.15920285,-2.104181903,90,1,89
S00136061,57.15771653,-2.098160431,393,1,392
S00136062,57.15828918,-2.146466285,69,2,69
S00136063,57.15392334,-2.111704389,97,4,94
S00136064,57.15896674,-2.135062188,116,8,112
S00136065,57.1586912,-2.132316963,91,2,91
S00136066,57.15887064,-2.123737748,56,1,57
S00136067,57.15864569,-2.148848221,56,-,51
S00136068,57.15806059,-2.105864861,105,2,102
S00136069,57.15883136,-2.14370767,106,1,104
S00136070,57.1579056,-2.223714624,70,-,71
S00136071,57.15878986,-2.103899704,140,3,137
S00136072,57.15849986,-2.106924125,71,2,67
S00136073,57.15878635,-2.108049094,90,1,90
S00136074,57.15874576,-2.091335674,73,1,73
S00136075,57.1583325,-2.102972667,94,-,94
S00136076,57.15776338,-2.106773216,113,1,112
S00136077,57.15821105,-2.118412487,81,2,79
S00136078,57.15773354,-2.229449858,165,4,161
S00136079,57.15860895,-2.094129142,62,2,60
S00136080,57.15819861,-2.139241782,124,3,121
S00136081,57.15777863,-2.099152458,74,-,74
S00136082,57.15817596,-2.143391031,62,1,64
S00136083,57.15814343,-2.103484607,91,1,90
S00136084,57.15766503,-2.164432997,85,3,81
S00136085,57.15763734,-2.164994927,77,1,76
S00136086,57.1583686,-2.091169429,85,-,83
S00136087,57.15801258,-2.119304533,87,4,84
S00136088,57.15846254,-2.09763341,81,2,82
S00136089,57.15589288,-2.218925226,143,4,139
S00136090,57.15766015,-2.130412212,90,3,87
S00136091,57.15766457,-2.157804068,104,5,99
S00136092,57.15732814,-2.160993085,144,7,137
S00136093,57.15804749,-2.145737957,97,7,89
S00136094,57.15773811,-2.104789422,67,1,66
S00136095,57.15716959,-2.178564606,53,2,51
S00136096,57.1571376,-2.123054189,131,3,128
S00136097,57.15800079,-2.090490746,135,-,135
S00136098,57.15798538,-2.152631193,83,4,79
S00136099,57.1571059,-2.151933273,117,6,111
S00136100,57.15737001,-2.124212121,174,2,172
S00136101,57.15765565,-2.142777368,93,4,89
S00136102,57.15292064,-2.084445275,99,2,97
S00136103,57.15726332,-2.147999588,81,-,81
S00136104,57.15684481,-2.109448522,102,1,101
S00136105,57.15734535,-2.101763167,120,-,120
S00136106,57.15766894,-2.101516093,72,-,72
S00136107,57.1568747,-2.094835541,113,-,113
S00136108,57.15725316,-2.14123845,127,7,122
S00136109,57.15726682,-2.17967264,88,4,84
S00136110,57.15695115,-2.129781547,76,3,70
S00136111,57.15739746,-2.103945383,110,3,107
S00136112,57.15730006,-2.181540785,111,-,111
S00136113,57.15761816,-2.172566027,77,4,73
S00136114,57.15695704,-2.092835543,142,3,140
S00136115,57.15723878,-2.110904397,119,1,118
S00136116,57.15729135,-2.112392327,67,2,65
S00136117,57.15684633,-2.107696281,98,1,97
S00136118,57.15721788,-2.155834999,59,1,57
S00136119,57.15721113,-2.14654467,71,-,69
S00136120,57.15654516,-2.168924314,77,4,75
S00136121,57.1569268,-2.118077762,111,5,108
S00136122,57.15696784,-2.102043149,115,4,111
S00136123,57.15558652,-2.129016376,132,-,132
S00136124,57.15725859,-2.172746189,68,1,65
S00136125,57.15676552,-2.184645915,85,5,80
S00136126,57.1567743,-2.143666618,86,5,81
S00136127,57.15716645,-2.16783612,115,6,109
S00136128,57.15711401,-2.109779933,67,1,66
S00136129,57.15667911,-2.123416335,88,3,85
S00136130,57.1570179,-2.157718657,66,5,58
S00136131,57.15577563,-2.098899133,81,-,80
S00136132,57.1569605,-2.160479035,73,5,68
S00136133,57.15615882,-2.225985255,93,2,91
S00136134,57.15671134,-2.172231186,72,3,69
S00136135,57.15625047,-2.100470786,75,-,75
S00136136,57.15659634,-2.164213351,63,3,60
S00136137,57.15660768,-2.147897782,80,-,80
S00136138,57.1557686,-2.178309893,83,10,73
S00136139,57.15655241,-2.149054695,81,9,72
S00136140,57.15579077,-2.175334571,106,5,98
S00136141,57.15665745,-2.117928127,67,-,66
S00136142,57.15659961,-2.10195948,106,3,103
S00136143,57.15632181,-2.121348845,63,-,63
S00136144,57.14311047,-2.071153706,133,6,127
S00136145,57.15577977,-2.104849992,274,5,267
S00136146,57.15668145,-2.111332519,102,2,99
S00136147,57.15640162,-2.154872797,60,-,60
S00136148,57.15589829,-2.181831452,82,2,80
S00136149,57.15595284,-2.154573374,69,3,66
S00136150,57.15621832,-2.116819194,96,-,96
S00136151,57.15479266,-2.182321912,65,6,58
S00136152,57.15629032,-2.157682494,68,2,68
S00136153,57.1564711,-2.093991453,75,-,75
S00136154,57.15635968,-2.109496677,105,1,104
S00136155,57.15454789,-2.227628383,103,9,93
S00136156,57.15352044,-2.119967736,91,-,91
S00136157,57.15604567,-2.10904943,54,2,52
S00136158,57.15557086,-2.184590364,115,11,108
S00136159,57.15575285,-2.183004378,77,5,72
S00136160,57.15595116,-2.176261024,73,2,69
S00136161,57.15512279,-2.164471289,83,1,82
S00136162,57.15494489,-2.148684564,114,3,106
S00136163,57.15577647,-2.166044559,62,-,62
S00136164,57.15606044,-2.147283974,70,5,67
S00136165,57.15596346,-2.167285166,52,3,47
S00136166,57.15581041,-2.100337349,65,4,59
S00136167,57.15595926,-2.149283729,83,9,70
S00136168,57.15561655,-2.116718113,97,-,97
S00136169,57.1559075,-2.168822222,51,-,51
S00136170,57.15617472,-2.093908048,72,1,71
S00136171,57.15616837,-2.090337486,59,-,59
S00136172,57.15570649,-2.095378037,81,-,81
S00136173,57.15551908,-2.093757612,61,4,59
S00136174,57.15609896,-2.086865959,126,1,125
S00136175,57.15607308,-2.151747199,60,5,59
S00136176,57.15517246,-2.17424067,108,-,106
S00136177,57.15538265,-2.171646453,86,3,83
S00136178,57.15553973,-2.090104529,99,-,99
S00136179,57.15579212,-2.088881914,96,1,93
S00136180,57.15608184,-2.085642679,127,3,124
S00136181,57.15354692,-2.110728033,58,2,56
S00136182,57.15504491,-2.162189828,94,5,91
S00136183,57.1550687,-2.157627699,93,2,94
S00136184,57.15501726,-2.155660433,104,2,101
S00136185,57.15588837,-2.092419604,91,1,90
S00136186,57.15571318,-2.10918069,100,5,97
S00136187,57.15535384,-2.159463739,78,2,76
S00136188,57.15550333,-2.090749111,53,-,53
S00136189,57.15527999,-2.100864866,87,-,86
S00136190,57.15552098,-2.091178934,80,1,79
S00136191,57.15512955,-2.108881429,97,-,96
S00136192,57.15521873,-2.109625537,129,3,123
S00136193,57.15521462,-2.103906186,115,-,115
S00136194,57.15510125,-2.11041862,125,2,119
S00136195,57.1548934,-2.101260525,388,1,387
S00136196,57.15520011,-2.08765728,70,2,69
S00136197,57.15506936,-2.105740587,106,1,104
S00136198,57.15498758,-2.171512382,108,6,98
S00136199,57.15527282,-2.08643424,62,2,60
S00136200,57.15425871,-2.178831562,61,5,56
S00136201,57.15504886,-2.085541106,83,2,83
S00136202,57.1380461,-2.067459498,67,2,64
S00136203,57.15459693,-2.168121999,84,10,77
S00136204,57.15463857,-2.093986793,117,-,117
S00136205,57.15517224,-2.088963073,74,2,72
S00136206,57.15459164,-2.107640125,90,2,89
S00136207,57.15521484,-2.092153442,64,1,63
S00136208,57.15506598,-2.15256956,70,2,68
S00136209,57.15432599,-2.169195186,85,2,83
S00136210,57.15378977,-2.219540901,150,3,147
S00136211,57.1542482,-2.099291753,85,2,83
S00136212,57.15475988,-2.160304193,76,1,74
S00136213,57.15343916,-2.153306661,64,4,64
S00136214,57.15475842,-2.112087094,90,1,90
S00136215,57.15268997,-2.170014145,82,3,79
S00136216,57.15469509,-2.090433063,103,-,102
S00136217,57.15428641,-2.165194869,114,9,105
S00136218,57.15453841,-2.10686308,178,-,178
S00136219,57.15427597,-2.08605173,70,1,69
S00136220,57.15439085,-2.088779367,96,6,92
S00136221,57.15460005,-2.085044179,60,-,60
S00136222,57.15393921,-2.176086148,60,4,56
S00136223,57.15350641,-2.222316119,151,4,147
S00136224,57.15460449,-2.091490736,78,-,78
S00136225,57.15395288,-2.151920326,83,3,81
S00136226,57.15420971,-2.181674391,93,4,89
S00136227,57.15427611,-2.108945034,65,-,65
S00136228,57.15354613,-2.174530537,150,10,142
S00136229,57.1522641,-2.151896864,87,4,83
S00136230,57.15429137,-2.089704778,86,1,86
S00136231,57.15415183,-2.107225609,102,8,95
S00136232,57.15416463,-2.162152911,134,10,124
S00136233,57.1544595,-2.09319292,70,-,70
S00136234,57.15389409,-2.092497264,86,3,83
S00136235,57.15343816,-2.225324011,56,-,56
S00136236,57.15073855,-2.095828,446,2,448
S00136237,57.15379143,-2.085273728,139,2,137
S00136238,57.15379143,-2.108480787,108,-,108
S00136239,57.15369509,-2.094331507,308,3,306
S00136240,57.15282336,-2.177469262,78,4,74
S00136241,57.15392759,-2.095737091,67,-,67
S00136242,57.15363765,-2.086827115,92,5,87
S00136243,57.15376532,-2.084033975,75,-,74
S00136244,57.15293656,-2.173618574,118,6,113
S00136245,57.1528179,-2.101783762,584,2,585
S00136246,57.15384122,-2.102695689,66,2,64
S00136247,57.15330583,-2.1793063,103,1,102
S00136248,57.15304269,-2.13059428,105,4,102
S00136249,57.15346448,-2.181422796,72,3,69
S00136250,57.15320494,-2.167834682,85,3,82
S00136251,57.15307555,-2.105239017,99,1,98
S00136252,57.15378708,-2.102993065,81,-,80
S00136253,57.15224862,-2.105831691,70,-,70
S00136254,57.15282386,-2.115618397,111,2,108
S00136255,57.15033853,-2.220545156,99,6,93
S00136256,57.15266279,-2.182939513,97,13,84
S00136257,57.15329876,-2.095751992,103,3,100
S00136258,57.15282062,-2.152246254,86,-,86
S00136259,57.1524807,-2.184591482,160,4,154
S00136260,57.15327419,-2.092594886,74,8,62
S00136261,57.15300484,-2.103866917,81,3,80
S00136262,57.15083599,-2.118421931,100,4,96
S00136263,57.15352646,-2.103124572,77,2,75
S00136264,57.15317806,-2.088892156,88,6,84
S00136265,57.15298253,-2.085899958,101,1,100
S00136266,57.15235709,-2.222028231,88,1,87
S00136267,57.15217243,-2.110823088,86,2,83
S00136268,57.15341872,-2.103058155,98,1,96
S00136269,57.1530061,-2.090676863,87,1,86
S00136270,57.15298516,-2.094693331,83,2,81
S00136271,57.15274019,-2.12776679,95,1,94
S00136272,57.15295395,-2.16743685,104,5,95
S00136273,57.15258761,-2.165964136,59,6,53
S00136274,57.15192113,-2.087913957,82,4,78
S00136275,57.1526029,-2.089237876,116,4,112
S00136276,57.15128025,-2.176073498,97,5,92
S00136277,57.15249338,-2.11355128,63,2,61
S00136278,57.15249767,-2.118609067,86,2,85
S00136279,57.15260919,-2.092940324,54,-,54
S00136280,57.15196811,-2.172374397,91,7,84
S00136281,57.1521597,-2.114988237,111,4,108
S00136282,57.15187145,-2.164076686,55,2,53
S00136283,57.15260466,-2.098857592,61,1,57
S00136284,57.15151917,-2.084623883,127,-,127
S00136285,57.15240517,-2.089386156,103,-,101
S00136286,57.15103649,-2.124719749,88,2,86
S00136287,57.15193308,-2.1264252,71,4,62
S00136288,57.1525239,-2.098741675,113,-,113
S00136289,57.15161939,-2.1776453,131,1,131
S00136290,57.1512686,-2.116902729,140,4,136
S00136291,57.15241271,-2.102956179,93,-,92
S00136292,57.15188298,-2.181762141,108,7,101
S00136293,57.15132878,-2.128819717,74,-,74
S00136294,57.15120413,-2.179081253,77,7,70
S00136295,57.15165879,-2.090491746,71,3,68
S00136296,57.15179185,-2.092789513,78,2,76
S00136297,57.15210197,-2.09839345,98,2,100
S00136298,57.15128801,-2.093846049,119,1,118
S00136299,57.15157864,-2.130423829,105,2,103
S00136300,57.15158198,-2.178686402,76,2,74
S00136301,57.1509731,-2.14977598,124,3,122
S00136302,57.15185897,-2.145068973,105,6,97
S00136303,57.15126299,-2.113233468,110,2,110
S00136304,57.15155002,-2.103350455,87,1,86
S00136305,57.15185965,-2.085897348,115,-,115
S00136306,57.15174321,-2.165960349,72,1,71
S00136307,57.15198708,-2.083434907,101,-,101
S00136308,57.15073983,-2.13364381,143,-,137
S00136309,57.15145609,-2.14389389,121,8,110
S00136310,57.15089583,-2.101431384,188,2,182
S00136311,57.15103213,-2.13746284,84,5,79
S00136312,57.1510599,-2.128223771,101,-,101
S00136313,57.1517278,-2.105598804,75,7,73
S00136314,57.15189907,-2.115119654,85,-,85
