OA_Code,Latitude,Longitude,All people,"Female, All","Male, All","All people, 0 - 4","All people, 5 - 9","All people, 10 - 14","All people, 15","All people, 16 - 17","All people, 18 - 19","All people, 20 - 24","All people, 25 - 29","All people, 30 - 34","All people, 35 - 39","All people, 40 - 44","All people, 45 - 49","All people, 50 - 54","All people, 55 - 59","All people, 60 - 64","All people, 65 - 69","All people, 70 - 74","All people, 75 - 79","All people, 80 - 84","All people, 85 and over","Female, 0 - 4","Female, 5 - 9","Female, 10 - 14","Female, 15","Female, 16 - 17","Female, 18 - 19","Female, 20 - 24","Female, 25 - 29","Female, 30 - 34","Female, 35 - 39","Female, 40 - 44","Female, 45 - 49","Female, 50 - 54","Female, 55 - 59","Female, 60 - 64","Female, 65 - 69","Female, 70 - 74","Female, 75 - 79","Female, 80 - 84","Female, 85 and over"
S00136196,57.15520011,-2.08765728,76,38,38,3,2,1,-,-,-,17,14,10,8,2,5,3,3,3,-,2,1,1,2,2,1,1,-,-,-,15,6,3,3,2,-,2,-,2,-,-,1,-,2
S00136197,57.15506936,-2.105740587,112,51,61,4,-,-,-,1,3,43,26,9,6,4,3,2,2,3,-,3,3,-,-,1,-,-,-,-,3,24,12,2,2,4,2,-,1,-,-,1,1,-,-
S00136198,57.15498758,-2.171512382,119,70,48,3,4,5,2,3,4,4,-,8,3,5,6,7,12,10,11,12,12,9,7,-,2,2,2,2,-,-,-,5,2,2,3,8,7,3,9,8,7,6,7
S00136199,57.15527282,-2.08643424,61,31,34,1,2,-,-,-,2,14,11,7,9,4,2,7,3,4,4,2,-,-,-,-,1,-,-,-,1,5,9,2,3,-,-,4,1,1,3,2,-,-,-
S00136200,57.15425871,-2.178831562,66,37,29,1,1,3,-,3,-,2,-,2,2,-,5,3,7,5,6,16,4,5,2,-,-,2,-,2,-,-,-,4,-,-,6,1,2,2,2,8,2,5,1
S00136201,57.15504886,-2.085541106,89,41,44,3,-,-,-,-,5,22,21,16,4,5,1,3,-,1,1,-,1,-,-,3,-,-,-,-,4,15,10,4,2,3,1,-,-,1,-,-,1,-,-
S00136202,57.1380461,-2.067459498,83,42,41,6,9,6,-,1,-,3,7,12,1,5,5,4,6,10,7,4,1,-,2,3,-,3,-,1,-,3,5,4,1,3,3,3,4,-,3,3,1,-,2
S00136203,57.15459693,-2.168121999,102,57,43,6,3,4,5,3,4,4,5,9,2,13,8,8,6,5,7,6,3,2,-,5,3,1,3,1,-,5,2,6,2,6,3,5,4,2,4,3,1,2,-
S00136204,57.15463857,-2.093986793,124,61,64,2,4,1,-,-,-,34,23,19,14,7,6,6,1,4,-,1,1,-,-,2,4,1,-,-,-,18,10,9,6,3,1,-,1,3,-,-,1,-,-
S00136205,57.15517224,-2.088963073,77,33,42,2,1,-,-,-,3,17,10,12,9,5,3,5,3,3,3,-,-,-,-,2,1,-,-,-,3,8,6,4,3,3,-,1,-,-,-,-,-,-,-
S00136206,57.15459164,-2.107640125,101,48,51,5,6,1,-,-,-,27,7,8,11,5,10,7,7,6,4,1,-,-,-,3,3,1,-,-,-,16,5,4,7,1,-,2,5,2,1,1,-,-,-
S00136207,57.15521484,-2.092153442,67,32,37,-,2,-,-,2,2,14,13,3,5,6,2,2,3,7,2,2,1,1,-,-,-,-,-,2,-,11,4,2,2,4,-,1,-,4,-,2,1,-,-
S00136208,57.15506598,-2.15256956,88,53,35,4,3,10,1,1,2,-,3,4,6,14,5,6,3,6,4,5,2,3,4,3,2,7,-,2,1,-,2,3,3,8,4,4,-,5,-,3,2,1,3
S00136209,57.15432599,-2.169195186,101,46,55,9,3,4,-,1,3,1,8,12,9,4,4,9,7,5,8,5,5,2,-,4,3,1,-,1,2,-,5,4,3,-,3,3,8,2,4,-,2,-,-
S00136210,57.15378977,-2.219540901,166,80,83,4,4,11,1,3,2,7,5,7,1,10,15,14,17,12,13,15,10,8,12,-,1,3,1,2,2,4,3,5,-,7,9,6,7,6,5,7,6,4,6
S00136211,57.1542482,-2.099291753,89,38,46,2,-,-,-,-,13,31,17,9,3,-,2,2,4,1,-,2,-,-,-,-,-,-,-,-,6,21,8,-,-,-,1,-,1,1,1,-,-,-,-
S00136212,57.15475988,-2.160304193,89,53,36,2,6,4,-,4,3,5,4,6,2,6,4,9,12,11,2,5,2,-,4,2,-,3,-,2,2,3,3,3,2,4,4,7,9,3,1,2,-,-,4
S00136213,57.15343916,-2.153306661,75,45,32,1,4,2,-,1,-,4,3,5,6,3,2,2,10,2,10,7,7,2,2,-,1,2,-,1,-,4,3,1,4,2,-,1,7,-,3,7,5,2,2
S00136214,57.15475842,-2.112087094,118,60,57,9,17,5,-,4,6,2,14,11,4,10,4,13,6,9,4,2,1,-,1,2,16,-,-,-,-,3,5,7,2,7,3,5,4,8,-,-,1,-,1
S00136215,57.15268997,-2.170014145,96,55,41,4,3,7,-,-,2,13,6,6,7,8,8,4,6,7,4,4,2,2,6,3,2,5,-,-,-,8,3,3,3,4,7,-,1,5,2,2,-,-,5
S00136216,57.15469509,-2.090433063,115,67,48,3,6,1,-,-,-,55,14,16,7,4,1,2,1,-,2,1,-,-,1,2,6,1,-,-,-,24,8,9,2,4,2,1,1,-,-,1,-,-,1
S00136217,57.15428641,-2.165194869,138,76,62,11,5,3,-,1,-,4,11,7,11,8,10,13,9,6,12,7,6,1,5,9,4,4,-,2,-,4,7,4,5,4,5,7,3,4,6,3,3,1,1
S00136218,57.15453841,-2.10686308,195,99,97,6,3,4,4,2,54,34,37,12,13,10,4,3,6,2,-,1,-,-,-,4,-,1,-,1,30,19,19,8,6,6,2,1,2,1,-,-,-,-,-
S00136219,57.15427597,-2.08605173,77,32,42,5,2,-,-,2,-,21,18,13,1,2,-,5,2,2,1,1,-,-,-,1,2,-,-,2,-,9,7,6,-,-,1,3,2,-,1,-,-,-,-
S00136220,57.15439085,-2.088779367,113,38,71,11,3,3,1,1,10,10,15,6,13,16,3,9,7,5,3,2,4,-,-,2,-,-,1,1,2,5,7,3,3,9,-,2,1,1,-,-,-,-,-
S00136221,57.15460005,-2.085044179,68,39,29,4,2,1,-,-,-,18,12,15,7,5,-,-,1,-,2,-,-,-,-,2,2,1,-,-,-,11,10,7,4,2,-,-,-,-,1,-,-,-,-
S00136222,57.15393921,-2.176086148,61,34,27,-,-,-,-,1,-,2,3,6,4,10,2,5,6,6,5,5,-,-,1,-,-,-,-,1,-,2,1,3,-,4,-,5,3,3,5,5,-,-,-
S00136223,57.15350641,-2.222316119,180,89,91,9,8,11,2,-,2,7,6,3,14,10,12,16,20,21,8,9,8,3,7,3,5,3,2,-,-,3,2,2,6,8,12,4,10,11,6,4,6,2,4
S00136224,57.15460449,-2.091490736,81,36,45,5,-,-,-,-,-,32,20,6,10,-,3,4,2,-,3,1,1,-,-,1,-,-,-,-,-,14,13,2,1,-,4,2,-,-,2,-,-,-,-
S00136225,57.15395288,-2.151920326,109,59,50,1,7,15,1,2,4,4,1,13,16,2,-,14,7,2,5,4,3,-,-,1,5,7,-,2,2,2,2,10,6,2,-,5,4,-,4,-,1,2,-
S00136226,57.15420971,-2.181674391,102,58,44,4,2,5,1,1,-,6,3,3,5,6,7,4,7,5,16,10,9,3,1,-,2,3,-,-,-,5,1,4,4,2,3,3,7,4,11,5,5,2,1
S00136227,57.15427611,-2.108945034,82,43,39,10,4,2,2,-,-,9,13,9,10,7,4,4,1,4,-,-,-,-,1,3,3,-,-,-,-,6,7,6,4,2,1,4,-,3,-,-,-,-,1
S00136228,57.15354613,-2.174530537,177,97,81,8,5,8,3,5,3,7,13,7,8,7,15,11,11,13,17,9,7,4,5,4,5,6,1,-,2,4,9,6,4,5,10,5,3,7,9,5,3,4,2
S00136229,57.1522641,-2.151896864,101,47,54,3,7,5,-,-,2,6,6,6,3,11,3,5,6,6,9,7,8,3,1,2,2,-,-,-,-,2,2,4,3,5,-,4,3,4,5,4,4,1,-
S00136230,57.15429137,-2.089704778,93,46,49,-,4,4,1,3,8,23,18,6,7,4,3,8,-,1,1,1,5,1,-,-,2,4,-,3,3,8,11,1,5,2,-,2,-,-,-,1,1,1,-
S00136231,57.15415183,-2.107225609,104,43,61,-,1,2,-,-,2,8,10,8,17,3,3,11,6,8,8,9,6,1,2,-,-,-,-,-,1,3,6,3,4,3,-,5,3,6,3,4,3,-,-
S00136232,57.15416463,-2.162152911,158,88,71,4,11,8,1,4,2,13,4,9,10,10,9,13,13,20,8,11,1,-,4,3,5,5,-,3,1,7,4,7,5,8,3,6,8,7,5,3,1,-,3
S00136233,57.1544595,-2.09319292,78,32,43,2,-,1,1,1,2,25,20,7,8,1,3,-,-,-,6,-,-,-,-,-,1,1,-,-,1,10,7,3,6,-,1,-,1,-,1,-,-,-,-
S00136234,57.15389409,-2.092497264,97,50,47,4,3,3,-,2,8,14,8,9,12,8,3,5,4,6,5,2,2,-,-,4,2,1,-,1,8,6,2,6,6,-,-,1,2,3,3,2,-,-,-
S00136235,57.15343816,-2.225324011,65,34,30,4,2,1,-,-,3,1,2,4,4,-,3,3,8,10,9,3,9,3,-,1,2,1,-,-,-,-,-,2,4,-,1,1,4,7,3,2,5,3,-
S00136236,57.15073855,-2.095828,450,276,172,-,1,3,-,5,191,162,25,20,10,10,9,5,1,5,1,3,-,-,1,-,-,3,-,5,131,108,9,6,1,2,5,2,-,3,-,1,-,-,1
S00136237,57.15379143,-2.085273728,159,73,87,9,7,7,-,2,6,20,26,21,23,9,6,7,8,7,4,1,-,-,-,5,3,2,-,2,3,10,7,10,14,3,5,3,5,-,3,-,-,-,-
S00136238,57.15379143,-2.108480787,130,68,62,10,9,4,-,1,2,22,10,19,17,6,7,7,1,5,5,-,2,-,-,4,6,2,-,-,1,17,5,6,8,-,-,5,1,3,2,-,-,-,-
S00136239,57.15369509,-2.094331507,312,179,137,3,2,-,-,1,142,101,30,16,2,1,2,4,-,-,4,4,1,-,-,3,1,-,-,1,82,59,10,7,2,1,-,3,-,-,2,2,-,-,-
S00136240,57.15282336,-2.177469262,101,50,51,4,10,7,1,1,1,4,7,5,2,7,9,8,12,5,2,6,5,2,-,2,3,4,1,-,1,1,2,2,1,2,6,6,3,4,3,4,3,1,-
S00136241,57.15392759,-2.095737091,72,40,36,-,1,4,-,-,4,35,7,10,3,3,-,-,-,-,-,1,-,-,-,-,-,4,-,-,-,23,3,6,1,1,-,-,-,-,-,-,-,-,-
S00136242,57.15363765,-2.086827115,109,47,61,4,7,1,1,1,1,26,15,10,12,4,2,13,6,2,1,1,-,-,-,2,7,1,1,-,-,8,5,3,6,-,2,5,3,1,1,-,-,-,-
S00136243,57.15376532,-2.084033975,92,41,48,9,4,-,2,-,-,14,19,21,10,3,2,-,3,1,-,1,-,-,-,6,-,-,-,-,-,8,9,11,6,-,1,-,1,-,-,1,-,-,-
S00136244,57.15293656,-2.173618574,141,72,68,8,3,8,-,2,2,9,2,8,2,5,17,14,16,10,6,12,8,2,7,-,2,3,-,-,1,5,2,3,5,3,6,6,8,6,4,7,4,1,-
S00136245,57.1528179,-2.101783762,589,330,262,-,-,4,-,6,274,176,38,18,13,7,7,1,-,3,6,11,6,6,15,-,-,4,-,7,155,100,15,5,6,3,1,1,-,2,6,4,4,3,13
S00136246,57.15384122,-2.102695689,78,28,50,2,5,2,-,2,3,6,4,6,6,7,7,8,7,8,2,2,-,2,-,2,5,3,-,2,-,2,-,2,2,2,2,-,2,4,-,-,-,2,-
S00136247,57.15330583,-2.1793063,132,72,63,10,8,12,-,7,2,6,3,9,17,6,7,8,7,10,9,7,4,2,-,2,4,7,-,7,-,7,1,4,9,4,3,4,3,6,6,3,4,2,-
S00136248,57.15304269,-2.13059428,127,70,57,6,4,9,-,-,3,6,13,10,8,10,8,9,18,7,3,4,-,2,2,3,3,-,-,-,4,6,8,6,6,8,3,6,10,2,2,3,-,1,-
S00136249,57.15346448,-2.181422796,91,55,36,3,6,7,-,-,-,2,1,5,11,5,6,1,4,6,7,7,6,7,4,1,6,5,-,-,-,2,-,2,8,-,4,2,2,1,6,3,5,3,3
S00136250,57.15320494,-2.167834682,95,47,47,-,4,4,2,5,2,11,6,4,2,9,5,14,10,8,5,4,2,1,1,-,1,1,-,3,1,4,3,1,-,9,3,6,3,4,1,2,1,1,-
S00136251,57.15307555,-2.105239017,109,52,57,1,4,5,-,2,6,21,10,20,8,4,7,7,3,3,3,3,1,1,2,1,2,3,-,2,3,11,-,9,4,3,4,4,-,-,3,1,-,-,2
S00136252,57.15378708,-2.102993065,90,38,48,3,3,3,-,2,8,8,3,7,11,5,10,7,4,5,3,4,2,1,1,2,2,2,-,2,1,8,3,2,2,4,7,-,-,2,2,4,2,1,1
S00136253,57.15224862,-2.105831691,72,47,21,-,-,-,-,-,10,25,9,1,2,6,-,1,3,1,2,7,-,-,-,-,-,-,-,-,7,16,5,1,2,2,-,-,1,-,-,4,-,-,-
S00136254,57.15282386,-2.115618397,136,71,65,13,6,4,2,2,3,20,18,14,13,8,5,3,10,3,7,1,4,-,2,6,6,1,1,-,1,12,10,7,2,5,3,1,7,1,4,2,2,-,-
S00136255,57.15033853,-2.220545156,111,59,52,4,5,-,-,-,-,10,14,26,13,11,-,4,6,3,3,-,2,4,-,4,2,-,-,-,-,7,9,10,8,4,-,4,3,-,2,-,1,-,-
S00136256,57.15266279,-2.182939513,104,50,55,1,5,2,1,-,1,1,4,3,5,3,7,2,7,12,15,13,13,6,5,1,1,-,1,1,1,1,2,2,1,4,3,2,4,6,7,8,5,3,1
S00136257,57.15329876,-2.095751992,116,51,65,5,2,5,2,-,3,30,21,14,7,6,7,4,5,5,4,-,4,2,1,2,-,5,-,-,1,13,10,4,4,4,2,2,1,4,-,-,1,-,1
S00136258,57.15282062,-2.152246254,105,56,49,4,5,9,1,5,6,3,6,7,15,2,3,13,9,10,5,4,2,-,-,2,2,5,1,-,-,1,2,4,10,-,2,5,5,3,2,2,2,-,-
S00136259,57.1524807,-2.184591482,250,137,117,19,26,38,7,8,11,8,13,15,24,31,18,18,7,7,4,2,-,-,-,11,12,18,5,5,7,3,9,10,16,21,9,10,1,-,1,1,-,-,-
S00136260,57.15327419,-2.092594886,74,40,30,-,-,-,-,-,-,-,-,-,-,-,-,1,2,7,2,12,21,12,13,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,1,7,13,5,8
S00136261,57.15300484,-2.103866917,97,48,45,4,6,3,1,2,2,12,9,16,10,5,9,-,3,5,5,2,-,-,2,3,4,3,-,2,2,9,2,4,6,2,5,-,-,4,2,1,-,-,2
S00136262,57.15083599,-2.118421931,106,55,48,-,3,3,-,1,1,18,11,12,6,6,3,8,5,5,6,2,5,4,4,-,1,4,-,-,1,11,9,4,3,5,1,5,3,4,4,1,2,2,1
S00136263,57.15352646,-2.103124572,87,47,43,3,4,5,-,-,1,5,8,4,16,3,13,5,4,3,2,7,5,-,1,-,2,1,-,2,1,3,4,2,8,1,8,3,-,2,1,7,2,-,1
S00136264,57.15317806,-2.088892156,108,50,58,9,7,2,-,-,1,10,11,17,10,9,6,5,7,4,3,3,-,-,-,7,4,1,-,-,1,7,4,9,5,3,1,2,1,3,1,1,-,-,-
S00136265,57.15298253,-2.085899958,111,55,56,4,5,1,-,-,1,41,14,16,6,7,3,4,2,2,-,-,-,-,-,2,-,-,-,-,1,24,12,7,3,-,1,1,-,2,-,1,-,-,-
S00136266,57.15235709,-2.222028231,88,45,43,-,-,-,-,-,-,5,-,-,1,2,2,5,10,14,14,16,5,8,6,-,-,-,-,-,-,-,-,-,-,2,1,3,7,7,7,11,2,5,2
S00136267,57.15217243,-2.110823088,97,46,51,2,4,3,3,-,1,20,17,11,5,1,8,6,2,2,2,1,-,1,1,2,-,3,-,-,1,12,8,8,3,-,3,-,-,2,3,1,-,1,1
S00136268,57.15341872,-2.103058155,117,61,56,4,5,5,3,2,-,14,8,8,8,10,9,9,11,11,6,1,2,-,-,3,2,2,-,2,-,6,2,3,4,8,8,3,5,1,4,2,2,-,-
S00136269,57.1530061,-2.090676863,91,47,46,3,-,4,-,-,7,26,13,10,5,4,3,-,5,5,8,-,1,-,-,1,-,1,-,-,6,15,3,2,-,2,2,-,2,3,5,-,1,-,-
S00136270,57.15298516,-2.094693331,85,44,41,2,-,-,-,-,10,25,23,11,3,1,-,-,-,2,5,1,-,2,-,2,-,-,-,-,9,19,8,6,-,-,-,-,-,-,-,-,-,-,-
S00136271,57.15274019,-2.12776679,122,66,56,6,9,8,1,3,-,5,5,9,8,11,11,8,8,6,5,8,4,-,-,1,7,5,-,-,-,5,2,4,4,6,7,3,6,2,-,5,6,-,-
S00136272,57.15295395,-2.16743685,121,66,55,4,7,6,1,3,1,9,9,11,6,10,9,6,9,8,6,7,2,2,3,2,1,5,-,3,-,7,5,2,2,9,5,4,7,5,2,3,2,2,-
S00136273,57.15258761,-2.165964136,70,36,34,5,1,3,-,2,1,4,2,7,4,5,6,3,6,6,3,3,2,1,4,4,1,1,-,2,-,4,1,2,2,4,3,3,5,2,1,2,-,-,3
S00136274,57.15192113,-2.087913957,93,43,50,2,4,5,-,1,2,13,5,14,13,12,6,3,9,2,1,1,-,-,1,2,4,2,-,1,2,8,-,6,4,4,1,2,3,-,-,1,-,-,1
S00136275,57.1526029,-2.089237876,126,67,62,3,4,3,-,3,3,41,18,20,11,3,2,1,6,1,1,1,1,2,-,2,2,1,-,-,3,30,8,6,5,2,2,-,2,-,1,-,-,1,-
S00136276,57.15128025,-2.176073498,107,51,64,-,4,4,4,-,-,7,2,8,8,8,6,14,6,12,6,7,6,4,3,-,2,1,1,-,-,-,1,6,3,3,3,7,3,6,1,2,1,2,2
S00136277,57.15249338,-2.11355128,67,31,39,1,2,2,-,1,-,12,13,7,5,4,3,6,2,3,3,-,-,1,-,1,-,1,-,1,-,3,4,3,4,3,1,2,-,3,1,-,-,1,-
S00136278,57.15249767,-2.118609067,104,53,51,9,1,4,-,2,-,12,18,18,8,11,8,1,5,1,-,3,1,1,-,7,4,2,-,2,-,8,10,3,4,2,4,1,-,-,-,3,1,-,-
S00136279,57.15260919,-2.092940324,60,34,23,2,-,-,-,1,-,29,6,4,3,3,3,2,3,1,3,-,-,-,-,1,-,-,-,-,-,20,3,-,1,1,3,1,-,-,2,-,-,-,-
S00136280,57.15196811,-2.172374397,106,63,47,3,4,7,1,4,-,10,5,4,6,6,12,9,7,10,7,7,4,1,5,3,-,4,1,2,-,3,4,2,4,3,9,4,-,1,1,5,3,1,3
S00136281,57.1521597,-2.114988237,125,62,60,5,1,6,2,1,1,17,18,18,11,4,9,5,5,3,1,1,8,4,3,3,1,5,-,1,1,8,12,10,2,3,2,3,3,3,-,-,3,2,4
S00136282,57.15187145,-2.164076686,62,36,24,1,1,2,-,2,2,2,2,3,7,2,6,4,4,2,4,6,2,4,2,-,1,-,-,1,1,2,2,3,3,2,1,1,2,2,2,4,1,2,2
S00136283,57.15260466,-2.098857592,72,37,34,3,9,2,-,3,1,-,5,10,5,4,7,5,8,3,2,4,-,2,-,-,5,-,-,-,-,1,-,10,2,1,3,4,3,3,-,4,-,1,-
S00136284,57.15151917,-2.084623883,149,65,84,10,4,8,-,1,1,43,18,23,18,4,4,1,3,7,2,1,-,-,-,1,-,1,-,1,1,12,15,15,7,1,2,-,1,3,2,1,-,-,-
S00136285,57.15240517,-2.089386156,108,46,62,1,2,2,-,-,1,26,14,12,11,2,8,6,4,8,2,3,3,2,1,1,2,1,-,-,1,9,7,4,-,-,3,5,3,4,2,1,3,2,1
S00136286,57.15103649,-2.124719749,102,53,45,4,6,6,-,2,4,-,4,5,3,10,3,15,10,9,14,10,2,5,3,1,5,1,-,2,1,-,4,2,-,7,1,4,2,6,7,6,-,3,1
S00136287,57.15193308,-2.1264252,84,42,38,6,2,3,3,3,1,3,6,2,9,5,7,14,7,3,-,7,5,3,1,2,1,-,2,3,1,-,-,1,7,3,3,9,1,1,-,2,5,-,1
S00136288,57.1525239,-2.098741675,144,63,81,13,13,7,-,5,1,11,24,16,3,6,3,17,10,7,5,1,3,-,1,5,1,3,-,1,-,7,5,11,4,2,4,9,6,4,-,1,1,-,1
S00136289,57.15161939,-2.1776453,180,109,71,12,12,22,3,4,3,9,15,11,8,10,11,14,13,9,7,7,7,2,1,11,7,7,1,3,3,4,9,8,7,10,9,9,9,8,4,4,6,1,1
S00136290,57.1512686,-2.116902729,149,78,71,5,4,-,-,1,4,18,11,19,8,6,6,8,13,12,4,13,13,2,2,3,4,-,-,-,-,8,1,10,5,1,5,4,7,7,3,7,7,1,1
S00136291,57.15241271,-2.102956179,103,47,53,2,5,-,-,-,4,29,19,18,7,9,2,1,1,3,-,5,-,-,-,2,2,-,-,-,1,10,11,10,1,-,2,-,-,-,-,3,-,-,-
S00136292,57.15188298,-2.181762141,119,66,54,2,-,4,4,-,4,-,8,4,2,7,6,7,9,7,16,10,10,13,3,-,-,1,1,-,2,-,3,2,1,4,5,3,3,4,12,4,7,11,3
S00136293,57.15132878,-2.128819717,91,45,43,6,1,4,3,2,-,3,5,9,5,5,6,11,10,8,3,7,2,1,-,1,-,1,-,-,-,3,2,5,-,4,2,5,2,5,2,7,2,1,-
S00136294,57.15120413,-2.179081253,97,49,45,3,8,5,3,4,1,3,3,6,5,4,3,6,9,6,11,12,3,-,-,3,3,-,-,4,-,1,2,4,5,1,1,4,4,2,7,4,2,-,-
S00136295,57.15165879,-2.090491746,84,51,33,1,5,7,-,3,2,6,10,9,6,5,7,2,2,3,3,6,2,5,2,1,5,6,-,3,2,4,5,4,2,1,3,2,-,4,1,2,2,3,1
S00136296,57.15179185,-2.092789513,81,35,46,2,-,-,-,-,4,16,14,7,13,6,4,3,4,7,3,-,-,-,2,2,-,-,-,-,4,9,2,5,4,3,1,1,2,-,2,-,-,-,2
S00136297,57.15210197,-2.09839345,115,53,64,3,5,5,4,2,-,16,8,6,10,10,7,7,9,7,5,4,3,1,1,3,2,3,4,2,-,5,5,1,4,3,2,4,4,1,1,4,-,1,1
S00136298,57.15128801,-2.093846049,134,65,67,4,5,1,2,-,6,25,25,15,14,6,12,3,1,4,1,3,3,-,-,3,-,4,-,-,5,14,15,4,7,4,4,2,1,1,-,2,2,-,-
S00136299,57.15157864,-2.130423829,132,62,70,9,5,10,3,8,4,4,5,4,14,6,10,13,7,12,4,3,3,2,2,3,3,4,2,1,2,2,2,3,3,2,3,12,8,8,2,4,1,1,2
S00136300,57.15158198,-2.178686402,112,60,52,16,9,10,1,1,3,9,6,12,14,6,10,5,3,4,-,-,-,2,-,7,4,6,-,-,2,4,4,6,11,4,2,3,3,-,-,-,-,2,-
S00136301,57.1509731,-2.14977598,138,65,73,8,5,1,-,1,2,16,16,18,14,13,7,7,4,8,6,-,6,1,2,4,2,1,-,1,2,7,9,12,6,6,2,5,2,1,3,-,3,2,2
S00136302,57.15185897,-2.145068973,133,64,69,4,11,9,5,-,2,5,8,4,10,10,9,10,4,3,11,8,7,7,6,1,4,2,4,-,-,2,5,3,3,5,7,3,2,2,3,4,4,5,4
S00136303,57.15126299,-2.113233468,126,66,60,4,6,4,-,1,2,20,25,9,11,10,7,9,4,5,9,-,-,1,1,3,4,-,-,-,2,10,16,4,9,7,-,3,2,2,3,-,-,1,1
S00136304,57.15155002,-2.103350455,88,43,45,1,-,-,-,-,2,23,20,25,4,7,1,-,2,1,-,1,1,-,-,-,-,-,-,-,-,14,14,10,2,2,-,-,1,-,-,-,-,-,-
S00136305,57.15185965,-2.085897348,133,68,64,10,4,3,-,-,4,35,19,18,18,5,6,-,6,-,3,-,3,1,2,6,3,2,-,-,1,20,12,11,6,2,-,-,2,-,-,-,2,-,2
S00136306,57.15174321,-2.165960349,91,50,37,4,4,7,4,1,3,4,5,8,8,13,4,5,3,4,6,3,1,2,-,-,3,4,3,-,2,3,3,3,6,8,1,2,-,2,2,-,1,1,-
,,,,,,9,6,5,-,-,4,32,16,16,13,7,2,-,4,2,1,2,2,-,-,6,4,-,-,-,1,22,5,7,4,5,-,-,1,2,1,1,1,-,-
,,,,,,14,14,13,-,10,4,7,-,9,13,17,14,15,15,9,4,14,5,3,2,6,9,6,-,6,2,1,-,6,8,7,11,7,5,6,4,7,-,4,2
,,,,,,2,14,5,4,1,5,9,5,8,8,12,9,15,10,8,6,11,5,6,3,,,,,,,,,,,,,,,,,,,,
,,,,,,8,-,-,-,2,23,76,26,19,15,9,6,5,2,2,2,1,-,-,-,,,,,,,,,,,,,,,,,,,,
,,,,,,6,7,11,-,3,2,2,6,4,8,11,2,7,9,2,5,6,5,5,6,,,,,,,,,,,,,,,,,,,,
,,,,,,8,14,6,2,1,2,7,8,7,14,8,10,11,7,5,10,4,3,-,-,,,,,,,,,,,,,,,,,,,,
,,,,,,2,-,2,-,1,3,15,9,4,12,2,8,11,1,1,5,1,1,-,1,,,,,,,,,,,,,,,,,,,,
,,,,,,2,3,-,-,-,-,10,27,20,4,5,2,7,1,3,3,2,-,-,1,,,,,,,,,,,,,,,,,,,,
,,,,,,-,-,-,-,-,2,15,10,22,3,7,5,2,7,3,1,3,-,-,2,,,,,,,,,,,,,,,,,,,,
,,,,,,5,9,4,-,4,3,20,3,5,7,3,6,5,-,7,5,5,-,3,1,,,,,,,,,,,,,,,,,,,,
,,,,,,13,7,4,1,-,1,2,4,6,3,12,8,2,7,5,10,13,3,4,8,,,,,,,,,,,,,,,,,,,,
,,,,,,2,5,6,-,1,4,1,3,3,1,6,6,10,6,9,7,13,6,6,1,,,,,,,,,,,,,,,,,,,,
,,,,,,-,-,1,1,-,-,16,18,17,3,4,1,3,3,4,5,2,-,1,-,,,,,,,,,,,,,,,,,,,,
,,,,,,-,-,-,-,-,-,18,7,8,5,4,1,1,5,1,5,2,-,-,2,,,,,,,,,,,,,,,,,,,,
