OA_Code,Latitude,Longitude
S00135758,57.16957704313292,-2.1569950109584908
S00135759,57.16926758419636,-2.1601851773141454
S00135760,57.1692978900621,-2.1164636647330792
S00135761,57.16949050240778,-2.161475971699441
S00135762,57.1687794179878,-2.0918069537653214
S00135763,57.16879810618011,-2.131327905970653
S00135764,57.168778773049254,-2.163076851180409
S00135765,57.169011923961826,-2.0932296306720954
S00135766,57.16916469360237,-2.1242021442408734
S00135767,57.168751204148286,-2.1491534722075873
S00135768,57.16799467389782,-2.143131464411071
S00135769,57.16831653047361,-2.1592881278591265
S00135770,57.169095855972245,-2.1114360606331535
S00135771,57.168757131131535,-2.1084420368201315
S00135772,57.168476954676635,-2.1671598668110277
S00135773,57.16760370853213,-2.112522898519136
S00135774,57.16848905744649,-2.150524887558631
S00135775,57.16887785256265,-2.1141142319601416
S00135776,57.1687911877743,-2.1293435679546833
S00135777,57.16912857843654,-2.156447415632578
S00135778,57.16906460429841,-2.094850297405491
S00135779,57.16857436564224,-2.1388839945475526
S00135780,57.16822783623167,-2.117617791267374
S00135781,57.16831239846594,-2.169292233966299
S00135782,57.16691529830351,-2.13634789103564
S00135783,57.168843464997984,-2.090203124869039
S00135784,57.168889940989416,-2.160464653542686
S00135785,57.16838791844744,-2.119321484192376
S00135786,57.16794944384282,-2.151051829469478
S00135787,57.16861201896518,-2.110029053553148
S00135788,57.16801224632473,-2.1720192358059394
S00135789,57.16773562894078,-2.170662039401375
S00135790,57.168306344855374,-2.12008186425885
S00135791,57.16810743121988,-2.0894076171177804
S00135792,57.168056677555235,-2.1181298506520316
S00135793,57.16806740900572,-2.1162613600195694
S00135794,57.164540564732604,-2.2206132592966106
S00135795,57.167849378203044,-2.1089850452051646
S00135796,57.168082503954004,-2.1283985576307902
S00135797,57.16718383320625,-2.0991446257394735
S00135798,57.16835003452057,-2.1116983836302743
S00135799,57.16655666328275,-2.1437707613602104
S00135800,57.16750781488811,-2.128181601819586
S00135801,57.16742168070833,-2.163583463020153
S00135802,57.166989099205495,-2.0954236982535424
S00135803,57.16662288682735,-2.1408277922483987
S00135804,57.16736994794816,-2.168725719329046
S00135805,57.16786621055508,-2.09955984498513
S00135806,57.16763492102958,-2.151149757353389
S00135807,57.167798168805106,-2.094632084367412
S00135808,57.168222966168834,-2.1226942322997355
S00135809,57.16679500606167,-2.139538713325083
S00135810,57.16612647313407,-2.217811800701422
S00135811,57.16800564598785,-2.1244462838134197
S00135812,57.16751154651741,-2.0935234806564704
S00135813,57.167503178564516,-2.092696691385434
S00135814,57.167458715329616,-2.0920847721674236
S00135815,57.1679087939926,-2.0908126573835664
S00135816,57.16792618634716,-2.131870482128687
S00135817,57.16664282424657,-2.1615296787508127
S00135818,57.16713895830652,-2.109859315892734
S00135819,57.16693345146902,-2.1518082951755426
S00135820,57.16717874823195,-2.141788952563759
S00135821,57.16676915972031,-2.121217788400564
S00135822,57.16716840452736,-2.1170191522384845
S00135823,57.167234565058806,-2.1229720508972303
S00135824,57.1669440902388,-2.1647222747481116
S00135825,57.16664597706817,-2.151823650100818
S00135826,57.16680204765716,-2.1149180405793198
S00135827,57.166896403887236,-2.1599268806906555
S00135828,57.166646378260616,-2.127269190769824
S00135829,57.167351801965886,-2.090877429201304
S00135830,57.167104105291855,-2.127667611127215
S00135831,57.16545333067619,-2.171114474578216
S00135832,57.16738012893016,-2.0889594033741514
S00135833,57.166337776691556,-2.146613905305443
S00135834,57.166771848757065,-2.118406840215518
S00135835,57.166751754454374,-2.088346094052803
S00135836,57.1658005320733,-2.1451236600038976
S00135837,57.167020967144005,-2.1677154822057187
S00135838,57.16507912922183,-2.1024789032313658
S00135839,57.1654177315904,-2.1057867288740364
S00135840,57.16631432759105,-2.1269538857499444
S00135841,57.16659085288678,-2.1198117320523973
S00135842,57.16613130753075,-2.1302271392639596
S00135843,57.16678625800154,-2.090346916541015
S00135844,57.1664859601217,-2.1647202344496588
S00135845,57.1665216450798,-2.1715989300661596
S00135846,57.16578004073831,-2.1311187704807897
S00135847,57.166485088734746,-2.0966790494556156
S00135848,57.16535097806075,-2.1602012835034503
S00135849,57.165894228129496,-2.0940319603073028
S00135850,57.16594505836743,-2.2188193499103726
S00135851,57.166091343539385,-2.1499033426144214
S00135852,57.16630621000002,-2.1168345395346315
S00135853,57.165287700289234,-2.13787958701375
S00135854,57.165585234688265,-2.11931243739138
S00135855,57.16556360011329,-2.091683220363307
S00135856,57.165690799475,-2.0896993897718774
S00135857,57.165811950446084,-2.12629077604845
S00135858,57.16551615159004,-2.142443957058023
S00135859,57.165695248574906,-2.0958171858118892
S00135860,57.16545256221343,-2.1507274764543785
S00135861,57.165310851944895,-2.133084699295049
S00135862,57.16266141213037,-2.1559736646950522
S00135863,57.16590772306176,-2.167230929056226
S00135864,57.164875217729836,-2.1196904322621357
S00135865,57.16546556942784,-2.122304788131488
S00135866,57.16524089150494,-2.112846392423518
S00135867,57.16527188145216,-2.118203623132395
S00135868,57.16474540512555,-2.123856614550109
S00135869,57.164372829760666,-2.1281045971918173
S00135870,57.16482526325254,-2.1154905908767856
S00135871,57.16394796820697,-2.1121480265333124
S00135872,57.16487477514849,-2.1376135001494494
S00135873,57.16558411633715,-2.16739481125203
S00135874,57.16502119960169,-2.126536088829849
S00135875,57.16465301198184,-2.1717225345982056
S00135876,57.16506592878051,-2.1433846771352973
S00135877,57.16418915942734,-2.1480438362882497
S00135878,57.16447348924592,-2.1262862040543826
S00135879,57.16526940388043,-2.1676248684201562
S00135880,57.16397557976488,-2.100805930326348
S00135881,57.16346563395033,-2.1593499055898895
S00135882,57.164563457671996,-2.1648274116662782
S00135883,57.163980174182306,-2.164361865949015
S00135884,57.16461063031468,-2.1560480209167383
S00135885,57.16524038250883,-2.091450937287275
S00135886,57.16427583066167,-2.1349327743009736
S00135887,57.16507584011841,-2.0952699482642014
S00135888,57.16511709240719,-2.1106469524711176
S00135889,57.163614260130615,-2.2160609787140593
S00135890,57.16473971955467,-2.1673909900318695
S00135891,57.164577915410845,-2.160611287071798
S00135892,57.16430749144028,-2.130485258711278
S00135893,57.16358324000427,-2.1180328875834724
S00135894,57.16287947997626,-2.1611164452767313
S00135895,57.164890179378716,-2.091268194220373
S00135896,57.164693345025775,-2.0901764568643886
S00135897,57.164703097771714,-2.089101763437207
S00135898,57.16403385108053,-2.1425374504737253
S00135899,57.16405686827371,-2.1109083198802487
S00135900,57.164645171639734,-2.0945909402230973
S00135901,57.16412762157294,-2.146902753014627
S00135902,57.16389127225032,-2.156623667781085
S00135903,57.16381387312268,-2.1114201360467746
S00135904,57.16197637703387,-2.142860179033679
S00135905,57.16385057256057,-2.137741958630821
S00135906,57.16414206248349,-2.1340229232492023
S00135907,57.162875271194544,-2.1162284973505012
S00135908,57.163984067360715,-2.168197727347646
S00135909,57.16401245532522,-2.160245087686218
S00135910,57.16349334831128,-2.1358227324748658
S00135911,57.16364375227278,-2.1605576298716804
S00135912,57.164294594526154,-2.125525031898702
S00135913,57.163370076258936,-2.124794418054038
S00135914,57.16266075107802,-2.1244613597713635
S00135915,57.163760680469515,-2.1203647054185377
S00135916,57.163746931686454,-2.1252255660738335
S00135917,57.163126815885285,-2.171054112900457
S00135918,57.1631072194987,-2.172244428627294
S00135919,57.16372012845248,-2.1337733887300074
S00135920,57.163055731376204,-2.163746022792869
S00135921,57.16263114971357,-2.143722434662582
S00135922,57.16238153874191,-2.2223694320992387
S00135923,57.161384289674885,-2.0946652557374974
